
[00:00:00.000 --> 00:00:03.000]  剛剛風頭下來了
[00:00:03.000 --> 00:00:09.000]  不知道你帶著什麼心情來今天的聚會
[00:00:09.000 --> 00:00:11.000]  如果再問遠一點
[00:00:11.000 --> 00:00:17.000]  過去一星期你有一些什麼心情
[00:00:17.000 --> 00:00:21.000]  可能是愉快、平靜
[00:00:21.000 --> 00:00:25.000]  還是疲乏、煩躁
[00:00:25.000 --> 00:00:31.000]  有時候因為某些事情讓自己感到有點生氣
[00:00:31.000 --> 00:00:34.000]  原來天父創造我們的時候
[00:00:34.000 --> 00:00:37.000]  送了一份很寶貴的禮物給我們
[00:00:37.000 --> 00:00:39.000]  就是情緒
[00:00:39.000 --> 00:00:42.000]  天父將情緒放在我們的生命裡
[00:00:42.000 --> 00:00:44.000]  就好像一個溫度計
[00:00:44.000 --> 00:00:48.000]  讓我們可以了解到我們當刻的狀況
[00:00:48.000 --> 00:00:49.000]  而且更加重要
[00:00:49.000 --> 00:00:54.000]  這個情緒溫度計成為一個很好的保護機制
[00:00:54.000 --> 00:00:58.000]  當情緒溫度計亮起紅燈的時候
[00:00:58.000 --> 00:00:59.000]  就像這幅圖一樣
[00:00:59.000 --> 00:01:02.000]  我們就真的需要認真去看待
[00:01:02.000 --> 00:01:06.000]  看看我們裡面有什麼事情發生
[00:01:06.000 --> 00:01:08.000]  並且要尋求出路
[00:01:08.000 --> 00:01:13.000]  今天我們早上很想透過文素記第十一章
[00:01:13.000 --> 00:01:16.000]  跟大家一起思想一個有趣的課題
[00:01:16.000 --> 00:01:18.000]  這個課題是什麼呢?
[00:01:18.000 --> 00:01:22.000]  就是「盧蘇王是怎樣煉成的呢?」
[00:01:22.000 --> 00:01:27.000]  我們先看經文
[00:01:27.000 --> 00:01:29.000]  我們一起讀了一些經文
[00:01:29.000 --> 00:01:32.000]  這個經文我們分開了
[00:01:32.000 --> 00:01:36.000]  二十三節我們分了四個段落
[00:01:36.000 --> 00:01:41.000]  我邀請弟兄跟我們讀第一至三節
[00:01:41.000 --> 00:01:44.000]  姐妹就讀四至十節
[00:01:44.000 --> 00:01:46.000]  也提醒一下姐妹
[00:01:46.000 --> 00:01:53.000]  待會經文有幾個字我們可能會少一點接觸
[00:01:53.000 --> 00:02:00.000]  第七節提到「瑪那好象元衰子」
[00:02:00.000 --> 00:02:11.000]  第八節提到「磨衰」
[00:02:11.000 --> 00:02:18.000]  或者「溝倒成粉」
[00:02:18.000 --> 00:02:27.000]  今天的安排就是弟兄讀
[00:02:27.000 --> 00:02:28.000]  姐妹讀
[00:02:28.000 --> 00:02:29.000]  再弟兄讀
[00:02:29.000 --> 00:02:30.000]  就像夾心餅一樣
[00:02:30.000 --> 00:02:33.000]  最後十六節之後就由我讀出
[00:02:33.000 --> 00:02:36.000]  大家不用掛心
[00:02:36.000 --> 00:02:40.000]  因為我們左上角有顏色提示
[00:02:40.000 --> 00:02:42.000]  我們讀的時候
[00:02:42.000 --> 00:02:47.000]  我也想大家留意黃色提示的字
[00:02:47.000 --> 00:02:53.000]  就是今天我們要思考的重要主題
[00:02:53.000 --> 00:02:54.000]  幫大家
[00:02:54.000 --> 00:02:56.000]  弟兄,預備好了嗎?
[00:02:56.000 --> 00:02:57.000]  好,來吧
[00:02:58.000 --> 00:03:00.000]  白色星馬語言
[00:03:00.000 --> 00:03:03.000]  當然傳達到耶和華的意中
[00:03:03.000 --> 00:03:05.000]  耶和華聽見
[00:03:05.000 --> 00:03:10.000]  耶和華的火在塔門中間燜燒
[00:03:10.000 --> 00:03:13.000]  燒毀形的外圍
[00:03:13.000 --> 00:03:15.000]  白色向柯西哀求
[00:03:15.000 --> 00:03:17.000]  柯西祈求耶和華
[00:03:17.000 --> 00:03:19.000]  火就死了
[00:03:19.000 --> 00:03:23.000]  他亦當受教造他的人
[00:03:23.000 --> 00:03:28.000]  因為耶和華的火曾在塔門中間燜燒
[00:03:28.000 --> 00:03:33.000]  塔門中間的猛賊人動了烤肉的心
[00:03:33.000 --> 00:03:36.000]  然而這些人又再瘋著說
[00:03:36.000 --> 00:03:38.000]  誰敢抗拒的呢?
[00:03:38.000 --> 00:03:41.000]  我忘記了在大雄的時候
[00:03:41.000 --> 00:03:44.000]  得到的錢就可以領餘
[00:03:44.000 --> 00:03:49.000]  懷有黃瓜、西瓜又在沖廚
[00:03:49.000 --> 00:03:52.000]  現在我必積力地拿了
[00:03:52.000 --> 00:03:54.000]  去了這馬來西亞
[00:03:54.000 --> 00:03:57.000]  中國沒有眼前什麼都沒有
[00:03:57.000 --> 00:04:00.000]  馬來西亞保障與雖治
[00:04:00.000 --> 00:04:01.000]  可想而知
[00:04:01.000 --> 00:04:03.000]  原來樹枝積累了自治
[00:04:03.000 --> 00:04:07.000]  百姓四處走動捲水罷了
[00:04:07.000 --> 00:04:10.000]  馬來西亞任何土著的水都掘到
[00:04:10.000 --> 00:04:12.000]  馬來西亞都不敢去
[00:04:12.000 --> 00:04:15.000]  各國安居的廟宇都成了廢物
[00:04:15.000 --> 00:04:19.000]  天氣和場地又靠我們來維持生命
[00:04:19.000 --> 00:04:22.000]  今天六歲王在廟中
[00:04:22.000 --> 00:04:25.000]  馬來西亞垂著放下
[00:04:25.000 --> 00:04:28.000]  可想而知百姓家家戶戶
[00:04:28.000 --> 00:04:30.000]  在將墳門口開落
[00:04:30.000 --> 00:04:34.000]  因此幾個王一到的大大發作
[00:04:34.000 --> 00:04:37.000]  可想而知有多不高興
[00:04:37.000 --> 00:04:40.000]  我細去的王說
[00:04:40.000 --> 00:04:42.000]  你為王好待何日
[00:04:42.000 --> 00:04:46.000]  我為王不在你眼前無恩
[00:04:46.000 --> 00:04:49.000]  你問我為何不把百姓家家戶戶
[00:04:49.000 --> 00:04:51.000]  交在我身上
[00:04:51.000 --> 00:04:54.000]  這百姓何時我懷的海
[00:04:54.000 --> 00:04:57.000]  何時我生下來的靈
[00:04:57.000 --> 00:04:59.000]  你已經對我說
[00:04:59.000 --> 00:05:01.000]  他們不要再懷裡
[00:05:01.000 --> 00:05:05.000]  養育之父保著大大的影像
[00:05:05.000 --> 00:05:08.000]  一直保到你年世邊緣
[00:05:08.000 --> 00:05:11.000]  及他們祖宗的土地上
[00:05:11.000 --> 00:05:15.000]  我從哪裡打入及這百姓的靈
[00:05:15.000 --> 00:05:18.000]  他們都向我報著說
[00:05:18.000 --> 00:05:20.000]  他們告訴我
[00:05:20.000 --> 00:05:23.000]  我不能獨自帶領這眾大聖
[00:05:23.000 --> 00:05:26.000]  這對我太沉重了
[00:05:26.000 --> 00:05:28.000]  如果你這樣愛我
[00:05:28.000 --> 00:05:31.000]  倒不如立刻把我殺掉吧
[00:05:31.000 --> 00:05:34.000]  我若在你眼前無恩
[00:05:34.000 --> 00:05:38.000]  求你不要讓我再受這樣的苦
[00:05:38.000 --> 00:05:41.000]  耶和華對摩西說
[00:05:41.000 --> 00:05:43.000]  你要從以色列的長老中
[00:05:43.000 --> 00:05:45.000]  為我召集七十個人
[00:05:45.000 --> 00:05:47.000]  就是你所認識
[00:05:47.000 --> 00:05:50.000]  作百姓的長老和官長的
[00:05:50.000 --> 00:05:51.000]  令他們都回望
[00:05:51.000 --> 00:05:55.000]  使他們和你一同站在那裡
[00:05:55.000 --> 00:05:57.000]  我要在那裡降臨
[00:05:57.000 --> 00:05:58.000]  與你說話
[00:05:58.000 --> 00:06:00.000]  把降給你的靈分給他們
[00:06:00.000 --> 00:06:04.000]  他們就和你分擔帶領百姓的擔子
[00:06:04.000 --> 00:06:06.000]  免得你獨自承擔
[00:06:06.000 --> 00:06:08.000]  你要對百姓說
[00:06:08.000 --> 00:06:10.000]  你們要為了明天
[00:06:10.000 --> 00:06:12.000]  使自己分別為聖
[00:06:12.000 --> 00:06:14.000]  你們將有欲吃
[00:06:14.000 --> 00:06:16.000]  因為你們哭著說
[00:06:16.000 --> 00:06:18.000]  誰給我們欲吃呢?
[00:06:18.000 --> 00:06:20.000]  我們在埃及多麼好
[00:06:20.000 --> 00:06:23.000]  這聲音傳到了耶和華的耳中
