
[00:00:00.000 --> 00:00:02.000]  今天是宗之主日
[00:00:02.000 --> 00:00:05.000]  紀念主耶穌騎驢光榮進入耶路撒冷城
[00:00:05.000 --> 00:00:08.800]  是祂人生最後一星期的主日
[00:00:08.800 --> 00:00:10.300]  而今天很特別
[00:00:10.300 --> 00:00:13.500]  我們稱祂為聖周
[00:00:13.500 --> 00:00:14.700]  在這個禮拜裡
[00:00:14.700 --> 00:00:18.700]  我們會更迫切紀念主耶穌為我們成就的一切
[00:00:18.700 --> 00:00:21.000]  事實上當我們看聖經
[00:00:21.000 --> 00:00:23.800]  主耶穌騎驢進入耶路撒冷城
[00:00:23.800 --> 00:00:25.800]  到祂人生最後七天
[00:00:25.800 --> 00:00:27.300]  雖然七天
[00:00:27.300 --> 00:00:30.300]  大家數一數一個星期就很短
[00:00:30.300 --> 00:00:34.800]  佔主耶穌人生33年半的生涯
[00:00:34.800 --> 00:00:36.800]  其實只是一個很小的部分
[00:00:36.800 --> 00:00:40.800]  但原來這七天是極其重要
[00:00:40.800 --> 00:00:42.300]  為什麼這麼說呢?
[00:00:42.300 --> 00:00:43.800]  如果你看一看四幅音書
[00:00:43.800 --> 00:00:45.300]  你就會知道
[00:00:45.300 --> 00:00:47.800]  無論是馬太、路加
[00:00:47.800 --> 00:00:49.800]  他們只是用了大概一張左右
[00:00:49.800 --> 00:00:51.300]  很短很短的篇幅
[00:00:51.300 --> 00:00:53.300]  來記載耶穌由降生
[00:00:53.300 --> 00:00:56.300]  到祂30歲傳道前的歲月
[00:00:56.300 --> 00:00:59.300]  但大概以三分之二的篇幅
[00:00:59.300 --> 00:01:00.300]  你要留意
[00:01:00.300 --> 00:01:03.300]  馬可和約翰沒有提及耶穌降生這些記載
[00:01:03.300 --> 00:01:07.300]  四幅音裡面有三分之二的篇幅
[00:01:07.300 --> 00:01:10.300]  都是記載耶穌祂三年半傳道的生涯
[00:01:10.300 --> 00:01:15.300]  但是最後是以三分之一
[00:01:15.300 --> 00:01:17.300]  很多的篇幅
[00:01:17.300 --> 00:01:20.300]  去記載耶穌人生最後的七天
[00:01:20.300 --> 00:01:23.300]  感覺就好像拿了一個放大鏡
[00:01:23.300 --> 00:01:25.800]  將耶穌最後的七天
[00:01:25.800 --> 00:01:28.300]  無論是祂的言教、身教
[00:01:28.300 --> 00:01:29.800]  祂被釘受害
[00:01:29.800 --> 00:01:31.300]  甚至是祂的復活
[00:01:31.300 --> 00:01:32.800]  顯現了這一切的事蹟
[00:01:32.800 --> 00:01:34.800]  放大來看一樣
[00:01:34.800 --> 00:01:35.800]  既然這麼重要
[00:01:35.800 --> 00:01:37.800]  今天特意揀選了
[00:01:37.800 --> 00:01:40.300]  記載在約翰福音裡面的一段經文
[00:01:40.300 --> 00:01:42.800]  一個可以說是耶穌光榮進城之後
[00:01:42.800 --> 00:01:45.300]  一段我們容易忽略的小插曲
[00:01:45.300 --> 00:01:47.300]  它是讓我們得著
[00:01:47.300 --> 00:01:49.300]  處今天要給我們的提醒
[00:01:49.300 --> 00:01:50.800]  我給今天的講題叫做
[00:01:50.800 --> 00:01:52.800]  「落地的選擇」
[00:01:52.800 --> 00:01:55.800]  讓我們在進入講解之前
[00:01:55.800 --> 00:01:57.800]  先來讀聖經
[00:01:57.800 --> 00:01:59.300]  我會和大家去讀
[00:01:59.300 --> 00:02:02.300]  約翰福音十二章二十到二十六節
[00:02:02.300 --> 00:02:04.800]  大家可以跟著螢幕的經文讀
[00:02:04.800 --> 00:02:06.800]  我們一起來讀出
[00:02:06.800 --> 00:02:11.300]  那時上來過節禮拜的人中
[00:02:11.300 --> 00:02:13.300]  有幾個希臘人
[00:02:13.300 --> 00:02:17.800]  他來利利的白菜大人肥力
[00:02:17.800 --> 00:02:19.800]  請求他說
[00:02:19.800 --> 00:02:22.800]  先生,我們想見耶穌
[00:02:22.800 --> 00:02:25.800]  肥力去告訴安德烈
[00:02:25.800 --> 00:02:29.800]  然後和安德烈去告訴耶穌
