
[00:00:00.000 --> 00:00:11.500]  我真的很覺得這個世界,文化是不斷影響著我們想要什麼,想重視什麼的
[00:00:11.500 --> 00:00:16.740]  我知道我們中間有二十歲至三十多歲的弟兄姊妹
[00:00:16.740 --> 00:00:21.240]  最近我有一個家庭跟我說了一個很有趣的事
[00:00:21.240 --> 00:00:27.640]  他們的兒子是二十五六歲,出來工作一兩年
[00:00:27.640 --> 00:00:34.180]  他們那天在吃飯,突然間兒子跟爸爸說了一件事
[00:00:34.180 --> 00:00:43.060]  一家四口,爸爸最近樓價都已經見底了,慢慢升了
[00:00:43.060 --> 00:00:48.260]  不如你趁這個時間多買一層樓
[00:00:48.260 --> 00:00:58.060]  爸爸就拗頭,我們一家四口,兩個大人兩個小的,還有隻狗還有個姐姐都住得很開心
[00:00:58.060 --> 00:01:03.020]  為什麼現在要多買一層樓呢?你覺得為什麼要多買一層樓?
[00:01:03.020 --> 00:01:09.340]  然後那個年輕人就說,你多買一層樓可以給我
[00:01:09.340 --> 00:01:15.580]  都理解吧,你自己年輕人出來買一層樓好像很艱難
[00:01:15.580 --> 00:01:20.520]  如果你爸爸可以幫你買一層樓給你,是不是非常好呢?
[00:01:20.520 --> 00:01:23.280]  有沒有人都很想有這件事?
[00:01:23.280 --> 00:01:27.420]  你心底可能有一種渴慕,如果爸爸幫我處理了這個問題
[00:01:27.420 --> 00:01:32.080]  是不是解決了我們前面很多年的很多障礙呢?
[00:01:32.080 --> 00:01:38.940]  我不知道買一層樓或者你爸爸買一層樓是不是你內心的渴慕
[00:01:38.940 --> 00:01:41.700]  這些都很中性的,我們都要住的
[00:01:41.700 --> 00:01:49.560]  但有時候社會裡面在影響我們,究竟我們什麼是重要,什麼是重要我們的渴慕和追求呢?
[00:01:49.560 --> 00:01:59.700]  近年在西方有一個運動叫做FIRE,有沒有認識?
[00:01:59.700 --> 00:02:05.360]  你們這麼乖,你們不認識這個FIRE movement?
[00:02:05.360 --> 00:02:13.280]  FIRE movement說什麼呢?我給你兩個字,FINANCIAL INDEPENDENCE,好像有人認識
[00:02:13.280 --> 00:02:19.800]  還有後面RE是什麼?RETIRED EARLY
[00:02:19.800 --> 00:02:24.580]  我們中間那些,你有沒有計劃35歲退休?
[00:02:24.580 --> 00:02:33.620]  過了,你有點失敗,是不是你計劃40歲退休?
[00:02:33.620 --> 00:02:40.880]  退不了,FIRE的意思是即時我們不需要賺很多錢,不過我們儲一筆的錢
[00:02:40.880 --> 00:02:46.300]  人生又不需要太多浪費,不過希望早點退休可以怎樣?
[00:02:46.300 --> 00:02:54.360]  有一些自由的空間做自己想做的事,我看到大家有些笑容,很開心,想起就開心
[00:02:54.360 --> 00:03:01.160]  FIRE是不是你的一個盼望?FINANCIAL INDEPENDENCE, RETIRED EARLY,是不是你的渴慕?
[00:03:01.160 --> 00:03:08.900]  有些可能是,我懷疑我們中間有些人的渴慕可能仍然有些傳統少少
[00:03:08.900 --> 00:03:17.020]  我不知道,現在我們傳統少少都是想人工不斷上升,升職你想不想升職?
[00:03:17.020 --> 00:03:22.360]  職位就不是很好,你給我一個TITLE就可以,不過不要給我更多工作
[00:03:22.360 --> 00:03:27.780]  錢增加就可以了,最重要是錢,儲夠的時候我們生活可以愉快一點
[00:03:27.780 --> 00:03:35.640]  有時候升職又辛苦又大壓力,寧願不升,不過也有可能我們中間有些頂姐妹
[00:03:35.640 --> 00:03:43.640]  都是一些傳統看法,都是想升職的,你想你工作上被認同,希望可以有多點權力,可以多點影響
[00:03:43.640 --> 00:03:52.300]  都不是壞事,剛才我說很多的東西,包括了買層樓,FINANCIAL INDEPENDENCE,35歲40歲退休
[00:03:52.300 --> 00:04:00.120]  或者你在公司裡面不斷進展,其實都不是壞事,這些是很中性的事
[00:04:00.120 --> 00:04:08.740]  不過當這些事成為了我們內心深處一些的渴慕和追求到的地步
[00:04:08.740 --> 00:04:18.880]  我時常都很緊張,很想得到那樣東西,這個有可能有少少問題
[00:04:18.880 --> 00:04:26.300]  又是什麼問題呢?都是很正路而已,今天我想透過主耶穌基督一個很有趣的比喻
[00:04:26.300 --> 00:04:36.520]  和你一起去思想一下,從主耶穌基督的角度來說,什麼的渴慕,什麼的追求是有智慧,是一些好的追求
[00:04:36.520 --> 00:04:45.300]  另一些的追求可能是一個整個潮流的追求,一些的渴慕,可能是一些沒有智慧無知的追求
[00:04:45.300 --> 00:04:54.000]  甚至主耶穌用了一個詞語叫做貪心,那我想問問你,你貪不貪心?有沒有人貪心舉手?
[00:04:54.000 --> 00:05:03.320]  沒有人承認自己貪心嗎?你貪些什麼的?貪時間,貪得很正路,你們這些頂尖姐妹真乖
[00:05:03.320 --> 00:05:11.660]  貪的東西都這麼正路,一天希望有48小時那些,我相信我們恩福堂頂尖姐妹都很乖的
[00:05:11.660 --> 00:05:18.460]  沒有什麼貪念,有沒有人在KK園工作?又或者是KK園相關企業有沒有人?沒有應該是吧?
[00:05:18.460 --> 00:05:26.560]  你都很正路的,你不是去貪,但主耶穌說過,如果我們對地上的一些東西很渴慕很緊張
[00:05:26.560 --> 00:05:37.660]  而那些東西其實不是地上的東西的時候,有可能我們有一種叫做貪戀,貪戀了一些不適合的東西
[00:05:37.660 --> 00:05:45.160]  這些主耶穌也說是一些無知的看法,一會兒我會和你看路加夫音第十二章的一些經文
[00:05:45.160 --> 00:05:55.160]  無知財主的比喻,和你一起去思想一下,究竟怎樣的人生渴慕和追求是有智慧的追求
[00:05:55.160 --> 00:06:04.260]  怎樣的追求是一些沒有智慧無知,甚至可能是貪念,耶穌所說的貪念不是貪別人的東西
[00:06:04.260 --> 00:06:09.660]  是貪一些地上不適合的東西,是神所不喜悅的,行不行?
[00:06:09.660 --> 00:06:16.860]  我們看路加夫音第十二章這個無知財主的比喻,裡面我起碼找到三個無知的人
[00:06:16.860 --> 00:06:24.360]  無知也會寫,經文是說有貪念的人,我們一起找找,這三個人是什麼人呢?
[00:06:24.360 --> 00:06:31.860]  我知道你吃完飯就開始有點飽,飽的時候很容易就會睡著
[00:06:31.860 --> 00:06:35.860]  你旁邊那個,你看到有些打哭的,你幫忙戳一戳他
[00:06:35.860 --> 00:06:47.260]  好,我們看看無知財主比喻上文的第一個無知的人是什麼人呢?
[00:06:47.260 --> 00:06:50.260]  我們一起讀一讀第十三節,好不好?
[00:06:50.260 --> 00:07:07.260]  一二三
[00:07:07.260 --> 00:07:16.260]  這個故事一開頭是說有一個男士,年輕人,就找耶穌去分家
[00:07:16.260 --> 00:07:24.260]  即時是什麼情況?很可能就是長輩去世了,現在誰說了算?
[00:07:24.260 --> 00:07:26.260]  應該是哥哥說了算,你猜是不是?
[00:07:26.260 --> 00:07:33.260]  然後弟弟就在等著去分家產,我想問一下分家產有沒有問題?
[00:07:33.260 --> 00:07:41.260]  分家業有沒有問題?其實也沒有什麼問題的,長輩去世了,家業也是正常分的
[00:07:41.260 --> 00:07:48.260]  甚至那個年代,我們看回2000年前的文獻,有些人真的會找拉比
[00:07:48.260 --> 00:07:53.260]  即是當時的老師,我們現在用的是和修本,那時候本來是用拉比的
[00:07:53.260 --> 00:07:59.260]  猶太拉比可以幫人分家是正常的,這個沒有問題
[00:07:59.260 --> 00:08:03.260]  我想問一下這個人是不是貪心?分家業不是貪心
[00:08:03.260 --> 00:08:08.260]  但是耶穌接著的反應是怎樣?耶穌有什麼態度?
[00:08:08.260 --> 00:08:17.260]  你這個人,誰勒我作你們的判官,幫你們分家產?
[00:08:17.260 --> 00:08:22.260]  你覺得耶穌是很快樂,還是耶穌是有些憤怒?
[00:08:22.260 --> 00:08:26.260]  耶穌應該有些生氣的,為什麼呢?
[00:08:26.260 --> 00:08:33.260]  既然有些拉比幫人分家業,你不喜歡幫人分,你就說我不做這行的
[00:08:33.260 --> 00:08:37.260]  你叫隔壁那個人幫你分,沒什麼問題的
[00:08:37.260 --> 00:08:39.260]  不過為什麼耶穌這麼生氣?
[00:08:39.260 --> 00:08:41.260]  他說你這個人為什麼要找我分?
[00:08:41.260 --> 00:08:47.260]  接著耶穌再下就說,轉過頭對隔壁所有
[00:08:47.260 --> 00:08:49.260]  剛剛上面在說道
[00:08:49.260 --> 00:08:53.260]  接著回來就是所有聽道的人,耶穌就會說什麼呢?
[00:08:53.260 --> 00:08:56.260]  我們一起讀讀括號裡面的事,好嗎?
[00:08:56.260 --> 00:09:01.260]  你們要謹慎自守,躲避一切的貪心
[00:09:01.260 --> 00:09:06.260]  因為人的生命不在乎道豐富
[00:09:06.260 --> 00:09:07.260]  我們就用個比喻
[00:09:07.260 --> 00:09:11.260]  主耶穌說這個人是貪心,明顯說他內心是貪心,為什麼呢?
[00:09:11.260 --> 00:09:17.260]  我想問,你分你當德的家業,有什麼問題?
[00:09:17.260 --> 00:09:24.260]  其實真的不是貪KK元,騙人的錢,完全不是做什麼惡事的
[00:09:24.260 --> 00:09:25.260]  你同不同意嗎?
[00:09:25.260 --> 00:09:27.260]  那為什麼叫貪?
[00:09:27.260 --> 00:09:30.260]  不過你要想一件事
[00:09:30.260 --> 00:09:38.260]  現在我們說道,你說我應該說多久?
[00:09:38.260 --> 00:09:40.260]  三十分鐘?
[00:09:40.260 --> 00:09:46.260]  我多說十分鐘你都會開始看手錶,我知道你很聰明
[00:09:46.260 --> 00:09:51.260]  但耶穌年代說道就不是這樣,耶穌說了多長時間?
[00:09:51.260 --> 00:09:55.260]  有時會說一天,有很多個小時
[00:09:55.260 --> 00:09:59.260]  通常說完道之後,你會跟說完說什麼?
[00:09:59.260 --> 00:10:05.260]  我試過有人說完道之後,就問我聖經問題,這樣也不錯
[00:10:05.260 --> 00:10:10.260]  也有人走上來就客氣地說,哎呀Patrick你真的說得好
[00:10:10.260 --> 00:10:12.260]  接著下一句我就問,哪裡說得好?
[00:10:12.260 --> 00:10:14.260]  接著他就不會回答了
[00:10:14.260 --> 00:10:17.260]  通常那些是寒圈
[00:10:17.260 --> 00:10:21.260]  但我想問,一個人聽了耶穌說了很多個小時說道之後
[00:10:21.260 --> 00:10:24.260]  接著一走上來跟耶穌說什麼?
[00:10:24.260 --> 00:10:27.260]  你幫我分家
[00:10:27.260 --> 00:10:31.260]  你猜他剛才那幾個小時在想什麼?
[00:10:31.260 --> 00:10:33.260]  你說呢?
[00:10:33.260 --> 00:10:34.260]  分家
[00:10:34.260 --> 00:10:37.260]  我懷疑你中間有些人現在在想一些事
[00:10:37.260 --> 00:10:40.260]  就是一會兒會跟電影姐妹去哪裡吃東西
[00:10:40.260 --> 00:10:44.260]  再去宵夜,或者去哪裡玩
[00:10:44.260 --> 00:10:46.260]  約誰去哪裡
[00:10:46.260 --> 00:10:52.260]  但是當日這個人內心深處在想就是要分家
[00:10:52.260 --> 00:10:54.260]  其實這個人有沒有東西吃?我想問
[00:10:54.260 --> 00:10:57.260]  應該在家裡有哥哥,有地方住
[00:10:57.260 --> 00:11:00.260]  但是他很緊張的一件事就是
[00:11:00.260 --> 00:11:02.260]  我一定要拿到那筆錢
[00:11:02.260 --> 00:11:08.260]  分到那筆錢的時候,我的內心就可以安心
[00:11:08.260 --> 00:11:13.260]  所以主耶穌就說這個是貪心
[00:11:13.260 --> 00:11:18.260]  這個夏文甚至說這個是無知的人
[00:11:18.260 --> 00:11:21.260]  用了下面一個無知財主的比喻
[00:11:21.260 --> 00:11:25.260]  這個人老實說真的沒有做過傷天害理的事
[00:11:25.260 --> 00:11:29.260]  沒有搶別人的錢,或者騙別人的錢
[00:11:29.260 --> 00:11:31.260]  他只是想拿回自己應該有的事
[00:11:31.260 --> 00:11:35.260]  不過當他的心很想很想拿到自己那些錢
[00:11:35.260 --> 00:11:37.260]  他就安心的時候
[00:11:37.260 --> 00:11:41.260]  主耶穌說這個是一個無知的人
[00:11:41.260 --> 00:11:45.260]  是一個有貪念的人
[00:11:45.260 --> 00:11:53.260]  頂枝妹我不知道今天你內心深處你渴慕的是什麼
[00:11:53.260 --> 00:11:58.260]  早陣子我和一班初職的頂枝妹查經
[00:11:58.260 --> 00:12:02.260]  查經的時候突然有個弟兄說了一句
[00:12:02.260 --> 00:12:05.260]  我相信他說的一句是真心話
[00:12:05.260 --> 00:12:08.260]  我們在說一段經文,不過他突然間跳起來說
[00:12:08.260 --> 00:12:11.260]  如果買六合彩中了六合彩
[00:12:11.260 --> 00:12:16.260]  拿到過千萬是不是很開心呢
[00:12:16.260 --> 00:12:19.260]  處理了人生很多問題
[00:12:19.260 --> 00:12:21.260]  我覺得他說一下這個笑話
[00:12:21.260 --> 00:12:25.260]  不過他可能反映他內心深處真的挺想的
[00:12:25.260 --> 00:12:26.260]  我想問一下我們中間有沒有一些
[00:12:26.260 --> 00:12:29.260]  其實內心深處你都很想中了六合彩
[00:12:29.260 --> 00:12:32.260]  都可以有幾千萬落袋的
[00:12:32.260 --> 00:12:33.260]  想不想
[00:12:33.260 --> 00:12:36.260]  不要舉手,一舉手有人會找你的
[00:12:36.260 --> 00:12:39.260]  不過你內心深處坦白說是不是想有
[00:12:39.260 --> 00:12:41.260]  有些人可能已經有了
[00:12:41.260 --> 00:12:43.260]  我不知道
[00:12:43.260 --> 00:12:45.260]  但你覺得我有那些東西
[00:12:45.260 --> 00:12:46.260]  就好像很享受
[00:12:46.260 --> 00:12:49.260]  我不知道現在我們人生追求的是什麼
[00:12:49.260 --> 00:12:51.260]  不知道是不是房子
[00:12:51.260 --> 00:12:52.260]  是不是錢
[00:12:52.260 --> 00:12:56.260]  或者我早退可以有一些自由的空間可以享受
[00:12:56.260 --> 00:12:58.260]  那些可以很正面的東西
[00:12:58.260 --> 00:13:02.260]  但當那些東西時常成為我們內心那種渴慕
[00:13:02.260 --> 00:13:04.260]  不知道你聽到聽了幾個小時
[00:13:04.260 --> 00:13:06.260]  你還在想什麼
[00:13:06.260 --> 00:13:07.260]  就是要分家
[00:13:07.260 --> 00:13:09.260]  就是要那些財產的時候
[00:13:09.260 --> 00:13:12.260]  這個成為了一個無知的人
[00:13:12.260 --> 00:13:18.260]  是一個貪戀不合適的事的人
[00:13:18.260 --> 00:13:21.260]  我不知道現代我們中間有沒有一些頂智妹
[00:13:21.260 --> 00:13:23.260]  你都在渴慕
[00:13:23.260 --> 00:13:27.260]  譬如你很想要
[00:13:27.260 --> 00:13:28.260]  未必一定升職的
[00:13:28.260 --> 00:13:30.260]  很想你要拿到某一個地位
[00:13:30.260 --> 00:13:33.260]  可能你學校裡面工作
[00:13:33.260 --> 00:13:34.260]  或者在醫院裡面工作
[00:13:34.260 --> 00:13:36.260]  我要達到某一個職位
[00:13:36.260 --> 00:13:39.260]  我就會覺得很安心
[00:13:39.260 --> 00:13:41.260]  可能你要花很多很多功夫
[00:13:41.260 --> 00:13:43.260]  這是很正常的
[00:13:43.260 --> 00:13:47.260]  不過如果這個成為了我們人生不斷不斷渴慕
[00:13:47.260 --> 00:13:54.260]  有可能裡面有一些耶穌所說的無知
[00:13:54.260 --> 00:13:57.260]  我們再看耶穌為什麼說這些叫無知
[00:13:57.260 --> 00:13:59.260]  為什麼叫貪念
[00:13:59.260 --> 00:14:03.260]  我們第一個人已經看到耶穌說無知和貪念
[00:14:03.260 --> 00:14:05.260]  就是剛才那個少年人
[00:14:05.260 --> 00:14:07.260]  我們看看第二個人是什麼人
[00:14:07.260 --> 00:14:10.260]  這個也是貪心和無知的人
[00:14:10.260 --> 00:14:11.260]  我們看一看
[00:14:11.260 --> 00:14:14.260]  跟著耶穌就用一個比喻跟他說
[00:14:14.260 --> 00:14:16.260]  我們一起讀一讀那個比喻有什麼特點
[00:14:16.260 --> 00:14:17.260]  一起讀一二三
[00:14:17.260 --> 00:14:19.260]  有一個財主
[00:14:19.260 --> 00:14:21.260]  田地出產豐富
[00:14:21.260 --> 00:14:23.260]  他自己心裡想
[00:14:23.260 --> 00:14:26.260]  我的出產沒有地方儲藏
[00:14:26.260 --> 00:14:28.260]  怎麼辦呢
[00:14:28.260 --> 00:14:35.260]  上文說人的生命不在乎什麼
[00:14:35.260 --> 00:14:38.260]  家道豐富
[00:14:38.260 --> 00:14:40.260]  而去到這段經文一下來
[00:14:40.260 --> 00:14:42.260]  那個比喻就在說
[00:14:42.260 --> 00:14:46.260]  你看中文和修本就好像說一個財主
[00:14:46.260 --> 00:14:49.260]  其實那個原來的文字就說到一塊地
[00:14:49.260 --> 00:14:51.260]  有一塊地很有出產
[00:14:51.260 --> 00:14:53.260]  就正正是那個家道豐富
[00:14:53.260 --> 00:14:54.260]  在上文那裡
[00:14:54.260 --> 00:14:55.260]  家道豐富怎樣呢
[00:14:55.260 --> 00:14:57.260]  那塊地很好出產
[00:14:57.260 --> 00:15:01.260]  財主擁有這塊地
[00:15:01.260 --> 00:15:03.260]  他有沒有問題
[00:15:03.260 --> 00:15:04.260]  他擁有這塊地
[00:15:04.260 --> 00:15:05.260]  這塊地很多出產
[00:15:05.260 --> 00:15:07.260]  他賺到很多錢都是好事
[00:15:07.260 --> 00:15:08.260]  現在有一個問題
[00:15:08.260 --> 00:15:10.260]  有一個什麼問題
[00:15:10.260 --> 00:15:12.260]  英文有一句話叫做
[00:15:12.260 --> 00:15:15.260]  A nice problem to have
[00:15:15.260 --> 00:15:16.260]  是什麼問題呢
[00:15:16.260 --> 00:15:20.260]  就是他出產沒有地方儲藏
[00:15:20.260 --> 00:15:23.260]  怎麼辦呢
[00:15:23.260 --> 00:15:24.260]  不知道我們中間看一下
[00:15:24.260 --> 00:15:28.260]  有沒有一些年輕的小富戶
[00:15:28.260 --> 00:15:31.260]  最近有沒有一些拿了bonus
[00:15:31.260 --> 00:15:33.260]  拿了一些人工加了
[00:15:33.260 --> 00:15:35.260]  最近開始有些困難
