
[00:00:00.000 --> 00:00:08.880]  今天我是代表恩福北區堂跟大家分享
[00:00:08.880 --> 00:00:12.080]  我記得在去年九月的時候
[00:00:12.080 --> 00:00:17.920]  我已經來過大家當中分享關於北區堂的一些情況
[00:00:17.920 --> 00:00:21.160]  今天已經差不多過了一年的時間
[00:00:21.160 --> 00:00:23.440]  今天已經有很不同的情況
[00:00:23.440 --> 00:00:27.440]  很想在這個時間先給我們看一條短片
[00:00:27.440 --> 00:00:31.760]  大家可以細心觀看這條短片
[00:00:31.760 --> 00:00:34.720]  我們現在開始吧!
[00:00:35.720 --> 00:00:37.400]  詩篇第十六篇
[00:00:37.400 --> 00:00:40.400]  詩人說神用乘涼給他的地界
[00:00:40.400 --> 00:00:42.160]  坐落在皆美之地
[00:00:42.160 --> 00:00:43.320]  我們很感謝神
[00:00:43.320 --> 00:00:48.000]  恩福的第四間寺堂終於落實在粉嶺的軒靜間
[00:00:48.000 --> 00:00:51.000]  並且命名為「恩福北區堂」
[00:00:51.000 --> 00:00:54.480]  接下來我們會有大步走的籌款活動
[00:00:54.480 --> 00:00:59.240]  希望凝聚大家一起為這個城市來禱告
[00:00:59.240 --> 00:01:02.320]  紀念北區福音的需要
[00:01:02.320 --> 00:01:05.320]  願意我們一起走入北區
[00:01:05.320 --> 00:01:09.960]  北區大步走建堂馬拉松及步行籌款
[00:01:09.960 --> 00:01:13.400]  北區大步走是為恩福家北區第四子
[00:01:13.400 --> 00:01:16.040]  籌募建堂經費而進行的活動
[00:01:16.040 --> 00:01:19.080]  我們好像基督的精兵整裝待發
[00:01:19.080 --> 00:01:22.280]  從恩福寶堂出發邁向北區
[00:01:22.280 --> 00:01:24.680]  齊心實踐本地宣教
[00:01:24.680 --> 00:01:26.120]  共建神家
[00:01:26.120 --> 00:01:29.760]  全體北區議長支持本地宣教
[00:01:29.760 --> 00:01:31.560]  建立第四寺堂
[00:01:31.560 --> 00:01:33.560]  耶
[00:01:33.560 --> 00:01:36.760]  在2025年3月22日
[00:01:36.760 --> 00:01:40.240]  兩位牧者及一群第四寺堂的核心成員
[00:01:40.240 --> 00:01:42.000]  以及康體部的同工
[00:01:42.000 --> 00:01:46.640]  已經由荔枝角恩福母堂步行到城門水塘
[00:01:46.640 --> 00:01:50.120]  象徵著建堂籌款旅程的開始
[00:01:50.120 --> 00:01:55.200]  感恩當日天父賜給我們有情愛的天氣
[00:01:55.200 --> 00:01:56.520]  微風相伴
[00:01:56.520 --> 00:01:59.280]  大家一路欣賞神創造的風景
[00:01:59.280 --> 00:02:00.880]  一路昂首闊步
[00:02:00.880 --> 00:02:02.080]  彼此分享
[00:02:02.080 --> 00:02:03.880]  士氣非常高昂
[00:02:03.880 --> 00:02:06.720]  我們已經由恩福來到九龍水塘的入口
[00:02:06.720 --> 00:02:09.720]  表示我們已經邁向新界的進程
[00:02:09.720 --> 00:02:13.160]  耶
[00:02:13.160 --> 00:02:14.440]  建堂議長
[00:02:14.440 --> 00:02:16.440]  你我同行
[00:02:16.440 --> 00:02:19.120]  這次北區大步走籌款
[00:02:19.120 --> 00:02:21.480]  不單是金錢上的奉獻
[00:02:21.480 --> 00:02:25.720]  更是全教會之體同心參與的見證
[00:02:25.720 --> 00:02:27.720]  無論你是參加跑步
[00:02:27.720 --> 00:02:28.920]  還是步行
[00:02:28.920 --> 00:02:30.800]  或者是金錢奉獻
[00:02:30.800 --> 00:02:35.120]  每個弟兄姊妹都能成為北區建堂的一分子
[00:02:35.120 --> 00:02:36.640]  建立第四子
[00:02:36.640 --> 00:02:38.200]  你我都有份
[00:02:38.200 --> 00:02:40.920]  讓我們繼續以信心和行動
[00:02:40.920 --> 00:02:42.920]  回應神的呼召
[00:02:42.920 --> 00:02:46.600]  弟兄姊妹和我們一起
[00:02:46.600 --> 00:02:49.360]  一樣都是預備了整裝待發
[00:02:49.360 --> 00:02:50.400]  不過我記得一個片段
[00:02:50.400 --> 00:02:53.160]  就是建立牧師是一個很能跑的牧師
[00:02:53.160 --> 00:02:56.040]  有一次他約我一起從大學跑到大埔
[00:02:56.040 --> 00:02:57.840]  我覺得是一個很美好的經歷
[00:02:57.840 --> 00:03:00.200]  不過很期望不是只有我們兩個跑
[00:03:00.200 --> 00:03:02.480]  而是我們恩福眾弟兄姊妹一起跑
[00:03:02.480 --> 00:03:04.680]  因為第四子也會有我們的家人
[00:03:04.680 --> 00:03:06.040]  在北區裡住
[00:03:06.040 --> 00:03:07.760]  也會有我們的親戚朋友
[00:03:07.760 --> 00:03:09.640]  在北區裡住著
[00:03:09.640 --> 00:03:12.280]  很期望大家藉著接下來的籌款活動
[00:03:12.280 --> 00:03:13.240]  一起參與
[00:03:13.240 --> 00:03:15.200]  我們可能是或行或跑
[00:03:15.200 --> 00:03:18.000]  你做好我, 像這樣做好全身的裝備
[00:03:18.000 --> 00:03:20.280]  隨時來到的時候就可以一起參與
[00:03:20.280 --> 00:03:23.200]  成為我們一起擁抱的彼此的服侍
[00:03:23.200 --> 00:03:25.200]  很想大家一起去參與
[00:03:25.200 --> 00:03:26.600]  去支持我們
[00:03:26.600 --> 00:03:29.400]  恩福北區堂大步走需要你
[00:03:29.400 --> 00:03:32.600]  恩福北區堂大步走需要你
[00:03:32.600 --> 00:03:36.920]  恩福北區堂大步走需要你們
[00:03:36.920 --> 00:03:40.160]  我想你們都是很有活力的弟兄姊妹
[00:03:40.160 --> 00:03:43.520]  所以到時希望大家可以踴躍去參與
[00:03:43.520 --> 00:03:45.040]  你不一定要跑步
[00:03:45.040 --> 00:03:47.120]  你可以走路也可以
[00:03:47.120 --> 00:03:49.640]  所以我想大家都喜歡的互惠活動
[00:03:49.640 --> 00:03:51.920]  都是很好的一個活動
[00:03:51.920 --> 00:03:55.400]  很感恩, 我先介紹一下自己
[00:03:55.400 --> 00:03:56.600]  我是建量牧師
[00:03:56.600 --> 00:03:58.000]  我太太也來了
[00:03:58.000 --> 00:03:59.200]  她是二妹牧師
[00:03:59.200 --> 00:04:03.080]  我們都是恩福北區堂的兩位牧者
[00:04:03.080 --> 00:04:06.440]  今天是恩福北區堂的特別主日
[00:04:06.440 --> 00:04:08.040]  經過兩年的時間
[00:04:08.040 --> 00:04:09.800]  大家剛才看了一段片
