
[00:00:00.000 --> 00:00:04.800]  我們今天崇拜和大家分享的題目
[00:00:04.800 --> 00:00:07.400]  就是《恩典》中的《內力賽》
[00:00:07.400 --> 00:00:12.800]  記載在《羅馬書》的五章第一至第五節
[00:00:12.800 --> 00:00:14.600]  不知道大家知不知道
[00:00:14.600 --> 00:00:19.000]  我們由六月開始是一個系列的講道
[00:00:19.000 --> 00:00:21.000]  知不知道是什麼系列的講道呢?
[00:00:21.000 --> 00:00:26.400]  是哦!是屬靈果子系列的講道
[00:00:26.400 --> 00:00:29.800]  我們會透過不同的經文去思考
[00:00:29.800 --> 00:00:32.600]  當我們在主裡面的時候
[00:00:32.600 --> 00:00:35.600]  願意被改變、被更新
[00:00:35.600 --> 00:00:38.600]  而結出九方面的生命特質
[00:00:38.600 --> 00:00:46.600]  這個九果子就記載在《迦拉太書》裡頭
[00:00:46.600 --> 00:00:51.000]  這九個果子我們都講過
[00:00:51.000 --> 00:00:52.200]  講過多少個呢?
[00:00:52.200 --> 00:00:55.600]  是啊!很厲害!很留心!
[00:00:55.600 --> 00:00:58.400]  之前講過仁愛、喜樂、和平
[00:00:58.400 --> 00:01:01.400]  今天我們要思想就是忍耐
[00:01:01.400 --> 00:01:04.200]  這個課題對我自己
[00:01:04.200 --> 00:01:06.200]  或者對一些人來說
[00:01:06.200 --> 00:01:08.200]  都是具挑戰性的
[00:01:08.200 --> 00:01:11.600]  我想問一下在座的弟兄姊妹新朋友
[00:01:11.600 --> 00:01:15.000]  你們有多少人覺得自己是一個
[00:01:15.000 --> 00:01:17.800]  我都頗有忍耐能力的人呢?
[00:01:17.800 --> 00:01:21.800]  不怕!你覺得就可以了
[00:01:21.800 --> 00:01:26.200]  其實你自己也不少
[00:01:26.200 --> 00:01:28.400]  也不算很多
[00:01:28.400 --> 00:01:30.400]  我們大家都是誠實的人
[00:01:30.400 --> 00:01:33.000]  或者對自己要求都甚高的人
[00:01:33.000 --> 00:01:38.000]  很難說自己是一個很忍耐能力的人
[00:01:38.000 --> 00:01:40.400]  我不知道大家
[00:01:40.400 --> 00:01:42.400]  你是一個步伐快的人
[00:01:42.400 --> 00:01:45.000]  還是一個步伐慢的人
[00:01:45.000 --> 00:01:46.800]  有多少人覺得自己
[00:01:46.800 --> 00:01:49.400]  我都是講求速度的人
[00:01:49.400 --> 00:01:52.200]  馬上把手動起來
[00:01:52.200 --> 00:01:53.600]  知道了!看到了!
[00:01:53.600 --> 00:01:55.400]  大家都是很有速度的
[00:01:55.400 --> 00:01:59.800]  在我們這個時事講求速度效率的年代
[00:01:59.800 --> 00:02:03.200]  很容易就會失去了耐性
[00:02:03.200 --> 00:02:06.600]  失去忍耐的情景包括什麼呢?
[00:02:06.600 --> 00:02:10.000]  就莫過於我們生活每一個細節裡
[00:02:10.000 --> 00:02:11.800]  包括排隊等車
[00:02:11.800 --> 00:02:12.800]  你有沒有試過
[00:02:12.800 --> 00:02:15.000]  等車這件事
[00:02:15.000 --> 00:02:18.600]  不知道為什麼時間好像慢得很厲害
[00:02:18.600 --> 00:02:19.800]  你等一分鐘
[00:02:19.800 --> 00:02:22.200]  感覺好像等了五分鐘
[00:02:22.200 --> 00:02:24.400]  特別是等270 Boy
[00:02:24.400 --> 00:02:27.800]  真的忍到明明已經4分鐘了
[00:02:27.800 --> 00:02:29.800]  很悶的聲音在那裡等了
[00:02:29.800 --> 00:02:34.400]  為什麼手機就說6分鐘還有
[00:02:34.400 --> 00:02:35.600]  究竟車子去了哪裡
[00:02:35.600 --> 00:02:37.600]  在中間不知道在哪裡
[00:02:37.600 --> 00:02:41.400]  心裡面就很著急
[00:02:41.400 --> 00:02:44.000]  又或者你去餐廳
[00:02:44.000 --> 00:02:46.400]  雖然現在餐廳的燒
[00:02:46.400 --> 00:02:48.800]  不是很爆
[00:02:48.800 --> 00:02:50.400]  不過有時候都要排隊的
[00:02:50.400 --> 00:02:53.400]  去到午市的時候
[00:02:53.400 --> 00:02:54.600]  拿著這張門票
[00:02:54.600 --> 00:02:57.400]  自己也有時候會很煩躁的
[00:02:57.400 --> 00:02:59.200]  又或者有沒有去過銀行呢?
[00:02:59.200 --> 00:03:01.200]  銀行也有派門票的
[00:03:01.200 --> 00:03:02.600]  分門別類
[00:03:02.600 --> 00:03:04.000]  A、B、C這樣
[00:03:04.000 --> 00:03:05.800]  看到那些號碼不斷在動
[00:03:05.800 --> 00:03:07.600]  不過不是自己的行列
[00:03:07.600 --> 00:03:09.000]  在排C這樣動
[00:03:09.000 --> 00:03:10.400]  我試過一次
[00:03:10.400 --> 00:03:12.400]  排了20分鐘
[00:03:12.400 --> 00:03:14.800]  A和B是不斷去的
[00:03:14.800 --> 00:03:17.200]  而我的C基本上是沒有動過的
[00:03:17.200 --> 00:03:19.200]  又有點煩躁了
[00:03:19.200 --> 00:03:21.200]  又或者看醫生有沒有試過
[00:03:21.200 --> 00:03:23.200]  自己已經在生病了
[00:03:23.200 --> 00:03:25.200]  生病的時候他就會跟你說
[00:03:25.200 --> 00:03:29.200]  你坐在這裡等一下
[00:03:29.200 --> 00:03:31.200]  其實四周是沒有位置可以坐的
[00:03:31.200 --> 00:03:32.000]  基本上
[00:03:32.000 --> 00:03:33.400]  一個病人來說
[00:03:33.400 --> 00:03:35.000]  唯有站著
[00:03:35.000 --> 00:03:37.000]  最近我也去看醫生
[00:03:37.000 --> 00:03:38.600]  站了10分鐘
[00:03:38.600 --> 00:03:40.000]  接著我就問姑娘
[00:03:40.000 --> 00:03:42.000]  還有多少個到我呢?
[00:03:42.000 --> 00:03:43.400]  他說還有一些人
[00:03:43.400 --> 00:03:45.600]  那就是多少個呢?
[00:03:45.600 --> 00:03:48.800]  他就說五個
[00:03:48.800 --> 00:03:50.800]  好像很厚疾的五個
[00:03:50.800 --> 00:03:52.000]  好 那我就等你
[00:03:52.000 --> 00:03:55.000]  我就站在醫生房門口就數了
[00:03:55.000 --> 00:03:58.400]  咦 已經又過了25分鐘了
[00:03:58.400 --> 00:04:00.400]  五個也去完了
[00:04:00.400 --> 00:04:02.200]  第六個也在進去了
[00:04:02.200 --> 00:04:05.200]  我就跟護士姑娘說一說
[00:04:05.200 --> 00:04:07.200]  我說 姑娘
[00:04:07.200 --> 00:04:09.400]  你剛才說排第五個
[00:04:09.400 --> 00:04:11.200]  我現在看到第六個正在進去
[00:04:11.200 --> 00:04:13.600]  那究竟我是排第幾個呢?
[00:04:13.600 --> 00:04:14.800]  「欸」這樣
[00:04:14.800 --> 00:04:16.200]  還有三個
[00:04:16.200 --> 00:04:17.200]  還有三個
[00:04:17.200 --> 00:04:19.600]  於是那個忍耐能力
[00:04:19.600 --> 00:04:23.400]  就真的很難過了
[00:04:23.400 --> 00:04:24.600]  所以說
[00:04:24.600 --> 00:04:27.400]  失去了忍耐
[00:04:27.400 --> 00:04:28.600]  整個人已經很煩躁
[00:04:28.600 --> 00:04:29.400]  已經生病了
[00:04:29.400 --> 00:04:33.800]  接著他就挑戰我的忍耐能力
[00:04:33.800 --> 00:04:35.800]  原來其實我們現在
[00:04:35.800 --> 00:04:38.200]  能夠忍耐能力
[00:04:38.200 --> 00:04:39.800]  是低於以前那一代人的
[00:04:39.800 --> 00:04:40.800]  你覺不覺得?
[00:04:40.800 --> 00:04:42.200]  是啊
[00:04:42.200 --> 00:04:44.000]  好了 先問問大家
[00:04:44.000 --> 00:04:47.000]  在座有幾個人用過「call機」這東西?
[00:04:49.800 --> 00:04:50.800]  你用過的
[00:04:50.800 --> 00:04:52.400]  你只是不記得而已 是不是?
[00:04:52.400 --> 00:04:55.800]  你說到自己很年輕
[00:04:55.800 --> 00:04:58.000]  其實「call機」是何時發明的呢?
[00:04:58.000 --> 00:05:00.600]  其實已經從七十年代香港
[00:05:00.600 --> 00:05:04.000]  就已經進入了香港這個範圍了
[00:05:04.000 --> 00:05:06.000]  到了八十年代中
[00:05:06.000 --> 00:05:07.200]  九十年代初
[00:05:07.200 --> 00:05:08.600]  就最盛行的
[00:05:08.600 --> 00:05:12.600]  所以我看大家都有點資歷了
[00:05:12.600 --> 00:05:14.000]  應該是
[00:05:14.000 --> 00:05:15.600]  就算你沒有用過「call機」
[00:05:15.600 --> 00:05:17.200]  你也見過那部「call機」的
[00:05:17.200 --> 00:05:21.600]  是的 應該是活動室的小朋友沒有見過這東西
[00:05:21.600 --> 00:05:22.000]  是的
[00:05:22.000 --> 00:05:24.800]  那麼「call機」這東西
[00:05:24.800 --> 00:05:28.000]  當手提電話未普及的年代
[00:05:28.000 --> 00:05:29.800]  差不多每個香港成年人
[00:05:29.800 --> 00:05:31.400]  都有部「call機」的
[00:05:31.400 --> 00:05:33.400]  那麼八十年代的「call機」
[00:05:33.400 --> 00:05:36.200]  就只有螢光幕仔
[00:05:36.200 --> 00:05:38.000]  有些數字的 是不是?
[00:05:38.000 --> 00:05:39.600]  那麼傳呼公司
[00:05:39.600 --> 00:05:41.000]  就會將
[00:05:41.000 --> 00:05:42.400]  你不用經常回台
[00:05:42.400 --> 00:05:45.000]  有一些常用的訊息
[00:05:45.000 --> 00:05:47.200]  它就會用數字去代替
[00:05:47.200 --> 00:05:48.200]  譬如
[00:05:48.200 --> 00:05:50.600]  如果你是一個先生找你的
[00:05:50.600 --> 00:05:52.000]  就是一號
[00:05:52.000 --> 00:05:53.400]  如果是小姐找你的
[00:05:53.400 --> 00:05:54.800]  女士的二號
[00:05:54.800 --> 00:05:57.000]  姓陳的就五號
[00:05:57.000 --> 00:05:58.600]  那麼如果陳先生call你
[00:05:58.600 --> 00:06:00.400]  那麼應該顯示什麼呢?
[00:06:00.400 --> 00:06:02.000]  105了
[00:06:02.000 --> 00:06:04.000]  是的 接著就是他的電話號碼
[00:06:04.000 --> 00:06:05.000]  那麼你就知道
[00:06:05.000 --> 00:06:06.800]  我要打給陳先生
[00:06:06.800 --> 00:06:11.200]  或者另外有些常用的訊息
[00:06:11.200 --> 00:06:13.200]  是的 有些代號
[00:06:13.200 --> 00:06:14.800]  都是不用回台的
[00:06:14.800 --> 00:06:17.800]  譬如說請自電回家
[00:06:17.800 --> 00:06:20.600]  這個每個人都需要的
[00:06:20.600 --> 00:06:23.800]  那麼代號就聽說是6789
[00:06:23.800 --> 00:06:24.600]  是的
[00:06:24.600 --> 00:06:26.200]  那麼你一見到6789
[00:06:26.200 --> 00:06:28.000]  就是家人找我了
[00:06:28.000 --> 00:06:29.000]  要我回家
[00:06:29.000 --> 00:06:29.600]  那麼我就
[00:06:29.600 --> 00:06:31.400]  可能連個訊息不用回覆
[00:06:31.400 --> 00:06:33.000]  你就可以回家了
[00:06:33.000 --> 00:06:34.400]  但是有些時候
[00:06:34.400 --> 00:06:36.000]  那些訊息很複雜的
[00:06:36.000 --> 00:06:36.600]  譬如
[00:06:36.600 --> 00:06:37.800]  突然間你約了一個人
[00:06:37.800 --> 00:06:40.000]  現在就很方便 是不是?
[00:06:40.000 --> 00:06:42.400]  以前要改地點
[00:06:42.400 --> 00:06:44.200]  本來在五芝奇岡等
[00:06:44.200 --> 00:06:46.400]  現在要在中環那邊等
[00:06:46.400 --> 00:06:49.200]  於是你就周圍找公共電話亭
[00:06:49.200 --> 00:06:51.200]  去回覆對方的口訊
[00:06:51.200 --> 00:06:53.600]  那麼還在用call機的時候
[00:06:53.600 --> 00:06:55.000]  那個年代
[00:06:55.000 --> 00:06:56.800]  忍耐等候
[00:06:56.800 --> 00:07:00.800]  相對比我們現在是長很多
[00:07:00.800 --> 00:07:01.800]  厲害很多
[00:07:01.800 --> 00:07:03.600]  這個都是成為我們香港人
[00:07:03.600 --> 00:07:07.000]  獨一無二的時代記憶
[00:07:07.000 --> 00:07:09.200]  今天當我們有了手提電話
[00:07:09.200 --> 00:07:11.200]  好像就節省了很多時間
[00:07:11.200 --> 00:07:13.400]  那麼透過WhatsApp這個
[00:07:13.400 --> 00:07:15.000]  很偉大的發明
[00:07:15.000 --> 00:07:17.400]  令到我們無間斷的
[00:07:17.400 --> 00:07:18.800]  與人互相通訊
[00:07:18.800 --> 00:07:20.800]  有些時候你不想與他通訊
[00:07:20.800 --> 00:07:22.000]  他都會來的
[00:07:22.000 --> 00:07:23.200]  好像你的老闆
[00:07:23.200 --> 00:07:23.600]  是的
[00:07:23.600 --> 00:07:24.600]  你的上司
[00:07:24.600 --> 00:07:27.800]  或者有一些你不想聯繫的人
[00:07:27.800 --> 00:07:29.200]  他都不理你的了
[00:07:29.200 --> 00:07:30.600]  所以你
[00:07:30.600 --> 00:07:33.200]  要麼你就靜悄悄地看WhatsApp
[00:07:33.200 --> 00:07:34.000]  什麼叫靜悄悄
[00:07:34.000 --> 00:07:35.400]  就是不要按下去 是不是?
[00:07:35.400 --> 00:07:37.800]  一按下去他就知道了
[00:07:37.800 --> 00:07:38.600]  那麼
[00:07:38.600 --> 00:07:39.400]  是的
[00:07:39.400 --> 00:07:40.400]  已讀了
[00:07:40.400 --> 00:07:41.600]  又不回了
[00:07:42.200 --> 00:07:44.400]  那麼現在
[00:07:44.400 --> 00:07:48.000]  對方期望我們回覆的時間
[00:07:48.000 --> 00:07:49.200]  越縮越短
[00:07:49.200 --> 00:07:51.600]  十年前你半個小時內回覆
[00:07:51.600 --> 00:07:53.400]  他都覺得可以的
[00:07:53.400 --> 00:07:54.000]  說是的
[00:07:54.000 --> 00:07:55.800]  半個小時這麼久
[00:07:55.800 --> 00:07:58.800]  今天幾分鐘你看了不回覆
[00:07:58.800 --> 00:08:01.600]  那麼對方就會有些
[00:08:01.600 --> 00:08:03.600]  忍耐就比較難一點了
[00:08:03.600 --> 00:08:05.000]  正因為這樣
[00:08:05.000 --> 00:08:08.000]  人在不知不覺之間被影響
[00:08:08.000 --> 00:08:10.800]  所有我們的人都變成什麼人呢?
[00:08:10.800 --> 00:08:12.800]  心急人常了
[00:08:12.800 --> 00:08:15.600]  至於忍耐這個生命特質
[00:08:15.600 --> 00:08:16.800]  在我們今天
[00:08:16.800 --> 00:08:20.200]  似乎好像很難應用得到
[00:08:20.200 --> 00:08:21.400]  沒錯
[00:08:21.400 --> 00:08:23.200]  現代的科技帶給我們
[00:08:23.200 --> 00:08:26.400]  是前所未有的方便和速度
[00:08:26.400 --> 00:08:29.800]  但不能夠取代我們生命成長
[00:08:29.800 --> 00:08:33.200]  是需要心肝細作的忍耐工程
[00:08:33.200 --> 00:08:37.200]  頂姐妹今天讓我們透過羅馬書的五章
[00:08:37.200 --> 00:08:39.000]  第一至第五節
[00:08:39.000 --> 00:08:40.600]  我們去思考一下
[00:08:40.600 --> 00:08:43.600]  在主裡頭怎樣培養那種
[00:08:43.600 --> 00:08:45.600]  忍耐的生命質素
[00:08:45.600 --> 00:08:50.400]  讓我們一起去重讀羅馬書的五章
[00:08:50.400 --> 00:08:52.600]  第一至第五節
[00:08:52.600 --> 00:08:54.000]  預備起
[00:08:54.000 --> 00:08:57.200]  所以我們既因信稱義
[00:08:57.200 --> 00:09:00.200]  就藉著我們的主耶穌基督
[00:09:00.200 --> 00:09:02.400]  得以與神和好
[00:09:02.400 --> 00:09:04.200]  我們又藉著他
[00:09:04.200 --> 00:09:09.200]  因信得以進入現代所站立的這恩典中
[00:09:09.200 --> 00:09:13.200]  並且歡歡喜喜盼望神的榮耀
[00:09:13.200 --> 00:09:14.800]  不但如此
[00:09:14.800 --> 00:09:18.800]  就是在患難中也是歡歡喜喜的
[00:09:18.800 --> 00:09:21.600]  因為知道患難生忍耐
[00:09:21.600 --> 00:09:23.400]  忍耐生老練
[00:09:23.400 --> 00:09:25.200]  老練生盼望
[00:09:25.200 --> 00:09:27.600]  盼望不至於落空
[00:09:27.600 --> 00:09:29.000]  因為神的愛
[00:09:29.000 --> 00:09:32.200]  以藉著所賜給我們的聖靈
[00:09:32.200 --> 00:09:34.600]  囂冠在我們心裡
[00:09:34.600 --> 00:09:36.800]  我們一起去祈禱吧
[00:09:36.800 --> 00:09:39.400]  真愛的天父我們多謝你
[00:09:39.400 --> 00:09:42.600]  你將你寶貴的說話留給我們
[00:09:42.600 --> 00:09:45.800]  以致我們能夠去讀到、聽到
[00:09:45.800 --> 00:09:49.600]  並且將你寶貴的說話放在我們心裡
[00:09:49.600 --> 00:09:51.800]  讓你去幫助我們
[00:09:51.800 --> 00:09:53.800]  讓我們不但去聽
[00:09:53.800 --> 00:09:55.800]  我們去思考
[00:09:55.800 --> 00:09:59.000]  我們還將你的說話放在心裡
[00:09:59.000 --> 00:10:03.800]  成為我們成長的一個最大的動力
[00:10:03.800 --> 00:10:05.800]  求主你恩代我們每一個
[00:10:05.800 --> 00:10:08.000]  我們多謝你聽我們的禱告
[00:10:08.000 --> 00:10:10.800]  奉耶穌基督得聖人名字祈禱
[00:10:10.800 --> 00:10:11.800]  阿門
[00:10:11.800 --> 00:10:16.800]  剛才說到忍耐是很重要的功課
[00:10:16.800 --> 00:10:19.600]  為什麼忍耐這麼重要呢?
[00:10:19.600 --> 00:10:21.800]  這本書卷《羅馬書》
[00:10:21.800 --> 00:10:26.000]  說到明就是寫給羅馬教會的弟兄姊妹
[00:10:26.000 --> 00:10:29.600]  因為當時他們正面對信仰
[00:10:29.600 --> 00:10:32.800]  和社會很多重的張力
[00:10:32.800 --> 00:10:36.800]  羅馬信徒在生活裡
[00:10:36.800 --> 00:10:40.800]  羅馬本身就是羅馬帝國的中心
[00:10:40.800 --> 00:10:42.800]  所以信了耶穌之後
[00:10:42.800 --> 00:10:45.800]  要面對的難處是什麼呢?
[00:10:45.800 --> 00:10:50.800]  包括向羅馬皇帝敬拜
[00:10:50.800 --> 00:10:54.800]  當時道德也是很腐敗
[00:10:54.800 --> 00:10:56.800]  貧富又不均
[00:10:56.800 --> 00:10:58.800]  承受著很大的壓力
[00:10:58.800 --> 00:11:02.800]  羅馬帝國的政權要求他們叫效忠
[00:11:02.800 --> 00:11:04.800]  就要敬拜羅馬皇帝
[00:11:04.800 --> 00:11:07.800]  好像神一樣要納粹要馴服
[00:11:07.800 --> 00:11:14.800]  基督徒一方面要向這位在上掌權者去馴服
[00:11:14.800 --> 00:11:18.800]  另一方面又面對著聖經的要求
[00:11:18.800 --> 00:11:20.800]  是要宣認耶穌為主
[00:11:20.800 --> 00:11:28.800]  在政治要忠誠和天上國家國道的張力裡
[00:11:28.800 --> 00:11:30.800]  他們都很辛苦
[00:11:30.800 --> 00:11:31.800]  不僅如此
[00:11:31.800 --> 00:11:35.800]  羅馬城裡充滿著偶像廟宇
[00:11:35.800 --> 00:11:38.800]  偶像祭祀就不像我們今天這樣
[00:11:38.800 --> 00:11:40.800]  我不去就可以
[00:11:40.800 --> 00:11:41.800]  不是的
[00:11:41.800 --> 00:11:43.800]  因為他們這些偶像的祭祀
[00:11:43.800 --> 00:11:47.800]  和經濟和生活息息相關
[00:11:47.800 --> 00:11:50.800]  當時的基督徒若果他不拜偶像
[00:11:50.800 --> 00:11:54.800]  在工作和人際關係所承受的壓力
[00:11:54.800 --> 00:11:57.800]  又或者被排他在外面
[00:11:57.800 --> 00:11:59.800]  是絕對不簡單
[00:11:59.800 --> 00:12:03.800]  羅馬教會裡也同時有很多張力
[00:12:03.800 --> 00:12:06.800]  因為這間羅馬教會的信徒
[00:12:06.800 --> 00:12:10.800]  原來主要包含兩種的基督徒
[00:12:10.800 --> 00:12:14.800]  一種是猶太背景的基督徒
[00:12:14.800 --> 00:12:19.800]  另一種是外邦人信主的基督徒
[00:12:19.800 --> 00:12:25.800]  這兩種基督徒的文化背景是非常大分別的
[00:12:25.800 --> 00:12:28.800]  對於摩西律法的理解
[00:12:28.800 --> 00:12:30.800]  身份很優越
[00:12:30.800 --> 00:12:32.800]  這些等等的事情
[00:12:32.800 --> 00:12:36.800]  令他們兩批的基督徒有很大的矛盾
[00:12:36.800 --> 00:12:38.800]  到了公元四十九年
[00:12:38.800 --> 00:12:40.800]  羅馬皇帝格魯德
[00:12:40.800 --> 00:12:43.800]  下令要驅逐所有的猶太人
[00:12:43.800 --> 00:12:45.800]  包括猶太的基督徒
[00:12:45.800 --> 00:12:47.800]  令到當時的羅馬教會裡頭
[00:12:47.800 --> 00:12:49.800]  在幾年之間
[00:12:49.800 --> 00:12:52.800]  整間教會好像變天一樣
[00:12:52.800 --> 00:12:57.800]  從猶太基督徒轉為外邦基督徒做主導
[00:12:57.800 --> 00:13:02.800]  令到教會裡頭各樣的文化都非猶太化
[00:13:02.800 --> 00:13:05.800]  過了五、六年的時候
[00:13:05.800 --> 00:13:09.800]  到了尼祿王去即位
[00:13:09.800 --> 00:13:11.800]  他們禁令開始鬆綁
[00:13:11.800 --> 00:13:16.800]  這些猶太基督徒陸續回到羅馬和他們的教會
[00:13:16.800 --> 00:13:21.800]  當時羅馬教會已經被外邦基督徒所主導
[00:13:21.800 --> 00:13:26.800]  於是猶太信徒所重視的摩西律法
[00:13:26.800 --> 00:13:27.800]  祖先傳統
[00:13:27.800 --> 00:13:33.800]  他們覺得我們是神選民的身份自居
[00:13:33.800 --> 00:13:35.800]  他們會看低這些外邦信徒
[00:13:35.800 --> 00:13:37.800]  說他們不守規矩
[00:13:37.800 --> 00:13:42.800]  但另一方面外邦信徒覺得我們人多勢眾
[00:13:42.800 --> 00:13:43.800]  當然我們說了算
[00:13:43.800 --> 00:13:46.800]  我們更加懂得福音的自由
[00:13:46.800 --> 00:13:49.800]  於是又排斥這些猶太信徒
[00:13:49.800 --> 00:13:50.800]  說他們軟弱
[00:13:50.800 --> 00:13:51.800]  說他們保守
[00:13:51.800 --> 00:13:52.800]  不僅如此
[00:13:52.800 --> 00:13:56.800]  無論是猶太信徒還是外邦信徒
[00:13:56.800 --> 00:13:59.800]  他們同樣面對著日常生活
[00:13:59.800 --> 00:14:03.800]  掙扎著罪的權勢和福音的自由之間
[00:14:03.800 --> 00:14:06.800]  他們究竟怎樣理解恩信清義
[00:14:06.800 --> 00:14:12.800]  又怎樣不落入當時社會普遍都接受那種情慾的放縱裡
[00:14:12.800 --> 00:14:15.800]  怎樣能夠堅守聖潔
[00:14:15.800 --> 00:14:20.800]  又怎樣在很多信仰的逼迫受苦
[00:14:20.800 --> 00:14:24.800]  又或者在一些很不明朗的環境底下
[00:14:24.800 --> 00:14:27.800]  仍然堅守著這份盼望
[00:14:27.800 --> 00:14:32.800]  等姐妹昔日羅馬弟兄姐妹面對的挑戰
[00:14:32.800 --> 00:14:36.800]  今天對於我們每一位信耶穌的人來說
[00:14:36.800 --> 00:14:38.800]  同樣都需要面對
[00:14:38.800 --> 00:14:41.800]  當我們人生越來越豐富的時候
[00:14:41.800 --> 00:14:46.800]  我們最常面對的不一定是那些大風大浪
[00:14:46.800 --> 00:14:51.800]  反而是那些長期、反覆、很磨人的壓力
[00:14:51.800 --> 00:14:53.800]  好像什麼呢?
[00:14:53.800 --> 00:14:56.800]  在家裡有些照顧的需要
[00:14:56.800 --> 00:14:59.800]  在工作上有很多拉扯
[00:14:59.800 --> 00:15:03.800]  在健康裡有很多身體的變化
[00:15:03.800 --> 00:15:07.800]  經濟的壓力、人際之間的磨擦
[00:15:07.800 --> 00:15:10.800]  甚至在服事裡覺得很疲累
[00:15:10.800 --> 00:15:14.800]  真正令人跌倒的很多時候都不是單一一件事
[00:15:14.800 --> 00:15:17.800]  而是一路累積、日復日
[00:15:17.800 --> 00:15:19.800]  見不到盡頭
[00:15:19.800 --> 00:15:21.800]  還要忍耐和等候
[00:15:21.800 --> 00:15:23.800]  你說是多麼難呢?
[00:15:23.800 --> 00:15:26.800]  人在這種處境裡很容易問一個問題
[00:15:26.800 --> 00:15:29.800]  其實我還可以撐多久?
[00:15:29.800 --> 00:15:32.800]  神是不是不看顧我呢?
[00:15:32.800 --> 00:15:35.800]  未來究竟真的有盼望嗎?
[00:15:35.800 --> 00:15:39.800]  在羅馬書五章一到五節補羅
[00:15:39.800 --> 00:15:42.800]  並沒有提供一種逃避現實的方法
[00:15:42.800 --> 00:15:47.800]  反而它將福音帶入我們生活的場景裡
[00:15:47.800 --> 00:15:49.800]  因此我們今天看的經文
[00:15:49.800 --> 00:15:53.800]  不是要我們面對人生困難的時候
[00:15:53.800 --> 00:15:56.800]  叫我們看開一點、不要想就行了
[00:15:56.800 --> 00:15:59.800]  相反,補羅是要我們認識
[00:15:59.800 --> 00:16:02.800]  真正的忍耐不是硬撐出來
[00:16:02.800 --> 00:16:06.800]  而是從清義、恩典和神的愛成長出來
[00:16:06.800 --> 00:16:09.800]  所以第一點很想和大家分享
[00:16:09.800 --> 00:16:15.800]  就是「因信與神和好,忍耐才有根基」
[00:16:15.800 --> 00:16:21.800]  「因信與神和好,忍耐才有根基」
[00:16:21.800 --> 00:16:23.800]  補羅在第一節說
[00:16:23.800 --> 00:16:29.800]  「我們既因信清義,就藉著我們的主耶穌基督得與神和好」
[00:16:29.800 --> 00:16:33.800]  這句話是整段經文的起點
[00:16:33.800 --> 00:16:37.800]  也是整個屬靈成長生命的基地
