
[00:00:00.000 --> 00:00:03.240]  剛才說了大家很忙
[00:00:03.240 --> 00:00:05.240]  你們是否有很多事情要做
[00:00:05.240 --> 00:00:11.080]  你們的樣子好像很輕鬆
[00:00:11.080 --> 00:00:13.520]  不知道你們忙不忙
[00:00:13.520 --> 00:00:16.840]  你們很忙的時候有很多事情要記
[00:00:16.840 --> 00:00:18.840]  你們怎樣記下事情
[00:00:18.840 --> 00:00:20.840]  約了人記不記得
[00:00:20.840 --> 00:00:23.680]  有沒有試過約了人不記得
[00:00:23.680 --> 00:00:25.680]  我真的試過
[00:00:25.680 --> 00:00:27.680]  我去年真的很忙
[00:00:27.680 --> 00:00:30.080]  我約了人記不記得
[00:00:30.080 --> 00:00:32.080]  因為他問我去哪裏
[00:00:32.080 --> 00:00:33.080]  我說我正在吃飯
[00:00:33.080 --> 00:00:35.080]  你不是約了我吃飯嗎
[00:00:35.080 --> 00:00:37.080]  不知道你們很多事情要做的時候
[00:00:37.080 --> 00:00:39.080]  你們怎樣記下
[00:00:39.080 --> 00:00:41.080]  很多功課很多項目
[00:00:41.080 --> 00:00:43.080]  約了很多人的時候你們怎樣記
[00:00:43.080 --> 00:00:45.080]  約了人不記得
[00:00:45.080 --> 00:00:47.080]  我覺得還可以
[00:00:47.080 --> 00:00:49.080]  即是生氣你幾天
[00:00:49.080 --> 00:00:51.080]  忘記交功課
[00:00:51.080 --> 00:00:52.080]  那行嗎
[00:00:52.080 --> 00:00:53.080]  忘記交項目
[00:00:53.080 --> 00:00:55.080]  忘記去考試
[00:00:55.080 --> 00:00:57.080]  應該很麻煩
[00:00:57.080 --> 00:00:59.080]  你們會怎樣記下
[00:00:59.080 --> 00:01:01.080]  或者會叫人提醒你
[00:01:01.080 --> 00:01:04.080]  還是用記錄器
[00:01:04.080 --> 00:01:07.080]  有人用行程書記下嗎
[00:01:07.080 --> 00:01:09.080]  有沒有
[00:01:09.080 --> 00:01:11.080]  有
[00:01:11.080 --> 00:01:13.080]  厲害
[00:01:13.080 --> 00:01:14.080]  我以前也有用
[00:01:14.080 --> 00:01:15.080]  現在沒有用了
[00:01:15.080 --> 00:01:17.080]  因為太多事情要記
[00:01:17.080 --> 00:01:19.080]  電話好像方便
[00:01:19.080 --> 00:01:21.080]  有人用電話記下嗎
[00:01:21.080 --> 00:01:23.080]  有很多
[00:01:23.080 --> 00:01:26.080]  有沒有人不記下
[00:01:26.080 --> 00:01:28.080]  我叫旁邊的人提醒我
[00:01:28.080 --> 00:01:31.080]  你可否提醒我明天怎樣怎樣
[00:01:31.080 --> 00:01:33.080]  有沒有人這樣
[00:01:33.080 --> 00:01:34.080]  我有時也會
[00:01:34.080 --> 00:01:35.080]  特別是我老公
[00:01:35.080 --> 00:01:37.080]  你明天可否提醒我怎樣怎樣
[00:01:37.080 --> 00:01:39.080]  我不知道你們用什麼方法
[00:01:39.080 --> 00:01:44.080]  不過如果提醒你的人是上帝的話
[00:01:44.080 --> 00:01:45.080]  你覺得怎樣
[00:01:45.080 --> 00:01:48.080]  我猜如果提醒你的人是上帝
[00:01:48.080 --> 00:01:50.080]  那件事應該比較重要
[00:01:50.080 --> 00:01:52.080]  如果老師提醒你交功課
[00:01:52.080 --> 00:01:54.080]  那份功課應該是很重要的功課
[00:01:54.080 --> 00:01:57.080]  如果有一天上帝提醒你
[00:01:57.080 --> 00:02:00.080]  那件事應該是非常重要的事
[00:02:00.080 --> 00:02:02.080]  今天想跟大家看的經文是
[00:02:02.080 --> 00:02:06.080]  列王記上的六章十一至十三節
[00:02:06.080 --> 00:02:09.080]  當時所羅門
[00:02:09.080 --> 00:02:13.080]  上帝親自提醒他一件事
[00:02:13.080 --> 00:02:16.080]  為什麼要出動上帝提醒他
[00:02:16.080 --> 00:02:18.080]  究竟是什麼事
[00:02:18.080 --> 00:02:20.080]  大家一起去看看
[00:02:20.080 --> 00:02:23.080]  看看今天上帝透過這段經文
[00:02:23.080 --> 00:02:25.080]  對我的生命有什麼提醒
[00:02:25.080 --> 00:02:27.080]  我邀請大家一起讀
[00:02:27.080 --> 00:02:28.080]  很短的三節
[00:02:28.080 --> 00:02:29.080]  預備起
[00:02:29.080 --> 00:02:32.080]  耶和華的話臨到所羅門
[00:02:32.080 --> 00:02:35.080]  說 論到你所見的這殿
[00:02:35.080 --> 00:02:38.080]  你若遵行我的律例
[00:02:38.080 --> 00:02:40.080]  謹守我的典章
[00:02:40.080 --> 00:02:42.080]  遵從我的一切誡命
[00:02:42.080 --> 00:02:43.080]  行在其中
[00:02:43.080 --> 00:02:48.080]  我必向你應驗我所應許你父親大位的話
[00:02:48.080 --> 00:02:51.080]  我必住在以色列人中間
[00:02:51.080 --> 00:02:54.080]  並不丟棄我的百姓以色列
[00:02:54.080 --> 00:02:56.080]  我們一起有個禱告
[00:02:56.080 --> 00:02:59.080]  上帝願你臨在我們當中
[00:02:59.080 --> 00:03:02.080]  就好像當日你如何向所羅門顯現的時候
[00:03:02.080 --> 00:03:04.080]  願你今天也向我們顯現
[00:03:04.080 --> 00:03:06.080]  願你的話顯為大
[00:03:06.080 --> 00:03:09.080]  願你完成了你的生命工作
[00:03:09.080 --> 00:03:11.080]  可能有些事我們很熟悉
[00:03:11.080 --> 00:03:14.080]  但我們願意再次被你的話提醒
[00:03:14.080 --> 00:03:17.080]  以致我們能夠聽明白你的說話
[00:03:17.080 --> 00:03:19.080]  亦能夠有力量行出真理
[00:03:19.080 --> 00:03:21.080]  我們這份禱告奉耶穌基督名祈求
[00:03:21.080 --> 00:03:23.080]  阿們
[00:03:23.080 --> 00:03:25.080]  說說當時的背景
[00:03:25.080 --> 00:03:29.080]  當時是說起殿
[00:03:29.080 --> 00:03:33.080]  當時是所羅門要起聖殿
[00:03:33.080 --> 00:03:38.080]  但其實他父親大位時代已經很想起聖殿
[00:03:38.080 --> 00:03:41.080]  大位很想為神耶和華起殿
[00:03:41.080 --> 00:03:43.080]  但上帝不讓他起
[00:03:43.080 --> 00:03:44.080]  為甚麼呢
[00:03:44.080 --> 00:03:47.080]  因為上帝說大位流了太多人的血
[00:03:47.080 --> 00:03:49.080]  不能夠為我起殿
[00:03:49.080 --> 00:03:54.080]  反而點名要他兒子所羅門起聖殿
[00:03:54.080 --> 00:03:57.080]  在所羅門當了皇帝大約第四年
[00:03:57.080 --> 00:04:00.080]  開始起這個殿
[00:04:00.080 --> 00:04:04.080]  剛才我們讀是11至13節
[00:04:04.080 --> 00:04:07.080]  其實1至10節是說甚麼呢
[00:04:07.080 --> 00:04:11.080]  1至10節其實是說聖殿的規模
[00:04:11.080 --> 00:04:13.080]  有多少層樓
[00:04:13.080 --> 00:04:15.080]  架構是怎樣
[00:04:15.080 --> 00:04:17.080]  14節之後
[00:04:17.080 --> 00:04:19.080]  14節之後就是內殿
[00:04:19.080 --> 00:04:21.080]  自聖所是怎樣
[00:04:21.080 --> 00:04:23.080]  有很多用金做的東西
[00:04:23.080 --> 00:04:24.080]  有基路柏
[00:04:24.080 --> 00:04:26.080]  有約櫃怎樣放
[00:04:26.080 --> 00:04:28.080]  說得很仔細
[00:04:28.080 --> 00:04:29.080]  很有趣
[00:04:29.080 --> 00:04:35.080]  中間11至13節夾了這段說話
[00:04:35.080 --> 00:04:39.080]  就是神和所羅門顯現的這段說話
[00:04:39.080 --> 00:04:40.080]  很有趣
[00:04:40.080 --> 00:04:42.080]  明明說起聖殿的規模是怎樣
[00:04:42.080 --> 00:04:45.080]  為何中間夾了這段說話
[00:04:45.080 --> 00:04:48.080]  為何不遲一點說
[00:04:48.080 --> 00:04:50.080]  起完殿再說
[00:04:50.080 --> 00:04:54.080]  又或者獻殿那天和所羅門顯現說也可以
[00:04:54.080 --> 00:04:56.080]  為何中途說話
[00:04:56.080 --> 00:04:58.080]  很重要的提醒
[00:04:58.080 --> 00:05:00.080]  在11節就說到
[00:05:00.080 --> 00:05:03.080]  耶和華的華臨到所羅門
[00:05:03.080 --> 00:05:06.080]  我們看聖經只有幾個字
[00:05:06.080 --> 00:05:07.080]  好像很簡單
[00:05:07.080 --> 00:05:09.080]  其實一點都不簡單
[00:05:09.080 --> 00:05:11.080]  一點都不普通
[00:05:11.080 --> 00:05:14.080]  因為上帝和人說話
[00:05:14.080 --> 00:05:17.080]  對話顯現是很嚴重的事
[00:05:17.080 --> 00:05:22.080]  因為上帝不是隨隨便便就顯現和人說話
[00:05:22.080 --> 00:05:24.080]  當上帝的華臨在
[00:05:24.080 --> 00:05:26.080]  當上帝和人顯現的時候
[00:05:26.080 --> 00:05:27.080]  人要怎樣
[00:05:27.080 --> 00:05:29.080]  要take it serious
[00:05:29.080 --> 00:05:30.080]  要很認真
[00:05:30.080 --> 00:05:33.080]  打醒十二分精神去聽
[00:05:33.080 --> 00:05:36.080]  就好像你上學的時候
[00:05:36.080 --> 00:05:38.080]  可能上課很悶
[00:05:38.080 --> 00:05:40.080]  你在滾手機
[00:05:40.080 --> 00:05:42.080]  或者你在淘寶
[00:05:42.080 --> 00:05:44.080]  在訂機票
[00:05:44.080 --> 00:05:46.080]  我不知道
[00:05:46.080 --> 00:05:49.080]  但是當你在滾手機的時候
[00:05:49.080 --> 00:05:50.080]  老師跟你說
[00:05:50.080 --> 00:05:54.080]  現在講的考試題目必出的那幾條
[00:05:54.080 --> 00:05:56.080]  你馬上怎樣
[00:05:56.080 --> 00:05:58.080]  打醒十二分精神去聽
[00:05:58.080 --> 00:05:59.080]  手機也要放下
[00:05:59.080 --> 00:06:00.080]  就是這樣
[00:06:00.080 --> 00:06:03.080]  當耶和華的華臨到
[00:06:03.080 --> 00:06:05.080]  和人說話的時候
[00:06:05.080 --> 00:06:07.080]  人什麼都要放下
[00:06:07.080 --> 00:06:08.080]  很專心
[00:06:08.080 --> 00:06:10.080]  打醒十二分精神去聽
[00:06:10.080 --> 00:06:12.080]  上帝跟他說什麼
[00:06:12.080 --> 00:06:15.080]  上帝跟所羅門說什麼呢
[00:06:15.080 --> 00:06:17.080]  十二字都說
[00:06:17.080 --> 00:06:20.080]  論到你所見的者殿
[00:06:20.080 --> 00:06:23.080]  中文翻譯是殿
[00:06:23.080 --> 00:06:26.080]  英文的原文是house
[00:06:26.080 --> 00:06:28.080]  或者是dwelling place
[00:06:28.080 --> 00:06:29.080]  神的家
[00:06:29.080 --> 00:06:31.080]  神住的地方
[00:06:31.080 --> 00:06:33.080]  簡單來說
[00:06:33.080 --> 00:06:35.080]  神同在的地方
[00:06:35.080 --> 00:06:38.080]  是神同在 神住的地方
[00:06:38.080 --> 00:06:39.080]  所以一直以來
[00:06:39.080 --> 00:06:43.080]  以色列人都很重視神的殿
[00:06:43.080 --> 00:06:44.080]  以色列人覺得
[00:06:44.080 --> 00:06:47.080]  神的殿就是神同在
[00:06:47.080 --> 00:06:49.080]  殿在就是神在
[00:06:49.080 --> 00:06:51.080]  聖殿一天在
[00:06:51.080 --> 00:06:53.080]  神就一天和以色列人同在
[00:06:53.080 --> 00:06:56.080]  所以所羅門都興建一個這麼重要的地方
[00:06:56.080 --> 00:06:58.080]  但很特別
[00:06:58.080 --> 00:06:59.080]  上帝說什麼呢
[00:06:59.080 --> 00:07:03.080]  祂說你所建造的這殿
[00:07:03.080 --> 00:07:07.080]  英文是this house that you are building
[00:07:07.080 --> 00:07:08.080]  好像很簡單
[00:07:08.080 --> 00:07:10.080]  不過我又想
[00:07:10.080 --> 00:07:13.080]  為什麼是this house you are building
[00:07:13.080 --> 00:07:17.080]  不是說你正在建造我的殿嗎
[00:07:17.080 --> 00:07:19.080]  明明那個殿是神的
[00:07:19.080 --> 00:07:21.080]  如果看原文
[00:07:21.080 --> 00:07:22.080]  很有趣的
[00:07:22.080 --> 00:07:25.080]  原文有you和build這個字
[00:07:25.080 --> 00:07:27.080]  ata和bana
