
[00:00:00.000 --> 00:00:10.760]  我們先聽我讀路加福音第二章第十二節和第十七節
[00:00:10.760 --> 00:00:12.760]  裡面有一個記載
[00:00:12.760 --> 00:00:15.440]  路加福音第十二節說
[00:00:15.440 --> 00:00:17.440]  你們要看見一個鷹鞋
[00:00:17.440 --> 00:00:21.440]  然後在第十七節說
[00:00:21.440 --> 00:00:27.760]  那鷹鞋臥在馬槽裡
[00:00:27.760 --> 00:00:33.840]  聖經有兩處經文記載了關於耶穌的出生
[00:00:33.840 --> 00:00:35.840]  一段在路加福音
[00:00:35.840 --> 00:00:37.840]  一段在馬太福音
[00:00:37.840 --> 00:00:42.360]  路加福音這一段很清楚用了鷹鞋這個字
[00:00:42.360 --> 00:00:47.160]  而馬太福音裡面用的字是小孩子
[00:00:47.160 --> 00:00:49.160]  而小孩子這個字
[00:00:49.160 --> 00:00:53.560]  有由零歲至七歲這個時段的間分
[00:00:53.560 --> 00:00:59.160]  所以你怎麼能確定他一定不是零歲或鷹鞋呢?
[00:00:59.160 --> 00:01:02.160]  當我們看回經文裡面
[00:01:02.160 --> 00:01:06.040]  有提到希律要殺害一些鷹鞋的時候
[00:01:06.040 --> 00:01:08.040]  他是多少歲以下?
[00:01:08.040 --> 00:01:10.040]  兩歲以下
[00:01:10.040 --> 00:01:16.640]  所以我們相信當時希律問完博士之後
[00:01:16.640 --> 00:01:19.040]  耶穌當時應該
[00:01:19.040 --> 00:01:22.640]  按他的推斷是在兩歲以來
[00:01:22.640 --> 00:01:27.640]  離開鷹鞋這個年齡應該有一段距離
[00:01:27.640 --> 00:01:29.640]  所以我們今天講到的經文
[00:01:29.640 --> 00:01:34.240]  我們是用聖經家和這樣的立場
[00:01:34.240 --> 00:01:36.240]  來開始讀這段經文
[00:01:36.240 --> 00:01:39.440]  所以在開始這段講道之前
[00:01:39.440 --> 00:01:42.240]  我先跟大家講剛才那番話
[00:01:42.240 --> 00:01:46.640]  今天我們講題是
[00:01:46.640 --> 00:01:53.640]  「同來敬拜主基督」
[00:01:53.640 --> 00:01:55.640]  我先給大家看看這裡
[00:01:55.640 --> 00:01:57.640]  跟大家做一個小測驗
[00:01:57.640 --> 00:01:59.640]  你知不知道這是什麼?
[00:01:59.640 --> 00:02:03.640]  嘩!真的騙不了你
[00:02:03.640 --> 00:02:07.640]  好!沒錯!
[00:02:07.640 --> 00:02:09.640]  這個就是我們樓下的聖誕樹
[00:02:09.640 --> 00:02:13.640]  然後這個呢?
[00:02:13.640 --> 00:02:17.640]  聖誕樹頂的那顆星
[00:02:17.640 --> 00:02:19.640]  我們這棵聖誕樹
[00:02:19.640 --> 00:02:23.640]  和其他外面的聖誕樹有什麼不同?
[00:02:23.640 --> 00:02:25.640]  我們這棵聖誕樹
[00:02:25.640 --> 00:02:29.640]  有一顆很清晰的星
[00:02:29.640 --> 00:02:31.640]  但我們這棵聖誕樹上
[00:02:31.640 --> 00:02:34.640]  少了很多聖誕老人
[00:02:34.640 --> 00:02:36.640]  所以當我們看的時候
[00:02:36.640 --> 00:02:40.640]  這一顆星我稱之為聖誕星
[00:02:40.640 --> 00:02:47.640]  也因為這一顆星是神用星來引領
[00:02:47.640 --> 00:02:50.640]  博學之士尋見主基督
[00:02:50.640 --> 00:02:54.640]  所以我又稱之為基督之星
[00:02:54.640 --> 00:02:56.640]  所以聖經告訴我們
[00:02:56.640 --> 00:02:59.640]  聖誕節的真正主角不是聖誕老人
[00:02:59.640 --> 00:03:02.640]  是這位新生王主耶穌基督
[00:03:02.640 --> 00:03:04.640]  神藉著基督之星引導博學之士
[00:03:04.640 --> 00:03:08.640]  來尋見這位新生王耶穌
[00:03:08.640 --> 00:03:12.640]  而博學之士有不同的中文聖經翻譯
[00:03:12.640 --> 00:03:16.640]  就譯作博學之士、博士、智者
[00:03:16.640 --> 00:03:19.640]  又或者星象家甚至是術士
[00:03:19.640 --> 00:03:23.640]  他們是善於觀星象、解夢
[00:03:23.640 --> 00:03:26.640]  甚至是有黑魔術
[00:03:26.640 --> 00:03:28.640]  但他們是非常聰明的人
[00:03:28.640 --> 00:03:29.640]  善於與人交往
[00:03:29.640 --> 00:03:36.640]  也善於看通國家、社會、世情、人生等各樣的事
[00:03:36.640 --> 00:03:38.640]  充滿智慧
[00:03:38.640 --> 00:03:41.640]  所以是博學之士中的博學之士
[00:03:41.640 --> 00:03:43.640]  所以被稱為博士
[00:03:43.640 --> 00:03:45.640]  所以我選擇簡稱他們為博士
[00:03:45.640 --> 00:03:49.640]  博士們擁有屬靈的智慧、通曉星象
[00:03:49.640 --> 00:03:53.640]  他們是特來敬拜主基督
[00:03:53.640 --> 00:03:56.640]  《馬太福音》第二章的十二節
[00:03:56.640 --> 00:04:02.640]  二章的一至十二節其實是記錄了一件事
[00:04:02.640 --> 00:04:06.640]  就是耶穌基督降生在猶太的伯利恆
[00:04:06.640 --> 00:04:10.640]  當時希律王在位的幾位博士
[00:04:10.640 --> 00:04:14.640]  從東方很出乎意料地來到耶路撒冷這個地方
[00:04:14.640 --> 00:04:15.640]  他們問
[00:04:15.640 --> 00:04:17.640]  其實我相信這些博士
[00:04:17.640 --> 00:04:20.640]  其實他們是一路走一路找一路問
[00:04:20.640 --> 00:04:21.640]  一路走一路找一路問
[00:04:21.640 --> 00:04:22.640]  一路走一路找一路問
[00:04:22.640 --> 00:04:23.640]  一路走一路找一路問
[00:04:23.640 --> 00:04:25.640]  做了很多事
[00:04:25.640 --> 00:04:26.640]  然後來到這裡
[00:04:26.640 --> 00:04:28.640]  他們做了同一個動作
[00:04:28.640 --> 00:04:31.640]  就是基督應該生在哪裡
[00:04:31.640 --> 00:04:34.640]  不過他終於最後去到了這個地方
[00:04:34.640 --> 00:04:36.640]  叫做耶路撒冷
[00:04:36.640 --> 00:04:40.640]  這個生下來作猶太人的王在哪裡呢?
[00:04:40.640 --> 00:04:42.640]  我們在東方看見他的星
[00:04:42.640 --> 00:04:44.640]  就特來拜他
[00:04:44.640 --> 00:04:48.640]  無論是在古代的時間
[00:04:48.640 --> 00:04:55.640]  又或者是我們看一些的寓言等等的表達
[00:04:55.640 --> 00:04:57.640]  很多時候我們都會發現
[00:04:57.640 --> 00:04:59.640]  就是一個生命的出現
[00:04:59.640 --> 00:05:01.640]  或者一個生命的完結
[00:05:01.640 --> 00:05:03.640]  通常人有一種迷思
[00:05:03.640 --> 00:05:04.640]  迷思是什麼?
[00:05:04.640 --> 00:05:06.640]  哎呀那顆星是他
[00:05:06.640 --> 00:05:08.640]  哎呀那顆星熄滅了
[00:05:08.640 --> 00:05:11.640]  代表那個皇帝或者那個人物
[00:05:11.640 --> 00:05:13.640]  那個偉人就有一顆星
[00:05:13.640 --> 00:05:14.640]  然後那顆星熄滅了
[00:05:14.640 --> 00:05:16.640]  那個偉人就離開了
[00:05:16.640 --> 00:05:17.640]  那顆星出來了
[00:05:17.640 --> 00:05:18.640]  然後是什麼?
[00:05:18.640 --> 00:05:20.640]  那個偉人誕生了
[00:05:20.640 --> 00:05:24.640]  往往是有這種古時的觀念
[00:05:24.640 --> 00:05:28.640]  我們不可以說它是迷信還是真理
[00:05:28.640 --> 00:05:30.640]  但總之就是有一種觀念
[00:05:30.640 --> 00:05:33.640]  而這種觀念也在聖經裏面
[00:05:33.640 --> 00:05:36.640]  神藉著星來引導人
[00:05:36.640 --> 00:05:39.640]  顯明這位君王的來臨
[00:05:39.640 --> 00:05:41.640]  當我們看的時候
[00:05:41.640 --> 00:05:43.640]  東方看見他的星
[00:05:43.640 --> 00:05:45.640]  這個君王之星
[00:05:45.640 --> 00:05:46.640]  基督之星
[00:05:46.640 --> 00:05:49.640]  所以我們就特別專誠來拜他
[00:05:49.640 --> 00:05:50.640]  敬拜他
[00:05:50.640 --> 00:05:52.640]  希律王一聽見這番話
[00:05:52.640 --> 00:05:55.640]  心裏就十分驚慌不安
[00:05:55.640 --> 00:05:58.640]  耶路撒冷的人也看見希律王這麼不安
[00:05:58.640 --> 00:06:00.640]  他們也同樣很不安
[00:06:00.640 --> 00:06:03.640]  因為他們怕希律王亂殺人
[00:06:03.640 --> 00:06:04.640]  在猶太的巴黎行
[00:06:04.640 --> 00:06:06.640]  因為先知是這樣寫著的
