
[00:00:00.000 --> 00:00:02.360]  我們聽道之聲一起祈禱
[00:00:02.360 --> 00:00:04.760]  慈愛的天父上帝
[00:00:04.760 --> 00:00:05.880]  我們感謝祢
[00:00:05.880 --> 00:00:08.440]  今天早上讓我們有平安的腳步
[00:00:08.440 --> 00:00:10.080]  回到神的家
[00:00:10.080 --> 00:00:11.560]  我們可以安靜
[00:00:11.560 --> 00:00:14.200]  又可以靜候祢的話語
[00:00:14.200 --> 00:00:16.280]  淋到我們的心田
[00:00:16.280 --> 00:00:19.000]  讓我們的心田好像很肚餓一樣
[00:00:19.000 --> 00:00:22.360]  將神的話語埋在我們裡面
[00:00:22.360 --> 00:00:25.320]  而且能夠去忍耐結實
[00:00:25.320 --> 00:00:30.760]  可以讓我們的生命結出更美好的果子
[00:00:30.760 --> 00:00:33.840]  使我們的生命更加成長
[00:00:33.840 --> 00:00:35.000]  更加榮耀祢
[00:00:35.000 --> 00:00:37.000]  我們將以下聽道
[00:00:37.000 --> 00:00:40.160]  以及讓聖靈在我們心靈裡面
[00:00:40.160 --> 00:00:42.720]  來作供我們仰望祢
[00:00:42.720 --> 00:00:44.680]  願聖靈在我們當中
[00:00:44.680 --> 00:00:47.160]  神祢閱立我們的敬拜
[00:00:47.160 --> 00:00:49.400]  我們獻上以上的祈禱
[00:00:49.400 --> 00:00:51.800]  奉靠耶穌基督的名求
[00:00:51.800 --> 00:00:52.800]  阿們
[00:00:54.800 --> 00:00:59.800]  頂展會今天我會跟大家分享文素記十二章
[00:00:59.800 --> 00:01:03.800]  一至十六節是全章的聖經
[00:01:03.800 --> 00:01:07.000]  主題是謙和的神福
[00:01:07.000 --> 00:01:11.000]  我想跟大家一起讀這十六節的經文
[00:01:11.000 --> 00:01:16.200]  看螢光幕或者是看程序表裡面的經文
[00:01:16.200 --> 00:01:20.000]  我們一起來讀
[00:01:20.000 --> 00:01:23.800]  摩西取了古實女子為妻
[00:01:23.800 --> 00:01:28.400]  米利撼和亞倫因她取了古實女子
[00:01:28.400 --> 00:01:29.800]  就批評她
[00:01:29.800 --> 00:01:31.000]  他們說
[00:01:31.000 --> 00:01:34.600]  難道耶和華只與摩西說話嗎?
[00:01:34.600 --> 00:01:37.400]  她不也與我們說話嗎?
[00:01:37.400 --> 00:01:39.600]  耶和華聽見了
[00:01:39.600 --> 00:01:42.400]  摩西為人極其謙和
[00:01:42.400 --> 00:01:45.400]  勝過地面上的任何人
[00:01:45.400 --> 00:01:50.800]  忽然耶和華對摩西、亞倫和米利撼說
[00:01:50.800 --> 00:01:53.200]  你們三個人都出來
[00:01:53.200 --> 00:01:55.000]  到會幕這裏
[00:01:55.000 --> 00:01:57.800]  他們三個人就出來了
[00:01:57.800 --> 00:02:00.800]  耶和華在雲柱中降臨
[00:02:00.800 --> 00:02:03.000]  停在會幕門口
[00:02:03.000 --> 00:02:07.000]  叫亞倫和米利撼二人就出來
[00:02:07.000 --> 00:02:08.200]  耶和華說
[00:02:08.200 --> 00:02:10.400]  你們要聽我的話
[00:02:10.400 --> 00:02:13.000]  你們中間若有先知
[00:02:13.000 --> 00:02:17.600]  我耶和華必在異象中向他顯現
[00:02:17.600 --> 00:02:20.200]  在夢中與他說話
[00:02:20.200 --> 00:02:24.200]  但我的僕人摩西不是這樣
[00:02:24.200 --> 00:02:27.200]  他在我全家是盡忠的
[00:02:27.200 --> 00:02:30.200]  我與他面對面說話
[00:02:30.200 --> 00:02:31.800]  清清楚楚
[00:02:31.800 --> 00:02:33.400]  不用謎語
[00:02:33.400 --> 00:02:36.400]  他甚至看見我的形象
[00:02:36.400 --> 00:02:41.600]  你們為何批評我的僕人摩西而不懼怕呢?
[00:02:41.600 --> 00:02:44.800]  耶和華向他們怒氣發作
[00:02:44.800 --> 00:02:46.800]  就離開了
[00:02:46.800 --> 00:02:50.800]  當雲彩從帳幕上離開時
[00:02:50.800 --> 00:02:54.200]  看那米利撼長了麻風
[00:02:54.200 --> 00:02:56.200]  像雪那摩伯
[00:02:56.200 --> 00:02:58.600]  亞倫轉向米利撼
[00:02:58.600 --> 00:03:01.400]  看那他長了麻風
[00:03:01.400 --> 00:03:03.600]  亞倫對摩西說
[00:03:03.600 --> 00:03:07.800]  主也不理會我們的愚昧
[00:03:07.800 --> 00:03:09.600]  因我們犯罪
[00:03:09.600 --> 00:03:13.000]  就將這罪加在我們身上
[00:03:13.000 --> 00:03:17.400]  求祢不要使他像一個
[00:03:17.400 --> 00:03:20.800]  肉幼侵蝕了一半的死胎
[00:03:20.800 --> 00:03:24.200]  於是摩西哀求耶和華說
[00:03:24.200 --> 00:03:27.000]  主求祢醫治他
[00:03:27.000 --> 00:03:29.400]  耶和華對摩西說
[00:03:29.400 --> 00:03:33.400]  他父親若滔滔沒在他念上
[00:03:33.400 --> 00:03:36.000]  他豈不蒙羞七天嗎?
[00:03:36.000 --> 00:03:40.000]  現在耶和華把他隔離在營外七天
[00:03:40.000 --> 00:03:42.600]  然後才領他回來
[00:03:42.600 --> 00:03:47.000]  於是米利撼被隔離在營外七天
[00:03:47.000 --> 00:03:49.000]  百姓沒有起程
[00:03:49.000 --> 00:03:51.800]  直等到米利撼回來
[00:03:51.800 --> 00:03:55.400]  然後百姓就從哈西路起行
[00:03:55.400 --> 00:03:58.800]  來到巴蘭的曠野安營
[00:03:58.800 --> 00:04:00.800]  大家讀得非常好
[00:04:00.800 --> 00:04:04.000]  一氣呵成讀完第十六節
[00:04:04.000 --> 00:04:09.200]  侍奉的場景
[00:04:09.200 --> 00:04:14.000]  總是離不開人事的紛擾
[00:04:14.000 --> 00:04:17.800]  有人的地方就有問題
[00:04:17.800 --> 00:04:21.800]  有一句很多人都時時說的說話
[00:04:21.800 --> 00:04:23.000]  就是說
[00:04:23.000 --> 00:04:26.000]  事情是做不死人的
[00:04:26.000 --> 00:04:29.000]  但最磨人的是什麼?
[00:04:29.000 --> 00:04:30.600]  人事問題
[00:04:30.600 --> 00:04:31.200]  是不是?
[00:04:31.200 --> 00:04:33.200]  我想問大家有沒有經歷過
