
[00:00:00.000 --> 00:00:02.000]  我不知道你剛才敬拜的時候
[00:00:02.000 --> 00:00:04.000]  內心有什麼體會
[00:00:04.000 --> 00:00:06.000]  或者神跟你生命有什麼對話
[00:00:06.000 --> 00:00:08.000]  我仍然很感謝主席
[00:00:08.000 --> 00:00:10.000]  帶我們去敬拜神的時候
[00:00:10.000 --> 00:00:12.000]  提醒我們一件很重要的事
[00:00:12.000 --> 00:00:14.000]  其實是神邀請我們去敬拜
[00:00:14.000 --> 00:00:16.000]  其實我們也沒有什麼意志
[00:00:16.000 --> 00:00:18.000]  坦白說論意志
[00:00:18.000 --> 00:00:20.000]  你和我都很軟弱
[00:00:20.000 --> 00:00:22.000]  不過神就因著祂的愛邀請我們
[00:00:22.000 --> 00:00:24.000]  再一次回到祂面前去敬拜祂
[00:00:24.000 --> 00:00:26.000]  當我們去敬拜祂
[00:00:26.000 --> 00:00:28.000]  尊崇祂的時候
[00:00:28.000 --> 00:00:30.000]  我們就知道祂的來源
[00:00:30.000 --> 00:00:32.000]  當我們去敬拜
[00:00:32.000 --> 00:00:34.000]  我們的心就知道方向
[00:00:34.000 --> 00:00:36.000]  或許正如主席所說
[00:00:36.000 --> 00:00:38.000]  我們人生有很多事情在面對
[00:00:38.000 --> 00:00:40.000]  但當我們抬頭仰念去敬拜祂的時候
[00:00:40.000 --> 00:00:42.000]  我們知道這個相信的主是一個大能的主
[00:00:42.000 --> 00:00:44.000]  這個就是方向
[00:00:44.000 --> 00:00:46.000]  這個就是能力
[00:00:46.000 --> 00:00:48.000]  這個就是盼望
[00:00:48.000 --> 00:00:50.000]  盼望等下講道的時候
[00:00:50.000 --> 00:00:52.000]  也因著神的話去鼓勵我們的生命
[00:00:52.000 --> 00:00:54.000]  這個是非常重要
[00:00:54.000 --> 00:00:56.000]  今天我講的意識傑書
[00:00:56.000 --> 00:00:58.000]  意識傑書是我們整年的主題
[00:00:58.000 --> 00:01:00.000]  今天是最後一講
[00:01:00.000 --> 00:01:02.000]  因為意識傑書是由第一章開始講起
[00:01:02.000 --> 00:01:04.000]  嘉田牧師終於有來講過
[00:01:04.000 --> 00:01:06.000]  講了十次左右
[00:01:06.000 --> 00:01:08.000]  我不知道當你看意識傑書的時候
[00:01:08.000 --> 00:01:10.000]  我都鼓勵大家一起回家
[00:01:10.000 --> 00:01:12.000]  一起看意識傑書
[00:01:12.000 --> 00:01:14.000]  可能中間有些不明白
[00:01:14.000 --> 00:01:16.000]  問問傳道人和童宮去理解
[00:01:16.000 --> 00:01:18.000]  今天講意識傑書
[00:01:18.000 --> 00:01:20.000]  是講意識傑書裡面的最後一段
[00:01:20.000 --> 00:01:22.000]  也是整卷意識傑書裡面
[00:01:22.000 --> 00:01:24.000]  在我們理解上
[00:01:24.000 --> 00:01:26.000]  是非常重要的一個段落
[00:01:26.000 --> 00:01:28.000]  為什麼這樣講呢?
[00:01:28.000 --> 00:01:30.000]  如果你記得意識傑書我們之前講過
[00:01:30.000 --> 00:01:32.000]  通常都是在講
[00:01:32.000 --> 00:01:34.000]  以色列人如何違背神的命令
[00:01:34.000 --> 00:01:36.000]  並且神透過巴比倫這個國家
[00:01:36.000 --> 00:01:38.000]  去滅了猶太地
[00:01:38.000 --> 00:01:40.000]  然後撒冷
[00:01:40.000 --> 00:01:42.000]  甚至帶了一班人
[00:01:42.000 --> 00:01:44.000]  去了巴比倫國生活
[00:01:44.000 --> 00:01:46.000]  其中意識傑就在那裡出現
[00:01:46.000 --> 00:01:48.000]  神就在巴比倫這個地方
[00:01:48.000 --> 00:01:50.000]  去呼召意識傑
[00:01:50.000 --> 00:01:52.000]  成為先知
[00:01:52.000 --> 00:01:54.000]  然後宣講神的話
[00:01:54.000 --> 00:01:56.000]  今天我們來到最後一講
[00:01:56.000 --> 00:01:58.000]  因為下一年的cycle我們會講萬惡福音
[00:01:58.000 --> 00:02:00.000]  所以今天盼望
[00:02:00.000 --> 00:02:02.000]  透過意識傑書最後這段落
[00:02:02.000 --> 00:02:04.000]  讓我們在生命中再一次體會
[00:02:04.000 --> 00:02:06.000]  究竟神按著自己的心意
[00:02:06.000 --> 00:02:08.000]  讓我們在生活上
[00:02:08.000 --> 00:02:10.000]  甚或是過去的疫情
[00:02:10.000 --> 00:02:12.000]  面對很多的逆境
[00:02:12.000 --> 00:02:14.000]  如何存在盼望
[00:02:14.000 --> 00:02:16.000]  而今天也有一段很講大盼望的訊息
[00:02:16.000 --> 00:02:18.000]  從這個盼望裡又用我們的生命如何去理解
[00:02:18.000 --> 00:02:20.000]  既然神的盼望在這裡
[00:02:20.000 --> 00:02:22.000]  我們又如何去回應它
[00:02:22.000 --> 00:02:24.000]  今天的題目很特別
[00:02:24.000 --> 00:02:26.000]  回應上帝的榮耀
[00:02:26.000 --> 00:02:28.000]  我想問
[00:02:28.000 --> 00:02:34.000]  你上次經歷上帝的榮耀臨在的時候是何時?
[00:02:34.000 --> 00:02:36.000]  這個問題很深
[00:02:36.000 --> 00:02:38.000]  一個問題產生另一個問題
[00:02:38.000 --> 00:02:40.000]  什麼是上帝的榮耀
[00:02:40.000 --> 00:02:42.000]  真的很深
[00:02:42.000 --> 00:02:44.000]  對不起,我不能在這堂講道裡解釋給你聽
[00:02:44.000 --> 00:02:46.000]  但上帝的榮耀確實
[00:02:46.000 --> 00:02:48.000]  當人遇到上帝的榮耀
[00:02:48.000 --> 00:02:50.000]  在聖經裡提到
[00:02:50.000 --> 00:02:52.000]  人應該有態度去回應
[00:02:52.000 --> 00:02:54.000]  當然,聖經有很多例子
[00:02:54.000 --> 00:02:56.000]  告訴我們上帝的榮耀臨在的時候
[00:02:56.000 --> 00:02:58.000]  人要降伏
[00:02:58.000 --> 00:03:00.000]  上帝的榮耀臨在是聖潔的
[00:03:00.000 --> 00:03:02.000]  人不能直接去見到上帝
[00:03:02.000 --> 00:03:04.000]  《安生經文》也會說
[00:03:04.000 --> 00:03:06.000]  但其實當上帝臨在一個群體
[00:03:06.000 --> 00:03:08.000]  或者一個人生命裡的時候
[00:03:08.000 --> 00:03:10.000]  或許這麼說
[00:03:10.000 --> 00:03:12.000]  其實要人的生命
[00:03:12.000 --> 00:03:14.000]  有些行動去回應它
[00:03:14.000 --> 00:03:16.000]  今天我們從這個角度去理解
[00:03:16.000 --> 00:03:18.000]  原來昔日上帝離開了
[00:03:18.000 --> 00:03:20.000]  當時這群不聽上帝說話的子民
[00:03:20.000 --> 00:03:22.000]  這個群體
[00:03:22.000 --> 00:03:24.000]  離開了上帝的聖殿
[00:03:24.000 --> 00:03:26.000]  今天這段經文
[00:03:26.000 --> 00:03:28.000]  重申聖經講到我們知道
[00:03:28.000 --> 00:03:30.000]  上帝的榮耀再一次臨在
[00:03:30.000 --> 00:03:32.000]  在這個群體裡
[00:03:32.000 --> 00:03:34.000]  當上帝的榮耀臨在這個群體
[00:03:34.000 --> 00:03:36.000]  或許經文更加提醒我們
[00:03:36.000 --> 00:03:38.000]  原來當上帝臨在
[00:03:38.000 --> 00:03:40.000]  人的生命就要有回應
[00:03:40.000 --> 00:03:42.000]  所以我想在進入經文之前
[00:03:42.000 --> 00:03:44.000]  我真的想挑戰一下你
[00:03:44.000 --> 00:03:46.000]  究竟上帝榮耀臨在的時候
[00:03:46.000 --> 00:03:48.000]  我們應該有什麼回應呢?
[00:03:48.000 --> 00:03:50.000]  正如我剛才問過的問題
[00:03:50.000 --> 00:03:52.000]  上一次上帝榮耀臨在的時候
[00:03:52.000 --> 00:03:54.000]  你有什麼回應呢?
[00:03:54.000 --> 00:03:56.000]  我重申一次上帝榮耀臨在並不是
[00:03:56.000 --> 00:03:58.000]  我們剛才敬拜只是舉手的那種感覺
[00:03:58.000 --> 00:04:00.000]  很舒服,這是上帝榮耀臨在的回應
[00:04:00.000 --> 00:04:02.000]  這麼簡單
[00:04:02.000 --> 00:04:04.000]  今天我和大家分享三個分題
[00:04:04.000 --> 00:04:06.000]  這三個分題正正就在講
[00:04:06.000 --> 00:04:08.000]  這段經文一至十二節裡的四十三章
[00:04:08.000 --> 00:04:10.000]  究竟有三樣東西
[00:04:10.000 --> 00:04:12.000]  當上帝臨在的時候,當上帝榮耀在的時候
[00:04:12.000 --> 00:04:14.000]  我們如何回應他
[00:04:14.000 --> 00:04:16.000]  不單是以西傑,甚或整個群體
[00:04:16.000 --> 00:04:18.000]  整個群體甚至乎先知以西傑
[00:04:18.000 --> 00:04:20.000]  他如何在過程中
[00:04:20.000 --> 00:04:22.000]  回應上帝榮耀臨在這一刻
[00:04:22.000 --> 00:04:24.000]  這是非常重要的
[00:04:24.000 --> 00:04:26.000]  我還未進入今天經文之前
[00:04:26.000 --> 00:04:28.000]  不如我們一起讀今天經文,好不好?
[00:04:28.000 --> 00:04:30.000]  因為如果不讀經文就不知道要說什麼
[00:04:30.000 --> 00:04:32.000]  只聽我說沒有意義的
[00:04:32.000 --> 00:04:34.000]  甚或你有聖經,我們沒有聖經在這裡
[00:04:34.000 --> 00:04:36.000]  你可以看手機,我們教的OK的
[00:04:36.000 --> 00:04:38.000]  新聞也在這裡,不介意的,開手機沒問題的
[00:04:38.000 --> 00:04:40.000]  突然上WhatsApp也不要緊的,我們也沒有人吵你的
[00:04:40.000 --> 00:04:42.000]  可以拿聖經出來看
[00:04:42.000 --> 00:04:44.000]  因為我會說很多段的經文
[00:04:44.000 --> 00:04:46.000]  讓你一起去認識一下
[00:04:46.000 --> 00:04:48.000]  我先讀一下今天經文,好不好?
[00:04:48.000 --> 00:04:50.000]  讀法是請弟兄讀第一個PowerPoint
[00:04:50.000 --> 00:04:52.000]  一至五節,姐妹讀第二個PowerPoint
[00:04:52.000 --> 00:04:54.000]  六節到第九節
[00:04:54.000 --> 00:04:56.000]  最後我會讀最後的PowerPoint
[00:04:56.000 --> 00:04:58.000]  十節到十二節,可以吧?
[00:04:58.000 --> 00:05:00.000]  弟兄請
[00:05:00.000 --> 00:05:02.000]  (教學)
[00:05:02.000 --> 00:05:04.000]  (教學)
[00:05:04.000 --> 00:05:06.000]  (教學)
[00:05:06.000 --> 00:05:08.000]  (廣東話)
[00:05:08.000 --> 00:05:10.000]  (廣東話)
[00:05:10.000 --> 00:05:12.000]  (廣東話)
[00:05:12.000 --> 00:05:14.000]  (廣東話)
[00:05:14.000 --> 00:05:16.000]  (廣東話)
[00:05:16.000 --> 00:05:18.000]  (廣東話)
[00:05:18.000 --> 00:05:20.000]  (廣東話)
[00:05:20.000 --> 00:05:22.000]  (廣東話)
[00:05:22.000 --> 00:05:24.000]  (廣東話)
[00:05:24.000 --> 00:05:26.000]  (廣東話)
[00:05:26.000 --> 00:05:28.000]  (廣東話)
[00:05:28.000 --> 00:05:30.000]  (廣東話)
[00:05:30.000 --> 00:05:32.000]  (廣東話)
[00:05:32.000 --> 00:05:34.000]  (廣東話)
[00:05:34.000 --> 00:05:36.000]  (廣東話)
[00:05:36.000 --> 00:05:38.000]  (廣東話)
[00:05:39.000 --> 00:05:41.000]  (廣東話)
[00:05:41.000 --> 00:05:43.000]  (廣東話)
[00:05:43.000 --> 00:05:45.000]  (廣東話)
[00:05:45.000 --> 00:05:47.000]  (廣東話)
[00:05:47.000 --> 00:05:49.000]  (廣東話)
[00:05:49.000 --> 00:05:51.000]  (廣東話)
[00:05:51.000 --> 00:05:53.000]  (廣東話)
[00:05:53.000 --> 00:05:55.000]  (廣東話)
[00:05:55.000 --> 00:05:57.000]  (廣東話)
[00:05:57.000 --> 00:05:59.000]  (廣東話)
[00:05:59.000 --> 00:06:01.000]  (廣東話)
[00:06:01.000 --> 00:06:03.000]  (廣東話)
[00:06:03.000 --> 00:06:05.000]  (廣東話)
[00:06:05.000 --> 00:06:33.580]  (廣東話)
[00:06:33.580 --> 00:06:35.580]  (廣東話)
[00:06:35.580 --> 00:06:37.580]  (廣東話)
[00:06:37.580 --> 00:06:39.580]  (廣東話)
[00:06:39.580 --> 00:06:41.600]  自己的罪孽、慚愧
[00:06:41.600 --> 00:06:44.820]  他們若因自己所做的一切感到慚愧
[00:06:44.820 --> 00:06:47.020]  你就要將電的規模
[00:06:47.020 --> 00:06:48.420]  樣式出口、入口
[00:06:48.420 --> 00:06:52.720]  以及有關整體規模的條例、禮儀、律法指示他們
[00:06:52.720 --> 00:06:54.240]  在他們眼前寫下
[00:06:54.240 --> 00:06:58.620]  使他們遵照電整體的規模和條例去做
[00:06:58.620 --> 00:07:00.040]  這是電的律法
[00:07:00.040 --> 00:07:05.160]  山頂上四周圍的全地界都稱為「自盛漢雅」
[00:07:05.160 --> 00:07:06.740]  這就是電的律法
[00:07:06.740 --> 00:07:08.040]  一起禱告好嗎?
[00:07:08.040 --> 00:07:10.540]  參加聖靈幫助我們去明白真理
[00:07:10.540 --> 00:07:13.540]  並叫我們能夠用生命去回應祢
[00:07:13.540 --> 00:07:15.240]  成為祢自己的見證
[00:07:15.240 --> 00:07:16.440]  禱告奉主命求
[00:07:16.440 --> 00:07:17.240]  阿們
[00:07:17.240 --> 00:07:18.740]  今天正如我剛才所說
[00:07:18.740 --> 00:07:22.340]  今天這段經文是整個以色列書裡面最後的段落
[00:07:22.340 --> 00:07:24.440]  當然我今天說的是43章
[00:07:24.440 --> 00:07:26.940]  這個段落是由40章開始的
[00:07:26.940 --> 00:07:28.040]  40章說什麼呢?
[00:07:28.040 --> 00:07:32.540]  40章是說神再次給以色列先知領受一個新的意象
