
[00:00:00.000 --> 00:00:08.000]  美滿婚姻其實大家心裏面有這個圖畫的
[00:00:08.000 --> 00:00:12.500]  請問是不是有這個圖畫的
[00:00:12.500 --> 00:00:14.500]  在你小時候也有這個印象的
[00:00:14.500 --> 00:00:16.500]  可以舉一舉手看看
[00:00:16.500 --> 00:00:18.500]  多不多的? 多的
[00:00:18.500 --> 00:00:19.500]  也很多
[00:00:19.500 --> 00:00:21.500]  我們小時候現在的年代
[00:00:21.500 --> 00:00:23.500]  或者什麼年代也有
[00:00:23.500 --> 00:00:31.500]  剛才網上找這些白馬王子白雪公主的婚姻照片
[00:00:31.500 --> 00:00:33.500]  多不勝數
[00:00:33.500 --> 00:00:35.500]  選不中 隨便選一個
[00:00:35.500 --> 00:00:37.500]  我們看到
[00:00:37.500 --> 00:00:40.500]  但是很特別的是
[00:00:40.500 --> 00:00:43.500]  其實現在偏偏是現實
[00:00:43.500 --> 00:00:44.500]  相反
[00:00:44.500 --> 00:00:45.500]  相反成什麼樣呢?
[00:00:45.500 --> 00:00:47.500]  離婚率不斷上升
[00:00:47.500 --> 00:00:51.500]  我們看到香港的離婚率
[00:00:51.500 --> 00:00:56.500]  48%是19年了
[00:00:56.500 --> 00:00:59.500]  意思就是有8對結婚
[00:00:59.500 --> 00:01:01.500]  有48對離婚
[00:01:01.500 --> 00:01:02.500]  這樣的意思
[00:01:02.500 --> 00:01:03.500]  多不多?
[00:01:03.500 --> 00:01:05.500]  很多的
[00:01:05.500 --> 00:01:06.500]  所以這個
[00:01:06.500 --> 00:01:11.500]  為什麼現今的世人這麼輕易的離婚呢?
[00:01:11.500 --> 00:01:15.500]  為什麼連小基督徒也是一樣的呢?
[00:01:15.500 --> 00:01:17.500]  因為我們做牧者
[00:01:17.500 --> 00:01:21.500]  有時遇到我們都覺得悲哀和辛苦
[00:01:21.500 --> 00:01:24.500]  但是聖經又非常重視婚姻
[00:01:24.500 --> 00:01:28.500]  而且說婚姻是一個極大的奧秘
[00:01:28.500 --> 00:01:31.500]  這個奧秘又是什麼呢?
[00:01:31.500 --> 00:01:35.500]  這個奧秘和美滿婚姻有什麼關係呢?
[00:01:35.500 --> 00:01:38.500]  就讓我們一起讀出今天的經文
[00:01:38.500 --> 00:01:43.500]  以法術書五章31到33節
[00:01:43.500 --> 00:01:48.500]  要全敬畏基督的心彼此信服
[00:01:48.500 --> 00:01:49.500]  作妻子的
[00:01:49.500 --> 00:01:52.500]  你們要信服自己的丈夫
[00:01:52.500 --> 00:01:54.500]  與同信服主
[00:01:54.500 --> 00:01:56.500]  因為丈夫是妻子的頭
[00:01:56.500 --> 00:01:59.500]  與同基督是教會的頭
[00:01:59.500 --> 00:02:02.500]  他又是身體的救主
[00:02:02.500 --> 00:02:04.500]  教會怎樣信服基督
[00:02:04.500 --> 00:02:08.500]  妻子又要怎樣凡事信服丈夫
[00:02:08.500 --> 00:02:09.500]  作丈夫的
[00:02:09.500 --> 00:02:12.500]  你們要愛妻子
[00:02:12.500 --> 00:02:14.500]  正如基督愛教會
[00:02:14.500 --> 00:02:16.500]  為教會捨己
[00:02:16.500 --> 00:02:19.500]  以水藉著渡把教會洗淨
[00:02:19.500 --> 00:02:21.500]  使他成為聖傑
[00:02:21.500 --> 00:02:23.500]  好自拔自己
[00:02:23.500 --> 00:02:25.500]  作榮耀的教會
[00:02:25.500 --> 00:02:29.500]  毫無玷污就民等類的缺陷
[00:02:29.500 --> 00:02:32.500]  而是基聖傑沒有瑕疵的
[00:02:32.500 --> 00:02:35.500]  丈夫也應當照象愛妻子
[00:02:35.500 --> 00:02:38.500]  與同愛自己的身體
[00:02:38.500 --> 00:02:41.500]  愛妻子就是愛自己了
[00:02:41.500 --> 00:02:45.500]  從來沒有人恨自己的身子
[00:02:45.500 --> 00:02:47.500]  總要保養顧色
[00:02:47.500 --> 00:02:51.500]  正像基督愛教會一樣
[00:02:51.500 --> 00:02:55.500]  因我們自己身體的肢體
[00:02:55.500 --> 00:02:58.500]  為這緣故人要離開父母
[00:02:58.500 --> 00:03:00.500]  與妻子結合
[00:03:00.500 --> 00:03:02.500]  二人成為一體
[00:03:02.500 --> 00:03:04.500]  這是極大的奧秘
[00:03:04.500 --> 00:03:08.500]  而我是指基督和教會說的
[00:03:08.500 --> 00:03:12.500]  然而你們每個人都要愛妻子
[00:03:12.500 --> 00:03:14.500]  與同愛自己一樣
[00:03:14.500 --> 00:03:19.500]  妻子也要敬重她的丈夫
[00:03:19.500 --> 00:03:23.500]  這裡說到下一張powerpoint
[00:03:23.500 --> 00:03:27.500]  世人追求美滿的婚姻
[00:03:27.500 --> 00:03:29.500]  容易嗎?
[00:03:29.500 --> 00:03:31.500]  談何容易?
[00:03:31.500 --> 00:03:33.500]  否則也不會有這麼高的離婚率
[00:03:33.500 --> 00:03:37.500]  但聖經說到美滿婚姻的關係
[00:03:37.500 --> 00:03:39.500]  是愛與信服
[00:03:39.500 --> 00:03:43.500]  很多基督徒都聽過吧
[00:03:43.500 --> 00:03:47.500]  有沒有人聽過就厭倦了?
[00:03:47.500 --> 00:03:50.500]  不用舉手吧
[00:03:50.500 --> 00:03:52.500]  好像只是一個理想
[00:03:52.500 --> 00:03:55.500]  好像童話故事的理想
[00:03:55.500 --> 00:03:58.500]  但實際上做到很困難
[00:03:58.500 --> 00:04:01.500]  很多人覺得難以跟從
[00:04:01.500 --> 00:04:06.500]  在二不索之五章22-24節
[00:04:06.500 --> 00:04:08.500]  下一張powerpoint
[00:04:08.500 --> 00:04:11.500]  說到妻子要信服丈夫
[00:04:11.500 --> 00:04:15.500]  信服的原文是兩個字組合
[00:04:15.500 --> 00:04:16.500]  是複合字
[00:04:16.500 --> 00:04:20.500]  前面一句是下面的意思
[00:04:20.500 --> 00:04:22.500]  後面一句是擺放的意思
[00:04:22.500 --> 00:04:25.500]  是一個被動語氣
[00:04:25.500 --> 00:04:30.500]  信服的意思是願意讓自己放在對方下面
[00:04:30.500 --> 00:04:34.500]  這就是信服的意思
[00:04:34.500 --> 00:04:39.500]  不少妻子都會問這個問題
[00:04:39.500 --> 00:04:43.500]  為什麼妻子要信服丈夫?
[00:04:43.500 --> 00:04:46.500]  相信現代女性都很關心這個問題
[00:04:46.500 --> 00:04:50.500]  可能有不少太太都覺得自己的丈夫
[00:04:50.500 --> 00:04:53.500]  不夠自己厲害
[00:04:53.500 --> 00:04:55.500]  表達能力差
[00:04:55.500 --> 00:04:57.500]  說話一塌糊塗
[00:04:57.500 --> 00:05:03.500]  做決定不夠自己精明
[00:05:03.500 --> 00:05:06.500]  還不夠自己快
[00:05:06.500 --> 00:05:08.500]  賺錢不夠自己多
[00:05:08.500 --> 00:05:13.500]  做領導人應該是能者居之
[00:05:13.500 --> 00:05:18.500]  完全想不到有任何理由要信服丈夫
[00:05:18.500 --> 00:05:20.500]  二不索之五章23節
[00:05:20.500 --> 00:05:24.500]  說到丈夫要做妻子的頭
[00:05:24.500 --> 00:05:29.500]  相信有不少丈夫的心聲
[00:05:29.500 --> 00:05:31.500]  都有這樣想
[00:05:31.500 --> 00:05:34.500]  為什麼丈夫一定要做妻子的頭?
[00:05:34.500 --> 00:05:38.500]  通常人覺得做頭好像那個比較厲害
[00:05:38.500 --> 00:05:40.500]  好一點
[00:05:40.500 --> 00:05:42.500]  那個爭著做
[00:05:42.500 --> 00:05:45.500]  其實做頭很辛苦
[00:05:45.500 --> 00:05:47.500]  有很多責任
[00:05:47.500 --> 00:05:49.500]  很多時候做決定
[00:05:49.500 --> 00:05:51.500]  不合太太的心意
[00:05:51.500 --> 00:05:55.500]  還被爭辯
[00:05:55.500 --> 00:05:56.500]  真的很麻煩
[00:05:56.500 --> 00:05:58.500]  如果太太喜歡說話
[00:05:58.500 --> 00:06:00.500]  隨她去做
[00:06:00.500 --> 00:06:02.500]  我不會爭
[00:06:02.500 --> 00:06:05.500]  她做錯了還可以說她
[00:06:05.500 --> 00:06:07.500]  以上的想法
[00:06:07.500 --> 00:06:11.500]  會不會有不少弟兄姊妹的心聲?
[00:06:11.500 --> 00:06:13.500]  沒有結婚的弟兄
[00:06:13.500 --> 00:06:15.500]  有沒有聽過異婚的弟兄
[00:06:15.500 --> 00:06:19.500]  類似的訴苦?
[00:06:19.500 --> 00:06:20.500]  沒有結婚的姊妹
[00:06:20.500 --> 00:06:24.500]  有沒有聽過異婚的姊妹的埋怨?
[00:06:24.500 --> 00:06:28.500]  究竟信服的問題有什麼出路?
[00:06:28.500 --> 00:06:33.500]  大家讀到二不索之五章21節
[00:06:33.500 --> 00:06:35.500]  我們看下面的部分
[00:06:35.500 --> 00:06:38.500]  彼此信服
[00:06:38.500 --> 00:06:41.500]  看到全敬畏的基督的心
[00:06:41.500 --> 00:06:43.500]  彼此信服
[00:06:43.500 --> 00:06:45.500]  可能大家看到出路了
[00:06:45.500 --> 00:06:47.500]  特別是太太們
[00:06:47.500 --> 00:06:50.500]  是不是除了妻子信服丈夫
[00:06:50.500 --> 00:06:54.500]  丈夫也應該同樣信服妻子?
[00:06:54.500 --> 00:06:58.500]  我做了傳道人之前
[00:06:58.500 --> 00:07:01.500]  曾經有十年
[00:07:01.500 --> 00:07:04.500]  在一些被我們年輕的夫婦學習
[00:07:04.500 --> 00:07:08.500]  牧養一些年輕的夫婦
[00:07:08.500 --> 00:07:10.500]  當時團體的牧者
[00:07:10.500 --> 00:07:14.500]  讓我和太太委以重任
[00:07:14.500 --> 00:07:18.500]  讓我們帶領一些問題的夫婦
[00:07:18.500 --> 00:07:20.500]  在小組帶領一些特別多問題
[00:07:20.500 --> 00:07:22.500]  放在我們身上
[00:07:22.500 --> 00:07:28.500]  當中有不少夫婦不是彼此信服
[00:07:28.500 --> 00:07:34.500]  而是彼此不信不服
[00:07:34.500 --> 00:07:35.500]  這是現實
[00:07:35.500 --> 00:07:37.500]  教會也有
[00:07:37.500 --> 00:07:42.500]  究竟彼此信服的意思是什麼?
[00:07:42.500 --> 00:07:45.500]  我們先看看經文的上下文
[00:07:45.500 --> 00:07:47.500]  就會明白
[00:07:47.500 --> 00:07:50.500]  我們讀出
[00:07:50.500 --> 00:07:55.500]  以法所指五章十八到二十一節
[00:07:55.500 --> 00:07:58.500]  十八到二十一節說
[00:07:58.500 --> 00:08:02.500]  不要醉酒
[00:08:02.500 --> 00:08:04.500]  酒能使人放蕩
[00:08:04.500 --> 00:08:06.500]  要被聖靈充滿
[00:08:06.500 --> 00:08:11.500]  要用詩篇撒米斯靈歌彼此對說
[00:08:11.500 --> 00:08:14.500]  口唱心和地讚美主
[00:08:14.500 --> 00:08:17.500]  凡事要奉我主耶穌基督的名
[00:08:17.500 --> 00:08:19.500]  常常感謝父神
[00:08:19.500 --> 00:08:25.500]  要全敬畏基督的心彼此信服
[00:08:25.500 --> 00:08:27.500]  聖經學者Peter O'Brien
[00:08:27.500 --> 00:08:30.500]  給了我們一些啟發
[00:08:30.500 --> 00:08:32.500]  就讓我們看到
[00:08:32.500 --> 00:08:36.500]  以法所指五章十八到二十一節的文化結構
[00:08:36.500 --> 00:08:38.500]  原來不要醉酒
[00:08:38.500 --> 00:08:41.500]  和要被聖靈充滿
[00:08:41.500 --> 00:08:45.500]  是兩個命令語氣的動詞
[00:08:45.500 --> 00:08:47.500]  不要醉酒之後
[00:08:47.500 --> 00:08:49.500]  酒能使人放蕩
[00:08:49.500 --> 00:08:52.500]  這部分的句子就完結了
[00:08:52.500 --> 00:08:55.500]  而被聖靈充滿這個命令語氣的動詞
[00:08:55.500 --> 00:08:57.500]  也是主要的動詞
[00:08:57.500 --> 00:09:00.500]  後面有五個分字
[00:09:00.500 --> 00:09:05.500]  我們看回前面那一張
[00:09:05.500 --> 00:09:08.500]  前面那張powerpoint
[00:09:08.500 --> 00:09:10.500]  是,謝謝
[00:09:10.500 --> 00:09:16.500]  這個被聖靈充滿後面跟著五個分字
[00:09:16.500 --> 00:09:19.500]  那些斜體字那些
[00:09:19.500 --> 00:09:21.500]  斜體字那些就是分字
[00:09:21.500 --> 00:09:23.500]  分字都是一個動作
[00:09:23.500 --> 00:09:26.500]  那些是主要的動詞
[00:09:26.500 --> 00:09:28.500]  帶著五個分字是什麼意思呢
[00:09:28.500 --> 00:09:30.500]  就是說要被聖靈充滿
[00:09:30.500 --> 00:09:32.500]  怎樣被聖靈充滿
[00:09:32.500 --> 00:09:34.500]  就要用詩篇讚美詩靈
[00:09:34.500 --> 00:09:36.500]  歌彼此對說
[00:09:36.500 --> 00:09:38.500]  口唱心和三個
[00:09:38.500 --> 00:09:40.500]  地讚美主
[00:09:40.500 --> 00:09:42.500]  凡事要奉我主耶穌基督的名
[00:09:42.500 --> 00:09:44.500]  上上感謝第四個父神
[00:09:44.500 --> 00:09:46.500]  要傳敬畏的心
[00:09:46.500 --> 00:09:49.500]  彼此順服第五個分字
[00:09:49.500 --> 00:09:52.500]  這個就是文化結構
[00:09:52.500 --> 00:09:54.500]  我們再看下面那張powerpoint
[00:09:54.500 --> 00:09:56.500]  這個就是文化結構
[00:09:56.500 --> 00:09:58.500]  這個就是文化結構
[00:09:58.500 --> 00:10:02.500]  我們再看下面那張powerpoint
[00:10:02.500 --> 00:10:04.500]  就是看到
[00:10:04.500 --> 00:10:06.500]  其實上下文就是
[00:10:06.500 --> 00:10:12.500]  以法所述五章十八到六章九節的經文結構
[00:10:12.500 --> 00:10:14.500]  以法所述五章二十一節
[00:10:14.500 --> 00:10:16.500]  是連接了
[00:10:16.500 --> 00:10:20.500]  上一節就是五章十八節到二十節
[00:10:20.500 --> 00:10:22.500]  和下面那部分
[00:10:22.500 --> 00:10:24.500]  五章二十二到六章九節
[00:10:24.500 --> 00:10:26.500]  一個連接的經節
[00:10:26.500 --> 00:10:30.500]  五章二十一節就像一道門的門教
[00:10:30.500 --> 00:10:36.500]  五章二十一節將五章十八到二十節的經文打開
[00:10:36.500 --> 00:10:41.500]  進入五章二十二到六章九節
[00:10:41.500 --> 00:10:44.500]  這樣的經文結構
[00:10:44.500 --> 00:10:46.500]  在五章二十一節
[00:10:46.500 --> 00:10:48.500]  彼此
[00:10:48.500 --> 00:10:51.500]  這個英文翻譯是one and another
[00:10:51.500 --> 00:10:53.500]  比較容易明白
[00:10:53.500 --> 00:10:57.500]  就是一組一組互相的意思
[00:10:57.500 --> 00:11:00.500]  彼此馴服的觀念就是
[00:11:00.500 --> 00:11:05.500]  五章二十二到六章九節詳細講解
[00:11:05.500 --> 00:11:07.500]  每一組就是
[00:11:07.500 --> 00:11:09.500]  五章二十二到三十三節
[00:11:09.500 --> 00:11:11.500]  妻子馴服丈夫
[00:11:11.500 --> 00:11:13.500]  六章一到四節
[00:11:13.500 --> 00:11:16.500]  兒女要馴服父母
[00:11:16.500 --> 00:11:18.500]  六章五到九節
[00:11:18.500 --> 00:11:20.500]  僕人要馴服主人
[00:11:20.500 --> 00:11:22.500]  而每一個段落
[00:11:22.500 --> 00:11:24.500]  他們都有講到
[00:11:24.500 --> 00:11:27.500]  兩者關係的互動
[00:11:27.500 --> 00:11:30.500]  我們講完經文結構之後
[00:11:30.500 --> 00:11:33.500]  我們可以按下一章
[00:11:33.500 --> 00:11:35.500]  仍然解決不了
[00:11:35.500 --> 00:11:37.500]  有很多夫妻
[00:11:37.500 --> 00:11:41.500]  在婚姻關係中的難以捉摸
[00:11:41.500 --> 00:11:44.500]  他們有感覺到神秘莫測
[00:11:44.500 --> 00:11:46.500]  究竟婚姻之道
[00:11:46.500 --> 00:11:48.500]  有什麼奧秘呢
[00:11:48.500 --> 00:11:50.500]  在二法所説五章
[00:11:50.500 --> 00:11:53.500]  三十一到三十二節
[00:11:53.500 --> 00:11:56.500]  我們繼續
[00:11:56.500 --> 00:11:58.500]  這個power point
[00:11:58.500 --> 00:12:00.500]  我們看到
[00:12:00.500 --> 00:12:02.500]  三十一節說
[00:12:02.500 --> 00:12:03.500]  為人的緣故
[00:12:03.500 --> 00:12:05.500]  人要離開父母與妻子連合
[00:12:05.500 --> 00:12:07.500]  二人成為一體
[00:12:07.500 --> 00:12:13.500]  這是創世紀第二章
[00:12:13.500 --> 00:12:15.500]  然後解釋
[00:12:15.500 --> 00:12:17.500]  到新約定案的解釋
[00:12:17.500 --> 00:12:19.500]  舊約未有
[00:12:19.500 --> 00:12:21.500]  新約已經講到
[00:12:21.500 --> 00:12:23.500]  第三十二節
