
[00:00:00.000 --> 00:00:02.000]  新年快樂
[00:00:02.000 --> 00:00:04.000]  弟兄姊妹平安
[00:00:04.000 --> 00:00:06.000]  今天是2022年第一個的主日
[00:00:06.000 --> 00:00:08.000]  在這裡再一次祝大家新一年
[00:00:08.000 --> 00:00:10.000]  更蒙主賜福
[00:00:10.000 --> 00:00:12.000]  新生命健壯
[00:00:12.000 --> 00:00:14.000]  更加能夠經歷到我們所信的上帝
[00:00:14.000 --> 00:00:18.000]  新年我身邊很多的弟兄姊妹朋友
[00:00:18.000 --> 00:00:20.000]  都會有新年納志的習慣
[00:00:20.000 --> 00:00:22.000]  甚至在新年的時候
[00:00:22.000 --> 00:00:24.000]  都會在禱告裡面去親近神
[00:00:24.000 --> 00:00:26.000]  在神面前納志
[00:00:26.000 --> 00:00:28.000]  我不知道弟兄姊妹
[00:00:28.000 --> 00:00:32.000]  你們過去有沒有新年納志的習慣
[00:00:32.000 --> 00:00:34.000]  如果有的話
[00:00:34.000 --> 00:00:36.000]  我不知道你們最後有沒有實踐
[00:00:36.000 --> 00:00:38.000]  試過去回應
[00:00:38.000 --> 00:00:40.000]  你們新年所納的志
[00:00:40.000 --> 00:00:42.000]  還是納志不久
[00:00:42.000 --> 00:00:44.000]  很快已經
[00:00:44.000 --> 00:00:46.000]  你納過什麼志都忘記了
[00:00:46.000 --> 00:00:48.000]  又或者
[00:00:48.000 --> 00:00:50.000]  你真的曾經試過
[00:00:50.000 --> 00:00:52.000]  很認真去實踐
[00:00:52.000 --> 00:00:54.000]  去回應
[00:00:54.000 --> 00:00:56.000]  不過當你認真去實踐的時候
[00:00:56.000 --> 00:00:58.000]  沒想像中那麼簡單
[00:00:58.000 --> 00:01:00.000]  你發覺你要放下你自己
[00:01:00.000 --> 00:01:02.000]  你發覺可能要衝擊
[00:01:02.000 --> 00:01:04.000]  你裡面一些固有的想法
[00:01:04.000 --> 00:01:08.000]  甚至要付上很大的代價
[00:01:08.000 --> 00:01:10.000]  以致你慢慢
[00:01:10.000 --> 00:01:12.000]  你就中途半途而廢
[00:01:12.000 --> 00:01:14.000]  不敢再提起你納過的志
[00:01:14.000 --> 00:01:16.000]  甚至在禱告裡面
[00:01:16.000 --> 00:01:18.000]  不敢再和神提起
[00:01:18.000 --> 00:01:20.000]  很怕上帝
[00:01:20.000 --> 00:01:22.000]  向你追溯
[00:01:22.000 --> 00:01:24.000]  今天如果上帝在我們面前
[00:01:24.000 --> 00:01:26.000]  我不知道
[00:01:26.000 --> 00:01:28.000]  如果他問起你納過的志
[00:01:28.000 --> 00:01:30.000]  或者你領受過上帝的心意
[00:01:30.000 --> 00:01:32.000]  你有沒有認真去實踐的時候
[00:01:32.000 --> 00:01:34.000]  你能夠很昂然去面對他
[00:01:34.000 --> 00:01:36.000]  還是你心裡很快說一句
[00:01:36.000 --> 00:01:38.000]  不如先走
[00:01:38.000 --> 00:01:40.000]  就這樣
[00:01:40.000 --> 00:01:42.000]  前陣子
[00:01:42.000 --> 00:01:44.000]  他介紹了我聽了一首
[00:01:44.000 --> 00:01:46.000]  很流行的流行曲
[00:01:46.000 --> 00:01:50.000]  叫做「走先,係咁先,下次再玩」
[00:01:50.000 --> 00:01:52.000]  最初我都沒什麼心機聽這首歌
[00:01:52.000 --> 00:02:00.000]  因為覺得裡面好像有很多重複的歌詞
[00:02:00.000 --> 00:02:02.000]  但當我聽的時候
[00:02:02.000 --> 00:02:06.000]  我想起一件小時候發生過的
[00:02:06.000 --> 00:02:08.000]  不堪回首的醜事
[00:02:08.000 --> 00:02:10.000]  小時候我住在武區的時候
[00:02:10.000 --> 00:02:12.000]  其實很窮
[00:02:12.000 --> 00:02:14.000]  雖然很窮
[00:02:14.000 --> 00:02:16.000]  但家家戶戶的關係很好
[00:02:16.000 --> 00:02:18.000]  我們真的試過沒飯吃
[00:02:18.000 --> 00:02:20.000]  隔壁的房子會接濟我們
[00:02:20.000 --> 00:02:22.000]  借米借醬油
[00:02:22.000 --> 00:02:24.000]  真的有這樣的日子
[00:02:24.000 --> 00:02:26.000]  那個時候不知為什麼
[00:02:26.000 --> 00:02:30.000]  跟其中一個家裡的小孩特別投契
[00:02:30.000 --> 00:02:32.000]  那個時候我們經常一起去分享
[00:02:32.000 --> 00:02:34.000]  我們心愛的玩具
[00:02:34.000 --> 00:02:36.000]  一起去傾談心事
[00:02:36.000 --> 00:02:38.000]  甚至試過很浪漫
[00:02:38.000 --> 00:02:40.000]  兩個小孩一起望星望月亮
[00:02:40.000 --> 00:02:42.000]  我記得那些日子
[00:02:42.000 --> 00:02:44.000]  但有一次不知為什麼
[00:02:44.000 --> 00:02:48.000]  我答應了賣一件我心愛的玩具給他
[00:02:48.000 --> 00:02:50.000]  但到了交收那天
[00:02:50.000 --> 00:02:52.000]  不知為什麼我又改變了主意
[00:02:52.000 --> 00:02:54.000]  我決定不賣
[00:02:54.000 --> 00:02:56.000]  當我記得那個小孩來到我家門口的時候
[00:02:56.000 --> 00:02:58.000]  我不敢開門給他
[00:02:58.000 --> 00:03:02.000]  我就隔著門跟他說我不賣給他
[00:03:02.000 --> 00:03:06.000]  那天我記得是一個下雨天
[00:03:06.000 --> 00:03:08.000]  家門口有一塊大塊地
[00:03:08.000 --> 00:03:14.000]  記得這個小孩在我家門口站了兩三個小時
[00:03:14.000 --> 00:03:16.000]  但我那個時候不知為什麼很心硬
[00:03:16.000 --> 00:03:18.000]  我不肯開門給他
[00:03:18.000 --> 00:03:20.000]  我到最後都沒有賣給他
[00:03:20.000 --> 00:03:24.000]  他就在一個煙雨淒迷的下午站了幾個小時
[00:03:24.000 --> 00:03:28.000]  這件事我很內疚
[00:03:28.000 --> 00:03:30.000]  因為之後我記得見到這個朋友
[00:03:30.000 --> 00:03:32.000]  我都不敢看他的眼神
[00:03:32.000 --> 00:03:35.000]  因為很怕他跟我追訴
[00:03:35.000 --> 00:03:37.000]  後來他都搬走了
[00:03:37.000 --> 00:03:39.000]  我沒有辦法再見到他
[00:03:39.000 --> 00:03:41.000]  弟兄姊妹我們如果爭別人東西
