
[00:00:00.000 --> 00:00:02.000]  大家好 大家好 大家好
[00:00:02.000 --> 00:00:04.000]  大英姐妹大家好
[00:00:04.000 --> 00:00:06.000]  大家好
[00:00:06.000 --> 00:00:08.000]  先說到這裏
[00:00:08.000 --> 00:00:10.000]  今天幾號 知不知道
[00:00:10.000 --> 00:00:12.000]  知道
[00:00:12.000 --> 00:00:14.000]  鏡頭 你可不可以搭一下
[00:00:14.000 --> 00:00:16.000]  是啊
[00:00:16.000 --> 00:00:18.000]  是啊 看著屏幕你搭一下
[00:00:18.000 --> 00:00:20.000]  今天是26號 知不知道今天是什麼日子
[00:00:20.000 --> 00:00:22.000]  我今天是26號
[00:00:22.000 --> 00:00:24.000]  今天是26號
[00:00:24.000 --> 00:00:26.000]  今天是26號
[00:00:26.000 --> 00:00:28.000]  今天是26號
[00:00:28.000 --> 00:00:30.000]  不知道今天是什麼日子
[00:00:30.000 --> 00:00:32.000]  今天是世界拳擊日
[00:00:32.000 --> 00:00:34.000]  知不知道
[00:00:34.000 --> 00:00:36.000]  拳擊 想一想
[00:00:36.000 --> 00:00:38.000]  想一想你就知道
[00:00:38.000 --> 00:00:40.000]  今天是26號
[00:00:40.000 --> 00:00:42.000]  昨天是12月25號
[00:00:42.000 --> 00:00:44.000]  聖誕節
[00:00:44.000 --> 00:00:46.000]  基督教的聖誕節期
[00:00:46.000 --> 00:00:48.000]  是由12月25號
[00:00:48.000 --> 00:00:50.000]  是去到1月5號
[00:00:50.000 --> 00:00:52.000]  總共12日
[00:00:52.000 --> 00:00:54.000]  原來今天還是聖誕節
[00:00:54.000 --> 00:00:56.000]  可不可以跟你隔壁那個
[00:00:56.000 --> 00:00:58.000]  跟你的大英姐妹說
[00:00:58.000 --> 00:01:00.000]  聖誕快樂 大家多一句
[00:01:00.000 --> 00:01:02.000]  耶穌愛你好嗎
[00:01:02.000 --> 00:01:04.000]  聖誕快樂 耶穌愛你
[00:01:04.000 --> 00:01:06.000]  聖誕快樂 耶穌愛你
[00:01:06.000 --> 00:01:08.000]  聖誕節
[00:01:08.000 --> 00:01:10.000]  這個節期
[00:01:10.000 --> 00:01:12.000]  其實對世界
[00:01:12.000 --> 00:01:14.000]  都非常重要 特別是新唐
[00:01:14.000 --> 00:01:16.000]  因為聖誕節是紀念耶穌
[00:01:16.000 --> 00:01:18.000]  報成肉身的日子
[00:01:18.000 --> 00:01:20.000]  是來到
[00:01:20.000 --> 00:01:22.000]  這個世界上為我們
[00:01:22.000 --> 00:01:24.000]  去死而復活
[00:01:24.000 --> 00:01:26.000]  令到我們可以以信心
[00:01:26.000 --> 00:01:28.000]  進入天國得到永生
[00:01:28.000 --> 00:01:30.000]  的耶穌誕生的日子
[00:01:30.000 --> 00:01:32.000]  我很敢
[00:01:32.000 --> 00:01:34.000]  在聖誕節的期間
[00:01:34.000 --> 00:01:36.000]  跟大家宣講神的說話
[00:01:36.000 --> 00:01:38.000]  而今天我們要講的主題
[00:01:38.000 --> 00:01:40.000]  就是
[00:01:40.000 --> 00:01:42.000]  要學習顛覆世界的伏事
[00:01:42.000 --> 00:01:44.000]  顛覆這個字
[00:01:44.000 --> 00:01:46.000]  近年來經常都會
[00:01:46.000 --> 00:01:48.000]  聽到
[00:01:48.000 --> 00:01:50.000]  而耶穌基督報成肉身這個事實
[00:01:50.000 --> 00:01:52.000]  亦都顛覆了
[00:01:52.000 --> 00:01:54.000]  整個以色列的世界
[00:01:54.000 --> 00:01:56.000]  以色列的民族
[00:01:56.000 --> 00:01:58.000]  甚至顛覆到我們現在
[00:01:58.000 --> 00:02:00.000]  我們的價值觀
[00:02:00.000 --> 00:02:02.000]  我們今天就會
[00:02:02.000 --> 00:02:04.000]  看看耶穌究竟如何顛覆
[00:02:04.000 --> 00:02:06.000]  他的門袍
[00:02:06.000 --> 00:02:08.000]  而青少報在十月
[00:02:08.000 --> 00:02:10.000]  開始就以
[00:02:10.000 --> 00:02:12.000]  伏事來說道
[00:02:12.000 --> 00:02:14.000]  的專題
[00:02:14.000 --> 00:02:16.000]  入十月頭的約講
[00:02:16.000 --> 00:02:18.000]  前路越艱難
[00:02:18.000 --> 00:02:20.000]  就要
[00:02:20.000 --> 00:02:22.000]  彼此伏事
[00:02:22.000 --> 00:02:24.000]  跟住Forens講
[00:02:24.000 --> 00:02:26.000]  就是恩賜
[00:02:26.000 --> 00:02:28.000]  我要就是講伏事的恩賜
[00:02:28.000 --> 00:02:30.000]  而今天我要講的主題就是
[00:02:30.000 --> 00:02:32.000]  要學習顛覆世界的伏事
[00:02:32.000 --> 00:02:34.000]  今天要講的經文就是
[00:02:34.000 --> 00:02:36.000]  馬太福
[00:02:36.000 --> 00:02:38.000]  20至28節
[00:02:38.000 --> 00:02:40.000]  我們一起讀出經文
[00:02:40.000 --> 00:02:42.000]  我選用的
[00:02:42.000 --> 00:02:44.000]  經文的版本就是和合本
[00:02:44.000 --> 00:02:46.000]  我們一起讀
[00:02:46.000 --> 00:02:48.000]  起那時
[00:02:48.000 --> 00:02:50.000]  李太兒子的母親
[00:02:50.000 --> 00:02:52.000]  和他兩兒子
[00:02:52.000 --> 00:02:54.000]  上前來拜耶穌
[00:02:54.000 --> 00:02:56.000]  求他一件事
[00:02:56.000 --> 00:02:58.000]  耶穌說 你要什麼呢
[00:02:58.000 --> 00:03:00.000]  他說 願你
[00:03:00.000 --> 00:03:02.000]  叫我這兩個兒子
[00:03:02.000 --> 00:03:04.000]  在你國裡
[00:03:04.000 --> 00:03:06.000]  一個在你右邊
[00:03:06.000 --> 00:03:08.000]  一個在你左邊
[00:03:08.000 --> 00:03:10.000]  耶穌回答說
[00:03:10.000 --> 00:03:12.000]  你們不知道所求的是什麼
[00:03:12.000 --> 00:03:14.000]  我將要學
[00:03:14.000 --> 00:03:16.000]  的輩李文學媽
[00:03:16.000 --> 00:03:18.000]  他們說 我門能
[00:03:18.000 --> 00:03:20.000]  耶穌說 我所學的輩
[00:03:20.000 --> 00:03:22.000]  你們必要學
[00:03:22.000 --> 00:03:24.000]  只是要坐在我的左右
[00:03:24.000 --> 00:03:26.000]  不是我可似的
[00:03:26.000 --> 00:03:28.000]  乃是我父為誰預備的
[00:03:28.000 --> 00:03:30.000]  就似給誰
[00:03:30.000 --> 00:03:32.000]  那十個門徒
[00:03:32.000 --> 00:03:34.000]  聽見就擄擄他們
[00:03:34.000 --> 00:03:36.000]  弟兄二人
[00:03:36.000 --> 00:03:38.000]  耶穌叫他們來說
[00:03:38.000 --> 00:03:40.000]  你們知道外邦人
[00:03:40.000 --> 00:03:42.000]  有君王為主治理他們
[00:03:42.000 --> 00:03:44.000]  有大臣操權
[00:03:44.000 --> 00:03:46.000]  管束他們
[00:03:46.000 --> 00:03:48.000]  指示在你們中間
[00:03:48.000 --> 00:03:50.000]  不可以這樣
[00:03:50.000 --> 00:03:52.000]  你們中間誰願為大
[00:03:52.000 --> 00:03:54.000]  就必作你們的用人
[00:03:54.000 --> 00:03:56.000]  誰願為首
[00:03:56.000 --> 00:03:58.000]  就必作你的服人
[00:03:58.000 --> 00:04:00.000]  正如人子來
[00:04:00.000 --> 00:04:02.000]  不是要受人的服侍
[00:04:02.000 --> 00:04:04.000]  乃是要服侍人
[00:04:04.000 --> 00:04:06.000]  並且要捨命
[00:04:06.000 --> 00:04:08.000]  作多人的贖價
[00:04:08.000 --> 00:04:10.000]  我們一起揭號
[00:04:10.000 --> 00:04:12.000]  慈悲人 我天父
[00:04:12.000 --> 00:04:14.000]  讓我們今天能夠
[00:04:14.000 --> 00:04:16.000]  一起敬拜你 一起聽你的教導
[00:04:16.000 --> 00:04:18.000]  後主你
[00:04:18.000 --> 00:04:20.000]  都給孩子
[00:04:20.000 --> 00:04:22.000]  在當中能夠有聖靈的引導
[00:04:22.000 --> 00:04:24.000]  去宣講你要我所說的
[00:04:24.000 --> 00:04:26.000]  更加給聖靈的引導
[00:04:26.000 --> 00:04:28.000]  給弟兄姊妹
[00:04:28.000 --> 00:04:30.000]  讓他們聽到你所要他們
[00:04:30.000 --> 00:04:32.000]  聽的東西
[00:04:32.000 --> 00:04:34.000]  感謝你奉我們
[00:04:34.000 --> 00:04:36.000]  得聖耶穌明治祈求
[00:04:36.000 --> 00:04:38.000]  阿門
[00:04:38.000 --> 00:04:40.000]  好
[00:04:40.000 --> 00:04:42.000]  馬太福音的寫作對象
[00:04:42.000 --> 00:04:44.000]  主要以以色列文為主
[00:04:44.000 --> 00:04:46.000]  因為文中
[00:04:46.000 --> 00:04:48.000]  大多數都
[00:04:48.000 --> 00:04:50.000]  富有很多猶太文化
[00:04:50.000 --> 00:04:52.000]  色彩和觀念
[00:04:52.000 --> 00:04:54.000]  今天要講的經文就是
[00:04:54.000 --> 00:04:56.000]  馬太福音20章
[00:04:56.000 --> 00:04:58.000]  20節至28節
[00:04:58.000 --> 00:05:00.000]  是耶穌向滿土
[00:05:00.000 --> 00:05:02.000]  所講的服侍
[00:05:02.000 --> 00:05:04.000]  有關服侍的教導
[00:05:04.000 --> 00:05:06.000]  由前文18章到20章
[00:05:06.000 --> 00:05:08.000]  是敘述耶穌和滿土
[00:05:08.000 --> 00:05:10.000]  離開加利利的期間
[00:05:10.000 --> 00:05:12.000]  向著耶路撒冷進發的途中
[00:05:12.000 --> 00:05:16.000]  耶穌和滿土所講的教導
[00:05:16.000 --> 00:05:18.000]  也是屬於耶穌在
[00:05:18.000 --> 00:05:22.000]  馬太福音五篇講論裏面的第四篇
[00:05:22.000 --> 00:05:26.000]  是講述有關滿土群體生活的主題為主
[00:05:26.000 --> 00:05:28.000]  是帶出我們作為基督信徒
[00:05:28.000 --> 00:05:30.000]  的生命質素
[00:05:30.000 --> 00:05:34.000]  更加表明天國的觀念
[00:05:34.000 --> 00:05:36.000]  如何真實影響到
[00:05:36.000 --> 00:05:38.000]  我們的生活 實際生活
[00:05:38.000 --> 00:05:42.000]  因為信徒除了福音之外
[00:05:42.000 --> 00:05:44.000]  活出生命見證都非常重要
[00:05:44.000 --> 00:05:46.000]  而今天我們所講
[00:05:46.000 --> 00:05:50.000]  服侍和謙卑的關係
