
[00:00:00.000 --> 00:00:03.000]  請姐妹,想問問大家
[00:00:03.000 --> 00:00:08.000]  你覺得要人去信福音呢,容易嗎?
[00:00:08.000 --> 00:00:13.000]  我看到很多人搖頭,是很不容易的
[00:00:13.000 --> 00:00:17.000]  我想起我在讀大學的時候,當時我還未信主
[00:00:17.000 --> 00:00:19.000]  有人向我傳福音
[00:00:19.000 --> 00:00:21.000]  我當然覺得有件事很不服氣的
[00:00:21.000 --> 00:00:26.000]  為什麼一些衰衰的人,甚至是十惡不赦的人
[00:00:26.000 --> 00:00:29.000]  只要他願意悔改,就算死那一刻才悔改呢
[00:00:29.000 --> 00:00:31.000]  都可以上天堂
[00:00:31.000 --> 00:00:34.000]  我當時覺得很不公平
[00:00:34.000 --> 00:00:36.000]  我平時這麼努力,做得這麼好
[00:00:36.000 --> 00:00:40.000]  為什麼沒有信,我就得不到永生呢?
[00:00:40.000 --> 00:00:42.000]  有沒有搞錯?
[00:00:42.000 --> 00:00:44.000]  我當時還立了一個志
[00:00:44.000 --> 00:00:49.000]  就是我不會讓自己在報道會中缺志信主
[00:00:49.000 --> 00:00:54.000]  因為我覺得這個場景太過令我情緒化
[00:00:54.000 --> 00:00:57.000]  也會有我身邊朋友的壓力
[00:00:57.000 --> 00:00:59.000]  所以我是不想的
[00:00:59.000 --> 00:01:03.000]  所以很有自己的執著
[00:01:03.000 --> 00:01:05.000]  而我當時的盲點就是
[00:01:05.000 --> 00:01:08.000]  我不明白神的愛
[00:01:08.000 --> 00:01:11.000]  神是叫日間照好人,也照待人
[00:01:11.000 --> 00:01:14.000]  降雨給義人,也給不義的人的神
[00:01:14.000 --> 00:01:17.000]  神是愛所有的人
[00:01:17.000 --> 00:01:18.000]  我當時也看不到
[00:01:18.000 --> 00:01:20.000]  如果要算,要公平
[00:01:20.000 --> 00:01:22.000]  我自己也上不了天堂
[00:01:22.000 --> 00:01:25.000]  那是不是想這樣呢?
[00:01:25.000 --> 00:01:29.000]  我當時被困在自己有限的思考中
[00:01:29.000 --> 00:01:33.000]  是其中一個原因令我拒絕了主很久
[00:01:33.000 --> 00:01:36.000]  沒有去迎接主的祝福
[00:01:36.000 --> 00:01:38.000]  今天講到的題目是
[00:01:38.000 --> 00:01:43.000]  突破自我限制,學習愛與被愛
[00:01:43.000 --> 00:01:47.000]  我們會透過馬可福音7章24-37節
[00:01:47.000 --> 00:01:49.000]  主耶穌的兩個事蹟
[00:01:49.000 --> 00:01:51.000]  一起來看看有什麼難阻
[00:01:51.000 --> 00:01:55.000]  阻礙我們去愛,去傳遞祝福
[00:01:55.000 --> 00:02:01.000]  或者阻礙我們去經歷被愛,去迎接祝福
[00:02:01.000 --> 00:02:06.000]  我們一起讀馬可福音7章24-27節
[00:02:06.000 --> 00:02:10.000]  耶穌從那裡起身,往推羅境內去
[00:02:10.000 --> 00:02:15.000]  進了一家,他不願義人知道,卻隱藏不住
[00:02:15.000 --> 00:02:20.000]  立刻有一個婦人,她的小女兒被污淩附著
[00:02:20.000 --> 00:02:24.000]  一聽見耶穌的事,就來俯伏在她腳前
[00:02:24.000 --> 00:02:29.000]  這婦人是希臘人,屬瑞利亞的肥尼基族
[00:02:29.000 --> 00:02:32.000]  她求耶穌從她女兒身上講出那鬼
[00:02:32.000 --> 00:02:36.000]  耶穌對她說:讓孩子們先吃飽
[00:02:36.000 --> 00:02:40.000]  拿孩子的餅,要給小狗吃是不妥的
[00:02:40.000 --> 00:02:43.000]  在24節開頭的那裡
[00:02:43.000 --> 00:02:46.000]  根據前文就是指格尼撒勒
[00:02:46.000 --> 00:02:48.000]  即是加利利海附近的地方
[00:02:48.000 --> 00:02:53.000]  而推羅西頓,就是加利利海的西北邊
[00:02:53.000 --> 00:02:55.000]  當時是外邦人的地方
[00:02:55.000 --> 00:02:59.000]  所以主耶穌這一刻跨越了猶太人的地方
[00:02:59.000 --> 00:03:02.000]  去到外邦人的地方
[00:03:02.000 --> 00:03:04.000]  有一個婦人,她來找主耶穌
[00:03:04.000 --> 00:03:06.000]  求耶穌為她的女兒講鬼
[00:03:06.000 --> 00:03:09.000]  故事來到這裡,如果我告訴大家
[00:03:09.000 --> 00:03:14.000]  結局是主耶穌沒有去到這個婦人的家
[00:03:14.000 --> 00:03:16.000]  只是說了一句話
[00:03:16.000 --> 00:03:19.000]  就趕走了這個婦人女兒身上的鬼
[00:03:19.000 --> 00:03:22.000]  大家不知道會有什麼反應呢?
[00:03:22.000 --> 00:03:26.000]  你可能會說:有什麼奇怪呢?
[00:03:26.000 --> 00:03:28.000]  其實確實是的,沒有什麼奇怪的
[00:03:28.000 --> 00:03:31.000]  因為其實在《馬可福音》第一章
[00:03:31.000 --> 00:03:35.000]  主耶穌已經吩咐過污淩在人的身上出來
[00:03:35.000 --> 00:03:38.000]  第四章,平靜風浪
[00:03:38.000 --> 00:03:42.000]  五至六章,有拔三尾就得醫治的神蹟
[00:03:42.000 --> 00:03:44.000]  主耶穌有什麼做不到呢?
[00:03:44.000 --> 00:03:48.000]  那馬可這次又多寄一個神蹟,做什麼呢?
[00:03:48.000 --> 00:03:52.000]  要回答這個問題,我們要先問三個問題
[00:03:52.000 --> 00:03:55.000]  第一,這個婦人是什麼身份?
[00:03:55.000 --> 00:03:58.000]  第二,主耶穌怎麼回應這個婦人?
[00:03:58.000 --> 00:04:03.000]  第三,在這件事之前發生了什麼事?
[00:04:03.000 --> 00:04:07.000]  這個婦人是希臘人,敘利亞的肥尼基族
[00:04:07.000 --> 00:04:10.000]  我這裡特別強調這個婦人的身份
[00:04:10.000 --> 00:04:13.000]  不是猶太人,而是一個外邦人
[00:04:13.000 --> 00:04:19.000]  第二,主耶穌怎麼回應這個外邦婦人的求助呢?
[00:04:19.000 --> 00:04:22.000]  27節裡面,耶穌對婦人說
[00:04:22.000 --> 00:04:28.000]  「讓孩子們先吃飽,那孩子的餅叼給小狗吃是不妥的」
[00:04:28.000 --> 00:04:31.000]  主的回答不知道有沒有令到你有些意外
[00:04:31.000 --> 00:04:36.000]  我們認識的主不是這樣對他求助的人
[00:04:36.000 --> 00:04:39.000]  這個態度的問題,我們一會兒再處理
[00:04:39.000 --> 00:04:43.000]  我們先看一下主的說話的內容
[00:04:43.000 --> 00:04:46.000]  主的說話裡面有兩個角色
[00:04:46.000 --> 00:04:49.000]  是什麼?是哪兩個角色?
[00:04:49.000 --> 00:04:53.000]  是孩子和狗
[00:04:53.000 --> 00:04:59.000]  學者認為狗是當時猶太人對外邦人的一種蔑視的稱呼
[00:04:59.000 --> 00:05:04.000]  而孩子或者和合本所譯的兒女,就是代表猶太人
[00:05:04.000 --> 00:05:07.000]  孩子的餅代表什麼呢?
[00:05:07.000 --> 00:05:11.000]  是主的恩典,也代表主自己
[00:05:11.000 --> 00:05:15.000]  因為主是神兒女,生命的娘
[00:05:15.000 --> 00:05:20.000]  餵養兒女給餵養狗,優先的意思是表明救恩
[00:05:20.000 --> 00:05:23.000]  要先臨到猶太人,才去到外邦人
[00:05:23.000 --> 00:05:27.000]  大家請留意,主耶穌不是說外邦人沒有份
[00:05:27.000 --> 00:05:31.000]  只是說他次序上後於猶太人
[00:05:31.000 --> 00:05:34.000]  這個對當時的猶太人來說是很震撼的
[00:05:34.000 --> 00:05:39.000]  因為當時猶太人把外邦人視為不潔之民,是在救恩之外的
[00:05:39.000 --> 00:05:45.000]  第三個問題,在這件事之前發生了什麼事?
[00:05:45.000 --> 00:05:49.000]  《馬學福音》七章一至二十三節記載了什麼呢?
[00:05:49.000 --> 00:05:57.000]  原來是主耶穌對法利塞人和民事有關潔和不潔的教導和教訓
[00:05:57.000 --> 00:06:06.000]  要去拆毀他們重視行為,輕視內心這種本末倒置和表裡不一的虛偽
[00:06:06.000 --> 00:06:10.000]  在這裡,主耶穌繼續在做一個拆毀的工作
[00:06:10.000 --> 00:06:14.000]  他要去拆毀猶太人對外邦人的偏見
[00:06:14.000 --> 00:06:20.000]  拆除猶太人和外邦人之間那一道救恩的牆
[00:06:20.000 --> 00:06:25.000]  其實這個同樣是關係到人的潔和不潔的課題
[00:06:25.000 --> 00:06:29.000]  所以這裡主跨越了一個地理的疆界
[00:06:29.000 --> 00:06:35.000]  也是在跨越人錯誤畫出來的一個疆界和框框
[00:06:35.000 --> 00:06:40.000]  要跨越自己固有的想法是絕對不容易的
[00:06:40.000 --> 00:06:43.000]  而且我們有時不是不想聽主的話
[00:06:43.000 --> 00:06:47.000]  而是看不到自己的偏執和盲點在哪裡
[00:06:47.000 --> 00:06:49.000]  我開頭的時候分享過
[00:06:49.000 --> 00:06:54.000]  我自己就是因為我的偏執和盲點拒絕了神的禮物很久
[00:06:54.000 --> 00:07:00.000]  我還記得當我信了主去分享見證的時候
[00:07:00.000 --> 00:07:05.000]  有人問我,你有生以來最後悔的是什麼呢?
[00:07:05.000 --> 00:07:08.000]  我相信那一刻是聖靈的工作
[00:07:08.000 --> 00:07:10.000]  我是不假思索地這樣回答
[00:07:10.000 --> 00:07:13.000]  我說最後悔的是今次才信主
[00:07:13.000 --> 00:07:18.000]  信了主的人是不是就沒有偏執、盲點
[00:07:18.000 --> 00:07:23.000]  也沒有隔絕我們和其他人的泥巴和牆呢?
[00:07:23.000 --> 00:07:25.000]  我相信大家知道不是的
[00:07:25.000 --> 00:07:30.000]  我們仍然可能對人有成見和不喜歡人
[00:07:30.000 --> 00:07:33.000]  特別有些人可能在工作上壓迫過你
[00:07:33.000 --> 00:07:35.000]  或者在壓迫你
[00:07:35.000 --> 00:07:39.000]  可能在生活中對你造成傷害
[00:07:39.000 --> 00:07:42.000]  有些人我們可能根本沒有興趣去接近他
[00:07:42.000 --> 00:07:45.000]  更加不要說向他傳福音
[00:07:45.000 --> 00:07:48.000]  但是弟兄姊妹,那些令你不舒服
[00:07:48.000 --> 00:07:51.000]  甚至是不喜歡或者受傷害的人
[00:07:51.000 --> 00:07:54.000]  可能正正是很需要福音的人
[00:07:54.000 --> 00:07:58.000]  他們很可能都是世界的受害者、被罪者
[00:07:58.000 --> 00:08:03.000]  以致他們身上有很多的苦毒、很多的刺
[00:08:03.000 --> 00:08:05.000]  我們不喜歡的人
[00:08:05.000 --> 00:08:08.000]  可能還包括一些種族、膚色
[00:08:08.000 --> 00:08:10.000]  或者某一些地域的人
