
[00:00:00.000 --> 00:00:03.240]  好,剛才也說了一點
[00:00:03.240 --> 00:00:05.400]  我想在過去這幾個月裡
[00:00:05.400 --> 00:00:09.760]  我們很多時候都在家裡
[00:00:09.760 --> 00:00:11.240]  無論是在家工作也好
[00:00:11.240 --> 00:00:13.360]  或者本身也要在家裡
[00:00:13.360 --> 00:00:15.040]  可能照顧小朋友等等
[00:00:15.040 --> 00:00:17.040]  我們在家裡多了一段時間
[00:00:17.040 --> 00:00:20.200]  不知道大家覺得在這段時間
[00:00:20.200 --> 00:00:23.560]  多了在家裡的體會是怎樣呢?
[00:00:23.560 --> 00:00:28.920]  今天首先很想跟大家分享一件
[00:00:28.920 --> 00:00:31.560]  我在家裡的一個小故事
[00:00:31.560 --> 00:00:33.640]  在幾個星期之前
[00:00:33.640 --> 00:00:35.720]  有一個晚上
[00:00:35.720 --> 00:00:37.160]  當我準備睡覺的時候
[00:00:37.160 --> 00:00:38.760]  那時候已經很晚了
[00:00:38.760 --> 00:00:40.680]  我準備睡覺
[00:00:40.680 --> 00:00:44.080]  在客廳裡面看到我女兒
[00:00:44.080 --> 00:00:48.400]  把她的電腦放在客廳的桌子上
[00:00:48.400 --> 00:00:49.480]  還沒關
[00:00:49.480 --> 00:00:51.560]  當時因為累了
[00:00:51.560 --> 00:00:52.600]  沒想那麼多
[00:00:52.600 --> 00:00:57.760]  又不想電腦開著一整晚
[00:00:57.760 --> 00:00:58.800]  浪費電量
[00:00:58.800 --> 00:01:01.560]  又對電腦可能有損耗
[00:01:01.560 --> 00:01:08.000]  所以順便把電腦關上
[00:01:08.000 --> 00:01:11.120]  怎知道第二天早上我們醒來
[00:01:11.120 --> 00:01:13.040]  女兒看到電腦之後
[00:01:13.040 --> 00:01:15.520]  慘叫了一聲
[00:01:15.520 --> 00:01:18.960]  然後整個臉變了顏色
[00:01:18.960 --> 00:01:21.160]  知道變什麼顏色嗎?
[00:01:21.160 --> 00:01:21.920]  非常聰明
[00:01:21.920 --> 00:01:24.160]  變了黑色
[00:01:24.160 --> 00:01:25.360]  她跟我說
[00:01:25.360 --> 00:01:27.880]  我昨晚打開了電腦
[00:01:27.880 --> 00:01:29.640]  正在做剪片
[00:01:29.640 --> 00:01:32.880]  要開著電腦做一整晚
[00:01:32.880 --> 00:01:34.400]  現在要做的事情
[00:01:34.400 --> 00:01:36.280]  因為我把電腦關上
[00:01:36.280 --> 00:01:38.000]  就沒了
[00:01:38.000 --> 00:01:39.480]  弟兄姊妹
[00:01:39.480 --> 00:01:41.560]  如果你是當時的我
[00:01:41.560 --> 00:01:44.920]  你會怎樣回應呢?
[00:01:44.920 --> 00:01:47.360]  你會不會馬上跟女兒說
[00:01:47.360 --> 00:01:48.840]  對不起
[00:01:48.840 --> 00:01:50.320]  真是不好意思
[00:01:50.320 --> 00:01:53.520]  請你原諒我
[00:01:53.520 --> 00:01:55.080]  會不會呢?
[00:01:55.080 --> 00:01:56.200]  我先把關上
[00:01:56.200 --> 00:01:56.760]  我的反應
[00:01:56.760 --> 00:01:57.960]  我先把關上
[00:01:57.960 --> 00:01:59.160]  待會我再說
[00:01:59.160 --> 00:02:02.800]  這件事情繼續發生是怎樣
[00:02:02.800 --> 00:02:04.800]  麻煩幫我出去泡湯
[00:02:04.800 --> 00:02:08.200]  謝謝
[00:02:08.200 --> 00:02:09.960]  今天我講的題目是
[00:02:09.960 --> 00:02:12.800]  成為和好的使者
[00:02:12.800 --> 00:02:14.800]  會跟大家一起看
[00:02:14.800 --> 00:02:19.360]  哥倫多後書五章十六至二十一節的經文
[00:02:19.360 --> 00:02:20.480]  我先招呼大家
[00:02:20.480 --> 00:02:25.120]  首先跟我一起讀讀第十六和第十七節的經文
[00:02:25.120 --> 00:02:26.840]  在螢光幕的
[00:02:26.840 --> 00:02:27.640]  對不起
[00:02:27.640 --> 00:02:30.360]  是我自己
[00:02:30.360 --> 00:02:31.280]  螢光幕的
[00:02:31.280 --> 00:02:33.080]  我們一起讀
[00:02:33.080 --> 00:02:35.800]  哥倫多後書五章十六至十七節
[00:02:35.800 --> 00:02:38.200]  所以從今以後
[00:02:38.200 --> 00:02:42.480]  我們不再按照人的看法認識人
[00:02:42.480 --> 00:02:47.480]  雖然我們曾經按照人的看法認識基督
[00:02:47.480 --> 00:02:50.480]  但現在不再這樣
[00:02:50.480 --> 00:02:52.800]  如果有人在基督裡
[00:02:52.800 --> 00:02:55.120]  他就是新造的人
[00:02:55.120 --> 00:02:57.200]  舊事已經過去
[00:02:57.200 --> 00:02:58.080]  你看
[00:02:58.080 --> 00:03:01.640]  都變成新的了
[00:03:01.640 --> 00:03:03.600]  在十六節開頭
[00:03:03.600 --> 00:03:05.080]  所用的「所以」
[00:03:05.080 --> 00:03:07.720]  其實是承接著之前一段經文
[00:03:07.720 --> 00:03:09.280]  十一至十五節
[00:03:09.280 --> 00:03:12.200]  保羅表達了他自己被召
[00:03:12.200 --> 00:03:13.880]  是按照上帝的要求
[00:03:13.880 --> 00:03:16.840]  履行一些要完成的事工
[00:03:16.840 --> 00:03:17.960]  跟隨基督
[00:03:17.960 --> 00:03:20.840]  要彰顯一種生命的模式
[00:03:20.840 --> 00:03:23.720]  在第十四節裡說到
[00:03:23.720 --> 00:03:27.200]  上帝的愛是透過主耶穌基督的死和復活
[00:03:27.200 --> 00:03:28.480]  彰顯出來
[00:03:28.480 --> 00:03:31.920]  所以作為接受了主救恩的保羅
[00:03:31.920 --> 00:03:34.720]  上帝會通過保羅的生命
[00:03:34.720 --> 00:03:37.480]  要將主耶穌為人犧牲的這份愛
[00:03:37.480 --> 00:03:39.240]  反映出來
[00:03:39.240 --> 00:03:40.800]  所以在今天所宣講
[00:03:40.800 --> 00:03:43.200]  第十六至十七節裡
[00:03:43.200 --> 00:03:45.040]  是一種生命的模式
[00:03:45.040 --> 00:03:47.320]  是一個生命的使命
[00:03:47.320 --> 00:03:51.160]  透過我們讓人與神和好的使命
[00:03:51.160 --> 00:03:52.880]  就是要將上帝
[00:03:52.880 --> 00:03:55.520]  透過主耶穌的整個生命歷程
[00:03:55.520 --> 00:03:57.960]  令我們可以得到根生
[00:03:57.960 --> 00:04:00.840]  去活出上帝愛的樣式
[00:04:00.840 --> 00:04:06.680]  剛才我們讀的十六節
[00:04:06.680 --> 00:04:09.440]  其實正正承接著第十五節
