
[00:00:00.000 --> 00:00:04.280]  多謝敬拜隊帶領我們有這麼好的敬拜
[00:00:04.280 --> 00:00:07.320]  剛才第三首詩歌
[00:00:07.320 --> 00:00:09.080]  第四首是《奔跑不放棄》
[00:00:09.080 --> 00:00:11.080]  有一句歌詞我很喜歡
[00:00:11.080 --> 00:00:13.480]  在你愛的光中
[00:00:13.480 --> 00:00:15.480]  我得著能力
[00:00:15.480 --> 00:00:16.680]  我愛你
[00:00:16.680 --> 00:00:20.280]  用盡我全心全意全力
[00:00:20.280 --> 00:00:22.080]  是非常好的歌詞
[00:00:22.080 --> 00:00:25.280]  也很配合我今晚要分享的內容
[00:00:25.280 --> 00:00:26.080]  第二節目
[00:00:26.080 --> 00:00:28.080]  如果你收到一個坐牢的人
[00:00:28.080 --> 00:00:29.680]  他寫信給你
[00:00:29.680 --> 00:00:32.080]  在你快要拆信的時候
[00:00:32.080 --> 00:00:33.080]  你猜一下
[00:00:33.080 --> 00:00:35.680]  你預計他會寫什麼內容給你呢?
[00:00:35.680 --> 00:00:38.080]  你猜一下
[00:00:38.080 --> 00:00:40.080]  你猜可能他會跟我說
[00:00:40.080 --> 00:00:42.080]  我這裡很悶
[00:00:42.080 --> 00:00:43.680]  你多來探望我吧
[00:00:43.680 --> 00:00:45.680]  我這裡沒有好吃的
[00:00:45.680 --> 00:00:48.080]  你下次來可以帶杯麵給我嗎?
[00:00:48.080 --> 00:00:50.080]  你快點來吧
[00:00:50.080 --> 00:00:52.080]  快要過節了
[00:00:52.080 --> 00:00:54.880]  可能你猜他會說這些
[00:00:54.880 --> 00:00:58.080]  或者說希望快點沉冤得雪
[00:00:58.080 --> 00:01:00.480]  可以快點出監回家
[00:01:00.480 --> 00:01:02.280]  很奇怪
[00:01:02.280 --> 00:01:03.680]  有一位坐牢的人
[00:01:03.680 --> 00:01:05.280]  他完全不像坐牢
[00:01:05.280 --> 00:01:06.480]  他寫了一封信
[00:01:06.480 --> 00:01:09.080]  他為收信的人祈禱
[00:01:09.080 --> 00:01:10.480]  不是請人代禱
[00:01:10.480 --> 00:01:12.480]  是為收信的人祈禱
[00:01:12.480 --> 00:01:14.880]  他的禱告充滿盼望
[00:01:14.880 --> 00:01:17.480]  充滿熱誠和力量
[00:01:17.480 --> 00:01:19.480]  今晚我要分享的就是
[00:01:19.480 --> 00:01:21.480]  囚徒的禱告
[00:01:21.480 --> 00:01:24.480]  讓我們從這位階下囚保羅
[00:01:24.480 --> 00:01:25.680]  我們看看他
[00:01:25.680 --> 00:01:28.280]  是怎樣為我們祈禱
[00:01:28.280 --> 00:01:30.680]  我們一起同心禱告
[00:01:30.680 --> 00:01:33.680]  親愛的天父
[00:01:33.680 --> 00:01:35.280]  我們來到你的面前
[00:01:35.280 --> 00:01:37.680]  要聆聽你的說話
[00:01:37.680 --> 00:01:39.280]  求真理的聖靈
[00:01:39.280 --> 00:01:42.680]  帶領我們進入你的真理當中
[00:01:42.680 --> 00:01:45.280]  禱告奉耶穌基督的聖名求
[00:01:45.280 --> 00:01:46.280]  阿門
[00:01:46.280 --> 00:01:51.080]  讓我們一起中督今天的經文
[00:01:51.080 --> 00:01:54.080]  我們請弟兄姊妹逐頁讀
[00:01:54.080 --> 00:01:56.480]  第一版是弟兄
[00:01:56.480 --> 00:01:57.280]  斷版計
[00:01:57.280 --> 00:01:59.280]  第二版是姊妹
[00:01:59.280 --> 00:02:02.080]  先請弟兄預備起
[00:02:02.080 --> 00:02:03.080]  因此
[00:02:03.080 --> 00:02:05.480]  我在父面前屈膝
[00:02:05.480 --> 00:02:07.880]  天上地上的國家
[00:02:07.880 --> 00:02:10.480]  都是從他得名的
[00:02:11.480 --> 00:02:15.280]  我們要打破像馬蝴蝶般的榮譽
[00:02:15.280 --> 00:02:16.880]  是最快的
[00:02:16.880 --> 00:02:20.680]  使你們內心的力量安穩起來
[00:02:20.680 --> 00:02:24.280]  也要測試基督根在你們之上
[00:02:24.280 --> 00:02:27.280]  注在你們的心裡
[00:02:27.280 --> 00:02:31.880]  使你們既在愛中生根立基
[00:02:31.880 --> 00:02:35.080]  能夠和眾聖徒一同明白
[00:02:35.080 --> 00:02:39.880]  基督的愛是何等的長闊高深
[00:02:39.880 --> 00:02:45.880]  並知道這愛是超過人的知識所能察覺的
[00:02:45.880 --> 00:02:50.880]  我們要使你們充滿神一切的光線
[00:02:50.880 --> 00:02:56.280]  神能照著運行在我們心裡的大能
[00:02:56.280 --> 00:02:59.280]  充充足足地成就一切
[00:02:59.280 --> 00:03:02.680]  超過我們所求所想的
[00:03:02.680 --> 00:03:04.880]  願他在教會中
[00:03:04.880 --> 00:03:08.680]  並在基督耶穌裡得著榮耀
[00:03:08.680 --> 00:03:12.480]  直到世世代代永永遠遠
[00:03:12.480 --> 00:03:13.480]  阿們
[00:03:14.480 --> 00:03:16.680]  由第十四節開始
[00:03:16.680 --> 00:03:19.680]  就看到有一個連接詞「因此」
[00:03:19.680 --> 00:03:25.480]  這裡其實是重複第三章第一節的「因此」
[00:03:25.480 --> 00:03:29.080]  不知道有沒有看到印刷版聖經有個「注腳」
[00:03:29.080 --> 00:03:33.080]  打岔話題不知道還有沒有人看印刷版聖經的呢?
[00:03:33.080 --> 00:03:34.280]  如果你沒有的話
[00:03:34.280 --> 00:03:35.880]  你回來教會真的好
[00:03:35.880 --> 00:03:38.280]  教會是有印刷版聖經的
[00:03:38.280 --> 00:03:39.880]  在旁邊有
[00:03:39.880 --> 00:03:42.280]  在後面也有
[00:03:42.280 --> 00:03:43.280]  有什麼好呢?
[00:03:43.280 --> 00:03:45.280]  就是電子版沒有的東西
[00:03:45.280 --> 00:03:47.080]  就像我剛才所說的
[00:03:47.080 --> 00:03:48.880]  有「注腳」的
[00:03:48.880 --> 00:03:49.680]  有「注腳」的
[00:03:49.680 --> 00:03:50.480]  電子版是沒有的
[00:03:50.480 --> 00:03:51.880]  暫時
[00:03:51.880 --> 00:03:53.880]  在第一節他就這樣說
[00:03:53.880 --> 00:03:55.080]  在「注腳」那裡說
[00:03:55.080 --> 00:03:59.880]  此句是對照第十四節所加
[00:03:59.880 --> 00:04:01.680]  所以這句本來沒有的
[00:04:01.680 --> 00:04:03.080]  在原文沒有的
[00:04:03.080 --> 00:04:05.080]  他當然不是隨便加的
[00:04:05.080 --> 00:04:06.080]  他這樣加
[00:04:06.080 --> 00:04:07.280]  就是幫我們明白
[00:04:07.280 --> 00:04:11.480]  第十四節原來是接駁第一節的
[00:04:11.480 --> 00:04:13.280]  只是保羅在第一節
[00:04:13.280 --> 00:04:17.680]  他介紹完自己為了基督耶穌做囚徒之後
[00:04:17.680 --> 00:04:18.880]  他打了岔
[00:04:18.880 --> 00:04:23.280]  打了岔就說了他向外幫人傳福音的積分
[00:04:23.280 --> 00:04:23.880]  一路打岔
[00:04:23.880 --> 00:04:26.880]  說到第十三節就回到正題了
[00:04:26.880 --> 00:04:30.480]  回到原本他想說的祈禱的內容
[00:04:30.480 --> 00:04:33.480]  就是三章一節那裡的因詞
[00:04:33.480 --> 00:04:34.880]  而這個因詞
[00:04:34.880 --> 00:04:36.680]  也是指向上文
[00:04:36.680 --> 00:04:41.080]  第一章、第二章關於神的救贖計劃
[00:04:41.080 --> 00:04:42.080]  前面是因為
[00:04:42.080 --> 00:04:43.680]  後面就是因詞
[00:04:43.680 --> 00:04:48.280]  所以前面兩章的救贖計劃是什麼結果呢?
[00:04:48.280 --> 00:04:51.280]  就是外幫的信徒和猶太信徒
[00:04:51.280 --> 00:04:55.880]  一起被建造成為神的聖所
[00:04:55.880 --> 00:04:58.280]  所以從這裡第十四節開始
[00:04:58.280 --> 00:05:00.080]  這裡的因詞
[00:05:00.080 --> 00:05:03.880]  就是幫我們回望第三章的前半章
[00:05:03.880 --> 00:05:06.480]  以及第一章、第二章
