
[00:00:00.000 --> 00:00:02.000]  (嘆氣)
[00:00:02.000 --> 00:00:12.000]  我是保羅
[00:00:12.000 --> 00:00:17.000]  現在在羅馬已經被軟禁了差不多兩年的時間
[00:00:17.000 --> 00:00:20.000]  雖然有些限制
[00:00:20.000 --> 00:00:23.000]  但起碼他們都准我在自己的家裏面
[00:00:23.000 --> 00:00:26.000]  所以都算是舒服的
[00:00:26.000 --> 00:00:28.000]  還有啊
[00:00:29.000 --> 00:00:32.000]  羅馬政府不知道為什麼這麼好
[00:00:32.000 --> 00:00:38.000]  准我在自己這個地方繼續去見教會的人
[00:00:38.000 --> 00:00:42.000]  所以我都當自己還是在傳福音
[00:00:42.000 --> 00:00:45.000]  當自己還是在做傳道人
[00:00:45.000 --> 00:00:47.000]  雖然被軟禁
[00:00:47.000 --> 00:00:49.000]  但我仍然可以傳福音
[00:00:49.000 --> 00:00:52.000]  在這段時間最大的滿足
[00:00:52.000 --> 00:00:55.000]  就是完成了寫給提摩太太的那兩封信
[00:00:56.000 --> 00:00:59.000]  在最後的問候語中
[00:00:59.000 --> 00:01:02.000]  我提起阿基拉
[00:01:02.000 --> 00:01:05.000]  勾起了我很多回憶
[00:01:05.000 --> 00:01:08.000]  我記得第二次宣教旅程的時候
[00:01:08.000 --> 00:01:12.000]  在貼薩羅尼加傳道的時候
[00:01:12.000 --> 00:01:13.000]  宣教的時候
[00:01:13.000 --> 00:01:18.000]  有些專門針對基督徒的騷動就在那裏開始
[00:01:18.000 --> 00:01:20.000]  我唯有逃難
[00:01:20.000 --> 00:01:23.000]  去到比利亞那個地方
[00:01:23.000 --> 00:01:25.000]  那裏的人比較好
[00:01:25.000 --> 00:01:29.000]  但我還想著可以休息一下的時候
[00:01:29.000 --> 00:01:32.000]  誰知道貼薩羅尼加那班人就追過來
[00:01:32.000 --> 00:01:36.000]  還煽動當地人要來攻擊我
[00:01:36.000 --> 00:01:37.000]  啊
[00:01:37.000 --> 00:01:39.000]  那唯有怎樣
[00:01:39.000 --> 00:01:41.000]  就逃跑了
[00:01:41.000 --> 00:01:43.000]  去了雅典
[00:01:43.000 --> 00:01:44.000]  不過感謝主
[00:01:44.000 --> 00:01:47.000]  在雅典傳福音很多人信主
[00:01:47.000 --> 00:01:49.000]  不過好景不常
[00:01:49.000 --> 00:01:52.000]  我輾轉又去到哥倫多
[00:01:52.000 --> 00:01:56.000]  這段時間要走來走去
[00:01:56.000 --> 00:01:57.000]  要逃難
[00:01:57.000 --> 00:01:59.000]  其實真是身心靈
[00:01:59.000 --> 00:02:02.000]  身心靈都好累
[00:02:02.000 --> 00:02:07.000]  我望著前路
[00:02:07.000 --> 00:02:11.000]  是迷戀著望一遍
[00:02:11.000 --> 00:02:15.000]  幾多挫折打擊
[00:02:15.000 --> 00:02:18.000]  未明白做甚麼
[00:02:18.000 --> 00:02:22.000]  我踏著細沙
[00:02:22.000 --> 00:02:26.000]  在海邊走過
[00:02:26.000 --> 00:02:29.000]  晚風中心裡
[00:02:29.000 --> 00:02:32.000]  聽你聲
[00:02:32.000 --> 00:02:36.000]  有時自己一個人在這裏唱歌
[00:02:36.000 --> 00:02:37.000]  開心一點
[00:02:37.000 --> 00:02:39.000]  不過好感謝主
[00:02:39.000 --> 00:02:42.000]  在哥倫多的時候我遇到一對好好的夫婦
[00:02:42.000 --> 00:02:44.000]  阿居拉和伯基拉
[00:02:44.000 --> 00:02:47.000]  丈夫是在外國出世的猶太人
[00:02:47.000 --> 00:02:50.000]  他們在羅馬定居做皮革生意
[00:02:50.000 --> 00:02:56.000]  可能當時猶太教徒和基督徒
[00:02:56.000 --> 00:02:58.000]  有很多紛爭
[00:02:58.000 --> 00:03:00.000]  在羅馬城市
[00:03:00.000 --> 00:03:05.000]  所以羅馬皇帝下令要趕走所有猶太人
[00:03:05.000 --> 00:03:09.000]  包括猶太教徒和基督徒都要走
[00:03:09.000 --> 00:03:11.000]  所有猶太人都要走
[00:03:11.000 --> 00:03:15.000]  兩夫婦唯有結束自己的事業
[00:03:15.000 --> 00:03:18.000]  皮革生意就走到哥倫多
[00:03:18.000 --> 00:03:20.000]  我和這兩夫婦很投契
[00:03:20.000 --> 00:03:23.000]  第一可能是因為
[00:03:23.000 --> 00:03:24.000]  大家都是落難同胞
[00:03:24.000 --> 00:03:26.000]  都是要走難去到哥倫多
[00:03:26.000 --> 00:03:27.000]  就很有共鳴
[00:03:27.000 --> 00:03:29.000]  而且我也是做皮革,她也做皮革
[00:03:29.000 --> 00:03:32.000]  大家就很有親切感
[00:03:32.000 --> 00:03:34.000]  最重要是
[00:03:34.000 --> 00:03:37.000]  他們很熱心傳福音
[00:03:37.000 --> 00:03:41.000]  我記得她一知道我是傳道人
[00:03:41.000 --> 00:03:43.000]  馬上就叫我去她家住
[00:03:43.000 --> 00:03:45.000]  她知道傳道人沒錢
[00:03:45.000 --> 00:03:46.000]  去她家住
[00:03:46.000 --> 00:03:48.000]  還說不要緊,你來我公司
[00:03:48.000 --> 00:03:50.000]  反正你做皮革,一起做
[00:03:50.000 --> 00:03:51.000]  很感恩
[00:03:51.000 --> 00:03:53.000]  神讓我遇到他們
[00:03:53.000 --> 00:03:57.000]  於是我就可以有一個有瓦遮頭的地方
[00:03:57.000 --> 00:03:58.000]  又有穩定的收入
[00:03:58.000 --> 00:04:02.000]  我安息日的時候就可以去到猶太會堂傳福音
[00:04:02.000 --> 00:04:04.000]  回想整件事
[00:04:04.000 --> 00:04:06.000]  神有很多的安排
[00:04:06.000 --> 00:04:12.000]  祂讓他們兩夫婦早點走難去到哥倫多
[00:04:12.000 --> 00:04:15.000]  安定了,建立了事業之後
[00:04:15.000 --> 00:04:17.000]  輪到我走難去到
[00:04:17.000 --> 00:04:19.000]  於是就有人接待我
[00:04:19.000 --> 00:04:21.000]  我就可以專心來傳福音
[00:04:21.000 --> 00:04:23.000]  所以我看到神真的掌管一切
[00:04:23.000 --> 00:04:26.000]  神掌管了時間所有的東西
[00:04:26.000 --> 00:04:32.000]  神祢在掌管
[00:04:32.000 --> 00:04:35.000]  時間萬有空間
[00:04:35.000 --> 00:04:39.000]  在祢的手裡一切定
[00:04:39.000 --> 00:04:45.000]  有時神我的一生
