
[00:00:00.000 --> 00:00:02.000]  想問大家一個問題
[00:00:02.000 --> 00:00:05.880]  有什麼原因令我們burn out的呢?
[00:00:05.880 --> 00:00:07.560]  你可能會笑我
[00:00:07.560 --> 00:00:09.120]  這麼簡單
[00:00:09.120 --> 00:00:11.720]  當然是overwork,burn out
[00:00:11.720 --> 00:00:14.080]  是的,overwork是burn out的
[00:00:14.080 --> 00:00:15.840]  但再問一個問題
[00:00:15.840 --> 00:00:18.400]  誰令你overwork的?
[00:00:18.400 --> 00:00:22.120]  當然是老闆了
[00:00:22.120 --> 00:00:27.320]  究竟問題是老闆還是工作呢?
[00:00:27.320 --> 00:00:29.520]  工作有時候做不死人的
[00:00:29.520 --> 00:00:31.040]  如果你喜歡做的話
[00:00:31.040 --> 00:00:34.440]  不過老闆很拚命的時候就死人了
[00:00:34.440 --> 00:00:36.480]  所以我們發覺很多時候
[00:00:36.480 --> 00:00:39.960]  我們發覺是無止境的工作量
[00:00:39.960 --> 00:00:41.960]  有兩個致命原因
[00:00:41.960 --> 00:00:46.400]  第二就是老闆是不可能滿足的
[00:00:46.400 --> 00:00:49.280]  有多少人同意的?可不可以舉手?
[00:00:49.280 --> 00:00:50.240]  只有這麼少的
[00:00:50.240 --> 00:00:52.000]  你的老闆可以滿足到
[00:00:52.000 --> 00:00:55.360]  所以為什麼我們潮語有要臭老闆的
[00:00:55.360 --> 00:00:59.280]  誰不懂臭老闆的可不可以舉手?
[00:00:59.280 --> 00:01:00.840]  只有這麼少
[00:01:00.840 --> 00:01:03.000]  大部分人都懂得臭老闆的
[00:01:03.000 --> 00:01:06.000]  我們不懂臭老闆很難生存的
[00:01:06.000 --> 00:01:10.640]  如果我們把burn out的現象帶到教會
[00:01:10.640 --> 00:01:13.160]  為什麼教會也有burn out呢?
[00:01:13.160 --> 00:01:15.160]  如果問題在老闆身上
[00:01:15.160 --> 00:01:17.040]  教會的老闆是誰?
[00:01:17.040 --> 00:01:17.760]  神
[00:01:17.760 --> 00:01:22.920]  沒有人敢說burn out的問題在神身上
[00:01:22.920 --> 00:01:24.600]  不是在老闆身上
[00:01:24.600 --> 00:01:26.120]  如果不是在老闆身上
[00:01:26.120 --> 00:01:28.000]  就是在夥計身上
[00:01:28.000 --> 00:01:30.000]  這樣就很壞了
[00:01:30.000 --> 00:01:32.000]  他burn out你還說是他的問題
[00:01:32.000 --> 00:01:32.760]  當然了
[00:01:32.760 --> 00:01:35.240]  他抱著所有的東西就值得他burn out
[00:01:35.240 --> 00:01:37.240]  我們不可以這樣說
[00:01:37.240 --> 00:01:38.400]  為什麼呢?
[00:01:38.400 --> 00:01:41.200]  聖經裡面有誰burn out的?
[00:01:41.200 --> 00:01:43.200]  第一個burn out的人
[00:01:43.200 --> 00:01:45.200]  摩西
[00:01:45.200 --> 00:01:46.560]  摩西burn out
[00:01:46.560 --> 00:01:49.560]  我們說問題在摩西身上?
[00:01:49.560 --> 00:01:50.360]  不可能
[00:01:50.360 --> 00:01:52.360]  摩西是最偉大的領袖
[00:01:52.360 --> 00:01:54.360]  問題又不是在摩西身上
[00:01:54.360 --> 00:01:56.000]  又不是在神身上
[00:01:56.000 --> 00:01:58.000]  在哪裡呢?
[00:01:58.000 --> 00:02:00.000]  以色列人
[00:02:00.000 --> 00:02:02.000]  原來還有第三格的
[00:02:02.000 --> 00:02:06.320]  教會burn out原來是因為弟兄姊妹
[00:02:06.320 --> 00:02:08.320]  這樣合理嗎?
[00:02:08.320 --> 00:02:10.320]  我告訴你合理的
[00:02:10.320 --> 00:02:12.000]  教會統計
[00:02:12.000 --> 00:02:16.000]  兩成的人做了八成的人的事情
[00:02:16.000 --> 00:02:20.000]  就是說有八成的人沒有做過任何事情
[00:02:20.000 --> 00:02:24.400]  不然怎麼會有兩成的人擔當其他人的人
[00:02:24.400 --> 00:02:27.000]  兩成的人做了八成的人的事情
[00:02:27.000 --> 00:02:29.000]  想不burn out也不行
[00:02:29.000 --> 00:02:33.000]  我不知道大家讀書的時候有沒有聽過一個term叫free rider
[00:02:33.000 --> 00:02:36.200]  有八成free rider
[00:02:36.200 --> 00:02:38.200]  如果一個project裡面
[00:02:38.200 --> 00:02:40.200]  四個人做只有一個人做
[00:02:40.200 --> 00:02:43.200]  其他三個坐在一起
[00:02:43.200 --> 00:02:45.200]  這樣一定burn out
[00:02:45.200 --> 00:02:47.200]  所以弟兄姊妹今天在新年的時候
[00:02:47.200 --> 00:02:49.200]  想和大家刺激一下大家
[00:02:49.200 --> 00:02:54.200]  我不知道你是不是那八成還是你那兩成
[00:02:54.200 --> 00:02:57.200]  無論你是那八成還是兩成
[00:02:57.200 --> 00:02:59.200]  對我們來說都很大應用
[00:02:59.200 --> 00:03:04.200]  那兩成要學習怎樣不要獨自擔當
[00:03:04.200 --> 00:03:12.200]  但是那八成要學習怎樣和那兩成的一同擔當
[00:03:12.200 --> 00:03:14.200]  所以其實每一個弟兄姊妹
[00:03:14.200 --> 00:03:19.200]  我們在教會裡面都應該有服侍和侍奉
[00:03:19.200 --> 00:03:21.200]  所以如果你還沒有侍奉的時候
[00:03:21.200 --> 00:03:25.200]  希望今年裡面你能夠立志
[00:03:25.200 --> 00:03:29.200]  在神裡面尋找到你服侍的崗位
[00:03:29.200 --> 00:03:32.200]  分三點和大家看生命記第一章
[00:03:32.200 --> 00:03:34.200]  生命記第一章是非常重要的經文
[00:03:34.200 --> 00:03:38.200]  因為我在exit camp會講生命記
[00:03:38.200 --> 00:03:42.200]  所以我只有一個機會來講生命記
[00:03:42.200 --> 00:03:44.200]  那我講什麼好呢
[00:03:44.200 --> 00:03:46.200]  講第一章 由第一章開始講
[00:03:46.200 --> 00:03:51.200]  九章十五節會分三點和大家講
[00:03:51.200 --> 00:03:55.200]  第一點就是無法獨自一人擔當
[00:03:55.200 --> 00:03:59.200]  摩西這麼厲害的領袖都不能夠一個人負責
[00:03:59.200 --> 00:04:04.200]  第二點就是用管理來解決問題
[00:04:04.200 --> 00:04:09.200]  第三點就是神給摩西的解決方案
[00:04:09.200 --> 00:04:13.200]  第二點是葉蒂羅給摩西的解決方案
[00:04:13.200 --> 00:04:16.200]  用架構來解決方案
[00:04:16.200 --> 00:04:19.200]  所以神的解決方案是怎樣
[00:04:19.200 --> 00:04:21.200]  一同擔當
[00:04:21.200 --> 00:04:23.200]  這個才是真正的解決方案
[00:04:23.200 --> 00:04:26.200]  經文開始的時候一章九節
[00:04:26.200 --> 00:04:29.200]  一章九節之前是講什麼呢
[00:04:29.200 --> 00:04:31.200]  其實前面是introduction
[00:04:31.200 --> 00:04:33.200]  摩西是怎樣 進不了迦南地
[00:04:33.200 --> 00:04:35.200]  他語重心長
[00:04:35.200 --> 00:04:38.200]  他只有一次機會和以色列人講
[00:04:38.200 --> 00:04:41.200]  他在四十年裡面經歷了以色列人
[00:04:41.200 --> 00:04:43.200]  各種的甜酸苦辣
[00:04:43.200 --> 00:04:45.200]  然後來到跟他說
[00:04:45.200 --> 00:04:49.200]  然後他知道他進不了迦南地
[00:04:49.200 --> 00:04:51.200]  在新命紀開始的時候
[00:04:51.200 --> 00:04:53.200]  第一句說話摩西和以色列人說的是什麼
[00:04:53.200 --> 00:04:58.200]  神說過讓你們進迦南地
[00:04:58.200 --> 00:05:00.200]  這是引據
[00:05:00.200 --> 00:05:02.200]  摩西第二句說話也是引據
[00:05:02.200 --> 00:05:05.200]  我沒有想過摩西第二句說話是什麼
[00:05:05.200 --> 00:05:07.200]  那時
[00:05:07.200 --> 00:05:09.200]  那時是什麼
[00:05:09.200 --> 00:05:11.200]  要解經 下面才知道那時
[00:05:11.200 --> 00:05:13.200]  我曾經對你們說
[00:05:13.200 --> 00:05:17.200]  自我引據我們讀經上面是非常重要的
[00:05:17.200 --> 00:05:19.200]  因為你有沒有被你媽媽罵
[00:05:19.200 --> 00:05:21.200]  我就跟你說過
[00:05:21.200 --> 00:05:23.200]  那是否重要
[00:05:23.200 --> 00:05:25.200]  重要 可能有些情緒在這裡
[00:05:25.200 --> 00:05:27.200]  所以摩西
[00:05:27.200 --> 00:05:29.200]  我沒有想過摩西第一句說話是說
[00:05:29.200 --> 00:05:31.200]  所以我們非常重要找回究竟
[00:05:31.200 --> 00:05:35.200]  摩西在五經裡面
[00:05:35.200 --> 00:05:37.200]  哪裡出現過獨自擔當
[00:05:37.200 --> 00:05:41.200]  然後他說你們的重擔我獨自一人無法擔當
[00:05:41.200 --> 00:05:45.200]  但很可惜這裡翻譯出現一個很嚴重的問題
[00:05:45.200 --> 00:05:47.200]  因為原文是沒有重擔的
[00:05:47.200 --> 00:05:51.200]  翻譯的人覺得擔當一定要加一個object
[00:05:51.200 --> 00:05:53.200]  所以原文直譯是什麼
[00:05:53.200 --> 00:05:57.200]  我不能獨自擔當你們
[00:05:57.200 --> 00:05:59.200]  分別大不大
[00:05:59.200 --> 00:06:02.200]  你們就是摩西的重擔
[00:06:02.200 --> 00:06:06.200]  摩西不是要去擔當以色列人的重擔
[00:06:06.200 --> 00:06:09.200]  所以摩西第一句說話是
[00:06:09.200 --> 00:06:12.200]  我不能擔當
[00:06:12.200 --> 00:06:14.200]  擔當原文是很精彩
[00:06:14.200 --> 00:06:16.200]  這個字有兩個意思
[00:06:16.200 --> 00:06:19.200]  第一個意思是基本意思
[00:06:19.200 --> 00:06:21.200]  就是Lift up
[00:06:21.200 --> 00:06:23.200]  拿起
