
[00:00:00.000 --> 00:00:02.280]  早安,弟兄姊妹
[00:00:02.280 --> 00:00:04.680]  多謝敬拜隊帶我們一起敬拜
[00:00:04.680 --> 00:00:08.440]  敬拜好像對我們宣召經文
[00:00:08.440 --> 00:00:11.160]  也去讀詩篇23篇
[00:00:11.160 --> 00:00:14.680]  詩篇23篇是我一篇很喜歡的詩篇
[00:00:14.680 --> 00:00:16.840]  因為我罕有地會背
[00:00:16.840 --> 00:00:18.400]  其他人不會
[00:00:18.400 --> 00:00:21.560]  不過我很喜歡詩篇23篇
[00:00:21.560 --> 00:00:23.240]  特別是今天第三首詩歌
[00:00:23.240 --> 00:00:24.680]  裡面有一句是說
[00:00:24.680 --> 00:00:26.960]  「一生的恩惠隨著我」
[00:00:26.960 --> 00:00:29.040]  其實也是來自詩篇23篇
[00:00:29.080 --> 00:00:34.040]  「神的恩惠一生一世追隨著我們」
[00:00:34.040 --> 00:00:37.720]  如果看回聖經,追隨是怎樣的?
[00:00:37.720 --> 00:00:42.000]  他說神的恩惠好像追殺你
[00:00:42.000 --> 00:00:43.320]  即是追著你來
[00:00:43.320 --> 00:00:46.600]  即是神的好處是「我在這裡,我走」
[00:00:46.600 --> 00:00:47.440]  祂追著你來
[00:00:47.440 --> 00:00:48.960]  詩篇大概的意思是這樣
[00:00:48.960 --> 00:00:50.840]  我突然看完、我唱完
[00:00:50.840 --> 00:00:52.760]  不,我敬拜完後,很想下次…
[00:00:52.760 --> 00:00:54.400]  不,我們在討論主題
[00:00:54.400 --> 00:00:55.720]  不然我再討論那篇
[00:00:55.720 --> 00:00:56.800]  不過很想說的是
[00:00:56.840 --> 00:01:00.080]  我很喜歡的是,原來上帝的慈愛
[00:01:00.080 --> 00:01:02.800]  不是我們要尋找、預見
[00:01:02.800 --> 00:01:04.840]  原來這些慈愛是追著我們
[00:01:04.840 --> 00:01:06.640]  上帝的恩惠是追著我們
[00:01:06.640 --> 00:01:08.200]  我想這也很感動我們
[00:01:08.200 --> 00:01:10.880]  在敬拜中,我們發覺的是
[00:01:10.880 --> 00:01:13.000]  無論我們在患難、困難中
[00:01:13.000 --> 00:01:16.520]  神的恩惠是不斷在我們身邊
[00:01:16.520 --> 00:01:18.360]  是追隨著我們
[00:01:18.360 --> 00:01:21.160]  我想這是神對我們的愛
[00:01:21.160 --> 00:01:23.760]  進入今天去港島的經文
[00:01:23.760 --> 00:01:24.960]  去港島的時候
[00:01:25.000 --> 00:01:30.360]  我提到的主題是「成為神的在場證明」
[00:01:30.360 --> 00:01:31.280]  首先想…
[00:01:31.280 --> 00:01:33.360]  可以了,回到下一頁
[00:01:33.360 --> 00:01:34.800]  首先想問一下
[00:01:34.800 --> 00:01:38.120]  丁子梅,你有否試過問自己
[00:01:38.120 --> 00:01:39.560]  自己去問
[00:01:39.560 --> 00:01:41.560]  「神,你是否在這裡?」
[00:01:41.560 --> 00:01:43.400]  「神是否在場?」
[00:01:43.400 --> 00:01:45.280]  或者有人問過你
[00:01:45.280 --> 00:01:48.680]  「你上教會,神是否真的?神是否在這裡?」
[00:01:48.680 --> 00:01:50.760]  有否這樣挑戰過你?
[00:01:50.760 --> 00:01:52.320]  真的
[00:01:52.320 --> 00:01:53.920]  有時你真的會問
[00:01:53.960 --> 00:01:55.320]  聖經這樣說
[00:01:55.320 --> 00:01:56.160]  我剛才也有說
[00:01:56.160 --> 00:01:58.000]  一生的恩惠追著我
[00:01:58.000 --> 00:02:02.320]  聖經說祂會看顧連文的子民
