
[00:00:00.000 --> 00:00:06.000]  無論在現場的,還有我們網上的弟兄姊妹,我們都不忘記
[00:00:06.000 --> 00:00:11.000]  再說一次,跟周圍說,各位弟兄姊妹,各位朋友,早安
[00:00:11.000 --> 00:00:18.000]  多謝施班帶給我們很好的敬拜,很得力
[00:00:18.000 --> 00:00:21.000]  由我們在港島之先,我們先一起禱告
[00:00:21.000 --> 00:00:25.000]  主啊,多謝你
[00:00:25.000 --> 00:00:32.000]  多謝你給我們新的一天,有一個安息你裡面,才開始一星期
[00:00:32.000 --> 00:00:38.000]  多謝你,求你賜給我們一個溫柔的心,領受你的說話
[00:00:38.000 --> 00:00:45.000]  求你的道來搞動我們的心,讓我們聽了之後願意進行,生命被你改變
[00:00:45.000 --> 00:00:48.000]  祈禱奉主名求,阿們
[00:00:50.000 --> 00:00:56.000]  各位弟兄姊妹,疫情已經過了很長一段時間,有多久?
[00:00:56.000 --> 00:01:04.000]  不用我數了,這麼長的時間裡面,我們越來越對一件事不再陌生
[00:01:04.000 --> 00:01:05.000]  就是什麼事?
[00:01:05.000 --> 00:01:09.000]  我今天的講題,就是做檢測
[00:01:09.000 --> 00:01:13.000]  相信現在沒有人對做檢測感到陌生
[00:01:13.000 --> 00:01:18.000]  無論你身體覺得有一點點不妥,你固然會做檢測
[00:01:18.000 --> 00:01:22.000]  看看是不是真的萬一中招了
[00:01:22.000 --> 00:01:28.000]  又或者我聽過很多人這樣說,身體其實沒有什麼不舒服的,沒有病徵的
[00:01:28.000 --> 00:01:33.000]  但是因著上班、上學這些理由就照樣做檢測
[00:01:33.000 --> 00:01:36.000]  結果呢?有沒有人試過?
[00:01:36.000 --> 00:01:40.000]  結果沒事的,都有兩條線測出來
[00:01:40.000 --> 00:01:47.000]  原來有些不舒服,有些問題我們不檢測其實是不知道的
[00:01:47.000 --> 00:01:52.000]  但是也有聽過人這樣說,不做就不知道
[00:01:52.000 --> 00:01:55.000]  不做就當自己健康,沒事
[00:01:55.000 --> 00:01:59.000]  無論一些身體檢查,或者檢測
[00:01:59.000 --> 00:02:01.000]  不做就當自己沒事
[00:02:01.000 --> 00:02:08.000]  身體健康的情況,我們可以透過做檢測、做檢查去了解
[00:02:08.000 --> 00:02:14.000]  我們屬靈生命健康的情況,又可以怎樣去了解呢?
[00:02:14.000 --> 00:02:18.000]  我現在問大家一個問題
[00:02:18.000 --> 00:02:24.000]  請問你覺得你自己的屬靈生命的健康情況如何呢?
[00:02:24.000 --> 00:02:27.000]  覺得健康的,請舉手
[00:02:27.000 --> 00:02:30.000]  感恩啊,好感恩
[00:02:30.000 --> 00:02:35.000]  覺得有擔心,或者不知道的,有沒有?
[00:02:35.000 --> 00:02:38.000]  多謝你,舉手
[00:02:39.000 --> 00:02:44.000]  我就想到,如果我問你健不健康,可能你說應該挺健康的
[00:02:44.000 --> 00:02:49.000]  因為我現在也坐在這裡,參加崇拜,並且聽我說道
[00:02:49.000 --> 00:02:51.000]  應該也不錯的,是不是?
[00:02:51.000 --> 00:02:56.000]  表面上來看,的確,你回來了,真的為你感恩
[00:02:56.000 --> 00:03:00.000]  但是我們屬靈生命的健康,甚至強壯的程度呢?
[00:03:00.000 --> 00:03:06.000]  會不會都可能是不做檢測,我們不知道自己的實況呢?
[00:03:06.000 --> 00:03:11.000]  我們的屬靈生命,能不能經得起測試和考驗呢?
[00:03:11.000 --> 00:03:17.000]  今天的正道經文是在《雅各書》一章1-18節
[00:03:17.000 --> 00:03:23.000]  讓我們現在一起讀出,我們先讀1-12節,好嗎?
[00:03:23.000 --> 00:03:24.000]  預備起
[00:03:24.000 --> 00:03:27.000]  神和主耶穌基督的僕人雅各
[00:03:27.000 --> 00:03:32.000]  問候散居在各處的十二個支派的人
[00:03:32.000 --> 00:03:35.000]  我的弟兄們,你們遭受各種試煉時
[00:03:35.000 --> 00:03:38.000]  都要認為是大喜樂
[00:03:38.000 --> 00:03:43.000]  因為知道你們的信心經過考驗,就生忍耐
[00:03:43.000 --> 00:03:46.000]  但要讓忍耐發揮完全的功用
[00:03:46.000 --> 00:03:51.000]  使你們能又完全又完整,一無所缺
[00:03:51.000 --> 00:03:54.000]  你們中間若有缺少智慧的
[00:03:54.000 --> 00:03:58.000]  該求那厚似於眾人,又不斥責人的神
[00:03:58.000 --> 00:04:00.000]  神必賜給他
[00:04:00.000 --> 00:04:04.000]  只要憑著信心求,一點也不疑惑
[00:04:04.000 --> 00:04:10.000]  因為那疑惑的人就像海中的波浪被風吹動翻騰
[00:04:10.000 --> 00:04:14.000]  這樣的人不要想重組那裡得到什麼
[00:04:14.000 --> 00:04:20.000]  三心二意的人,在他一切所行的路上都要擺不定
[00:04:20.000 --> 00:04:24.000]  卑微的弟兄要因高升而誇耀
[00:04:24.000 --> 00:04:27.000]  富足的卻要因降臂而誇耀
[00:04:27.000 --> 00:04:30.000]  因為富足的人要消逝
[00:04:30.000 --> 00:04:32.000]  如同草上的花一樣
[00:04:32.000 --> 00:04:35.000]  太陽出來,熱風刮起
[00:04:35.000 --> 00:04:38.000]  草就枯乾,花也凋謝
[00:04:38.000 --> 00:04:41.000]  他美麗的樣子就消失了
[00:04:41.000 --> 00:04:46.000]  那富足的人在他一生的奔波中也要這樣摧殘
[00:04:46.000 --> 00:04:49.000]  忍受試煉的人有福了
[00:04:49.000 --> 00:04:53.000]  因為他經過考驗以後,必得生命的冠冕
[00:04:53.000 --> 00:04:57.000]  這是主應許給愛他之人的
[00:05:00.000 --> 00:05:05.000]  一般認為雅各書的作者就是耶穌的兄弟雅各
[00:05:05.000 --> 00:05:10.000]  受信人就是一群當時散居在各處的猶太信徒
[00:05:10.000 --> 00:05:16.000]  這些信徒散居各處,當時他們面對著什麼處境呢?
[00:05:16.000 --> 00:05:21.000]  他們面對的是宗教信仰上被迫迫
[00:05:21.000 --> 00:05:24.000]  因而他們要留散在各處
[00:05:24.000 --> 00:05:27.000]  面對生活的貧窮
[00:05:27.000 --> 00:05:30.000]  社會的地位也很卑微
[00:05:30.000 --> 00:05:32.000]  被拒絕,被排擠
[00:05:32.000 --> 00:05:34.000]  因著這些狀況
[00:05:34.000 --> 00:05:38.000]  雅各就向他親愛的弟兄姊妹寫信
[00:05:38.000 --> 00:05:41.000]  發出呼籲和勸勉
[00:05:41.000 --> 00:05:45.000]  我的弟兄們,你們遭受各種試煉時
[00:05:45.000 --> 00:05:48.000]  都要認為是大喜樂
[00:05:48.000 --> 00:05:53.000]  試煉的原文有考驗、試驗、測試
[00:05:53.000 --> 00:05:56.000]  真的好像我們做檢測一樣
[00:05:56.000 --> 00:06:00.000]  我們就是去檢驗、檢測我們的生命
[00:06:00.000 --> 00:06:03.000]  雅各一開始已經不轉彎抹角
[00:06:03.000 --> 00:06:05.000]  清楚講明,直接指出
[00:06:05.000 --> 00:06:08.000]  你們是會遭受試煉的
[00:06:08.000 --> 00:06:14.000]  試煉不是偶然間,剛好,不幸運才發生
[00:06:14.000 --> 00:06:17.000]  而是試煉是會發生的
[00:06:17.000 --> 00:06:19.000]  是不足為奇的
[00:06:19.000 --> 00:06:23.000]  而且這些試煉還是怎麼樣的?
[00:06:23.000 --> 00:06:26.000]  是各種的,各樣的
[00:06:26.000 --> 00:06:28.000]  即是形形色色
[00:06:28.000 --> 00:06:31.000]  什麼狀況都可能會出現
[00:06:31.000 --> 00:06:34.000]  不簡單的,艱難的
[00:06:34.000 --> 00:06:37.000]  但是呢,很驚人地
[00:06:37.000 --> 00:06:40.000]  明明遇到這麼多這麼難的試煉
[00:06:40.000 --> 00:06:43.000]  但是雅各吩咐他的弟兄姊妹
[00:06:43.000 --> 00:06:46.000]  要怎麼做?
[00:06:46.000 --> 00:06:48.000]  在各種試煉中
[00:06:48.000 --> 00:06:51.000]  仍然認為是大喜樂
[00:06:51.000 --> 00:06:54.000]  大喜樂在原文中的意思是
[00:06:54.000 --> 00:06:56.000]  「喔」在那個「大」是「喔」
[00:06:56.000 --> 00:06:59.000]  所有完全的喜樂
[00:06:59.000 --> 00:07:01.000]  面對這麼難、這麼多樣的試煉
[00:07:01.000 --> 00:07:04.000]  為什麼還可以喜樂呢?
[00:07:04.000 --> 00:07:06.000]  各位弟兄姊妹、各位朋友
[00:07:06.000 --> 00:07:09.000]  當你落在試煉的時候
[00:07:09.000 --> 00:07:11.000]  你喜樂嗎?
[00:07:11.000 --> 00:07:14.000]  雅各所提出對試煉的看法
[00:07:14.000 --> 00:07:20.000]  和我們平日的看法和感受、反應有什麼不同呢?
[00:07:20.000 --> 00:07:22.000]  雅各的看法是什麼呢?
[00:07:22.000 --> 00:07:25.000]  他說你們是會遭受試煉的
[00:07:25.000 --> 00:07:28.000]  不用覺得驚訝,不要覺得出奇
[00:07:28.000 --> 00:07:30.000]  但是我們通常有什麼反應呢?
[00:07:30.000 --> 00:07:32.000]  遇到試煉
[00:07:32.000 --> 00:07:36.000]  就說何必偏偏選中我呢?
[00:07:36.000 --> 00:07:39.000]  為什麼要是我?Why me?
[00:07:39.000 --> 00:07:41.000]  雖然我們都不希望試煉發生在其他人身上
[00:07:41.000 --> 00:07:45.000]  但是我們都不想發生在我們自己身上
[00:07:45.000 --> 00:07:46.000]  還有呢?
[00:07:46.000 --> 00:07:50.000]  雅各說你們遭受的試煉是各種各樣的
[00:07:50.000 --> 00:07:53.000]  形形色色的、艱難的
[00:07:53.000 --> 00:07:58.000]  但是當弟兄姊妹我們遇到試煉的時候
[00:07:58.000 --> 00:08:00.000]  我們可能總是在問
[00:08:00.000 --> 00:08:04.000]  為什麼我每樣東西都這麼困難?
[00:08:04.000 --> 00:08:10.000]  為什麼困難能不能少一點呢?
[00:08:10.000 --> 00:08:13.000]  還有雅各他吩咐我們
[00:08:13.000 --> 00:08:17.000]  遭受試煉要認為是大喜樂
[00:08:17.000 --> 00:08:18.000]  但是我們呢?
[00:08:18.000 --> 00:08:21.000]  通常的反應是什麼呢?
[00:08:21.000 --> 00:08:23.000]  我這麼慘,我這麼艱難
[00:08:23.000 --> 00:08:25.000]  我怎麼會喜樂呢?
[00:08:25.000 --> 00:08:29.000]  我不喜樂也是合理的
[00:08:29.000 --> 00:08:32.000]  為什麼雅各吩咐我們
[00:08:32.000 --> 00:08:34.000]  在遭受各種試煉的時候
[00:08:34.000 --> 00:08:36.000]  都要認為是大喜樂
[00:08:36.000 --> 00:08:39.000]  但是我們卻是不喜樂呢?
[00:08:39.000 --> 00:08:42.000]  試煉是什麼呢?
[00:08:42.000 --> 00:08:44.000]  弟兄姊妹、各位朋友
[00:08:44.000 --> 00:08:47.000]  你們有沒有經歷過試煉呢?
[00:08:47.000 --> 00:08:51.000]  會不會是突如其來的患病?
[00:08:51.000 --> 00:08:54.000]  會不會是在疫情之中
[00:08:54.000 --> 00:08:55.000]  我們呢?
[00:08:55.000 --> 00:08:58.000]  無論自己或者我們的親人去染疫呢?
[00:08:58.000 --> 00:08:59.000]  我聽過有一個姊妹
[00:08:59.000 --> 00:09:02.000]  一家五口先後輪流的來確診
[00:09:02.000 --> 00:09:04.000]  分開的來隔離
[00:09:04.000 --> 00:09:09.000]  各樣的困難,阻礙了很多的日程
[00:09:09.000 --> 00:09:13.000]  會不會是我們的摯愛親人去離世?
[00:09:13.000 --> 00:09:16.000]  特別是在疫情當中
[00:09:16.000 --> 00:09:21.000]  甚至我們見面的機會都未必有
[00:09:21.000 --> 00:09:27.000]  又或者是否在我們的工作當中遭遇不順利
