
[00:00:00.000 --> 00:00:05.400]  各位歡迎你們收看 《恩福電台》六晚的專輯節目
[00:00:05.400 --> 00:00:09.000]  我是《恩福電台》特約記者 張樂勝
[00:00:09.000 --> 00:00:12.000]  今天專訪的主角是尼希米
[00:00:12.000 --> 00:00:17.000]  就是耶路撒冷聖像重建的一個重要的人物
[00:00:17.000 --> 00:00:21.000]  他是猶太裔 波斯籍
[00:00:21.000 --> 00:00:24.000]  他是一個很平凡的猶太家庭長大
[00:00:24.000 --> 00:00:27.000]  你不要以為他在波斯成長
[00:00:27.000 --> 00:00:31.000]  他不懂希伯來語 原來他很厲害
[00:00:31.000 --> 00:00:35.000]  憑著他的才幹 智慧 做事很有計劃
[00:00:35.000 --> 00:00:42.000]  他就能夠在波斯的皇宮擔任一個很高的職位
[00:00:42.000 --> 00:00:50.000]  猶太人經歷了七十年的國破家亡
[00:00:50.000 --> 00:00:52.000]  但是他們的神 耶和華
[00:00:52.000 --> 00:00:56.000]  帶領他們回到故鄉耶路撒冷
[00:00:56.000 --> 00:01:00.000]  第一次是索羅巴巴帶領他們重建祭壇
[00:01:00.000 --> 00:01:03.000]  第二次是以色列帶領他們重建聖殿
[00:01:03.000 --> 00:01:08.000]  這次就到了尼希米 帶領他們重建這個城牆
[00:01:08.000 --> 00:01:11.000]  尼希米分派了四十二個單位
[00:01:11.000 --> 00:01:16.000]  只花了五十二天就完成了這個城牆重建
[00:01:16.000 --> 00:01:19.000]  究竟他是怎樣做到的呢
[00:01:19.000 --> 00:01:25.000]  而那班回歸的猶太人又為什麼會跟隨他呢
[00:01:25.000 --> 00:01:28.000]  我們嘗試從幾個角度去看這個工程
[00:01:28.000 --> 00:01:31.000]  會訪問尼希米本人
[00:01:31.000 --> 00:01:35.000]  也會訪問幾個參與重建工程的猶太人
[00:01:35.000 --> 00:01:41.000]  還會乘升機在耶路撒冷的上空走一次
[00:01:41.000 --> 00:01:43.000]  看看這個重建工程
[00:01:43.000 --> 00:01:46.000]  我有機會找到尼希米做了一個專訪
[00:01:46.000 --> 00:01:49.000]  不如就讓他自己去表達一下
[00:01:49.000 --> 00:01:53.000]  究竟他在重建裡面的念頭是怎樣來的
[00:01:53.000 --> 00:01:56.000]  當中的困難和鼓勵是怎樣的
[00:01:56.000 --> 00:01:58.000]  我們一起去片吧
[00:01:58.000 --> 00:02:08.000]  (音樂)
[00:02:08.000 --> 00:02:10.000]  你問到這個世紀工程
[00:02:10.000 --> 00:02:14.000]  就是發生在亞特斯西王二十年那個冬天
[00:02:14.000 --> 00:02:16.000]  那時候我在舒剎城堡
[00:02:16.000 --> 00:02:18.000]  就是皇帝的庇寒皇宮
[00:02:18.000 --> 00:02:19.000]  我服侍著皇帝
[00:02:19.000 --> 00:02:22.000]  大家都知道我是亞特斯西王的高級侍酒師
[00:02:22.000 --> 00:02:25.000]  專門幫皇帝選一些好酒
[00:02:25.000 --> 00:02:27.000]  侍酒 賭酒
[00:02:27.000 --> 00:02:30.000]  其實也算是一份很好的工作
[00:02:30.000 --> 00:02:32.000]  薪金高 福利好
[00:02:32.000 --> 00:02:36.000]  又可以試世界各地的好酒
[00:02:36.000 --> 00:02:38.000]  而且皇帝很信任我
[00:02:38.000 --> 00:02:40.000]  他還經常跟我說他的心事
[00:02:40.000 --> 00:02:42.000]  其實我真的很享受這份工作
[00:02:42.000 --> 00:02:43.000]  我都沒有想過要轉工
[00:02:43.000 --> 00:02:45.000]  我雖然在佛斯國長大
[00:02:45.000 --> 00:02:48.000]  但我一直都很看重自己猶太人的身份
[00:02:48.000 --> 00:02:50.000]  我爸爸從小就教導我
[00:02:50.000 --> 00:02:52.000]  記住祖先的教訓
[00:02:52.000 --> 00:02:54.000]  他還幫我改了一個名字
[00:02:54.000 --> 00:02:55.000]  尼希米
[00:02:55.000 --> 00:02:58.000]  意思就是耶和華 提安威
[00:02:58.000 --> 00:03:02.000]  所以我都很關心故鄉野食的事
[00:03:02.000 --> 00:03:06.000]  當時有幾個親戚從故鄉耶路撒冷回來
[00:03:06.000 --> 00:03:08.000]  其中一個叫做哈勒尼
[00:03:08.000 --> 00:03:11.000]  他和家人回流了去野食很多年
[00:03:11.000 --> 00:03:14.000]  今天回來舒剎城探親
[00:03:14.000 --> 00:03:17.000]  我未有機會跟他們吃飯 聊天
[00:03:17.000 --> 00:03:20.000]  就知道多些有關野食的實際情況
[00:03:20.000 --> 00:03:22.000]  不過這次聊天
[00:03:22.000 --> 00:03:25.000]  令我的生命都有很大的改變
[00:03:25.000 --> 00:03:28.000]  當我聽到他們怎樣形容野食的情況的時候
[00:03:28.000 --> 00:03:29.000]  我真的很難過
[00:03:29.000 --> 00:03:32.000]  基本上野食的邊境就是開放了
[00:03:32.000 --> 00:03:34.000]  因為城牆被人拆了
[00:03:34.000 --> 00:03:36.000]  城門又被人燒了
[00:03:36.000 --> 00:03:39.000]  外面的人隨時都可以進來搞亂
[00:03:39.000 --> 00:03:42.000]  猶太人真的每天都不肯讓人走開
[00:03:42.000 --> 00:03:45.000]  還有那些有社團背景的人
[00:03:45.000 --> 00:03:46.000]  經常來搞事
[00:03:46.000 --> 00:03:48.000]  百姓的生活真的很艱難
[00:03:48.000 --> 00:03:51.000]  我這班親戚這次回來舒剎城
[00:03:51.000 --> 00:03:53.000]  我猜他們都是想探路
[00:03:53.000 --> 00:03:56.000]  看看有沒有機會回流回來
[00:03:56.000 --> 00:03:58.000]  那次跟他們聊天
[00:03:58.000 --> 00:04:00.000]  知道了野食的情況之後
[00:04:00.000 --> 00:04:02.000]  我哭了幾天
[00:04:02.000 --> 00:04:05.000]  因為我真的很不開心 很憤怒
[00:04:05.000 --> 00:04:08.000]  為什麼猶太人要被人欺負 要被人取笑
[00:04:08.000 --> 00:04:11.000]  我家人很著重宗教教育
[00:04:11.000 --> 00:04:13.000]  從小到大家人都這樣教我
[00:04:13.000 --> 00:04:15.000]  凡事都要以求耶和華
[00:04:15.000 --> 00:04:19.000]  於是我就開始來禁食 祈禱
[00:04:19.000 --> 00:04:22.000]  專心圍住我的民族來祈禱
[00:04:22.000 --> 00:04:24.000]  當時我心裏面有一個感動
[00:04:24.000 --> 00:04:26.000]  我可不可以親身回鄉
[00:04:26.000 --> 00:04:30.000]  來修補這些城牆 建這些城門
[00:04:30.000 --> 00:04:35.000]  那次知道猶太人在野食的情況這麼慘的時候
[00:04:35.000 --> 00:04:38.000]  心情很差 中人受理負面
[00:04:38.000 --> 00:04:40.000]  心理反應
[00:04:40.000 --> 00:04:43.000]  最慘是阿達四世皇都見不到
[00:04:43.000 --> 00:04:44.000]  其實我也很害怕
[00:04:44.000 --> 00:04:46.000]  不過他很好 他很關心我
[00:04:46.000 --> 00:04:49.000]  他還問我 你是不是有心事
[00:04:49.000 --> 00:04:51.000]  我就老實不客氣地跟他說
[00:04:51.000 --> 00:04:53.000]  我問他我為什麼不開心
[00:04:53.000 --> 00:04:55.000]  他就耍冷的撐我
[00:04:55.000 --> 00:04:58.000]  竟然他還反過來問我
[00:04:58.000 --> 00:05:00.000]  有沒有什麼可以幫忙
[00:05:00.000 --> 00:05:03.000]  那一刻我感受到整隻手在做事
[00:05:03.000 --> 00:05:06.000]  神去感動阿達四世皇伸出援手
[00:05:06.000 --> 00:05:09.000]  我就老實不客氣地跟他說
[00:05:09.000 --> 00:05:13.000]  我要申請大家回去野城幫忙建城牆
[00:05:13.000 --> 00:05:16.000]  我還大膽地請他經世上支持我
[00:05:16.000 --> 00:05:19.000]  我真的想不到他一口就答應我
[00:05:19.000 --> 00:05:21.000]  我實在見到神很大的恩典
[00:05:21.000 --> 00:05:24.000]  我知道神正在聽我的祈禱
[00:05:24.000 --> 00:05:31.000]  最大的困難真的很多
[00:05:31.000 --> 00:05:34.000]  不過幸運的是阿達四世皇派了特種部隊
[00:05:34.000 --> 00:05:37.000]  保護我們 輔送我們回去野城
[00:05:37.000 --> 00:05:39.000]  你知不知道當日一去到野城
[00:05:39.000 --> 00:05:41.000]  和倫幫大佬森巴拉
[00:05:41.000 --> 00:05:44.000]  阿倫黨的黨魁多比亞
[00:05:44.000 --> 00:05:47.000]  和阿拉伯社團CEO基善
[00:05:47.000 --> 00:05:49.000]  他們亂來恐嚇我
[00:05:49.000 --> 00:05:52.000]  還說我觸犯了國家安全法
[00:05:52.000 --> 00:05:54.000]  我就不理他了
[00:05:54.000 --> 00:05:56.000]  我理直氣壯地跟他說
[00:05:56.000 --> 00:05:58.000]  猶太人的大佬一定會照顧我們
[00:05:58.000 --> 00:06:01.000]  我們也是根據他的意思建了這些城牆
[00:06:01.000 --> 00:06:04.000]  你們又不是野城的原居民
[00:06:04.000 --> 00:06:08.000]  你們沒有權過問我們民族自己的事
[00:06:08.000 --> 00:06:11.000]  就是這樣 這52天的工程
[00:06:11.000 --> 00:06:14.000]  就是靠著祈禱撐住
[00:06:14.000 --> 00:06:16.000]  所有參與工程的人
[00:06:16.000 --> 00:06:18.000]  一手拿著開工的工具
[00:06:18.000 --> 00:06:20.000]  一手拿著打仗的武器
[00:06:20.000 --> 00:06:22.000]  就完成了這件事
[00:06:22.000 --> 00:06:28.000]  最鼓舞的事
[00:06:28.000 --> 00:06:30.000]  就是當初去到野城的時候
[00:06:30.000 --> 00:06:32.000]  我只剩下一個人
[00:06:32.000 --> 00:06:34.000]  在半夜的時候去視察環境
[00:06:34.000 --> 00:06:37.000]  比我想像中更加的放鬆
[00:06:37.000 --> 00:06:39.000]  我心裡真的很痛 很不開心
[00:06:39.000 --> 00:06:41.000]  於是第二天我回去
[00:06:41.000 --> 00:06:43.000]  馬上召集在野城的猶太人
[00:06:43.000 --> 00:06:45.000]  跟他們分享 如何感動我
[00:06:45.000 --> 00:06:47.000]  如何為我開路
[00:06:47.000 --> 00:06:51.000]  如何感動達薩西王全力支持我
[00:06:51.000 --> 00:06:55.000]  他們聽到的時候都比神的工作還要感動
[00:06:55.000 --> 00:06:58.000]  大部分的猶太人都起來支持我
[00:06:58.000 --> 00:07:01.000]  其實留在野城這麼久的猶太人
[00:07:01.000 --> 00:07:03.000]  其實他們都很想起家
[00:07:03.000 --> 00:07:05.000]  不過沒有人領導他們
[00:07:05.000 --> 00:07:08.000]  每一次他們看到神派我分禮領導他們的時候
[00:07:08.000 --> 00:07:11.000]  又看到達薩西王給的物資
[00:07:11.000 --> 00:07:13.000]  他們全部都一起立志
[00:07:13.000 --> 00:07:16.000]  我們要起來重建這個城牆
[00:07:16.000 --> 00:07:18.000]  就是這樣
[00:07:18.000 --> 00:07:20.000]  世紀工程就開始了
[00:07:20.000 --> 00:07:26.000]  尼希米從他的神領受了這份感動之後
[00:07:26.000 --> 00:07:30.000]  我看到他很願意離開他的安殊區
[00:07:30.000 --> 00:07:31.000]  很舒服的安殊區
[00:07:31.000 --> 00:07:33.000]  走到一個他從未踏足過的故鄉
[00:07:33.000 --> 00:07:34.000]  耶路撒冷城
[00:07:35.000 --> 00:07:37.000]  不如我們去一下耶路撒冷城
[00:07:37.000 --> 00:07:39.000]  看看這個工程是怎樣
[00:07:39.000 --> 00:07:42.000]  尼希米是怎樣開始這個重建工程
[00:07:42.000 --> 00:07:44.000]  我們去片 坐直升機去
[00:07:44.000 --> 00:07:48.000]  我們一起看看尼希米這個工程圖
[00:07:48.000 --> 00:07:52.000]  大家看到耶路撒冷城就好像一個倒山角形
[00:07:52.000 --> 00:07:53.000]  上面是北城牆
[00:07:53.000 --> 00:07:55.000]  有陽門 雨門 古門
[00:07:55.000 --> 00:07:56.000]  左邊是西城牆
[00:07:56.000 --> 00:07:58.000]  有谷門 廢廠門
[00:07:58.000 --> 00:07:59.000]  右邊是東城牆
[00:07:59.000 --> 00:08:03.000]  有泉門 水門 馬門 東門和籌合門
[00:08:03.000 --> 00:08:05.000]  現在我們試坐直升機
[00:08:05.000 --> 00:08:08.000]  由西城牆和東城牆交接的位置開始看
[00:08:08.000 --> 00:08:10.000]  那裡有很多不同的景點
[00:08:10.000 --> 00:08:27.000]  這個就是大衛的墳地
[00:08:27.000 --> 00:08:30.000]  這裡有幾個大皇帝的墳墓
[00:08:30.000 --> 00:08:32.000]  包括大衛皇 死世家皇
[00:08:32.000 --> 00:08:35.000]  這段城牆由一個高官的家族負責
[00:08:35.000 --> 00:08:37.000]  剛好他們又叫尼希米
[00:08:37.000 --> 00:08:40.000]  來到大衛的台階
[00:08:40.000 --> 00:08:43.000]  這裡是野性最南面一個出口
[00:08:43.000 --> 00:08:46.000]  是讓人可以走下去爬樓梯拿水的
[00:08:46.000 --> 00:08:48.000]  這個就是泉門
[00:08:48.000 --> 00:08:51.000]  就是當年西世家皇興建的人隧道
[00:08:51.000 --> 00:08:53.000]  將基層泉水引到西洛亞前
[00:08:53.000 --> 00:09:09.000]  (廢廠門)
[00:09:09.000 --> 00:09:11.000]  旁邊就是廢廠門
[00:09:11.000 --> 00:09:15.000]  居民經過這裡把廢物垃圾傾倒在城內
[00:09:15.000 --> 00:09:17.000]  大家現在看到的黃花園
[00:09:17.000 --> 00:09:19.000]  是和西洛亞前有關的
[00:09:19.000 --> 00:09:22.000]  因為引隧道的水儲存在西洛亞前
[00:09:22.000 --> 00:09:24.000]  供應夜城灌溉之用
[00:09:24.000 --> 00:09:26.000]  黃花園就是其中一個
[00:09:26.000 --> 00:09:43.000]  從夜城的東邊看過去
[00:09:43.000 --> 00:09:45.000]  會看到東面一個很重要的山脈
[00:09:45.000 --> 00:09:46.000]  就是澗南山
[00:09:46.000 --> 00:09:54.000]  (廢物垃圾)
[00:09:54.000 --> 00:09:56.000]  大家看到這麼大座的建築物
[00:09:56.000 --> 00:09:58.000]  就是勇士的房屋
[00:09:58.000 --> 00:10:00.000]  這裡相信以前是軍事總部
[00:10:00.000 --> 00:10:02.000]  或者是儲存武器的地方
[00:10:02.000 --> 00:10:04.000]  這段城牆是由幾個高官的家族
[00:10:04.000 --> 00:10:06.000]  一起負責修建的
[00:10:06.000 --> 00:10:12.000]  大祭司、伊利亞瑟全家都住在這裡
[00:10:12.000 --> 00:10:14.000]  當然這段城牆主力是由祭司
[00:10:14.000 --> 00:10:16.000]  親力親為去修建
[00:10:16.000 --> 00:10:21.000]  這個區主要是百姓居住
[00:10:21.000 --> 00:10:25.000]  所以每一家人都負責自己家對著那些城牆
[00:10:25.000 --> 00:10:27.000]  尾米就在他的記錄裡
[00:10:27.000 --> 00:10:29.000]  寫了三家人的姓
