
[00:00:00.000 --> 00:00:04.000]  (陳志全)Daniel牧師和Borat的師班
[00:00:04.000 --> 00:00:06.000]  我上星期二和他們練歌
[00:00:06.000 --> 00:00:09.000]  果然是一步到位的大力
[00:00:09.000 --> 00:00:10.000]  我們…
[00:00:10.000 --> 00:00:11.000]  我心裡也很感恩
[00:00:11.000 --> 00:00:15.000]  剛才由開始祈禱的何西亞書
[00:00:15.000 --> 00:00:17.000]  到剛才你們唱的詩歌
[00:00:17.000 --> 00:00:19.000]  我已經發現不下出了
[00:00:19.000 --> 00:00:22.000]  有十個詞彙出現在我的講章裡
[00:00:22.000 --> 00:00:24.000]  所以我覺得挺確定神的靈
[00:00:24.000 --> 00:00:26.000]  是要和你們說話
[00:00:26.000 --> 00:00:27.000]  今天我們一起祈禱
[00:00:27.000 --> 00:00:28.000]  榮耀的天父
[00:00:28.000 --> 00:00:30.000]  既然我們不知道未來
[00:00:30.000 --> 00:00:32.000]  甚至我們連閉氣五秒鐘
[00:00:32.000 --> 00:00:34.000]  我們都覺得會很辛苦
[00:00:34.000 --> 00:00:35.000]  我們就知道
[00:00:35.000 --> 00:00:37.000]  其實剛才Daniel牧師說
[00:00:37.000 --> 00:00:39.000]  我們是多麼需要你們
[00:00:39.000 --> 00:00:41.000]  是何等何等的真實
[00:00:41.000 --> 00:00:43.000]  奈何有時我們信心不足
[00:00:43.000 --> 00:00:46.000]  有時我們是要眼見到
[00:00:46.000 --> 00:00:47.000]  我們才能夠相信
[00:00:47.000 --> 00:00:49.000]  所以我們生命中的確藏著
[00:00:49.000 --> 00:00:51.000]  很多很多隱藏的軟弱
[00:00:51.000 --> 00:00:53.000]  需要你們揭示、醫治
[00:00:53.000 --> 00:00:56.000]  願意藉著你們今天的訊息
[00:00:56.000 --> 00:00:59.000]  彼得前書第二章四至十二節
[00:00:59.000 --> 00:01:02.000]  讓眾人的心再一次開啟
[00:01:02.000 --> 00:01:04.000]  得蒙神自己的醫治釋放
[00:01:04.000 --> 00:01:07.000]  我們攀登這條既榮耀
[00:01:07.000 --> 00:01:10.000]  但又不容易走的十家榮耀之路
[00:01:10.000 --> 00:01:13.000]  為將來每一個人的心交託
[00:01:13.000 --> 00:01:14.000]  祈禱仰望奉主名
[00:01:14.000 --> 00:01:15.000]  阿門
[00:01:15.000 --> 00:01:19.000]  大家早安
[00:01:19.000 --> 00:01:20.000]  聽到嗎?
[00:01:20.000 --> 00:01:21.000]  有沒有很清楚我的字
[00:01:21.000 --> 00:01:23.000]  雖然由上個星期至今個星期
[00:01:23.000 --> 00:01:25.000]  我的談話都沒有減少
[00:01:25.000 --> 00:01:27.000]  但不要緊
[00:01:27.000 --> 00:01:29.000]  已經沒有上星期那麼噁心
[00:01:29.000 --> 00:01:30.000]  各位早安
[00:01:30.000 --> 00:01:33.000]  承接Frank牧師上星期的訊息
[00:01:33.000 --> 00:01:36.000]  彼得前書一章二十二節至二章三節
[00:01:36.000 --> 00:01:38.000]  新生命舊生活的宣講
[00:01:38.000 --> 00:01:40.000]  給我們有更新生命的提醒
[00:01:40.000 --> 00:01:43.000]  大家還記不記得應該怎樣去實踐
[00:01:43.000 --> 00:01:45.000]  一個星期而已
[00:01:45.000 --> 00:01:47.000]  不要緊
[00:01:47.000 --> 00:01:49.000]  還是你們已經覺得整裝待發
[00:01:49.000 --> 00:01:51.000]  因為大家都在等馬年快到了
[00:01:51.000 --> 00:01:52.000]  大家想去拜年的時候
[00:01:52.000 --> 00:01:54.000]  有什麼馬年賀年的詞句
[00:01:54.000 --> 00:01:55.000]  就要拜年
[00:01:55.000 --> 00:01:56.000]  我想大家都認識
[00:01:56.000 --> 00:01:58.000]  譬如我們說馬到做什麼
[00:01:58.000 --> 00:02:01.000]  龍馬就怎樣
[00:02:01.000 --> 00:02:03.000]  一馬就怎樣
[00:02:03.000 --> 00:02:05.000]  萬馬就怎樣
[00:02:05.000 --> 00:02:07.000]  金馬呢
[00:02:07.000 --> 00:02:11.000]  還不試到你們
[00:02:11.000 --> 00:02:13.000]  看看你多細俗
[00:02:13.000 --> 00:02:15.000]  金馬就即刻迎春
[00:02:15.000 --> 00:02:16.000]  等等
[00:02:16.000 --> 00:02:19.000]  其實同聖經形容的馬匹
[00:02:19.000 --> 00:02:20.000]  有正面的一面
[00:02:20.000 --> 00:02:22.000]  在約伯記都是這樣形容
[00:02:22.000 --> 00:02:24.000]  馬匹力大快速
[00:02:24.000 --> 00:02:26.000]  似乎是力量的來源
[00:02:26.000 --> 00:02:27.000]  在我們世俗人眼光
[00:02:27.000 --> 00:02:29.000]  帶來給人成功財富得勝
[00:02:29.000 --> 00:02:31.000]  不過剛才試一試和大家玩
[00:02:31.000 --> 00:02:34.000]  大家說到好像賭檔那些人
[00:02:34.000 --> 00:02:35.000]  時時說話
[00:02:35.000 --> 00:02:36.000]  發財做什麼
[00:02:36.000 --> 00:02:38.000]  賣便
[00:02:38.000 --> 00:02:39.000]  還財做什麼
[00:02:39.000 --> 00:02:40.000]  撞手
[00:02:40.000 --> 00:02:43.000]  馬年很多人的拜年
[00:02:43.000 --> 00:02:45.000]  心裡經常想這些東西
[00:02:45.000 --> 00:02:46.000]  希望你們不是這樣想
[00:02:46.000 --> 00:02:49.000]  經過我們這次的引言之後
[00:02:49.000 --> 00:02:51.000]  回想聖經對馬是否這樣理解
[00:02:51.000 --> 00:02:52.000]  今天我們的訊息
[00:02:52.000 --> 00:02:55.000]  或者我想先用詩篇32篇第9節
[00:02:55.000 --> 00:02:56.000]  來做開始
[00:02:56.000 --> 00:03:00.000]  你我不要像那無知的雷馬
[00:03:00.000 --> 00:03:02.000]  必用著橫臂頭勒住他
[00:03:02.000 --> 00:03:04.000]  不然就不能馴服
[00:03:04.000 --> 00:03:06.000]  我很願意金句傳在你心裡
[00:03:06.000 --> 00:03:08.000]  我又很喜歡這一首悔罪詩
[00:03:08.000 --> 00:03:10.000]  32篇9節
[00:03:10.000 --> 00:03:12.000]  你不要像那無知的雷馬
[00:03:12.000 --> 00:03:16.000]  必用著橫臂頭勒住他
[00:03:16.000 --> 00:03:17.000]  不然就不能馴服
[00:03:17.000 --> 00:03:19.000]  作為我們在馬年新一年
[00:03:19.000 --> 00:03:21.000]  求教於神能夠願意成為
[00:03:21.000 --> 00:03:23.000]  真心馴服神的門徒
[00:03:23.000 --> 00:03:24.000]  好不好
[00:03:24.000 --> 00:03:27.000]  今早彼得前書2章4至12節
[00:03:27.000 --> 00:03:28.000]  我給它的主題是
[00:03:28.000 --> 00:03:29.000]  「進心理裡面」
[00:03:29.000 --> 00:03:30.000]  「理」就是主
[00:03:30.000 --> 00:03:33.000]  從上次訊息的新生命舊生活
[00:03:33.000 --> 00:03:34.000]  我們進入這一節
[00:03:34.000 --> 00:03:38.000]  其實在彼得前書第2章
[00:03:38.000 --> 00:03:41.000]  他將聖經裡面一個很重要的真理
[00:03:41.000 --> 00:03:42.000]  基石告訴我們
[00:03:42.000 --> 00:03:45.000]  是因為我們的主為我們成就了什麼
[00:03:45.000 --> 00:03:48.000]  他自己親身成為了防國石
[00:03:48.000 --> 00:03:50.000]  而是有新舊約的詮釋
[00:03:50.000 --> 00:03:51.000]  和新舊約的出處
[00:03:51.000 --> 00:03:52.000]  建立我們
[00:03:52.000 --> 00:03:53.000]  目的是什麼
[00:03:53.000 --> 00:03:54.000]  我們一會兒會看到
[00:03:54.000 --> 00:03:55.000]  過程又如何
[00:03:55.000 --> 00:03:56.000]  容易嗎
[00:03:56.000 --> 00:03:58.000]  會不會有些艱難和考驗
[00:03:58.000 --> 00:04:02.000]  原來我們的主作為了被棄絕的防國石
[00:04:02.000 --> 00:04:05.000]  他的榜樣足以令我們能夠活出
[00:04:05.000 --> 00:04:07.000]  信靠馴服的生命
[00:04:07.000 --> 00:04:09.000]  又藉著新身份的重塑
[00:04:09.000 --> 00:04:12.000]  使我們能夠活出宣揚主德的生命
[00:04:12.000 --> 00:04:15.000]  懂得寫這個講道筆記的人
[00:04:15.000 --> 00:04:17.000]  你已經填完今天的筆記
[00:04:17.000 --> 00:04:18.000]  應該可以離場了
[00:04:18.000 --> 00:04:19.000]  聽完整篇講道
[00:04:19.000 --> 00:04:21.000]  但是還沒開始
[00:04:21.000 --> 00:04:23.000]  到今天我的訊息結束的時候
[00:04:23.000 --> 00:04:25.000]  也讓我們藉著聖經
[00:04:25.000 --> 00:04:26.000]  想提醒大家
[00:04:26.000 --> 00:04:28.000]  在馬年快到的時候
[00:04:28.000 --> 00:04:30.000]  馬有一樣東西我們不要學
[00:04:30.000 --> 00:04:31.000]  聖經提醒我們
[00:04:31.000 --> 00:04:35.000]  就是不要學它像奔騰奔放
[00:04:35.000 --> 00:04:39.000]  聖經經常形容馬力是靠自己
[00:04:39.000 --> 00:04:41.000]  靠埃及的勢力
[00:04:41.000 --> 00:04:42.000]  靠外邦的勢力
[00:04:42.000 --> 00:04:45.000]  我們不要靠馬力自持自傲
[00:04:45.000 --> 00:04:47.000]  而是需要回歸到安靜
[00:04:47.000 --> 00:04:48.000]  安息裡面
[00:04:48.000 --> 00:04:49.000]  去給神充滿
[00:04:49.000 --> 00:04:50.000]  這樣才能夠更加有力
[00:04:50.000 --> 00:04:51.000]  活出信靠馴服
[00:04:51.000 --> 00:04:53.000]  和宣揚主德的生命
[00:04:53.000 --> 00:04:54.000]  好不好
[00:04:54.000 --> 00:04:56.000]  原來我要這樣
[00:04:56.000 --> 00:04:57.000]  我忘記了
[00:04:57.000 --> 00:04:59.000]  話說過去一月初的時候
[00:04:59.000 --> 00:05:02.000]  大家都聽到基督教界的名作者楊肥力
[00:05:02.000 --> 00:05:06.000]  他在婚姻上已經有八年多的婚外情失德
[00:05:06.000 --> 00:05:07.000]  然後在Facebook
[00:05:07.000 --> 00:05:09.000]  由基督教界很多人寫的東西
[00:05:09.000 --> 00:05:11.000]  都已經在談論
[00:05:11.000 --> 00:05:14.000]  在這樣的名作家下
[00:05:14.000 --> 00:05:17.000]  他都有隱藏的八年多婚外情失德下
[00:05:17.000 --> 00:05:19.000]  我們應該要認真思量
[00:05:19.000 --> 00:05:23.000]  我們的信仰根基是否堅固
[00:05:23.000 --> 00:05:25.000]  我們信仰平時的實踐是怎樣呢
[00:05:25.000 --> 00:05:27.000]  實踐到他出了這麼多書
[00:05:27.000 --> 00:05:29.000]  都竟然有隱藏的罪惡
[00:05:29.000 --> 00:05:32.000]  並且如果真的跌到這樣的時候
[00:05:32.000 --> 00:05:35.000]  我們可不可以像他一樣站出來認罪
[00:05:35.000 --> 00:05:38.000]  並且和太太願意挽回婚姻呢
[00:05:38.000 --> 00:05:41.000]  這個信仰的重塑將會是一個怎樣的過程呢
[00:05:41.000 --> 00:05:46.000]  都是我們今天在講述裏面要反省的
[00:05:46.000 --> 00:05:48.000]  有多少人看不看到那個字
[00:05:48.000 --> 00:05:49.000]  好像很小
[00:05:49.000 --> 00:05:51.000]  能不能幫我讀出來
[00:05:51.000 --> 00:05:55.000]  同樣的事情會不會發生在我身上呢
[00:05:55.000 --> 00:05:56.000]  你覺得
[00:05:56.000 --> 00:05:58.000]  當你像這個人一樣
[00:05:58.000 --> 00:06:02.000]  戴耳筒在吹口哨唱歌的時候
[00:06:02.000 --> 00:06:03.000]  有多少人你以為
[00:06:03.000 --> 00:06:07.000]  即或過去或者其他海外和華人教會界人士
[00:06:07.000 --> 00:06:09.000]  和教會的領袖、牧者
[00:06:09.000 --> 00:06:11.000]  在信仰道德上軟弱
[00:06:11.000 --> 00:06:13.000]  你是不會跌倒的
[00:06:13.000 --> 00:06:14.000]  有沒有這樣的人
[00:06:14.000 --> 00:06:16.000]  試試舉手看看
[00:06:16.000 --> 00:06:19.000]  我看到好像有一個人舉手
[00:06:19.000 --> 00:06:21.000]  你是拗頭
[00:06:21.000 --> 00:06:23.000]  不舉手
[00:06:23.000 --> 00:06:25.000]  而且你覺得十拿九穩
[00:06:25.000 --> 00:06:26.000]  再舉多一次
[00:06:26.000 --> 00:06:27.000]  我再給你一次機會
[00:06:27.000 --> 00:06:29.000]  我們馬上當你是聖人般拜
[00:06:29.000 --> 00:06:31.000]  不會吧
[00:06:31.000 --> 00:06:34.000]  歷史中的但丁在神曲裏面
[00:06:34.000 --> 00:06:36.000]  根據罪行的嚴重性
[00:06:36.000 --> 00:06:38.000]  信次罪排了七宗罪
[00:06:38.000 --> 00:06:40.000]  大家應該都看過那部電影
[00:06:40.000 --> 00:06:41.000]  並且唯有相信
[00:06:41.000 --> 00:06:43.000]  七種德行可以去抗拒、克服
[00:06:43.000 --> 00:06:44.000]  大家可能都不陌生
