
[00:00:00.000 --> 00:00:04.400]  謝謝敬拜隊帶領我們一起去敬拜上帝
[00:00:04.400 --> 00:00:06.560]  主席樓帶領我們預備我們的心
[00:00:06.560 --> 00:00:09.560]  知道我們今天坐在這裡不是一個習慣
[00:00:09.560 --> 00:00:11.840]  不是因為你行上每個星期回來
[00:00:11.840 --> 00:00:15.240]  而是因為我們知道有一位愛我們的上帝
[00:00:15.240 --> 00:00:17.560]  我們回來聽他的說話
[00:00:17.560 --> 00:00:20.000]  盼望我們能夠在今天的崇拜
[00:00:20.000 --> 00:00:22.560]  一起更加深認識上帝
[00:00:22.560 --> 00:00:24.880]  今天在講到之前
[00:00:24.880 --> 00:00:26.480]  很想問大家一個問題
[00:00:26.480 --> 00:00:28.000]  已經打了PowerPoint
[00:00:28.000 --> 00:00:30.120]  就是講到有一個問題
[00:00:30.120 --> 00:00:32.800]  人的眼睛看不到的東西
[00:00:32.800 --> 00:00:34.800]  是否就是不存在的呢?
[00:00:34.800 --> 00:00:37.600]  不知道你們心裡有什麼答案
[00:00:37.600 --> 00:00:38.800]  是還是不是
[00:00:38.800 --> 00:00:40.800]  甚或在12樓這個地方
[00:00:40.800 --> 00:00:42.080]  有些東西是你看不到的
[00:00:42.080 --> 00:00:44.640]  但是它是真真實實存在的
[00:00:44.640 --> 00:00:46.160]  那些是什麼來的呢?
[00:00:46.160 --> 00:00:48.160]  (病毒)
[00:00:48.160 --> 00:00:50.160]  OK
[00:00:50.160 --> 00:00:52.160]  (病毒)
[00:00:52.160 --> 00:00:53.160]  病毒 病毒
[00:00:53.160 --> 00:00:55.160]  是病毒 看到有些人戴了口罩
[00:00:55.160 --> 00:00:57.160]  可能是病毒在我們看不見的
[00:00:57.160 --> 00:00:59.160]  另外就是
[00:00:59.160 --> 00:01:01.160]  簡單一點 你看到這裡的燈
[00:01:01.160 --> 00:01:03.160]  你看到這些燈光
[00:01:03.160 --> 00:01:05.160]  其實是電 你看不到的
[00:01:05.160 --> 00:01:06.160]  但其實你看到這些燈光
[00:01:06.160 --> 00:01:07.160]  代表我們這裡有電
[00:01:07.160 --> 00:01:09.160]  不然就不會發生
[00:01:09.160 --> 00:01:11.160]  另外這裡還有一樣很重要的東西
[00:01:11.160 --> 00:01:13.160]  是我每次回來都很喜歡的
[00:01:13.160 --> 00:01:15.160]  是什麼呢?
[00:01:15.160 --> 00:01:17.160]  我聽到凌峰說空氣
[00:01:17.160 --> 00:01:20.160]  原來那樣東西叫做愛
[00:01:20.160 --> 00:01:23.160]  因為你想想你身邊的導師
[00:01:23.160 --> 00:01:25.160]  其實他們平日是要上班的
[00:01:25.160 --> 00:01:27.160]  現在星期六來到當中
[00:01:27.160 --> 00:01:29.160]  跟你們相處
[00:01:29.160 --> 00:01:30.160]  帶你們小組
[00:01:30.160 --> 00:01:32.160]  我想他們真的是因為愛的緣故
[00:01:32.160 --> 00:01:34.160]  來到當中跟你們一起崇拜
[00:01:34.160 --> 00:01:35.160]  一起帶小組
[00:01:35.160 --> 00:01:37.160]  所以愛好像看不見
[00:01:37.160 --> 00:01:40.160]  但是透過一些行為
[00:01:40.160 --> 00:01:42.160]  或者他們的表演
[00:01:42.160 --> 00:01:43.160]  可以看得出來的
[00:01:43.160 --> 00:01:46.160]  今天還記得我們這個年度
[00:01:46.160 --> 00:01:48.160]  9月開始我們青少部
[00:01:48.160 --> 00:01:50.160]  有一個新的年度主題
[00:01:50.160 --> 00:01:52.160]  叫做A Life in Christ
[00:01:52.160 --> 00:01:53.160]  Let's Go and Shine
[00:01:53.160 --> 00:01:56.160]  另外我們每兩個月都有一個雙月題
[00:01:56.160 --> 00:02:01.160]  這兩個月其實是有信心的主題
[00:02:01.160 --> 00:02:03.160]  我們平時說到信心
[00:02:03.160 --> 00:02:04.160]  好像一些很虛的東西
[00:02:04.160 --> 00:02:06.160]  好像看不見的東西
[00:02:06.160 --> 00:02:07.160]  信心
[00:02:07.160 --> 00:02:09.160]  不知道怎樣去解釋
[00:02:09.160 --> 00:02:11.160]  但原來今天都想和大家透過
[00:02:11.160 --> 00:02:12.160]  一會兒看的經文
[00:02:12.160 --> 00:02:14.160]  去說一下其實信心
[00:02:14.160 --> 00:02:16.160]  原來肉眼看不見
[00:02:16.160 --> 00:02:18.160]  但都能夠透過一些事
[00:02:18.160 --> 00:02:19.160]  讓人看得到
[00:02:19.160 --> 00:02:23.160]  今天和大家去看《馬太福音》七章24到29節
[00:02:23.160 --> 00:02:28.160]  去看見原來信心或者信仰是能夠被看見的
[00:02:28.160 --> 00:02:31.160]  先去看看
[00:02:31.160 --> 00:02:33.160]  我來按
[00:02:33.160 --> 00:02:34.160]  經文的背景
[00:02:34.160 --> 00:02:37.160]  剛剛說到我們今天會看的經文
[00:02:37.160 --> 00:02:40.160]  是在《馬太福音》七章24到29節
[00:02:40.160 --> 00:02:42.160]  先說一下背景
[00:02:42.160 --> 00:02:44.160]  七章的這個部分
[00:02:44.160 --> 00:02:47.160]  其實是包含《馬太福音》五至第七章
[00:02:47.160 --> 00:02:51.160]  整個兩章的經文
[00:02:51.160 --> 00:02:53.160]  是說一個叫登山補訓
[00:02:53.160 --> 00:02:55.160]  The Sermon on the Mount
[00:02:55.160 --> 00:02:58.160]  是一篇耶穌的講章或者講道
[00:02:58.160 --> 00:03:02.160]  兩章裏面通常都是說
[00:03:02.160 --> 00:03:05.160]  耶穌教導什麼是天國的福音
[00:03:05.160 --> 00:03:07.160]  作為一個天國的子民
[00:03:07.160 --> 00:03:09.160]  你應該有的生命品格
[00:03:09.160 --> 00:03:12.160]  其實裏面有很多不少你們很熟悉
[00:03:12.160 --> 00:03:13.160]  可能在青少部
[00:03:13.160 --> 00:03:14.160]  甚至在兒童部
[00:03:14.160 --> 00:03:16.160]  你都聽過的一些經文或者教導
[00:03:16.160 --> 00:03:20.160]  例如說我們殉途要成為世上的炎
[00:03:20.160 --> 00:03:21.160]  世上的光
[00:03:21.160 --> 00:03:23.160]  叫我們不要去論斷人
[00:03:23.160 --> 00:03:25.160]  或者叫我們要愛你的仇敵
[00:03:25.160 --> 00:03:26.160]  要去憐憫人
[00:03:26.160 --> 00:03:29.160]  甚至你們可能小時候會背的主禱文
[00:03:29.160 --> 00:03:32.160]  都是在這五至七章裏面出現
[00:03:32.160 --> 00:03:35.160]  而今天我們所看的24到29節
[00:03:35.160 --> 00:03:38.160]  正是登山補訓最後的一個部分
[00:03:38.160 --> 00:03:41.160]  我們一起去讀接下來的經文
[00:03:41.160 --> 00:03:43.160]  24到29節
[00:03:43.160 --> 00:03:45.160]  我們一起去中讀
[00:03:45.160 --> 00:03:46.160]  321
[00:03:46.160 --> 00:03:47.160]  所以
[00:03:47.160 --> 00:03:50.160]  凡聽了我這些話又去做的
[00:03:50.160 --> 00:03:55.160]  好比一個聰明人把房子蓋在盤石上
[00:03:55.160 --> 00:03:57.160]  風吹雨打水沖
[00:03:57.160 --> 00:03:59.160]  沖擊那房子
[00:03:59.160 --> 00:04:01.160]  房子還不倒塌
[00:04:01.160 --> 00:04:03.160]  因為根基立在盤石上
[00:04:03.160 --> 00:04:07.160]  凡聽了我這些話而不去做的
[00:04:07.160 --> 00:04:11.160]  好比一個無知的人把房子蓋在沙土上
[00:04:11.160 --> 00:04:14.160]  風吹雨打水沖
[00:04:14.160 --> 00:04:16.160]  沖擊那房子
[00:04:16.160 --> 00:04:18.160]  房子就倒塌了
[00:04:18.160 --> 00:04:20.160]  並且倒塌得很厲害
[00:04:20.160 --> 00:04:23.160]  耶穌說完了這些話
[00:04:23.160 --> 00:04:26.160]  眾人對他的教導都感到驚奇
[00:04:26.160 --> 00:04:30.160]  因為他教導他們正像有權柄的人
[00:04:30.160 --> 00:04:32.160]  不像他們的民事
[00:04:32.160 --> 00:04:34.160]  我們開始之前一起有個禱告
[00:04:34.160 --> 00:04:39.160]  上帝我們求祢去幫助我們
[00:04:39.160 --> 00:04:42.160]  知道大家都可能在忙碌的季節裏面
[00:04:42.160 --> 00:04:45.160]  不論是考試或是尾聲
[00:04:45.160 --> 00:04:46.160]  祢還有原來給我們今天
[00:04:46.160 --> 00:04:48.160]  我們都能夠有一個專心
[00:04:48.160 --> 00:04:50.160]  聖靈也會幫助我們
[00:04:50.160 --> 00:04:53.160]  在你的話裏面得著幫助
[00:04:53.160 --> 00:04:57.160]  亦都學習去實踐自己的話語
[00:04:57.160 --> 00:04:58.160]  你聽我們禱告
[00:04:58.160 --> 00:04:59.160]  以信禱告
[00:04:59.160 --> 00:05:01.160]  奉主耶穌基督聖靈求
[00:05:01.160 --> 00:05:02.160]  阿門
[00:05:02.160 --> 00:05:07.160]  我們接下來一起看當中的經文
[00:05:07.160 --> 00:05:09.160]  其實24至27節
[00:05:09.160 --> 00:05:12.160]  是大家可能有聽過或熟悉的一段經文
[00:05:12.160 --> 00:05:17.160]  是一個聰明和無知的人去建樓的比喻
[00:05:17.160 --> 00:05:21.160]  裏面提及到聰明和無知的人
