
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹各位朋友早安
[00:00:04.000 --> 00:00:07.000]  無論在實體的在閣樓層
[00:00:07.000 --> 00:00:09.000]  還有在網上的弟兄姊妹
[00:00:09.000 --> 00:00:13.000]  很感恩我們今天再一次來到崇拜
[00:00:13.000 --> 00:00:15.000]  去親近我們的主
[00:00:15.000 --> 00:00:19.000]  今天我們繼續教會的崇拜專題講道系列
[00:00:19.000 --> 00:00:21.000]  與神相遇
[00:00:21.000 --> 00:00:24.000]  今天去到第五講了
[00:00:24.000 --> 00:00:29.000]  今天的講題是在服事中與神相遇
[00:00:29.000 --> 00:00:34.000]  不知道講起服事大家會想起什麼呢
[00:00:34.000 --> 00:00:38.000]  會不會想起家裡如果有個人
[00:00:38.000 --> 00:00:40.000]  翹著手等幫手
[00:00:40.000 --> 00:00:42.000]  不幫手
[00:00:42.000 --> 00:00:45.000]  在這裡等人服事的話
[00:00:45.000 --> 00:00:49.000]  你也不想服事他
[00:00:49.000 --> 00:00:51.000]  又或者會不會想起
[00:00:51.000 --> 00:00:53.000]  在我們香港裡面
[00:00:53.000 --> 00:00:57.000]  很多家庭都有請家庭傭工
[00:00:57.000 --> 00:00:59.000]  想起請傭工
[00:00:59.000 --> 00:01:03.000]  大家會不會想到請來服事自己
[00:01:03.000 --> 00:01:10.000]  也因而想到服事好像是相對卑微的工作
[00:01:10.000 --> 00:01:12.000]  又或者你會不會想起
[00:01:12.000 --> 00:01:16.000]  在教會裡面都有很多不同的服事崗位
[00:01:16.000 --> 00:01:22.000]  所以服事就是這些崗位的負責人他們的責任
[00:01:22.000 --> 00:01:23.000]  弟兄姊妹
[00:01:23.000 --> 00:01:28.000]  是什麼人你會甘心樂意願意服事他呢
[00:01:28.000 --> 00:01:31.000]  是不是只限於你的愛人
[00:01:31.000 --> 00:01:33.000]  你的良人
[00:01:33.000 --> 00:01:35.000]  或者你家裡的心肝寶貝
[00:01:35.000 --> 00:01:40.000]  你才樂意服事他呢
[00:01:40.000 --> 00:01:43.000]  在這本書叫做與神相遇
[00:01:43.000 --> 00:01:46.000]  裡面作者Gary Thomas
[00:01:46.000 --> 00:01:50.000]  他裡面有一個關於服事他自己的經歷
[00:01:50.000 --> 00:01:52.000]  他這樣來分享
[00:01:52.000 --> 00:01:57.000]  他裡面中文的譯名叫做Gary
[00:01:57.000 --> 00:02:00.000]  話說在Gary讀大學的時候
[00:02:00.000 --> 00:02:05.000]  有一個大學同學患有嚴重肌肉萎縮症
[00:02:05.000 --> 00:02:08.000]  行動不方便需要坐輪椅
[00:02:08.000 --> 00:02:11.000]  Gary以下所經歷的事
[00:02:11.000 --> 00:02:14.000]  其實是距離這位患病的同學
[00:02:14.000 --> 00:02:18.000]  最終死於肺炎離世前大概兩年的時間
[00:02:18.000 --> 00:02:23.000]  其實肌肉萎縮症的病人往往都是死於這個病
[00:02:23.000 --> 00:02:25.000]  當時Gary的經歷是
[00:02:25.000 --> 00:02:27.000]  有一次在大學裡面
[00:02:27.000 --> 00:02:31.000]  這個患有嚴重肌肉萎縮症的同學
[00:02:31.000 --> 00:02:36.000]  忽然間將他的輪椅靠近Gary
[00:02:36.000 --> 00:02:38.000]  小聲跟他說
[00:02:38.000 --> 00:02:41.000]  Gary 我發生了一些意外
[00:02:41.000 --> 00:02:43.000]  我需要你幫忙
[00:02:43.000 --> 00:02:45.000]  Gary皺起眉頭
[00:02:45.000 --> 00:02:48.000]  其實他也猜到
[00:02:48.000 --> 00:02:52.000]  但他也想裝作聽不到發生了什麼事
[00:02:52.000 --> 00:02:55.000]  不過表面上Gary仍然回應
[00:02:55.000 --> 00:02:59.000]  沒問題的 我們一起去處理
[00:02:59.000 --> 00:03:02.000]  原來因為病情的惡化
[00:03:02.000 --> 00:03:04.000]  其實當時這個同學
[00:03:04.000 --> 00:03:07.000]  因著失禁 妥協
[00:03:07.000 --> 00:03:11.000]  而需要人幫忙的次數已經越來越多
[00:03:11.000 --> 00:03:14.000]  最初Gary覺得自己不能夠
[00:03:14.000 --> 00:03:17.000]  其實也不想去幫他
[00:03:17.000 --> 00:03:21.000]  當他不過試了一次去幫他的時候
[00:03:21.000 --> 00:03:26.000]  實際上那個經驗還是可以的
[00:03:26.000 --> 00:03:29.000]  雖然其實Gary幫這個同學的時候
[00:03:29.000 --> 00:03:32.000]  也有些很傻的經歷
[00:03:32.000 --> 00:03:36.000]  例如有一次Gary來幫他脫衣服
[00:03:36.000 --> 00:03:38.000]  大家知道他是失禁 妥協
[00:03:38.000 --> 00:03:40.000]  大家可以想像的情況
[00:03:40.000 --> 00:03:43.000]  全身都髒了 以他行動不便
[00:03:43.000 --> 00:03:46.000]  Gary就幫他換衣服
[00:03:46.000 --> 00:03:49.000]  換衣服就只顧著摺衣服
[00:03:49.000 --> 00:03:51.000]  於是就忘記了
[00:03:51.000 --> 00:03:54.000]  突然間聽到他這個同學很忍耐
[00:03:54.000 --> 00:03:56.000]  但又很迫切地叫他
[00:03:56.000 --> 00:03:58.000]  Gary Gary
[00:03:58.000 --> 00:04:00.000]  Gary才馬上看看他
[00:04:00.000 --> 00:04:02.000]  原來這個同學脫衣服
[00:04:02.000 --> 00:04:04.000]  其實會坐不穩
[00:04:04.000 --> 00:04:06.000]  因為這個同學當時他的力量
[00:04:06.000 --> 00:04:10.000]  已經不能夠維持自己的身體平衡
[00:04:10.000 --> 00:04:13.000]  所以下次Gary就學會
[00:04:13.000 --> 00:04:16.000]  幫他換衣服一定要用膝蓋
[00:04:16.000 --> 00:04:19.000]  還有綁住他 讓他不要跌倒
[00:04:19.000 --> 00:04:22.000]  後來每一次當這個同學
[00:04:22.000 --> 00:04:24.000]  他所聘請的保姆
[00:04:24.000 --> 00:04:26.000]  如果不在的時候
[00:04:26.000 --> 00:04:32.000]  Gary都成為了這個同學的求助對象
[00:04:32.000 --> 00:04:35.000]  各位電影姐妹 各位朋友
[00:04:35.000 --> 00:04:37.000]  如果有一個患病的人
[00:04:37.000 --> 00:04:41.000]  他因為失禁 吐瀉 在你面前
[00:04:41.000 --> 00:04:43.000]  而他行動不便的
[00:04:43.000 --> 00:04:45.000]  他請求你幫他
[00:04:45.000 --> 00:04:48.000]  其實你們想不想幫他
[00:04:48.000 --> 00:04:50.000]  其實都會有些猶豫
[00:04:50.000 --> 00:04:52.000]  我見到有人點頭 很感恩 很感動
[00:04:52.000 --> 00:04:54.000]  不過我覺得有些猶豫
[00:04:54.000 --> 00:04:56.000]  會有些猶豫
[00:04:56.000 --> 00:04:58.000]  人之常情
[00:04:58.000 --> 00:05:00.000]  其實我願不願意幫他呢
[00:05:00.000 --> 00:05:02.000]  電影姐妹 如果有一個有需要的人
[00:05:02.000 --> 00:05:05.000]  在你面前 去視他呢
[00:05:05.000 --> 00:05:09.000]  其實Gary的服侍經歷還未完結
[00:05:09.000 --> 00:05:12.000]  我們留待一會再後會分解
[00:05:12.000 --> 00:05:15.000]  今天我們的正道經文
[00:05:15.000 --> 00:05:19.000]  是在路加福音十章25至37節
[00:05:19.000 --> 00:05:21.000]  大家都可能熟悉的經文
[00:05:21.000 --> 00:05:25.000]  就是關於好殺瑪利亞人的比喻
[00:05:25.000 --> 00:05:26.000]  在頭影片裏面
[00:05:26.000 --> 00:05:29.000]  我嘗試將經文分了角色
