
[00:00:00.000 --> 00:00:05.240]  好,謝謝敬拜隊帶領我們有敬拜時間
[00:00:05.240 --> 00:00:07.960]  我覺得剛才整個敬拜都很平靜
[00:00:07.960 --> 00:00:10.280]  其實剛才這個星期
[00:00:10.280 --> 00:00:11.520]  因為一開始主席說
[00:00:11.520 --> 00:00:13.280]  這個星期你經歷了甚麼
[00:00:13.280 --> 00:00:16.560]  這個星期自己也經歷了一些難處
[00:00:16.560 --> 00:00:18.640]  遲些有機會跟大家分享
[00:00:18.640 --> 00:00:21.240]  不過我想剛才那份平靜
[00:00:21.240 --> 00:00:23.440]  我想也是對著我們每一個人說
[00:00:23.440 --> 00:00:25.080]  其實我相信不單是我
[00:00:25.080 --> 00:00:26.280]  剛才過去一個星期
[00:00:26.280 --> 00:00:29.160]  可能你們在你們的學校、你們的家
[00:00:29.200 --> 00:00:31.880]  甚至在你們同學之間
[00:00:31.880 --> 00:00:33.120]  甚至是你們對自己
[00:00:33.120 --> 00:00:36.040]  可能都帶著一些不知怎樣的情感
[00:00:36.040 --> 00:00:37.360]  或者一些事情發生了
[00:00:37.360 --> 00:00:39.000]  但我覺得上帝每個星期
[00:00:39.000 --> 00:00:40.600]  要我們回來教會
[00:00:40.600 --> 00:00:43.360]  透過崇拜、敬拜
[00:00:43.360 --> 00:00:46.440]  再一次知道即使外面有多大的風浪
[00:00:46.440 --> 00:00:48.360]  但上帝仍然掌管
[00:00:48.360 --> 00:00:49.520]  只要我們回來
[00:00:49.520 --> 00:00:51.280]  我們就能夠體會
[00:00:51.280 --> 00:00:52.840]  世界有很多風浪
[00:00:52.840 --> 00:00:55.640]  但上帝仍然成為我們的幫助
[00:00:55.640 --> 00:00:58.760]  今天在「講道之先」
[00:00:58.800 --> 00:01:00.840]  很想跟大家分享一下
[00:01:00.840 --> 00:01:05.040]  這幾個月我實行健康人生
[00:01:05.040 --> 00:01:07.080]  我以前獨居
[00:01:07.080 --> 00:01:09.440]  基本上我以前也不會煮飯
[00:01:09.440 --> 00:01:13.040]  但這幾個月開始學習煮飯
[00:01:13.040 --> 00:01:14.200]  健康一點
[00:01:14.200 --> 00:01:16.240]  當然是差不多一年多
[00:01:16.240 --> 00:01:18.040]  又多做運動
[00:01:18.040 --> 00:01:20.520]  很想操練一下自己
[00:01:20.520 --> 00:01:23.560]  我這個想法就是
[00:01:23.560 --> 00:01:25.480]  煮食物就要去買菜
[00:01:25.480 --> 00:01:26.760]  不會有人買給你
[00:01:26.800 --> 00:01:29.360]  我樓下有一間很大的胃腔
[00:01:29.360 --> 00:01:31.080]  我開始煮飯的時候
[00:01:31.080 --> 00:01:32.800]  發現原來買菜煮飯
[00:01:32.800 --> 00:01:34.600]  也是很大的學問
[00:01:34.600 --> 00:01:37.320]  那天晚上我打算煎豬扒
[00:01:37.320 --> 00:01:38.440]  想煎豬扒
[00:01:38.440 --> 00:01:40.280]  下樓後就想買豬扒
[00:01:40.280 --> 00:01:42.880]  胃腔那裡有些凍櫃
[00:01:42.880 --> 00:01:45.680]  打算看很多不同的食材
[00:01:45.680 --> 00:01:47.600]  到豬那一排
[00:01:47.600 --> 00:01:50.600]  原來豬扒也有很多種
[00:01:50.600 --> 00:01:52.200]  有豬肉眼扒
[00:01:52.200 --> 00:01:53.640]  有梅頭扒
[00:01:53.640 --> 00:01:55.720]  有普通的大骨豬扒
[00:01:55.760 --> 00:01:57.280]  還有很多種
[00:01:57.280 --> 00:01:58.880]  我在想有甚麼不同
[00:01:58.880 --> 00:01:59.880]  價錢也不同
[00:01:59.880 --> 00:02:01.080]  顏色也有些不同
[00:02:01.080 --> 00:02:02.160]  如果大家留意
[00:02:02.160 --> 00:02:03.640]  在不知道不同的時候
[00:02:03.640 --> 00:02:05.760]  我記得我在胃腔走到一旁
[00:02:05.760 --> 00:02:07.600]  拿出我的手機搜尋一下
[00:02:07.600 --> 00:02:09.080]  有甚麼不同
[00:02:09.080 --> 00:02:10.080]  如何烹調
[00:02:10.080 --> 00:02:11.760]  如果要煎哪種比較好
[00:02:11.760 --> 00:02:13.360]  如何煎等等
[00:02:13.360 --> 00:02:17.160]  原來有很多東西要學習
[00:02:17.160 --> 00:02:18.800]  話說我做運動
[00:02:18.800 --> 00:02:20.640]  做運動的時候
[00:02:20.640 --> 00:02:21.920]  女性到了某個年紀
[00:02:21.920 --> 00:02:24.240]  鈣質也會流失得較多
[00:02:24.280 --> 00:02:27.040]  我想補鈣
[00:02:27.040 --> 00:02:29.040]  又到了胃腔
[00:02:29.040 --> 00:02:30.640]  胃腔到奶類
[00:02:30.640 --> 00:02:31.560]  這麼快
[00:02:31.560 --> 00:02:33.640]  到奶類製品
[00:02:33.640 --> 00:02:35.080]  又有很多選擇
[00:02:35.080 --> 00:02:35.800]  通常補鈣
[00:02:35.800 --> 00:02:36.880]  你馬上想起甚麼
[00:02:36.880 --> 00:02:38.680]  當然是喝牛奶
[00:02:38.680 --> 00:02:39.880]  我打算喝牛奶
[00:02:39.880 --> 00:02:43.280]  第一次買牛奶回去喝
[00:02:43.280 --> 00:02:45.760]  發覺年紀不大
[00:02:45.760 --> 00:02:48.560]  喝得多的時候容易胃脹
[00:02:48.560 --> 00:02:50.400]  不知道大家知道甚麼意思
[00:02:50.400 --> 00:02:52.120]  不太舒服
[00:02:52.160 --> 00:02:54.200]  我上網做了一些資料搜集
[00:02:54.200 --> 00:02:56.680]  奶類補鈣
[00:02:56.680 --> 00:03:00.000]  但不會容易引起胃脹
[00:03:00.000 --> 00:03:04.400]  發現杏仁奶比較好
[00:03:04.400 --> 00:03:06.080]  我嘗試喝
[00:03:06.080 --> 00:03:07.120]  嘗試的時候
[00:03:07.120 --> 00:03:09.000]  真的,它是高鈣
[00:03:09.000 --> 00:03:12.640]  同樣,胃也不會太頂住
[00:03:12.640 --> 00:03:14.000]  我想說甚麼
[00:03:14.000 --> 00:03:17.760]  原來要懂得選擇一種東西
[00:03:17.760 --> 00:03:20.480]  你要知道有甚麼可以選擇
[00:03:20.480 --> 00:03:21.920]  哪種東西適合你
[00:03:21.960 --> 00:03:24.480]  當中有很多學問
[00:03:24.480 --> 00:03:28.120]  今天很想透過一段經文
[00:03:28.120 --> 00:03:31.720]  在《生命記》30章11至20節
[00:03:31.720 --> 00:03:34.960]  透過這個主題一起重選
[00:03:34.960 --> 00:03:36.680]  思考一下
[00:03:36.680 --> 00:03:37.960]  我們作為基督徒
[00:03:37.960 --> 00:03:40.800]  經常說要選擇適合神心意的事
[00:03:40.800 --> 00:03:44.600]  或是說要尋求神的旨意和心意
[00:03:44.600 --> 00:03:46.360]  其實是怎樣的呢
[00:03:46.360 --> 00:03:50.120]  今天透過這段經文一起認識
[00:03:50.120 --> 00:03:51.640]  我們先一起讀
[00:03:51.680 --> 00:03:53.120]  以下的經文
[00:03:53.120 --> 00:03:54.960]  預備起
[00:03:54.960 --> 00:03:57.760]  「我今日所吩咐你的誡命」
[00:03:57.760 --> 00:04:00.960]  「對你並不困難,也不太遠」
[00:04:00.960 --> 00:04:02.640]  「不是在天上」
[00:04:02.640 --> 00:04:07.840]  「使你說,誰為我們上天去取來給我們」
[00:04:07.840 --> 00:04:10.440]  「我們聽了可以進行」
[00:04:10.440 --> 00:04:12.840]  「也不是在海的那邊」
[00:04:12.840 --> 00:04:17.040]  「使你說,誰為我們到海的那邊」
[00:04:17.040 --> 00:04:18.880]  「去取來給我們」
[00:04:18.920 --> 00:04:21.720]  「使我們聽了可以進行」
[00:04:21.720 --> 00:04:24.040]  「因這話離你很近」
[00:04:24.040 --> 00:04:27.000]  「就在你口中,在你心裡」
[00:04:27.000 --> 00:04:28.920]  「使你可以進行」
[00:04:28.920 --> 00:04:33.600]  「看,我今日將生死禍福擺在你面前」
[00:04:33.600 --> 00:04:34.920]  哎呀,對了
[00:04:34.920 --> 00:04:37.400]  「我今日所吩咐你的」
[00:04:37.400 --> 00:04:40.240]  「就是要愛耶和華你的神」
[00:04:40.240 --> 00:04:41.800]  「進行他的道」
[00:04:41.800 --> 00:04:45.160]  「謹守他的誡命、律例、典章」
[00:04:45.160 --> 00:04:47.920]  「使你可以存活、增多」
[00:04:47.960 --> 00:04:49.960]  「而且耶和華你的神」
[00:04:49.960 --> 00:04:53.680]  「必在你所要進去得遺孽的地上」
[00:04:53.680 --> 00:04:55.080]  「賜福給你」
[00:04:55.080 --> 00:04:58.400]  「倘若你的心偏離,不肯聽從」
[00:04:58.400 --> 00:05:02.360]  「卻被引誘去敬拜別神、侍奉他們」
[00:05:02.360 --> 00:05:04.560]  「我今日向你們申明」
[00:05:04.560 --> 00:05:06.360]  「你們必定滅亡」
[00:05:06.360 --> 00:05:10.400]  「在你過躍但河進去得遺孽的地上」
[00:05:10.400 --> 00:05:12.960]  「你的日子必不長久」
[00:05:12.960 --> 00:05:16.560]  「我今日呼天喚地向你作見證」
[00:05:16.600 --> 00:05:18.760]  「我已經將生與死」
[00:05:18.760 --> 00:05:22.040]  「祝福與救助擺在你面前」
[00:05:22.040 --> 00:05:24.640]  「所以你要揀選生命」
[00:05:24.640 --> 00:05:28.040]  「好使你和你的後裔都得存活」
[00:05:28.040 --> 00:05:30.480]  「耶和華你的神」
[00:05:30.480 --> 00:05:33.720]  「聽從他的誡命,謹謹跟隨他」
[00:05:33.720 --> 00:05:35.960]  「因為他是你的生命」
[00:05:35.960 --> 00:05:38.800]  「必使你的日子得以長久」
[00:05:38.800 --> 00:05:41.280]  「可以在耶和華向你列祖」
[00:05:41.280 --> 00:05:44.200]  「阿伯拉罕、以撒、雅各、喜世」
[00:05:44.240 --> 00:05:46.840]  「要給他們的地上居住」
[00:05:46.840 --> 00:05:48.280]  我們先一起禱告
[00:05:48.280 --> 00:05:53.160]  主,多謝你留下聖經、你的話給我們
[00:05:53.160 --> 00:05:56.360]  以致我們能夠在面對世界的聲音
[00:05:56.360 --> 00:05:57.760]  世界很多的風浪裡
[00:05:57.760 --> 00:06:00.840]  我們知道我們如何走在你的光明當中
[00:06:00.840 --> 00:06:02.680]  走在你的心意當中
[00:06:02.680 --> 00:06:04.960]  願聖靈在我們心中動功
[00:06:04.960 --> 00:06:06.800]  讓我們能夠明白你的話
[00:06:06.800 --> 00:06:08.440]  去莊重你的話
[00:06:08.440 --> 00:06:10.480]  願你幫助以下的時間
[00:06:10.480 --> 00:06:12.280]  一起去認識你的說話
[00:06:12.320 --> 00:06:14.800]  以信禱告,奉主耶穌基督,聖名求
[00:06:14.800 --> 00:06:15.880]  阿們
[00:06:15.880 --> 00:06:18.840]  我們來到第一點
[00:06:18.840 --> 00:06:21.640]  就是你知道有甚麼可以選擇
[00:06:21.640 --> 00:06:25.120]  先看11至14節
[00:06:25.120 --> 00:06:27.240]  我們今天剛才說
[00:06:27.240 --> 00:06:29.480]  我們在看生命記的第30章
[00:06:29.480 --> 00:06:31.320]  其實再後一點
[00:06:31.320 --> 00:06:33.920]  4章之後,即是34章
