
[00:00:00.000 --> 00:00:04.000]  親愛的弟兄姊妹平安
[00:00:04.000 --> 00:00:08.000]  很感恩今天能夠在這裡跟大家分享神的寶貴說話
[00:00:08.000 --> 00:00:13.000]  今天的題目是「喜可躺平等候主在來」
[00:00:13.000 --> 00:00:16.000]  不知道我講起躺平的時候
[00:00:16.000 --> 00:00:19.000]  你們的腦海裡面會想起什麼
[00:00:19.000 --> 00:00:24.000]  會不會是有時候看新聞說那種抗疫政策的躺平呢
[00:00:24.000 --> 00:00:29.000]  還是我放大架就可以躺平了
[00:00:29.000 --> 00:00:33.000]  好像圖片裡面的貓貓一樣
[00:00:33.000 --> 00:00:38.000]  四腳朝天躺平很舒服的狀態
[00:00:38.000 --> 00:00:42.000]  今天我想跟大家看看屬靈的躺平
[00:00:42.000 --> 00:00:47.000]  在講之前來看看躺平根據維基百科的定義是什麼
[00:00:47.000 --> 00:00:49.000]  根據維基百科的定義
[00:00:49.000 --> 00:00:55.000]  其實躺平這個詞是20世紀很流行的網絡用語
[00:00:55.000 --> 00:00:59.000]  是指90和00後的年輕人
[00:00:59.000 --> 00:01:03.000]  他們看到社會階層好像不能動
[00:01:03.000 --> 00:01:04.000]  不能流動
[00:01:04.000 --> 00:01:10.000]  所以對這個社會感覺到失去一個沒有盼望
[00:01:10.000 --> 00:01:17.000]  所以想起與其我繼續順著這個期望去努力奮鬥
[00:01:17.000 --> 00:01:19.000]  不如我就採用躺平
[00:01:19.000 --> 00:01:23.000]  這種無欲無求的處事方式
[00:01:23.000 --> 00:01:27.000]  今天想跟大家思想屬靈的躺平
[00:01:27.000 --> 00:01:30.000]  如果給我下一個定義
[00:01:30.000 --> 00:01:32.000]  就是會不會有些信徒
[00:01:32.000 --> 00:01:34.000]  想著我已經信了耶穌
[00:01:34.000 --> 00:01:37.000]  我已經有上天堂的護照
[00:01:37.000 --> 00:01:40.000]  所以就專注在每天在地上
[00:01:40.000 --> 00:01:44.000]  為了各式各樣的事情奔波勞碌
[00:01:44.000 --> 00:01:47.000]  但是對於神給我們的託付
[00:01:47.000 --> 00:01:50.000]  就好像採用一種躺平的態度
[00:01:50.000 --> 00:01:54.000]  就是一種消極不干預的參與
[00:01:54.000 --> 00:01:56.000]  不知道這是否其中一種
[00:01:56.000 --> 00:01:58.000]  另一種可能他們認為
[00:01:58.000 --> 00:02:02.000]  自己想耶穌沒有這麼快回來
[00:02:02.000 --> 00:02:04.000]  我還很年輕
[00:02:04.000 --> 00:02:06.000]  還沒這麼快息怒歸主
[00:02:06.000 --> 00:02:09.000]  等到我將來有多點時間
[00:02:09.000 --> 00:02:11.000]  或者退休之後
[00:02:11.000 --> 00:02:13.000]  我才去做主公
[00:02:13.000 --> 00:02:15.000]  才去傳福音
[00:02:15.000 --> 00:02:18.000]  不知道這種躺平的態度
[00:02:18.000 --> 00:02:20.000]  來等候主在內
[00:02:20.000 --> 00:02:21.000]  是否可以呢
[00:02:21.000 --> 00:02:23.000]  就讓我們從今天的經文
[00:02:23.000 --> 00:02:28.000]  讓聖經來對我們說話
[00:02:28.000 --> 00:02:31.000]  在馬學福音13章一開頭
[00:02:31.000 --> 00:02:34.000]  主耶穌的門徒就跟主耶穌說
[00:02:34.000 --> 00:02:38.000]  你看看聖殿多麼漂亮多麼宏偉
[00:02:38.000 --> 00:02:41.000]  主耶穌就在13章2節那裡
[00:02:41.000 --> 00:02:42.000]  就作出了一個
[00:02:42.000 --> 00:02:46.000]  聖殿將來會被毀的一個預言
[00:02:46.000 --> 00:02:48.000]  當時的門徒就很不明白
[00:02:48.000 --> 00:02:50.000]  怎麼會呢
[00:02:50.000 --> 00:02:53.000]  所以就在13章第4節
[00:02:53.000 --> 00:02:56.000]  他就問了耶穌兩個問題
[00:02:56.000 --> 00:02:58.000]  第一個問題就是問題一
[00:02:58.000 --> 00:03:00.000]  就是主耶穌說
[00:03:00.000 --> 00:03:04.000]  究竟聖殿被毀究竟是何時呢
[00:03:04.000 --> 00:03:05.000]  第二個問題就是
[00:03:05.000 --> 00:03:07.000]  不知道這件事發生之前
[00:03:07.000 --> 00:03:10.000]  有沒有預兆和標記
[00:03:10.000 --> 00:03:12.000]  我們可以見得到
[00:03:12.000 --> 00:03:13.000]  而在婦女福音
[00:03:13.000 --> 00:03:17.000]  馬太福音耶4章3節那裡還補充了
[00:03:17.000 --> 00:03:19.000]  門徒不單止問關於聖殿
[00:03:19.000 --> 00:03:23.000]  還問了主再來和世界的末了
[00:03:23.000 --> 00:03:28.000]  究竟會有什麼預兆和標記呢
[00:03:28.000 --> 00:03:32.000]  主耶穌先在13章的頭半部分
[00:03:32.000 --> 00:03:35.000]  回答了門徒第二個問題
[00:03:35.000 --> 00:03:38.000]  就是距離和聖殿被毀之前
[00:03:38.000 --> 00:03:41.000]  究竟有什麼預兆和標記呢
[00:03:41.000 --> 00:03:45.000]  之後在13章28到37節
[00:03:45.000 --> 00:03:48.000]  就是今天我們集中看的這段經文
[00:03:48.000 --> 00:03:51.000]  主耶穌就回答門徒第一個問題
[00:03:51.000 --> 00:03:54.000]  就是究竟主耶穌何時回來呢
[00:03:54.000 --> 00:03:57.000]  還有主耶穌知道之後
[00:03:57.000 --> 00:04:02.000]  我們應該如何在地上繼續生活呢
[00:04:02.000 --> 00:04:03.000]  其實馬可福音13章
[00:04:03.000 --> 00:04:06.000]  整章都是講關於主再來
[00:04:06.000 --> 00:04:09.000]  和末世的一些講論
[00:04:09.000 --> 00:04:13.000]  根據聖經主耶穌必定會第二次再回來
[00:04:13.000 --> 00:04:15.000]  對於我們信了的信徒
[00:04:15.000 --> 00:04:19.000]  在地上為他做過的功、論功、行賞
[00:04:19.000 --> 00:04:22.000]  但對於一些由始至終都拒絕
[00:04:22.000 --> 00:04:24.000]  接受相信主耶穌的
[00:04:24.000 --> 00:04:27.000]  就只有一個定罪的結局
[00:04:27.000 --> 00:04:31.000]  其實主再來是基督教的核心信仰
[00:04:31.000 --> 00:04:33.000]  根據學者統計
[00:04:33.000 --> 00:04:38.000]  舊約聖經差不多有1845次提及主再來
[00:04:38.000 --> 00:04:42.000]  而新約聖經也有318次
[00:04:42.000 --> 00:04:43.000]  是不是很厲害
[00:04:43.000 --> 00:04:47.000]  差不多每30節經文就提一提主再來
[00:04:47.000 --> 00:04:48.000]  我們現在培靈會
[00:04:48.000 --> 00:04:51.000]  晚上的信息都是講主再來
[00:04:51.000 --> 00:04:55.000]  可見這是一個非常非常重要的信息
[00:04:55.000 --> 00:04:59.000]  但當我們看回自己的生命
[00:04:59.000 --> 00:05:00.000]  當我們周圍看一看
[00:05:00.000 --> 00:05:03.000]  我們弟兄姊妹的生命的時候
[00:05:03.000 --> 00:05:06.000]  又好像沒有這麼重要的信息
[00:05:06.000 --> 00:05:09.000]  在我們生命裡反映出來
[00:05:09.000 --> 00:05:11.000]  求主藉著今天的經文
[00:05:11.000 --> 00:05:17.000]  兩個的比喻來對我們每一個講說話
[00:05:17.000 --> 00:05:21.000]  第一點就是因主再來的必然性
[00:05:21.000 --> 00:05:23.000]  我們要審時度勢
[00:05:23.000 --> 00:05:30.000]  經文就是《馬學福音》13章28至31節
[00:05:30.000 --> 00:05:32.000]  讓我們弟兄姊妹一起讀出
[00:05:32.000 --> 00:05:35.000]  《馬學福音》13章28至29這兩節經文
[00:05:35.000 --> 00:05:37.000]  1 2 3
[00:05:37.000 --> 00:05:41.000]  你們要從無花果樹學習功課
[00:05:41.000 --> 00:05:44.000]  當樹枝發芽長葉的時候
[00:05:44.000 --> 00:05:47.000]  你們就知道夏天近了
[00:05:47.000 --> 00:05:51.000]  同樣當你們看見姐姐時發生
[00:05:51.000 --> 00:05:53.000]  就知道那時候近了
[00:05:53.000 --> 00:05:55.000]  就在門口了
[00:05:55.000 --> 00:05:56.000]  謝謝
[00:05:56.000 --> 00:06:00.000]  首先主耶穌在28至29節
[00:06:00.000 --> 00:06:04.000]  祂要門徒從無花果樹學習一個功課
[00:06:04.000 --> 00:06:08.000]  學習這裡的語氣是一個命令式
[00:06:08.000 --> 00:06:10.000]  意思是你們一定要學
[00:06:10.000 --> 00:06:12.000]  是很重要的
[00:06:12.000 --> 00:06:14.000]  不是說喜歡學就學
[00:06:14.000 --> 00:06:15.000]  不喜歡學就不學
[00:06:15.000 --> 00:06:17.000]  學什麼功課呢
[00:06:17.000 --> 00:06:22.000]  就是當你們看見無花果樹發芽長綠葉的時候
[00:06:22.000 --> 00:06:23.000]  就知道什麼
[00:06:23.000 --> 00:06:25.000]  夏天很快就來了
[00:06:25.000 --> 00:06:29.000]  同樣地當門徒他們看到
[00:06:29.000 --> 00:06:32.000]  姐姐時發生的時候
[00:06:32.000 --> 00:06:35.000]  就知道主就在門口
[00:06:35.000 --> 00:06:38.000]  知道這個字又是一個命令
[00:06:38.000 --> 00:06:41.000]  就是說你們看見這些事的時候
[00:06:41.000 --> 00:06:42.000]  你們就要洞察到
[00:06:42.000 --> 00:06:43.000]  洞悉得到
[00:06:43.000 --> 00:06:44.000]  察覺得到
[00:06:44.000 --> 00:06:46.000]  主很快就回來了
[00:06:46.000 --> 00:06:49.000]  主耶穌怕我們不知道祂有多快
[00:06:49.000 --> 00:06:52.000]  所以祂特意再補充多一句
[00:06:52.000 --> 00:06:54.000]  已經站在門口了
[00:06:54.000 --> 00:06:55.000]  很快就回來了
[00:06:55.000 --> 00:06:59.000]  其實這裡說到的這些事
[00:06:59.000 --> 00:07:01.000]  究竟是指到什麼事呢
[00:07:01.000 --> 00:07:03.000]  我們看到這些事的時候
[00:07:03.000 --> 00:07:05.000]  就知道主就在門口了
[00:07:05.000 --> 00:07:07.000]  經文有沒有跟我們說
[00:07:07.000 --> 00:07:12.000]  我們參考《馬可福音》早造的十三章五到八節
[00:07:12.000 --> 00:07:15.000]  這裡就提到這些事
[00:07:15.000 --> 00:07:18.000]  這些事是包括了很多假先知
[00:07:18.000 --> 00:07:23.000]  他們會出來藉著耶穌的名字來迷惑人
[00:07:23.000 --> 00:07:25.000]  民要攻打民
[00:07:25.000 --> 00:07:27.000]  國要攻打國
[00:07:27.000 --> 00:07:29.000]  我們看新聞的時候
[00:07:29.000 --> 00:07:32.000]  會看到世界各地的槍擊案
[00:07:32.000 --> 00:07:34.000]  不斷地發生
[00:07:34.000 --> 00:07:38.000]  人原來不會單單是因為很恨那個人
[00:07:38.000 --> 00:07:39.000]  對他動殺機
[00:07:39.000 --> 00:07:40.000]  開槍殺他
[00:07:40.000 --> 00:07:42.000]  甚至是無緣無故的
[00:07:42.000 --> 00:07:44.000]  不認識那個人的
[00:07:44.000 --> 00:07:48.000]  竟然會無差別地亂槍掃石
[00:07:48.000 --> 00:07:51.000]  國要攻打國
[00:07:51.000 --> 00:07:54.000]  剛才主席雲達傳道跟我們說
[00:07:54.000 --> 00:07:56.000]  最近我們看新聞都很緊張
[00:07:56.000 --> 00:07:58.000]  兩岸的局勢
[00:07:58.000 --> 00:08:01.000]  大家不知道有沒有看到有些擔心
[00:08:01.000 --> 00:08:04.000]  俄烏的戰爭打了半年
[00:08:04.000 --> 00:08:06.000]  到現在還是持續
[00:08:06.000 --> 00:08:08.000]  國要攻打國
[00:08:08.000 --> 00:08:11.000]  地震的次數又越來越頻密
[00:08:11.000 --> 00:08:13.000]  根據一些統計
[00:08:13.000 --> 00:08:16.000]  原來二十世紀地震的次數
[00:08:16.000 --> 00:08:18.000]  比起歷史以來
[00:08:18.000 --> 00:08:21.000]  加起來的總數還要多
[00:08:21.000 --> 00:08:24.000]  竟然連香港都感受到地震
[00:08:24.000 --> 00:08:26.000]  不知道在三月底的時候
[00:08:26.000 --> 00:08:28.000]  大家睡覺半夜
[00:08:28.000 --> 00:08:31.000]  有沒有感受到輕微的地震
[00:08:31.000 --> 00:08:33.000]  我自己真的感覺到
[00:08:33.000 --> 00:08:35.000]  記得那晚睡到半夜
[00:08:35.000 --> 00:08:38.000]  感覺到屋子有少許左右擺
[00:08:38.000 --> 00:08:41.000]  這個事維持了幾秒鐘
[00:08:41.000 --> 00:08:44.000]  我心想不是地震吧
[00:08:44.000 --> 00:08:46.000]  後來第二天看新聞
[00:08:46.000 --> 00:08:48.000]  原來真的有輕微地震
[00:08:48.000 --> 00:08:50.000]  就是這樣
[00:08:50.000 --> 00:08:52.000]  在經文主耶穌告訴我們
[00:08:52.000 --> 00:08:54.000]  當我們看見這些事的時候
[00:08:54.000 --> 00:08:56.000]  祂叫我們做什麼
[00:08:56.000 --> 00:08:57.000]  你不要害怕
[00:08:57.000 --> 00:09:01.000]  因為這些事是必定會發生
[00:09:01.000 --> 00:09:05.000]  這些只是末世事件的前奏
[00:09:05.000 --> 00:09:09.000]  這個原文就像分娩時的陣痛
[00:09:09.000 --> 00:09:11.000]  你知道陣痛的時候
[00:09:11.000 --> 00:09:14.000]  嬰兒很快就會出生
[00:09:14.000 --> 00:09:16.000]  我們不但不要害怕
[00:09:16.000 --> 00:09:18.000]  我們還要洞悉到
[00:09:18.000 --> 00:09:21.000]  察覺到主很快就來了
[00:09:21.000 --> 00:09:23.000]  主耶穌除了在28、29節
[00:09:23.000 --> 00:09:27.000]  叫他們從無花果樹學習功課之外
[00:09:27.000 --> 00:09:29.000]  在30到31節
[00:09:29.000 --> 00:09:35.000]  祂所說的話有多麼的真誠
[00:09:35.000 --> 00:09:36.000]  讓我們一起讀出
[00:09:36.000 --> 00:09:40.000]  《馬可福音》13章30和31節
[00:09:40.000 --> 00:09:42.000]  1、2、3
[00:09:42.000 --> 00:09:44.000]  我實在告訴你們
[00:09:44.000 --> 00:09:46.000]  這世代還沒有過去
[00:09:46.000 --> 00:09:48.000]  這一切都要發生
[00:09:48.000 --> 00:09:50.000]  天地要廢去
[00:09:50.000 --> 00:09:53.000]  我的話卻絕不廢去
[00:09:53.000 --> 00:09:54.000]  謝謝大家
[00:09:54.000 --> 00:09:57.000]  主耶穌在這兩節的經文
[00:09:57.000 --> 00:09:59.000]  很鄭重又重複了
[00:09:59.000 --> 00:10:03.000]  用到三次過去廢去廢去
[00:10:03.000 --> 00:10:05.000]  原文是同一個字
