
[00:00:00.000 --> 00:00:06.000]  響鐘
[00:00:06.000 --> 00:00:26.000]  自上次會議舉行至今發出的資料文件
[00:00:26.000 --> 00:00:52.000]  主席
[00:00:52.000 --> 00:01:12.000]  主席
[00:01:12.000 --> 00:01:22.000]  主席
[00:01:22.000 --> 00:01:49.000]  主席
[00:01:49.000 --> 00:02:18.000]  主席
[00:02:18.000 --> 00:02:34.000]  主席
[00:02:34.000 --> 00:02:52.000]  主席
[00:02:52.000 --> 00:03:12.000]  主席
[00:03:12.000 --> 00:03:28.000]  主席
[00:03:28.000 --> 00:03:54.000]  主席
[00:03:54.000 --> 00:04:00.000]  主席
[00:04:00.000 --> 00:04:06.000]  主席
[00:04:06.000 --> 00:04:35.000]  主席
[00:04:35.000 --> 00:04:39.000]  主席
[00:04:39.000 --> 00:04:59.000]  主席
[00:04:59.000 --> 00:05:13.000]  主席
[00:05:13.000 --> 00:05:39.000]  主席
[00:05:39.000 --> 00:05:45.000]  主席
[00:05:45.000 --> 00:05:46.000]  主席
[00:05:46.000 --> 00:06:14.000]  主席
[00:06:14.000 --> 00:06:20.000]  主席
[00:06:20.000 --> 00:06:21.000]  主席
[00:06:21.000 --> 00:06:50.000]  主席
[00:06:50.000 --> 00:07:18.000]  主席
[00:07:18.000 --> 00:07:19.000]  主席
[00:07:19.000 --> 00:07:20.000]  主席
[00:07:20.000 --> 00:07:21.000]  主席
[00:07:21.000 --> 00:07:22.000]  主席
[00:07:22.000 --> 00:07:23.000]  主席
[00:07:24.000 --> 00:07:25.000]  主席
[00:07:25.000 --> 00:07:54.000]  主席
[00:07:54.000 --> 00:08:20.000]  主席
[00:08:20.000 --> 00:08:21.000]  主席
[00:08:21.000 --> 00:08:22.000]  主席
[00:08:22.000 --> 00:08:23.000]  主席
[00:08:23.000 --> 00:08:24.000]  主席
[00:08:24.000 --> 00:08:25.000]  主席
[00:08:26.000 --> 00:08:27.000]  主席
[00:08:27.000 --> 00:08:28.000]  主席
[00:08:29.000 --> 00:08:30.000]  主席
[00:08:30.000 --> 00:08:58.000]  主席
[00:08:58.000 --> 00:08:59.000]  主席
[00:08:59.000 --> 00:09:00.000]  主席
[00:09:00.000 --> 00:09:01.000]  主席
[00:09:01.000 --> 00:09:03.720]  是重複出現了兩次
[00:09:03.720 --> 00:09:07.300]  這句話聽起來真是令人意義深長
[00:09:07.300 --> 00:09:10.660]  可以有很多的反思
[00:09:10.660 --> 00:09:12.320]  第一次這句說話出現
[00:09:12.320 --> 00:09:14.520]  就是福貴和他兒子說的
[00:09:14.520 --> 00:09:16.200]  當時他兒子還是很小
[00:09:16.200 --> 00:09:18.740]  兒子就問父親
[00:09:18.740 --> 00:09:21.480]  「雞長大之後會變什麼呢?」
[00:09:21.480 --> 00:09:23.480]  福貴就告訴他
[00:09:23.480 --> 00:09:25.880]  「雞長大之後會變成鵝」
[00:09:25.880 --> 00:09:28.200]  「鵝長大之後會變成羊」
[00:09:28.200 --> 00:09:30.720]  「羊長大之後會變成牛」
[00:09:30.720 --> 00:09:36.360]  「牛長大之後會變成共產主義」
[00:09:36.360 --> 00:09:38.360]  若干年後
[00:09:38.360 --> 00:09:40.120]  他的兒子離開世界
[00:09:40.120 --> 00:09:42.200]  剩下他的外孫
[00:09:42.200 --> 00:09:45.620]  當他的外孫同樣來問
[00:09:45.620 --> 00:09:47.620]  這個外公
[00:09:47.620 --> 00:09:48.920]  問他
[00:09:48.920 --> 00:09:51.360]  「雞長大之後會變成什麼呢?」
[00:09:51.360 --> 00:09:52.560]  他又是這樣回答
[00:09:52.560 --> 00:09:55.160]  他說「雞長大之後會變成鵝」
[00:09:55.160 --> 00:09:56.960]  「鵝長大之後會變成羊」
[00:09:56.960 --> 00:09:59.200]  「羊長大之後會變成牛」
[00:09:59.200 --> 00:10:00.720]  「牛呢?」
[00:10:00.720 --> 00:10:02.720]  然後他停了一會兒
[00:10:02.720 --> 00:10:03.920]  然後他說
[00:10:03.920 --> 00:10:04.920]  「饅頭」
[00:10:04.920 --> 00:10:06.640]  即是他的外孫的名字
[00:10:06.640 --> 00:10:08.640]  「就長大了」
[00:10:08.640 --> 00:10:12.480]  這個小說的作者余華
[00:10:12.480 --> 00:10:16.720]  其實在活著的特別紀念版當中
[00:10:16.720 --> 00:10:17.920]  的序言
[00:10:17.920 --> 00:10:19.920]  就曾經這樣提到
[00:10:19.920 --> 00:10:23.040]  他說從其他人的角度來看
[00:10:23.040 --> 00:10:27.440]  福貴他過的是一個很悲慘的人生
[00:10:27.440 --> 00:10:29.440]  除了苦難
[00:10:29.440 --> 00:10:33.200]  在他的人生中好像什麼都沒有了
[00:10:33.200 --> 00:10:37.200]  但是原來從福貴這個主角當中
[00:10:37.200 --> 00:10:38.400]  來看
[00:10:38.400 --> 00:10:40.080]  其實在苦難當中
[00:10:40.080 --> 00:10:44.160]  都暗藏著一些幸福感
[00:10:44.160 --> 00:10:45.360]  他相信
[00:10:45.360 --> 00:10:47.360]  其實自己的妻子
[00:10:47.360 --> 00:10:49.360]  他的子女
[00:10:49.360 --> 00:10:51.360]  他的女婿、外孫
[00:10:51.360 --> 00:10:55.120]  其實這些都是世上最好的家人
[00:10:55.120 --> 00:10:59.120]  還有一些他朋友和他一起生活過的戰友
[00:10:59.120 --> 00:11:02.160]  生活的一點點滴滴
[00:11:02.160 --> 00:11:05.280]  這些的確對於主角來說
[00:11:05.280 --> 00:11:09.840]  能夠和家人在一起好好地生活
[00:11:09.840 --> 00:11:13.680]  這已經是一個無限的幸福
[00:11:13.680 --> 00:11:15.840]  說回哈巴菊
[00:11:15.840 --> 00:11:17.840]  他在這個禱告中
[00:11:17.840 --> 00:11:20.320]  首先他說祈求神
[00:11:20.320 --> 00:11:22.320]  來顯明他的作為
[00:11:22.320 --> 00:11:24.320]  是什麼作為呢?
[00:11:24.320 --> 00:11:28.480]  這個很自然就是第二章上一次和大家分享的
[00:11:28.480 --> 00:11:31.920]  神最終的審判
[00:11:31.920 --> 00:11:35.600]  但才明白這個審判要來到的時候
[00:11:35.600 --> 00:11:37.600]  是非常嚴厲的
[00:11:37.600 --> 00:11:39.600]  所以他也加上了一句
[00:11:39.600 --> 00:11:42.400]  就是求神在這個法路的時候
[00:11:42.400 --> 00:11:45.760]  以憐憫為念
[00:11:45.760 --> 00:11:50.800]  才去求神去復興他的作為
[00:11:50.800 --> 00:11:53.040]  這裡提到第二節
[00:11:53.040 --> 00:11:58.480]  那裡說:也和說求祢在這七年間復興祢的作為
[00:11:58.480 --> 00:12:00.480]  這個復興在原文裡面
[00:12:00.480 --> 00:12:03.040]  其實出現了二百六十多次
[00:12:03.040 --> 00:12:06.800]  但有153次翻譯為"live"
[00:12:06.800 --> 00:12:08.800]  生活
[00:12:08.800 --> 00:12:10.800]  是使有生命
[00:12:10.800 --> 00:12:16.320]  或者說是繼續來活下去的意思
[00:12:16.320 --> 00:12:19.600]  所以另外有復元的意思
[00:12:19.600 --> 00:12:20.720]  包括了什麼呢?
[00:12:20.720 --> 00:12:23.280]  就是從疾病中的復元
[00:12:23.280 --> 00:12:25.920]  從沮喪中
[00:12:25.920 --> 00:12:27.680]  從軟弱
[00:12:27.680 --> 00:12:33.760]  甚至是從死亡中復元過來
[00:12:33.760 --> 00:12:36.160]  其實整體的意思是什麼呢?
[00:12:36.160 --> 00:12:37.920]  就是先知去求神
[00:12:37.920 --> 00:12:39.920]  去幫助神的子民
[00:12:39.920 --> 00:12:44.720]  在未來或者一些比較艱難的歲月日子當中
[00:12:44.720 --> 00:12:49.040]  要仍然能夠好好地活下去
[00:12:49.040 --> 00:12:51.040]  人要活下去
[00:12:51.040 --> 00:12:54.400]  我們才有機會可以經驗
[00:12:54.400 --> 00:12:58.160]  體察到神自己的作為
[00:12:58.160 --> 00:13:00.160]  所以弟兄姊妹
