
[00:00:00.000 --> 00:00:01.480]  兩姐妹午安
[00:00:01.480 --> 00:00:04.800]  很感恩可以跟大家一起敬拜
[00:00:04.800 --> 00:00:07.800]  確實不容易
[00:00:07.800 --> 00:00:10.380]  不過很開心可以一起敬拜主
[00:00:10.380 --> 00:00:12.340]  我的心情比較複雜
[00:00:12.340 --> 00:00:14.340]  你不用理我,可能我今天會亂說話
[00:00:14.340 --> 00:00:16.340]  我已經背了簽講章,我真的背了
[00:00:16.340 --> 00:00:19.340]  不過我自己剛才進來12樓的時候
[00:00:19.340 --> 00:00:22.340]  我一按電梯12樓就已經開始哭了
[00:00:22.340 --> 00:00:24.340]  心情太複雜
[00:00:24.340 --> 00:00:28.340]  因為今天也是我在青年崇拜
[00:00:28.340 --> 00:00:30.340]  一個階段的完結
[00:00:30.340 --> 00:00:32.340]  最後一次跟大家分享整個說話
[00:00:32.340 --> 00:00:36.340]  不過開心的是因為可以用講道去完結
[00:00:36.340 --> 00:00:40.340]  這裡的侍奉好像死而無憾的想法
[00:00:40.340 --> 00:00:42.340]  也是我積分會做的事
[00:00:42.340 --> 00:00:44.340]  來,多謝敬拜隊
[00:00:44.340 --> 00:00:46.340]  這班其實是元老級
[00:00:46.340 --> 00:00:48.340]  大家也看到,同事好像不同
[00:00:48.340 --> 00:00:50.340]  主席陳子英,可能你們不認識
[00:00:50.340 --> 00:00:53.340]  其實他是我們之前同工
[00:00:53.340 --> 00:00:55.340]  他們傳導你們的
[00:00:55.340 --> 00:00:57.340]  阿神也是,紀紀也坐在下面
[00:00:57.340 --> 00:00:59.340]  很多弟兄姐妹也是
[00:00:59.340 --> 00:01:02.340]  很開心他們今天特別有情客串
[00:01:02.340 --> 00:01:04.340]  為了歡送牧師離開
[00:01:04.340 --> 00:01:07.340]  一起去夾一次
[00:01:07.340 --> 00:01:09.340]  很開心的,不過我想今天
[00:01:09.340 --> 00:01:11.340]  最後我也想跟大家分享整個說話
[00:01:11.340 --> 00:01:15.340]  成為我在這裡侍奉的一個階段的完結
[00:01:15.340 --> 00:01:17.340]  可能聽完之後感覺好像很沉重
[00:01:17.340 --> 00:01:19.340]  崇拜的時候我也帶他們祈禱
[00:01:19.340 --> 00:01:23.340]  我說今天可不可以帶著一種開心一點的心情呢
[00:01:23.340 --> 00:01:25.340]  不過我知道很難
[00:01:25.340 --> 00:01:27.340]  我盡量自己搞笑一點,讓你們開心一點
[00:01:27.340 --> 00:01:29.340]  跟你旁邊的人說,希望吧
[00:01:29.340 --> 00:01:31.340]  是不是?
[00:01:31.340 --> 00:01:33.340]  希望吧
[00:01:33.340 --> 00:01:36.340]  很開心,今天為了鄭牧師和鄭師母
[00:01:36.340 --> 00:01:39.340]  他們坐在後面,也要介紹他們
[00:01:39.340 --> 00:01:41.340]  鄭牧師是我們的副堂主任
[00:01:41.340 --> 00:01:43.340]  我走進副堂,副堂主任說,鄭牧師你好
[00:01:43.340 --> 00:01:45.340]  很開心他在這裡,還有師母在我旁邊
[00:01:45.340 --> 00:01:47.340]  師母很低調,她不起來了
[00:01:47.340 --> 00:01:50.340]  但是我想很開心他們在這裡支持我
[00:01:50.340 --> 00:01:52.340]  還有我也很不害羞
[00:01:52.340 --> 00:01:54.340]  我也邀請了牧師來為我祈禱
[00:01:54.340 --> 00:01:57.340]  對我來說也是一個祝福
[00:01:57.340 --> 00:01:59.340]  稍後元祖牧師會出來為我們祈禱
[00:01:59.340 --> 00:02:01.340]  我太太也在這裡
[00:02:01.340 --> 00:02:03.340]  真是難得
[00:02:03.340 --> 00:02:06.340]  你們見得多了
[00:02:06.340 --> 00:02:08.340]  不過坐在這麼前的第一次
[00:02:08.340 --> 00:02:10.340]  所以也很開心
[00:02:10.340 --> 00:02:12.340]  今天是想說神的話
[00:02:12.340 --> 00:02:16.340]  成為我在這裡完結的一個很重要的
[00:02:16.340 --> 00:02:18.340]  我認為是我的責任
[00:02:18.340 --> 00:02:20.340]  也很想跟大家分享
[00:02:23.340 --> 00:02:24.340]  今天也有點亂
[00:02:24.340 --> 00:02:26.340]  不過我今天真的背了很多
[00:02:26.340 --> 00:02:29.340]  我還是想說很多東西
[00:02:29.340 --> 00:02:30.340]  選了一個題目
[00:02:30.340 --> 00:02:31.340]  這個題目叫做「沒了的話」
[00:02:31.340 --> 00:02:33.340]  由起初到終結
[00:02:33.340 --> 00:02:39.340]  我會說整本聖經最後那章、最後那卷、最後那段
[00:02:39.340 --> 00:02:42.340]  成為我在這裡一個階段的完結
[00:02:42.340 --> 00:02:44.340]  也成為我今天很想和
[00:02:44.340 --> 00:02:47.340]  我特別牧羊的群體、同工
[00:02:47.340 --> 00:02:51.340]  導演姐妹一起分享
[00:02:51.340 --> 00:02:52.340]  神的話
[00:02:52.340 --> 00:02:55.340]  這是我自己的心願
[00:02:55.340 --> 00:02:59.340]  你問我作為牧師有什麼想望呢?
[00:02:59.340 --> 00:03:01.340]  真是說不出口
[00:03:01.340 --> 00:03:05.340]  我不喝水
[00:03:05.340 --> 00:03:07.340]  作為牧師有什麼想望呢?
[00:03:07.340 --> 00:03:09.340]  我想我最想就是
[00:03:09.340 --> 00:03:13.340]  我所牧羊的人能夠走在神的心意裡
[00:03:13.340 --> 00:03:16.340]  這是我心裡最想的
[00:03:16.340 --> 00:03:18.340]  無論用什麼方法
[00:03:18.340 --> 00:03:20.340]  當然是合真理
[00:03:20.340 --> 00:03:22.340]  當然是合時代
[00:03:22.340 --> 00:03:24.340]  當然適合你和我
[00:03:24.340 --> 00:03:26.340]  都應該可以受牢的一種方式
[00:03:26.340 --> 00:03:29.340]  希望可以在人生裡
[00:03:29.340 --> 00:03:30.340]  走在信仰路上
[00:03:30.340 --> 00:03:32.340]  這是我自己最想的
[00:03:32.340 --> 00:03:34.340]  不單是這樣
[00:03:34.340 --> 00:03:35.340]  作為牧師我想開始
[00:03:35.340 --> 00:03:36.340]  作為牧師我很想做的
[00:03:36.340 --> 00:03:38.340]  除了我想教導聖經
[00:03:38.340 --> 00:03:39.340]  希望你心裡
[00:03:39.340 --> 00:03:42.340]  或者希望你能夠人生選擇走在真理那裡
[00:03:42.340 --> 00:03:44.340]  但另一個我想望的就是
[00:03:44.340 --> 00:03:46.340]  雖然說了我也很慚愧
[00:03:46.340 --> 00:03:47.340]  不過我今天離開
[00:03:47.340 --> 00:03:50.340]  我很想見證著弟兄姊妹陪你一起
[00:03:50.340 --> 00:03:52.340]  走在這條信仰路上
[00:03:52.340 --> 00:03:54.340]  去經歷人生的掙扎
[00:03:54.340 --> 00:03:55.340]  包括我自己
[00:03:55.340 --> 00:03:57.340]  我也是很想做這件事
[00:03:57.340 --> 00:03:59.340]  當然我知道
[00:03:59.340 --> 00:04:00.340]  今天離開
[00:04:00.340 --> 00:04:01.340]  可能對大家來說
[00:04:01.340 --> 00:04:04.340]  對我來說也是一個很艱難的決定
[00:04:04.340 --> 00:04:06.340]  不過我仍然鼓勵你
[00:04:06.340 --> 00:04:08.340]  牧師的心願是
[00:04:08.340 --> 00:04:10.340]  很想你走在信仰路上
[00:04:10.340 --> 00:04:12.340]  堅持走下去
[00:04:12.340 --> 00:04:14.340]  或許這麼說
[00:04:14.340 --> 00:04:16.340]  人生的路很多東西
[00:04:16.340 --> 00:04:18.340]  會左右著我們
[00:04:18.340 --> 00:04:21.340]  甚或可能會衝擊我們的信仰
[00:04:21.340 --> 00:04:23.340]  不過我仍然覺得
[00:04:23.340 --> 00:04:26.340]  聖靈在每個人的心裡
[00:04:26.340 --> 00:04:28.340]  會引導你去明白自己的話
[00:04:28.340 --> 00:04:30.340]  如果你願意去回應
[00:04:30.340 --> 00:04:32.340]  願意在神的真理
[00:04:32.340 --> 00:04:33.340]  在聖靈底下
[00:04:33.340 --> 00:04:35.340]  你願意走下去的話
[00:04:35.340 --> 00:04:37.340]  我仍然相信大家都可以朝向一個方向
[00:04:37.340 --> 00:04:38.340]  這個方向是什麼?
[00:04:38.340 --> 00:04:39.340]  朝向耶穌基督
[00:04:39.340 --> 00:04:40.340]  向著祂
[00:04:40.340 --> 00:04:42.340]  這個路徑走下去很重要
[00:04:42.340 --> 00:04:43.340]  我經常覺得
[00:04:43.340 --> 00:04:44.340]  因為我做青年工作
[00:04:44.340 --> 00:04:46.340]  如果用俗語來說
[00:04:46.340 --> 00:04:48.340]  就是我的出身、起家
[00:04:48.340 --> 00:04:49.340]  做青年工作
[00:04:49.340 --> 00:04:51.340]  我都很擔心
[00:04:51.340 --> 00:04:52.340]  很緊張青年人
[00:04:52.340 --> 00:04:54.340]  我現在這個世代
[00:04:54.340 --> 00:04:55.340]  去做青年工作
[00:04:55.340 --> 00:04:56.340]  確實是不容易的
[00:04:56.340 --> 00:04:58.340]  不容易是因為我們有很多
[00:04:58.340 --> 00:04:59.340]  不同的衝擊
[00:04:59.340 --> 00:05:00.340]  學業、家庭
[00:05:00.340 --> 00:05:02.340]  很多人際關係
[00:05:02.340 --> 00:05:04.340]  特別是現在在香港的社會裡
[00:05:04.340 --> 00:05:05.340]  很多的競爭
[00:05:05.340 --> 00:05:07.340]  如果你有些政治不同的看法的話
[00:05:07.340 --> 00:05:09.340]  更加令我們很卻步
[00:05:09.340 --> 00:05:11.340]  很多這些東西都會衝擊著我們
[00:05:11.340 --> 00:05:12.340]  當然
[00:05:12.340 --> 00:05:15.340]  香港現在這個時代的信徒
[00:05:15.340 --> 00:05:16.340]  都不容易
[00:05:16.340 --> 00:05:17.340]  不過我覺得
[00:05:17.340 --> 00:05:18.340]  有時都會想
[00:05:18.340 --> 00:05:20.340]  耶穌升天之後
[00:05:20.340 --> 00:05:22.340]  有一班門徒
[00:05:22.340 --> 00:05:23.340]  他們初初開始
[00:05:23.340 --> 00:05:25.340]  走在一起
[00:05:25.340 --> 00:05:27.340]  在教會裡一起生活
[00:05:27.340 --> 00:05:29.340]  初期信徒
[00:05:29.340 --> 00:05:30.340]  他們所面對的挑戰
[00:05:30.340 --> 00:05:32.340]  我相信都是很困難的
[00:05:32.340 --> 00:05:34.340]  你說兩者有多困難
[00:05:34.340 --> 00:05:36.340]  你說牧師不是可以比的
[00:05:36.340 --> 00:05:38.340]  初期信徒可能比較厲害
[00:05:38.340 --> 00:05:39.340]  比較嚴重
[00:05:39.340 --> 00:05:41.340]  為什麼他們會因為信仰的緣故
[00:05:41.340 --> 00:05:43.340]  可能會連命都沒有
[00:05:43.340 --> 00:05:44.340]  如果今天我講道裡面
[00:05:44.340 --> 00:05:46.340]  我都會講消息給你知道
[00:05:46.340 --> 00:05:47.340]  是真的
[00:05:47.340 --> 00:05:48.340]  可能初期教會
