
[00:00:00.000 --> 00:00:03.400]  今天想跟大家看一段
[00:00:03.400 --> 00:00:05.800]  我相信大家都很熟悉的經文
[00:00:05.800 --> 00:00:09.800]  是天使向瑪利亞報喜訊
[00:00:09.800 --> 00:00:13.440]  記載在盧家福音一章二十六至三十八節
[00:00:13.440 --> 00:00:15.560]  我今天沒有PowerPoint
[00:00:15.560 --> 00:00:18.080]  如果大家有拿到程序表
[00:00:18.080 --> 00:00:19.560]  就可以看程序表
[00:00:19.560 --> 00:00:20.560]  如果沒有的話
[00:00:20.560 --> 00:00:24.560]  就可以看手機裏面
[00:00:24.560 --> 00:00:26.360]  欣福Apps裏面
[00:00:26.360 --> 00:00:29.360]  都可以有程序表的
[00:00:29.360 --> 00:00:31.000]  如果你不想看手機
[00:00:31.000 --> 00:00:31.720]  不要緊
[00:00:31.720 --> 00:00:34.800]  大家聽我讀出今天的經文
[00:00:34.800 --> 00:00:36.800]  如果你有程序表
[00:00:36.800 --> 00:00:38.800]  可以跟我一起讀出
[00:00:38.800 --> 00:00:40.400]  預備起
[00:00:40.400 --> 00:00:42.280]  到了第六個月
[00:00:42.280 --> 00:00:45.520]  天使加伯列奉神的差遣
[00:00:45.520 --> 00:00:48.320]  往加利利的一座城去
[00:00:48.320 --> 00:00:51.160]  這城名叫那撒勒
[00:00:51.160 --> 00:00:53.840]  到了一個童女那裡
[00:00:53.840 --> 00:00:57.640]  是已經許配大維加的一個人
[00:00:57.640 --> 00:00:59.480]  名叫約瑟
[00:00:59.480 --> 00:01:02.640]  童女的名字叫瑪利亞
[00:01:02.640 --> 00:01:05.440]  天使進去對她說
[00:01:05.440 --> 00:01:07.400]  蒙大恩的女子
[00:01:07.400 --> 00:01:09.160]  我文尼安
[00:01:09.160 --> 00:01:11.680]  主和你同在了
[00:01:11.680 --> 00:01:15.200]  瑪利亞因這話就很驚慌
[00:01:15.200 --> 00:01:16.840]  又反覆思想
[00:01:16.840 --> 00:01:20.160]  這樣文安是什麼意思
[00:01:20.160 --> 00:01:21.920]  天使對她說
[00:01:21.920 --> 00:01:24.160]  瑪利亞不要怕
[00:01:24.160 --> 00:01:27.680]  你在神面前已經蒙恩了
[00:01:27.680 --> 00:01:30.120]  你要懷孕生子
[00:01:30.120 --> 00:01:33.560]  可以給他起名叫耶穌
[00:01:33.560 --> 00:01:35.120]  他要為大
[00:01:35.120 --> 00:01:38.040]  稱為至高者的兒子
[00:01:38.040 --> 00:01:42.320]  主神要把他祖大位的位給他
[00:01:42.320 --> 00:01:45.080]  他要作那國家的王
[00:01:45.080 --> 00:01:46.840]  直到永遠
[00:01:46.840 --> 00:01:50.000]  他的國也沒有窮盡
[00:01:50.000 --> 00:01:52.240]  瑪利亞對天使說
[00:01:52.240 --> 00:01:54.080]  我沒有出嫁
[00:01:54.080 --> 00:01:56.320]  怎麼有這事呢
[00:01:56.320 --> 00:01:58.320]  天使回答說
[00:01:58.320 --> 00:02:01.320]  聖靈要臨到你身上
[00:02:01.320 --> 00:02:04.760]  至高者的能力要任避你
[00:02:04.760 --> 00:02:07.760]  因此所有生的聖者
[00:02:07.760 --> 00:02:10.560]  必稱為神的兒子
[00:02:10.560 --> 00:02:18.080]  或在年老的時候也懷了男胎
[00:02:18.080 --> 00:02:21.840]  就是那素來稱為不生育的
[00:02:21.840 --> 00:02:24.680]  現在有人六個月了
[00:02:24.680 --> 00:02:27.160]  因為出於神的話
[00:02:27.160 --> 00:02:30.200]  沒有一句不大能力的
[00:02:30.200 --> 00:02:31.760]  瑪利亞說
[00:02:31.760 --> 00:02:34.040]  我是主的侍女
[00:02:34.040 --> 00:02:36.040]  請願照你的話
[00:02:36.040 --> 00:02:38.360]  成就在我身上
[00:02:38.360 --> 00:02:41.440]  天使就離開他去了
[00:02:41.440 --> 00:02:44.440]  我們一起禱告
[00:02:44.440 --> 00:02:48.440]  持有的天賦我們要讚美你
[00:02:48.440 --> 00:02:53.080]  因為你的恩典奇妙可畏
[00:02:53.080 --> 00:02:54.520]  主我們感謝你
[00:02:54.520 --> 00:02:56.160]  你揀選我們
[00:02:56.160 --> 00:03:00.240]  能夠得著這麼寶貴的福分
[00:03:00.240 --> 00:03:03.760]  你又將你自己的話留給我們
[00:03:03.760 --> 00:03:05.640]  讓我們可以去學習
[00:03:05.640 --> 00:03:07.240]  可以去認識你
[00:03:07.240 --> 00:03:11.480]  可以去知道要成為一個怎樣的人
[00:03:11.480 --> 00:03:16.800]  主求你使用今天講道的時間
[00:03:16.800 --> 00:03:20.040]  願你的安慰提醒
[00:03:20.040 --> 00:03:22.920]  督責臨到我們
[00:03:22.920 --> 00:03:24.200]  多謝你聽我們禱告
[00:03:24.200 --> 00:03:25.720]  奉主耶穌的名禱
[00:03:25.720 --> 00:03:27.880]  阿們
[00:03:27.880 --> 00:03:31.320]  經文一開始的時候提到第六個月
[00:03:31.320 --> 00:03:33.000]  即是天使加伯列
[00:03:33.000 --> 00:03:36.760]  在六個月之前的一項任務
[00:03:36.760 --> 00:03:38.680]  他去到耶路撒冷聖殿
[00:03:38.680 --> 00:03:41.200]  向祭司撒加利亞宣告
[00:03:41.200 --> 00:03:42.840]  耶穌的先鋒
[00:03:42.840 --> 00:03:46.120]  即是施洗約翰的出生
[00:03:46.120 --> 00:03:51.440]  然後神又差他去到偏遠的小鎮
[00:03:51.440 --> 00:03:53.760]  位於加利利的那撒勒
[00:03:53.760 --> 00:03:56.960]  宣告一個消息
[00:03:56.960 --> 00:03:59.280]  這是一個什麼地方呢?
[00:03:59.280 --> 00:04:03.920]  加利利是在耶路撒冷的北面
[00:04:03.920 --> 00:04:07.840]  中間隔了一個撒瑪利亞
[00:04:07.840 --> 00:04:11.880]  由於和外邦人居住的地方是連接的
[00:04:11.880 --> 00:04:17.000]  所以有時會被稱為外邦人的加利利
[00:04:17.000 --> 00:04:20.600]  雖然在這裡居住的大多數都是猶太人
[00:04:20.600 --> 00:04:23.280]  他們的習俗和宗教禮儀
[00:04:23.280 --> 00:04:29.040]  都和耶路撒冷居住的居民沒有分別
[00:04:29.040 --> 00:04:33.280]  但是在猶太地的猶太人眼中
[00:04:33.280 --> 00:04:39.360]  他們覺得加利利人是不謹守律法的猶太群體
[00:04:39.360 --> 00:04:43.200]  所以那些宗教領袖會說彼得約翰
[00:04:43.200 --> 00:04:48.320]  即是耶穌的門徒是那些沒有學問的小民
[00:04:48.320 --> 00:04:51.320]  又很稀奇耶穌有沒有學過什麼
[00:04:51.320 --> 00:04:55.440]  為什麼會明白聖經呢?
[00:04:55.440 --> 00:04:57.360]  其實他們的意思並不是說
[00:04:57.360 --> 00:04:59.280]  耶穌和他的門徒沒有讀過書
[00:04:59.280 --> 00:05:01.600]  不識字,沒有受過教育
[00:05:01.600 --> 00:05:03.320]  而是說在加利利
[00:05:03.320 --> 00:05:04.920]  就算有老師
[00:05:04.920 --> 00:05:07.360]  都不會是一些有水準的老師
[00:05:07.360 --> 00:05:09.760]  不是那些名門正派
[00:05:09.760 --> 00:05:11.200]  沒有什麼水準的
[00:05:11.200 --> 00:05:15.760]  他們怎麼會懂得這些呢?
[00:05:15.760 --> 00:05:20.120]  因為他們認為在耶路撒冷的老師
[00:05:20.120 --> 00:05:21.520]  才是有水準的
[00:05:21.520 --> 00:05:25.400]  和才是高級的
[00:05:25.400 --> 00:05:30.480]  這裡稱拿撒勒為一座城
[00:05:30.480 --> 00:05:34.120]  其實更貼切的應該是一個小鎮
[00:05:34.120 --> 00:05:39.160]  拿撒勒是加利利境內的一個農業小鎮
[00:05:39.160 --> 00:05:42.920]  這個小鎮在加利利
[00:05:42.920 --> 00:05:44.920]  或者在以色列的人眼中
[00:05:44.920 --> 00:05:48.000]  都是比較低下的
[00:05:48.000 --> 00:05:49.320]  會受人藐視
[00:05:49.320 --> 00:05:52.200]  所以在《約翰福音》的第一章
[00:05:52.200 --> 00:05:54.320]  大家會看到當肥力
[00:05:54.320 --> 00:05:56.480]  去跟拿撒勒說
[00:05:56.480 --> 00:05:59.760]  拿撒勒人耶穌就是摩西在《律法書》
[00:05:59.760 --> 00:06:01.680]  和《先知書》裡面
[00:06:01.680 --> 00:06:05.520]  說的那一位將要來的先知
[00:06:05.520 --> 00:06:09.040]  拿撒勒的反應是
[00:06:09.040 --> 00:06:12.960]  拿撒勒能夠出什麼好東西
[00:06:12.960 --> 00:06:14.800]  雖然在人眼中
[00:06:14.800 --> 00:06:17.360]  這個地方不被重視
[00:06:17.360 --> 00:06:20.280]  甚至是被藐視
[00:06:20.280 --> 00:06:22.720]  但是人看不起的地方
[00:06:22.720 --> 00:06:25.080]  神卻是看中了它
[00:06:25.080 --> 00:06:28.520]  並且以色列期待已久的尼塞亞
[00:06:28.520 --> 00:06:31.560]  就是出自這個地方
[00:06:31.560 --> 00:06:35.280]  加巴列去到拿撒勒找到一個女孩
[00:06:35.280 --> 00:06:37.840]  童女 瑪利亞
[00:06:37.840 --> 00:06:43.040]  在二十七節兩次提到瑪利亞是童女
[00:06:43.040 --> 00:06:47.760]  童女這個字在希臘文一般是指少女
[00:06:47.760 --> 00:06:53.360]  不過很多時候都是包含了童貞女的意思
[00:06:53.360 --> 00:06:56.360]  作者路加很明顯要強調
[00:06:56.360 --> 00:06:59.400]  瑪利亞童女的身份
[00:06:59.400 --> 00:07:02.760]  瑪利亞是已經許配了
[00:07:02.760 --> 00:07:05.120]  大衛家的約瑟
[00:07:05.120 --> 00:07:09.160]  「許配」這個字就像今天的訂婚
[00:07:09.160 --> 00:07:12.280]  不過在當時來說
[00:07:12.280 --> 00:07:17.480]  許配或者訂婚是更加嚴謹的
[00:07:17.480 --> 00:07:20.400]  猶太人結婚是有兩個程序的
[00:07:20.400 --> 00:07:22.200]  先是訂婚
[00:07:22.200 --> 00:07:24.440]  雙方家長納藥
[00:07:24.440 --> 00:07:27.920]  給禮金
[00:07:27.920 --> 00:07:30.840]  其實都有點像中國人
[00:07:30.840 --> 00:07:36.440]  然後一年之後就會舉行婚禮
[00:07:36.440 --> 00:07:40.080]  當然所有的事都是由家長安排的
[00:07:40.080 --> 00:07:44.080]  訂婚是具有約束力的
[00:07:44.080 --> 00:07:46.800]  所以雖然瑪利亞未過門
[00:07:46.800 --> 00:07:49.600]  不過如果她有什麼差池
[00:07:49.600 --> 00:07:52.000]  有什麼不徵的話
[00:07:52.000 --> 00:07:55.720]  猶太人是會用石頭打死她的
[00:07:55.720 --> 00:07:58.320]  而中國人會怎樣呢?
[00:07:58.320 --> 00:08:00.200]  拉她去浸豬籠
[00:08:00.200 --> 00:08:03.400]  所以瑪利亞雖然未和約瑟結婚
[00:08:03.400 --> 00:08:07.200]  但是她已經算是約瑟的人了
[00:08:07.200 --> 00:08:09.920]  然後加巴列童瑪利亞文安
