
[00:00:00.000 --> 00:00:02.800]  好,大家午安
[00:00:02.800 --> 00:00:04.400]  (早安)
[00:00:04.400 --> 00:00:07.000]  我還未睡醒,或者我很想快點去睡
[00:00:07.000 --> 00:00:09.000]  大家好
[00:00:09.000 --> 00:00:11.600]  剛才的詩歌中間的歌也很感動
[00:00:11.600 --> 00:00:14.000]  是否中間那首?葡萄樹那首
[00:00:14.000 --> 00:00:18.600]  因為其實我四月都挺忙
[00:00:18.600 --> 00:00:23.000]  忙到進入三月時已經很擔心
[00:00:23.000 --> 00:00:26.000]  我進入三月時已經開始進入四月
[00:00:26.000 --> 00:00:32.000]  但我猜剛才那首歌可以很總結
[00:00:32.000 --> 00:00:36.000]  其實我的四月過的就是靠著上帝幫我過
[00:00:36.000 --> 00:00:44.000]  一邊唱的時候,一邊想起四月上帝有這樣有那樣幫我逐樣逐樣過了
[00:00:44.000 --> 00:00:48.000]  去到這一刻,說完今天,說完明天就應該好一點
[00:00:48.000 --> 00:00:51.000]  所以我覺得離開上帝是甚麼都不行的
[00:00:51.000 --> 00:00:54.000]  唯有在上帝裏面,祂就會支取我們的力量
[00:00:54.000 --> 00:00:59.000]  所以鼓勵大家不要離開上帝
[00:00:59.000 --> 00:01:03.000]  今天沒有人介紹我,我叫做Florence
[00:01:03.000 --> 00:01:06.000]  萬一你不認識我,我叫做Florence
[00:01:06.000 --> 00:01:10.000]  我有揮之不去的感覺,覺得今天我們可以造反
[00:01:10.000 --> 00:01:12.000]  因為所有的傳道人都不在
[00:01:12.000 --> 00:01:16.000]  我一聽到就覺得不應該這樣
[00:01:16.000 --> 00:01:19.000]  但到了這一刻,我突然覺得可以造反
[00:01:19.000 --> 00:01:25.000]  後來發現原來宋導師被傳道人召回來和大家一起
[00:01:25.000 --> 00:01:27.000]  都是好事來的
[00:01:27.000 --> 00:01:29.000]  大家好
[00:01:29.000 --> 00:01:33.000]  不如我講到之前,我們有個祈禱
[00:01:33.000 --> 00:01:35.000]  七天父我們感謝你
[00:01:35.000 --> 00:01:41.000]  我們本身不是屬於你的資質
[00:01:41.000 --> 00:01:45.000]  但我們可以接入你的資質裏面
[00:01:45.000 --> 00:01:47.000]  都是因為你的恩典
[00:01:47.000 --> 00:01:50.000]  我們人都想離開你
[00:01:50.000 --> 00:01:53.000]  試試離開你是甚麼感覺
[00:01:53.000 --> 00:01:55.000]  但願意你保守我們
[00:01:55.000 --> 00:01:59.000]  就算我們種完屍,最後總結就是
[00:01:59.000 --> 00:02:01.000]  離開你,我們不能作甚麼
[00:02:01.000 --> 00:02:04.000]  求你幫助我們,讓我們更體會到
[00:02:04.000 --> 00:02:07.000]  有你在我們生命裏面有多好
[00:02:07.000 --> 00:02:10.000]  今天你要挑戰我們
[00:02:10.000 --> 00:02:12.000]  如何在我們的生命裏面
[00:02:12.000 --> 00:02:14.000]  如何在我們的服事裏面
[00:02:14.000 --> 00:02:17.000]  為你多走一步,你就去帶領我們
[00:02:17.000 --> 00:02:19.000]  去預備我們的心
[00:02:19.000 --> 00:02:21.000]  以致我們真的像唱詩歌一樣
[00:02:21.000 --> 00:02:23.000]  我們預備我們的心,我們預備我們的人
[00:02:23.000 --> 00:02:25.000]  我們預備我們的手,我們的腳
[00:02:25.000 --> 00:02:27.000]  就是跟從你
[00:02:27.000 --> 00:02:30.000]  待會聽到的,有東西我們不想聽的
[00:02:30.000 --> 00:02:32.000]  不想入心的
[00:02:32.000 --> 00:02:35.000]  就求你聖靈去開放我們的心
[00:02:35.000 --> 00:02:38.000]  去明白,不單止去明白
[00:02:38.000 --> 00:02:40.000]  更加可以去行出來
[00:02:40.000 --> 00:02:43.000]  求你的聖靈在我們生命裏面去動功
[00:02:43.000 --> 00:02:46.000]  我們以上祈禱奉主命求,阿門
[00:02:46.000 --> 00:02:52.000]  我呢,剛才一直唱詩歌
[00:02:52.000 --> 00:02:55.000]  有很多山,水
[00:02:55.000 --> 00:02:59.000]  我一年多前就開始跟人去行山
[00:02:59.000 --> 00:03:01.000]  我初時很不想行
[00:03:01.000 --> 00:03:04.000]  因為其實是跟Uncle行
[00:03:04.000 --> 00:03:06.000]  所以要給面子跟他們行
[00:03:06.000 --> 00:03:07.000]  初時真的很不想行
[00:03:07.000 --> 00:03:10.000]  下雨我最開心,不用行
[00:03:10.000 --> 00:03:11.000]  每次Uncle就會問
[00:03:11.000 --> 00:03:13.000]  下個月你何時有空
[00:03:13.000 --> 00:03:15.000]  每次我都覺得沒空
[00:03:15.000 --> 00:03:17.000]  但又要給面子
[00:03:17.000 --> 00:03:19.000]  但發覺行了一段時間後
[00:03:19.000 --> 00:03:22.000]  就發覺我有份主動
[00:03:22.000 --> 00:03:23.000]  我有份主動
[00:03:23.000 --> 00:03:25.000]  我行完五月,我就告訴他們
[00:03:25.000 --> 00:03:27.000]  六月我有甚麼時間
[00:03:27.000 --> 00:03:29.000]  下雨,我都會祈禱
[00:03:29.000 --> 00:03:31.000]  上帝不如明天不要下雨讓我行
[00:03:31.000 --> 00:03:36.000]  我發覺我去行山的主動心又多了
[00:03:36.000 --> 00:03:38.000]  我不知道你會不會
[00:03:38.000 --> 00:03:41.000]  在一些事情,一些人事物
[00:03:41.000 --> 00:03:44.000]  對你來說,你是可以有個主動的心
[00:03:44.000 --> 00:03:48.000]  令你可以「Just do it」去做
[00:03:48.000 --> 00:03:50.000]  不知道在你過去裡
[00:03:50.000 --> 00:03:52.000]  有沒有一些你很喜歡的人事物
[00:03:52.000 --> 00:03:54.000]  令你會變成一個主動的人
[00:03:54.000 --> 00:03:57.000]  一個就是「我去吧,Just do it」
[00:03:57.000 --> 00:04:00.000]  我猜追女生,追男生
[00:04:00.000 --> 00:04:05.000]  可能是一個比較凸顯的例子
[00:04:05.000 --> 00:04:08.000]  我都會跟一些女生聊天
[00:04:08.000 --> 00:04:12.000]  女生會說我喜歡了一個人
[00:04:12.000 --> 00:04:15.000]  但我不知道對方是否喜歡我
[00:04:15.000 --> 00:04:18.000]  你喜歡一個人,當然想知道對方是否喜歡你
[00:04:18.000 --> 00:04:23.000]  她就會留意,一舉手一投足
[00:04:23.000 --> 00:04:25.000]  究竟那個人是否喜歡我
[00:04:25.000 --> 00:04:28.000]  大家記不記得麥當勞有個廣告很正
[00:04:28.000 --> 00:04:30.000]  有個男生到處派麥當勞包
[00:04:30.000 --> 00:04:31.000]  因為便宜
[00:04:31.000 --> 00:04:32.000]  那個女生就覺得
[00:04:32.000 --> 00:04:34.000]  你買麥當勞包給我吃
[00:04:34.000 --> 00:04:36.000]  女生喜歡一個人
[00:04:36.000 --> 00:04:38.000]  大家有沒有印象這個廣告
[00:04:38.000 --> 00:04:39.000]  沒有啊
[00:04:39.000 --> 00:04:41.000]  這個廣告很正
[00:04:41.000 --> 00:04:44.000]  有機會,真的很正的廣告便是很正
[00:04:44.000 --> 00:04:46.000]  總之你喜歡一個人
[00:04:46.000 --> 00:04:49.000]  當然想知道對方是否喜歡你
[00:04:49.000 --> 00:04:51.000]  他們便猜測是否真的
[00:04:51.000 --> 00:04:54.000]  我會很冷靜地跟他們說
[00:04:54.000 --> 00:04:56.000]  我都一把年紀,經歷過滄桑
[00:04:56.000 --> 00:04:58.000]  我跟他們說
[00:04:58.000 --> 00:05:02.000]  其實如果男孩子喜歡你
[00:05:02.000 --> 00:05:05.000]  他怎樣都會有表示
[00:05:05.000 --> 00:05:07.000]  最終都會有些很明顯的
[00:05:07.000 --> 00:05:10.000]  讓你很清楚他真的喜歡你
[00:05:10.000 --> 00:05:12.000]  因為對我來說
[00:05:12.000 --> 00:05:14.000]  或者在我經驗裏
[00:05:14.000 --> 00:05:15.000]  不是我自己的經驗
[00:05:15.000 --> 00:05:17.000]  是我觀察的經驗裏
[00:05:17.000 --> 00:05:19.000]  就算是多內斂
[00:05:19.000 --> 00:05:21.000]  多被動的男孩子
[00:05:21.000 --> 00:05:23.000]  他喜歡你
[00:05:23.000 --> 00:05:25.000]  他一定怎樣都會有些行動
[00:05:25.000 --> 00:05:27.000]  甚至最終是有表白
[00:05:27.000 --> 00:05:30.000]  就算今早我問了一個男孩子
[00:05:30.000 --> 00:05:32.000]  近日有沒有人喜歡你
[00:05:32.000 --> 00:05:34.000]  他便說有,沒有
[00:05:34.000 --> 00:05:36.000]  最後想說的是
[00:05:36.000 --> 00:05:38.000]  有些他有行動
[00:05:38.000 --> 00:05:40.000]  因為他很清楚那個人是否喜歡
[00:05:40.000 --> 00:05:42.000]  但有些他沒有行動
[00:05:42.000 --> 00:05:44.000]  因為他不清楚自己是否喜歡
[00:05:44.000 --> 00:05:45.000]  總括都是想說
[00:05:45.000 --> 00:05:47.000]  男孩子,我相信
[00:05:47.000 --> 00:05:50.000]  你們對對方有興趣的話
[00:05:50.000 --> 00:05:53.000]  怎樣都會有行動
[00:05:53.000 --> 00:05:55.000]  所以我會叫女孩子
[00:05:55.000 --> 00:05:57.000]  你等一下
[00:05:57.000 --> 00:05:58.000]  他沒有行動
[00:05:58.000 --> 00:06:00.000]  一是代表他不夠喜歡你
[00:06:00.000 --> 00:06:02.000]  一是他未想清楚他喜不喜歡你
[00:06:02.000 --> 00:06:04.000]  所以你等一下
[00:06:04.000 --> 00:06:06.000]  所以可能男孩子喜歡人
[00:06:06.000 --> 00:06:08.000]  他會有行動,變得主動
[00:06:08.000 --> 00:06:10.000]  除了男女關係
[00:06:10.000 --> 00:06:12.000]  會不會有其他呢
[00:06:12.000 --> 00:06:15.000]  可能我們對於我們有興趣的東西
[00:06:15.000 --> 00:06:17.000]  都會令我們變得主動
[00:06:17.000 --> 00:06:19.000]  可能變得有團火
[00:06:19.000 --> 00:06:21.000]  例如我現在有團火去行山
[00:06:21.000 --> 00:06:24.000]  我曾經認識一些女孩子
[00:06:24.000 --> 00:06:25.000]  很內斂的
[00:06:25.000 --> 00:06:27.000]  但一說追星
[00:06:27.000 --> 00:06:29.000]  她就馬上會著兩人
[00:06:29.000 --> 00:06:31.000]  或者我見過一些
[00:06:31.000 --> 00:06:33.000]  看著誰
[00:06:33.000 --> 00:06:35.000]  是否有人
[00:06:35.000 --> 00:06:37.000]  我見過一些很被動的男孩子
[00:06:37.000 --> 00:06:39.000]  但當他一到球場
[00:06:39.000 --> 00:06:41.000]  他又變成另一個人
[00:06:41.000 --> 00:06:43.000]  眼裡有火
[00:06:43.000 --> 00:06:45.000]  一到球場就變得很主動
[00:06:45.000 --> 00:06:47.000]  很進取
[00:06:47.000 --> 00:06:50.000]  我曾經在早上八時
[00:06:50.000 --> 00:06:52.000]  在恩福停車場樓下
[00:06:52.000 --> 00:06:54.000]  見到一個男孩子
[00:06:54.000 --> 00:06:56.000]  那時八時,其實很早
[00:06:56.000 --> 00:06:58.000]  我問他,而且是平日
[00:06:58.000 --> 00:07:00.000]  我問他為何那麼早回來
[00:07:00.000 --> 00:07:02.000]  好幾年前
[00:07:02.000 --> 00:07:05.000]  他說他正在打Pokemon
[00:07:05.000 --> 00:07:07.000]  很久了
[00:07:07.000 --> 00:07:09.000]  不過昨晚都見到
[00:07:09.000 --> 00:07:11.000]  有一班叔叔在捉Pokemon
[00:07:11.000 --> 00:07:15.000]  在那一刻,八時
[00:07:15.000 --> 00:07:18.000]  見到這個青年人在教會樓下捉Pokemon
[00:07:18.000 --> 00:07:20.000]  令我體會到
[00:07:20.000 --> 00:07:22.000]  熱誠這回事
[00:07:22.000 --> 00:07:24.000]  一有,勢不可擋
[00:07:24.000 --> 00:07:29.000]  正如大家對青少部很有熱誠
[00:07:29.000 --> 00:07:33.000]  青少主日,你們會六、七時回來荔枝角
[00:07:33.000 --> 00:07:35.000]  吃早餐,去服侍
[00:07:35.000 --> 00:07:37.000]  或者是恆常
[00:07:37.000 --> 00:07:39.000]  其實都有一班頂姐妹願意早點回來
[00:07:39.000 --> 00:07:42.000]  用多點時間去服侍主
[00:07:42.000 --> 00:07:44.000]  所以我相信有熱誠
[00:07:44.000 --> 00:07:47.000]  有熱切的話,其實真是勢不可擋
[00:07:47.000 --> 00:07:49.000]  你們青年人,有一顆熱誠的話
[00:07:49.000 --> 00:07:51.000]  應該甚麼都可以
[00:07:51.000 --> 00:07:56.000]  頂姐妹,近日你有沒有一些熱誠的東西
[00:07:56.000 --> 00:07:58.000]  你是熱切追隨的
[00:07:58.000 --> 00:08:01.000]  熱切渴望的,想有的呢?
[00:08:01.000 --> 00:08:04.000]  青少部這段時間的港島主題
[00:08:04.000 --> 00:08:06.000]  就是年度主題的下半部
[00:08:06.000 --> 00:08:08.000]  就是Let's Go and Shine
[00:08:08.000 --> 00:08:11.000]  青少部同工跟我說
[00:08:11.000 --> 00:08:14.000]  他們很想帶大家有熱誠的
[00:08:14.000 --> 00:08:16.000]  有熱切的心去走出去
[00:08:16.000 --> 00:08:18.000]  去服侍主,見證主
[00:08:18.000 --> 00:08:20.000]  特別暑假快來了
[00:08:20.000 --> 00:08:22.000]  他們很想預備你們
[00:08:22.000 --> 00:08:25.000]  暑假的時候願意去服侍主
[00:08:25.000 --> 00:08:27.000]  去見證主
[00:08:27.000 --> 00:08:31.000]  不過問題是熱誠是怎樣可以擁有的呢?
[00:08:31.000 --> 00:08:33.000]  可能你會說沒有就沒有
[00:08:33.000 --> 00:08:36.000]  你叫我怎樣有熱誠呢?
[00:08:36.000 --> 00:08:39.000]  熱誠是可以怎樣有的呢?
[00:08:39.000 --> 00:08:42.000]  沒有熱誠,是否不用做呢?
[00:08:42.000 --> 00:08:44.000]  我記得曾經有一次有個傳代人跟我說
[00:08:44.000 --> 00:08:46.000]  想找他幫忙
[00:08:46.000 --> 00:08:48.000]  我沒有負擔
[00:08:48.000 --> 00:08:50.000]  沒有負擔就不做了
[00:08:50.000 --> 00:08:52.000]  我心想,問題是
[00:08:52.000 --> 00:08:54.000]  我們怎樣可以有熱誠呢?
[00:08:54.000 --> 00:08:57.000]  除了裝備自己有沒有熱誠之外
[00:08:57.000 --> 00:09:00.000]  還有甚麼我們要裝備自己呢?
[00:09:00.000 --> 00:09:02.000]  今天我們想探討一下
[00:09:02.000 --> 00:09:05.000]  到底出去服侍之前
[00:09:05.000 --> 00:09:08.000]  我們可以怎樣熱切地裝備自己
[00:09:08.000 --> 00:09:10.000]  而我們又要裝備自己甚麼呢?
[00:09:10.000 --> 00:09:13.000]  今天的經文來自哥林多前書
[00:09:13.000 --> 00:09:15.000]  哥林多教會是一間
[00:09:15.000 --> 00:09:18.000]  有很多問題的教會
[00:09:18.000 --> 00:09:21.000]  所以保羅要寫信給他們
[00:09:21.000 --> 00:09:24.000]  去矯正他們的錯誤
[00:09:24.000 --> 00:09:26.000]  哥林多教會核心的問題是甚麼呢?
[00:09:26.000 --> 00:09:29.000]  他們就是用了世界的眼光
[00:09:29.000 --> 00:09:31.000]  去明白智慧和能力
[00:09:31.000 --> 00:09:33.000]  他們用了世界的眼光
[00:09:33.000 --> 00:09:35.000]  去明白智慧和能力
[00:09:35.000 --> 00:09:37.000]  以致他們用了世界的眼光
[00:09:37.000 --> 00:09:39.000]  價值觀去想信仰
[00:09:39.000 --> 00:09:41.000]  和信仰生命
[00:09:41.000 --> 00:09:43.000]  當中的就是包括
[00:09:43.000 --> 00:09:47.000]  他們怎樣看侍奉和運用恩賜
[00:09:47.000 --> 00:09:49.000]  而十二到十四章
[00:09:49.000 --> 00:09:52.000]  就是保羅對於恩賜和運用恩賜的教導
[00:09:52.000 --> 00:09:54.000]  關於屬靈恩賜
[00:09:54.000 --> 00:09:56.000]  其中一個他們看錯的
[00:09:56.000 --> 00:09:59.000]  就是他們高舉了講方言的恩賜
[00:09:59.000 --> 00:10:05.000]  在聖經裏面大概有兩種講方言的
[00:10:05.000 --> 00:10:07.000]  第一種就是
[00:10:07.000 --> 00:10:10.000]  我不讀了,因為我沒有這個恩賜去讀這字
[00:10:10.000 --> 00:10:12.000]  他想說甚麼呢?
[00:10:12.000 --> 00:10:15.000]  他說一個人被聖靈去感動
[00:10:15.000 --> 00:10:17.000]  賜予能力
[00:10:17.000 --> 00:10:19.000]  他就可以說一些
[00:10:19.000 --> 00:10:21.000]  他就可以說一些沒有學過
[00:10:21.000 --> 00:10:26.000]  但又是真的地上有人說過民族的言語
[00:10:26.000 --> 00:10:28.000]  目的就是為了傳福音
[00:10:28.000 --> 00:10:32.000]  可以和不同語言的人去傳福音
[00:10:32.000 --> 00:10:35.000]  例如我沒有學過印尼話
[00:10:35.000 --> 00:10:37.000]  但我在印尼短宣局裏
