
[00:00:00.000 --> 00:00:05.200]  今天我們繼續看《希伯來書》
[00:00:05.200 --> 00:00:14.080]  今天已經來到《希伯來書講道》系列第十一章的經文
[00:00:14.080 --> 00:00:19.160]  相信大家對這章經文比較熟悉
[00:00:19.160 --> 00:00:27.400]  因為大家可能聽過這章經文裏面很多信心偉人的故事
[00:00:27.400 --> 00:00:31.000]  唱歌也可能有唱過
[00:00:31.000 --> 00:00:41.280]  在這章裏很明顯信心是這章裏面一個很重要的主題
[00:00:41.280 --> 00:00:45.000]  我們知道《希伯來書》總共有十三章的經文
[00:00:45.000 --> 00:00:48.200]  我們今天已經來到第十一章
[00:00:48.200 --> 00:00:53.360]  即是我們已經很快進入到《希伯來書》的尾聲
[00:00:53.360 --> 00:01:00.520]  希望我們過去透過《希伯來書》大家對這書有更多的認識
[00:01:00.520 --> 00:01:08.960]  作者在《希伯來書》裏面提出不少關於信徒的警告和勸勉
[00:01:08.960 --> 00:01:15.640]  提醒讀者留心自己與神的關係
[00:01:15.640 --> 00:01:19.800]  我不知道大家是否記得作者第四個警告是甚麼
[00:01:19.800 --> 00:01:25.960]  作者在第十章的二十六到三十一節裏面提出了第四個警告
[00:01:25.960 --> 00:01:34.200]  在警告裏面他提醒讀者小心不要拒絕神的真理和拒絕上帝的遺旨
[00:01:34.200 --> 00:01:39.160]  因為當我們這樣做的時候會帶來一個很大的危險
[00:01:39.160 --> 00:01:41.280]  但我們知道在《希伯來書》裏面
[00:01:41.280 --> 00:01:46.000]  作者除了列出他對信徒的一些警告之外
[00:01:46.000 --> 00:01:53.120]  其實作者亦嘗試用很多不同的方法去正面鼓勵當中的信徒
[00:01:53.120 --> 00:01:57.160]  包括今天我們每一個弟兄姊妹
[00:01:57.160 --> 00:01:58.760]  所以在《希伯來書》裏面
[00:01:58.760 --> 00:02:05.480]  作者都是用很有牧養的心腸去勸勉當時的讀者
[00:02:05.480 --> 00:02:17.520]  怎樣去跟隨神,怎樣不要在背道裏面令到上帝有些震怒
[00:02:17.520 --> 00:02:24.880]  第十一章其實作者希望從一個正面的角度去勉勵讀者
[00:02:24.880 --> 00:02:29.080]  他很希望透過一些舊約裏面的歷史人物
[00:02:29.080 --> 00:02:34.200]  去幫助我們學習關於信心這個課題
[00:02:34.200 --> 00:02:37.480]  所以第十一章很重要的目的
[00:02:37.480 --> 00:02:44.520]  就是特別去透過這章的人物去鼓勵一些特別去面對一個環境裏面
[00:02:44.520 --> 00:02:47.520]  他覺得信仰裏面受到挑戰
[00:02:47.520 --> 00:02:49.560]  受到逼迫
[00:02:49.560 --> 00:02:54.000]  甚至在試煉裏面的一些人堅定他們的信仰
[00:02:54.000 --> 00:03:00.120]  希望他們能夠透過這些人物去成為他們的榜樣
[00:03:00.120 --> 00:03:03.920]  我們看到第十章最後一節的經文是這樣說的
[00:03:03.920 --> 00:03:05.680]  我們一起讀
[00:03:05.680 --> 00:03:10.520]  「我們卻不是退縮以至沉淪的那等人
[00:03:10.520 --> 00:03:14.400]  而是有信心以至得生命的人」
[00:03:14.400 --> 00:03:21.800]  其實作者在第十章尾已經鋪排了第十一章關於信心的一段經文
[00:03:21.800 --> 00:03:27.200]  就是他要勉勵我們不要好像退縮、沉淪那些人
[00:03:27.200 --> 00:03:30.000]  而是我們要對上帝有信心
[00:03:30.000 --> 00:03:37.320]  以致我們在今天能夠得著生命的這些情況
[00:03:37.320 --> 00:03:44.800]  而第十一章就開始作者去展述關於這些有信心以至得生命的人
[00:03:44.800 --> 00:03:45.800]  是一些甚麼人
[00:03:45.800 --> 00:03:49.880]  就是第十一章裏面記載的那些人物
[00:03:49.880 --> 00:03:58.120]  其實在希臘文Pistis這個信或者是信心這個名詞
[00:03:58.120 --> 00:04:02.360]  在整個希伯來書裏面出現了很多次
[00:04:02.360 --> 00:04:05.720]  它總共出現了三十二次
[00:04:05.720 --> 00:04:09.040]  而第十一章已經佔了二十四次
[00:04:09.040 --> 00:04:14.120]  即是差不多七成關於信或者是信心這個字
[00:04:14.120 --> 00:04:17.120]  在第十一章已經佔了很大部分
[00:04:17.120 --> 00:04:24.120]  所以我剛才說信和信心是第十一章裏面一個很重要的主題
[00:04:24.120 --> 00:04:28.440]  但弟兄姊妹,我們有時說信心,我不知道你有沒有這樣的感覺
[00:04:28.440 --> 00:04:32.360]  就是我們比較主觀地去理解信或者信心
[00:04:32.360 --> 00:04:35.720]  即是有時說你好像沒有信心
[00:04:35.720 --> 00:04:37.720]  或者你好像很有信心
[00:04:37.720 --> 00:04:40.920]  究竟是很有信心還是沒有信心呢?
[00:04:40.920 --> 00:04:44.640]  又或者有些時候你會覺得我有些時候好像很有信心
[00:04:44.640 --> 00:04:47.120]  但有些時候又好像沒有信心
[00:04:47.120 --> 00:04:51.560]  我們通常會用一個比較主觀的一種感覺
[00:04:51.560 --> 00:04:56.320]  去量度一個人或者量度你自己有沒有信心
[00:04:56.320 --> 00:05:00.120]  但其實在希伯來書裏面或者在聖經裏面
[00:05:00.120 --> 00:05:04.120]  說關於信或者信心的時候究竟是怎樣的呢?
[00:05:04.120 --> 00:05:06.720]  是不是主觀的一種感覺呢?
[00:05:06.720 --> 00:05:10.720]  今天我們盼望透過希伯來書第十一章給我們的訊息
[00:05:10.720 --> 00:05:12.920]  我們仔細去想一下
[00:05:12.920 --> 00:05:18.120]  透過聖經去理解當中信和信心的一些關係
[00:05:18.120 --> 00:05:21.920]  而我們在進入經文之前我們都一起有一個祈禱
[00:05:21.920 --> 00:05:23.920]  我們一起禱告
[00:05:23.920 --> 00:05:27.800]  親愛的天父,我們感謝你過去在希伯來書裏面
[00:05:27.800 --> 00:05:33.520]  透過當中的這個作者給我們有很多的提醒和勉勵
[00:05:33.520 --> 00:05:37.120]  今天我們進入到希伯來書第十一章的經文
[00:05:37.120 --> 00:05:40.920]  求你都預備我們的心,預備我們的耳朵
[00:05:40.920 --> 00:05:44.720]  去仔細聆聽當中給我們的教導
[00:05:44.720 --> 00:05:48.120]  能夠將你的說話傳在我們心裏面
[00:05:48.120 --> 00:05:50.520]  亦都能夠行在我們的生活當中
[00:05:50.520 --> 00:05:52.720]  我們以上同心合意的禱告
[00:05:52.720 --> 00:05:56.120]  是奉靠耶穌基督,得聖名自祈求,阿們
[00:05:56.120 --> 00:06:00.120]  我們先去進入第一個的經文部分
[00:06:00.120 --> 00:06:04.720]  我給的題目叫做「信心帶來的功效」
[00:06:04.720 --> 00:06:09.120]  我們會一起去看第一至第三節
[00:06:09.120 --> 00:06:13.520]  我們一起讀這三節的經文
[00:06:13.520 --> 00:06:17.920]  信就是對所盼望之事有把握
[00:06:17.920 --> 00:06:20.720]  對未見之事有確具
[00:06:20.720 --> 00:06:24.720]  古人因著這信,獲得了讚許
[00:06:24.720 --> 00:06:30.520]  因著信,我們知道這宇宙是藉神的話造成的
[00:06:30.520 --> 00:06:36.520]  這樣看得見的是從看不見的做出來的
[00:06:36.520 --> 00:06:41.920]  這裏作者提出他自己對信或者信心的理解
[00:06:41.920 --> 00:06:44.320]  第一節是我們經常背誦的經文
[00:06:44.320 --> 00:06:46.920]  信就是對所盼望的事有把握
[00:06:46.920 --> 00:06:49.120]  對未見之事有確具
[00:06:49.120 --> 00:06:52.720]  我知道大家通常背和合本的
[00:06:52.720 --> 00:06:55.520]  信就是所望之事的實底
[00:06:55.520 --> 00:06:58.320]  未見之事的確具
[00:06:58.320 --> 00:06:59.520]  但我不知道你背的時候
[00:06:59.520 --> 00:07:01.120]  你覺得這句經文究竟說什麼?
[00:07:01.120 --> 00:07:03.120]  其實你不太知道它究竟說什麼
[00:07:03.120 --> 00:07:04.240]  好像很虛
[00:07:04.240 --> 00:07:07.120]  信就是所望之事的實底
[00:07:07.120 --> 00:07:08.720]  未見之事的確具
[00:07:08.720 --> 00:07:09.920]  好像不知道說什麼
[00:07:09.920 --> 00:07:13.920]  但我們看見和修館把這句經文的意思
[00:07:13.920 --> 00:07:18.120]  較為容易讓我們明白當中的意思
[00:07:18.120 --> 00:07:20.520]  這個理解我們要知道
[00:07:20.520 --> 00:07:22.520]  這是希伯來書作者的理解
[00:07:22.520 --> 00:07:24.520]  但我們知道在聖經裏面
[00:07:24.520 --> 00:07:28.720]  講信和講信心是有很多不同的經文
[00:07:28.720 --> 00:07:31.920]  所以這只是希伯來書作者的理解
[00:07:31.920 --> 00:07:34.120]  我們要明白在聖經裏面
[00:07:34.120 --> 00:07:37.520]  保羅有對信和義中間的關係的理解
[00:07:37.520 --> 00:07:41.520]  雅各有對信和行為之間的關係的理解
[00:07:41.520 --> 00:07:45.120]  所以我們一定要全面認識聖經裏面
[00:07:45.120 --> 00:07:47.520]  關於信的課題
[00:07:47.520 --> 00:07:49.920]  但我們今天在希伯來書裏面
[00:07:49.920 --> 00:07:53.920]  我們看見作者對信有他自己的理解
[00:07:53.920 --> 00:07:55.120]  第一節經文裏面
[00:07:55.120 --> 00:07:58.720]  其實有一個提綱揭領的作用
[00:07:58.720 --> 00:08:02.720]  即是第一節的意思就是表達
[00:08:02.720 --> 00:08:05.120]  往後作者要提的內容
[00:08:05.120 --> 00:08:10.120]  就是要證明第一句說話的真確性
[00:08:10.120 --> 00:08:14.120]  即是有一班人他們帶著這種信
[00:08:14.120 --> 00:08:15.320]  在他生命裏面
[00:08:15.320 --> 00:08:18.520]  對他所盼望的事是帶著把握
[00:08:18.520 --> 00:08:21.920]  對未見的事是有著一種的確具
[00:08:21.920 --> 00:08:26.720]  盼望之事和這裏所講的未見之事
[00:08:26.720 --> 00:08:30.720]  其實兩者都是指向未來
[00:08:30.720 --> 00:08:31.920]  是未發生的
[00:08:31.920 --> 00:08:35.520]  亦都是未見到的、未實現的事
[00:08:35.520 --> 00:08:38.320]  兩者都是在講這件事
[00:08:38.320 --> 00:08:40.920]  而信和信心
[00:08:40.920 --> 00:08:43.520]  即是令我們對未來
[00:08:43.520 --> 00:08:48.120]  未發生的事、未看見的事、未實現的事
[00:08:48.120 --> 00:08:52.720]  是有一種把握和有確具
[00:08:52.720 --> 00:08:55.720]  這是希伯來書作者對信的理解
[00:08:55.720 --> 00:08:57.320]  即是他的意思是
[00:08:57.320 --> 00:09:00.320]  我們對內心裏面盼望未見的事
[00:09:00.320 --> 00:09:05.320]  我們心裏面都是有一種把握和確具
[00:09:05.320 --> 00:09:09.520]  而作者提到在過去的歷史裏面
[00:09:09.520 --> 00:09:11.520]  確實是有一些人
[00:09:11.520 --> 00:09:14.520]  他稱為第二節古人
[00:09:14.520 --> 00:09:20.120]  這些人是因著信而得著上帝的讚許
[00:09:20.120 --> 00:09:21.720]  亦因著信
[00:09:21.720 --> 00:09:23.920]  我們能夠知道第三節話
[00:09:23.920 --> 00:09:28.720]  知道這個宇宙是藉著神的話而造成的
[00:09:28.720 --> 00:09:33.120]  這句話第三節的意思正正是在講創世紀裏面
[00:09:33.120 --> 00:09:35.520]  上帝創造的時候
[00:09:35.520 --> 00:09:37.320]  是藉著甚麼創造?
[00:09:37.320 --> 00:09:40.720]  就是藉著上帝自己的說話而創造
[00:09:40.720 --> 00:09:41.920]  所以聖經說
[00:09:41.920 --> 00:09:45.120]  「他說有就有,命立就立」
[00:09:45.120 --> 00:09:46.720]  就是這個意思
[00:09:46.720 --> 00:09:50.920]  原來這個都是因著信而來的
[00:09:50.920 --> 00:09:52.720]  第三節的下半段
[00:09:52.720 --> 00:09:55.520]  其實作者有一個小小的結論
[00:09:55.520 --> 00:10:02.120]  「看得見的是從看不見的造出來的」
[00:10:02.120 --> 00:10:06.120]  這個就是表達上帝的創造
[00:10:06.120 --> 00:10:09.320]  上帝的創造用祂的說話而創造
[00:10:09.320 --> 00:10:12.920]  這個是看得見的創造
[00:10:12.920 --> 00:10:15.720]  但卻是從看不見的
[00:10:15.720 --> 00:10:19.520]  即是神的說話去被造出來的
[00:10:19.520 --> 00:10:22.120]  一般人對信的觀念
[00:10:22.120 --> 00:10:27.120]  其實都是以看得見就信的
[00:10:27.120 --> 00:10:30.520]  很少是看不見你就會信的
[00:10:30.520 --> 00:10:32.120]  如果大家去傳福音
[00:10:32.120 --> 00:10:34.120]  你會聽過很多人說
[00:10:34.120 --> 00:10:36.320]  不信的人就說
[00:10:36.320 --> 00:10:37.320]  「你叫我信神」
[00:10:37.320 --> 00:10:38.920]  「你叫神顯現」
[00:10:38.920 --> 00:10:39.720]  「我就信」
[00:10:39.720 --> 00:10:41.120]  你有沒有聽過?
[00:10:41.120 --> 00:10:43.320]  又或者有些人就說
[00:10:43.320 --> 00:10:44.120]  「你叫我信神」
[00:10:44.120 --> 00:10:45.520]  「你叫神搬」
[00:10:45.520 --> 00:10:47.520]  「造一塊祂自己搬不起來的石頭」
[00:10:47.520 --> 00:10:49.120]  「我就信了」
[00:10:49.120 --> 00:10:51.120]  類似這樣
[00:10:51.120 --> 00:10:53.920]  通常一般人都會覺得
[00:10:53.920 --> 00:10:57.520]  看到他才會信
[00:10:57.520 --> 00:10:59.120]  但這裡說什麼?
[00:10:59.120 --> 00:11:03.320]  看得見的是從看不見的造出來的
[00:11:03.320 --> 00:11:05.320]  即是作者在這裡強調
[00:11:05.320 --> 00:11:08.920]  其實信不一定要看得見才信
[00:11:08.920 --> 00:11:11.720]  而是過去在這些古人裡面
[00:11:11.720 --> 00:11:18.120]  就有一種很強的出現
[00:11:18.120 --> 00:11:22.720]  那些人是未見到就信的
[00:11:22.720 --> 00:11:25.320]  但你想想其實
[00:11:25.320 --> 00:11:27.920]  是否真的見到才信呢?
[00:11:27.920 --> 00:11:30.120]  就算未信的人
[00:11:30.120 --> 00:11:33.720]  他們很多時候都不是見到才信的
[00:11:33.720 --> 00:11:34.720]  我舉個例子
[00:11:34.720 --> 00:11:38.320]  就是過年還沒有金多寶
[00:11:38.320 --> 00:11:40.520]  即是很多人還沒有去買金多寶
[00:11:40.520 --> 00:11:43.120]  大家知道已經排長龍了
[00:11:43.120 --> 00:11:47.320]  即是某些地方排了很久
[00:11:47.320 --> 00:11:50.720]  他們覺得那間中得多就去排
[00:11:50.720 --> 00:11:53.520]  但買六合彩為何要去買?
[00:11:53.520 --> 00:11:55.320]  他是否中了?
[00:11:55.320 --> 00:11:56.920]  他還沒有中
[00:11:56.920 --> 00:11:58.320]  他還沒有中
[00:11:58.320 --> 00:12:00.320]  但為何他都去買?
[00:12:00.320 --> 00:12:03.320]  因為他盼望有一天他可以中
[00:12:03.320 --> 00:12:05.320]  又或者他信有一天
[00:12:05.320 --> 00:12:06.720]  他都可以中
[00:12:06.720 --> 00:12:08.320]  他就去買
[00:12:08.320 --> 00:12:10.920]  所以其實就算未信的人
[00:12:10.920 --> 00:12:12.520]  他都不是一定說
[00:12:12.520 --> 00:12:14.520]  他看得見他才信
[00:12:14.520 --> 00:12:17.720]  他其實內心對某些未看得見的東西
[00:12:17.720 --> 00:12:18.920]  他都會信
[00:12:18.920 --> 00:12:21.120]  另一個例子就是過年的時候
[00:12:21.120 --> 00:12:23.720]  過年的時候很多人都會買那些
[00:12:23.720 --> 00:12:26.120]  運程的書
[00:12:26.120 --> 00:12:29.320]  運程的書為何他每一年都要看?
[00:12:29.320 --> 00:12:32.120]  就是因為他覺得那些書
[00:12:32.120 --> 00:12:34.120]  去預測他的運程
[00:12:34.120 --> 00:12:36.320]  有可能會應驗
[00:12:36.320 --> 00:12:37.720]  所以他繼續看
[00:12:37.720 --> 00:12:39.120]  他亦都會信
[00:12:39.120 --> 00:12:45.120]  他信我今年流年不利
[00:12:45.120 --> 00:12:47.120]  同生肖撞了
[00:12:47.120 --> 00:12:48.120]  他又會信
[00:12:48.120 --> 00:12:50.120]  然後他就會想一些方法
[00:12:50.120 --> 00:12:54.120]  可以避開那些不好運
[00:12:54.120 --> 00:12:58.520]  所以其實所謂不信神的人
[00:12:58.520 --> 00:13:01.920]  其實他內心對某些東西他都會信
[00:13:01.920 --> 00:13:05.720]  而那些東西都未必是他真的看見他才信
[00:13:05.720 --> 00:13:10.920]  只不過他不相信這個世界有一位上帝
[00:13:10.920 --> 00:13:12.120]  他信其他東西
[00:13:12.120 --> 00:13:16.720]  所以其實未必所有人都是要看到才信
[00:13:16.720 --> 00:13:21.520]  但一般人都會用看見或看不見
[00:13:21.520 --> 00:13:24.520]  去作為信的標準
[00:13:24.520 --> 00:13:28.920]  希伯來書的作者所講到的信
[00:13:28.920 --> 00:13:34.520]  是由看不見的信心成就看得見的結果
[00:13:34.520 --> 00:13:38.720]  信和信心本身真是看不見的
[00:13:38.720 --> 00:13:41.120]  我不能夠指著一件物件
[00:13:41.120 --> 00:13:43.720]  就說這個就是信
[00:13:43.720 --> 00:13:46.720]  我們需要透過一些具體的事例
[00:13:46.720 --> 00:13:49.520]  或者一些行動去說明
[00:13:49.520 --> 00:13:51.520]  這個就是信
[00:13:51.520 --> 00:13:54.720]  或者這個就是信心
[00:13:54.720 --> 00:13:56.720]  舉個例子
[00:13:56.720 --> 00:14:03.120]  大家知不知道播道會的歷史?
[00:14:03.120 --> 00:14:06.920]  原來播道會的歷史
[00:14:06.920 --> 00:14:10.720]  中國基督教播道會是從哪裡來的?
[00:14:10.720 --> 00:14:15.720]  原來中國基督教播道會是北美的播道會
[00:14:15.720 --> 00:14:19.120]  他們一群信徒在聖靈引導下
[00:14:19.120 --> 00:14:23.120]  展開了向普世傳福音的運動
[00:14:23.120 --> 00:14:27.120]  而中國播道會的成立是由一位宣教士
[00:14:27.120 --> 00:14:30.120]  這位叫做寬夸倫牧師
[00:14:30.120 --> 00:14:35.520]  來到中國開始福音的事工
