
[00:00:00.000 --> 00:00:02.600]  各位早安 平安
[00:00:02.600 --> 00:00:05.760]  感恩今天有機會在庫中跟大家一起崇拜
[00:00:05.760 --> 00:00:07.760]  請聽我讀出今天的《正道經文》
[00:00:07.760 --> 00:00:10.760]  在路德記二章一至二十三節
[00:00:10.760 --> 00:00:14.240]  「撈米有一個親戚
[00:00:14.240 --> 00:00:17.120]  是他丈夫爾利米納本族的人
[00:00:17.120 --> 00:00:18.680]  名叫波亞斯
[00:00:18.680 --> 00:00:20.840]  是個大財主
[00:00:20.840 --> 00:00:23.240]  摩訶女子路德對撈米說
[00:00:23.240 --> 00:00:25.920]  讓我到田裡去拾取墨水
[00:00:25.920 --> 00:00:30.440]  我在誰的眼中蒙恩就跟在誰的身後
[00:00:30.440 --> 00:00:33.720]  撈米說:女兒啊 你去吧
[00:00:33.720 --> 00:00:35.120]  路德就去了
[00:00:35.120 --> 00:00:39.400]  他來到田間在修國的人身後拾取墨水
[00:00:39.400 --> 00:00:45.000]  他恰巧來到爾利米納本族的人波亞斯那塊田裡
[00:00:45.000 --> 00:00:49.320]  看啊 波亞斯正從伯利行來對修國的人說
[00:00:49.320 --> 00:00:51.720]  「冤耶和華冤你們同在」
[00:00:51.720 --> 00:00:55.720]  他們對他說:冤耶和華賜福給你
[00:00:55.720 --> 00:00:58.520]  波亞斯對監督修國的僕人說
[00:00:58.520 --> 00:01:00.680]  那是誰家的女子?
[00:01:00.680 --> 00:01:02.800]  監督修國的僕人回答
[00:01:02.800 --> 00:01:04.600]  她是摩訶女子
[00:01:04.600 --> 00:01:07.480]  跟隨撈米從摩訶地回來
[00:01:07.480 --> 00:01:10.560]  她說:請你容許我拾取墨水
[00:01:10.560 --> 00:01:12.600]  在修國的人身後
[00:01:12.600 --> 00:01:15.080]  檢禍趕中掉落的墨水
[00:01:15.080 --> 00:01:16.200]  她就來了
[00:01:16.200 --> 00:01:18.680]  從早晨直到如今
[00:01:18.680 --> 00:01:20.640]  除了在屋子裡做一會兒
[00:01:20.640 --> 00:01:23.640]  她都留在這裡」
[00:01:23.640 --> 00:01:25.160]  波亞斯對路德說
[00:01:25.160 --> 00:01:26.840]  女兒啊 聽我說
[00:01:26.840 --> 00:01:29.760]  不要到別人的田裡去拾取墨水
[00:01:29.760 --> 00:01:31.280]  也不要離開這裡
[00:01:31.280 --> 00:01:33.640]  要緊跟著我的女僕們
[00:01:33.640 --> 00:01:37.040]  你要看好我的僕人正在那塊田修國
[00:01:37.040 --> 00:01:38.840]  就跟著女僕們去
[00:01:38.840 --> 00:01:41.640]  我已經吩咐僕人不可侵犯你
[00:01:41.640 --> 00:01:45.680]  你學了可以到水缸那裡喝僕人打來的水
[00:01:45.680 --> 00:01:49.760]  路德就面服於地叩拜對他說
[00:01:49.760 --> 00:01:51.440]  我既是愛邦的女子
[00:01:51.440 --> 00:01:53.440]  怎麼在你眼中蒙恩
[00:01:53.440 --> 00:01:56.240]  使你這樣照顧我呢
[00:01:56.240 --> 00:01:57.880]  波亞斯回答說
[00:01:57.880 --> 00:01:59.200]  自從你丈夫死後
[00:01:59.200 --> 00:02:00.840]  凡你向婆婆所行
[00:02:00.840 --> 00:02:03.400]  以及你離開父母和你的出生地
[00:02:03.400 --> 00:02:05.280]  到數不相識的百姓中
[00:02:05.280 --> 00:02:08.280]  這些人的都告訴我了
[00:02:08.280 --> 00:02:11.240]  願耶和華照你所行的報償你
[00:02:11.240 --> 00:02:14.520]  你來投靠在耶和華以色列神的翅膀下
[00:02:14.520 --> 00:02:17.680]  願你滿得他的報償
[00:02:17.680 --> 00:02:18.560]  路德說
[00:02:18.560 --> 00:02:20.880]  我主啊 願我在你眼前蒙恩
[00:02:20.880 --> 00:02:22.640]  我雖然不及你這個婢女
[00:02:22.640 --> 00:02:24.200]  你還安慰我
[00:02:24.200 --> 00:02:26.800]  對你的婢女說關心的話
[00:02:26.800 --> 00:02:29.200]  吃飯的時候波亞斯對路德說
[00:02:29.200 --> 00:02:30.960]  你到這裡來吃些餅
[00:02:30.960 --> 00:02:33.040]  把你的筷子再操累
[00:02:33.040 --> 00:02:35.800]  路德就在修閣的人旁邊坐下
[00:02:35.800 --> 00:02:38.840]  波亞斯把控了的睡紙遞給他
[00:02:38.840 --> 00:02:40.960]  他吃飽了還有剩餘的
[00:02:40.960 --> 00:02:42.920]  他又起來拾取墨水
[00:02:42.920 --> 00:02:44.720]  波亞斯吩咐僕人說
[00:02:44.720 --> 00:02:47.280]  他即使在禍患中拾取墨水
[00:02:47.280 --> 00:02:49.240]  也不可羞辱他
[00:02:49.240 --> 00:02:51.120]  你還要從菌裡抽一些來
[00:02:51.120 --> 00:02:52.600]  留給他拾取
[00:02:52.600 --> 00:02:54.600]  不可責備他
[00:02:54.600 --> 00:02:58.200]  這樣路德在田裡拾取墨水直到晚上
[00:02:58.200 --> 00:03:01.960]  他把所拾取的墨水打了藥有一依法大墨
[00:03:01.960 --> 00:03:03.960]  跟著一起讀好嗎這兩章
[00:03:03.960 --> 00:03:07.520]  你們看不看到
[00:03:07.520 --> 00:03:07.960]  OK
[00:03:07.960 --> 00:03:11.600]  路德把所拾取的大進城去給婆婆看
[00:03:11.600 --> 00:03:15.320]  又把他吃飽所剩的拿出來給了婆婆
[00:03:15.320 --> 00:03:16.760]  婆婆問他說
[00:03:16.760 --> 00:03:19.360]  你今天在哪裡拾取墨水
[00:03:19.360 --> 00:03:21.040]  在哪裡做工呢
[00:03:21.040 --> 00:03:23.200]  願那照顧你的德福
[00:03:23.200 --> 00:03:24.920]  路德告訴婆婆
[00:03:24.920 --> 00:03:26.760]  他在誰哪裡做工
[00:03:26.760 --> 00:03:31.800]  說我今天在一個名叫波亞斯的人哪裡做工
[00:03:31.800 --> 00:03:33.680]  娜麥對媳婦說
[00:03:33.680 --> 00:03:36.080]  願那人夢遊華茲福
[00:03:36.080 --> 00:03:39.800]  因為他不斷地因待活人死人
[00:03:39.800 --> 00:03:41.680]  娜麥又對他說
[00:03:41.680 --> 00:03:43.760]  那人是我們本族的人
[00:03:43.760 --> 00:03:47.680]  是一個可以屬我們產業的至親
[00:03:47.680 --> 00:03:49.640]  摩亞女子路德說
[00:03:49.640 --> 00:03:51.160]  他還對我說
[00:03:51.160 --> 00:03:55.200]  你要緊跟隨我的僕人拾取墨水
[00:03:55.200 --> 00:03:59.240]  直到他們把我所有的莊稼收割完畢
[00:03:59.240 --> 00:04:01.720]  娜麥對媳婦路德說
[00:04:01.720 --> 00:04:02.560]  女兒啊
[00:04:02.560 --> 00:04:04.960]  你要跟著他的女僕出去
[00:04:04.960 --> 00:04:08.560]  免得你在別人的田間受人騷擾
[00:04:08.560 --> 00:04:12.880]  於是路德緊跟著波亞斯的女僕拾取墨水
[00:04:12.880 --> 00:04:16.000]  直到大墨和小墨收割完畢
[00:04:16.000 --> 00:04:18.880]  路德仍與婆婆同住
[00:04:18.880 --> 00:04:21.680]  我們一起禱告吧
[00:04:21.680 --> 00:04:23.760]  天父我們感謝祢賜下恩賢
[00:04:23.760 --> 00:04:25.560]  當我們今天打開祢聖經的時候
[00:04:25.560 --> 00:04:28.080]  求祢同時間也打開我們的眼睛
[00:04:28.080 --> 00:04:30.400]  讓我們看到祢的信實的愛
[00:04:30.400 --> 00:04:31.880]  祢恩賜的愛
[00:04:31.880 --> 00:04:36.040]  祢從不放棄找世人回轉於祢的愛
[00:04:36.040 --> 00:04:36.960]  父啊求祢的靈
[00:04:36.960 --> 00:04:39.520]  現在與我們每一個親自的說話
[00:04:39.520 --> 00:04:43.000]  特別用路德記的話來安慰鼓勵我們
[00:04:43.000 --> 00:04:44.080]  讓我們知道神
[00:04:44.080 --> 00:04:46.360]  祢每時每刻都與我們同在
[00:04:46.360 --> 00:04:49.480]  祢知道祢保護祢供應
[00:04:49.480 --> 00:04:51.520]  祢是我們唯一可以靠的山寨
[00:04:51.520 --> 00:04:53.800]  可投靠的持龐任下
[00:04:53.800 --> 00:04:56.400]  我們禱告奉耶穌基督的名祈求
[00:04:56.400 --> 00:04:58.400]  阿們
[00:04:58.400 --> 00:05:01.360]  六五四三二一
[00:05:01.360 --> 00:05:03.720]  你準備好了嗎?我來了
[00:05:03.720 --> 00:05:05.840]  《捉伊因》的捕捉迷藏
[00:05:05.840 --> 00:05:08.080]  書面語叫捉迷藏
[00:05:08.080 --> 00:05:09.920]  英文一聽就懂得玩
[00:05:09.920 --> 00:05:11.600]  Hide and Seek
[00:05:11.600 --> 00:05:14.480]  是一個經典的小朋友遊戲
[00:05:14.480 --> 00:05:17.200]  這個遊戲跨年代跨文化
[00:05:17.200 --> 00:05:19.680]  無論你住在哪個世界的地方
[00:05:19.680 --> 00:05:21.320]  你住在哪個國家鄉村
[00:05:21.320 --> 00:05:22.800]  或者哪個年代
[00:05:22.800 --> 00:05:25.720]  小時候一定有玩過捕捉迷藏
[00:05:25.720 --> 00:05:26.920]  一說玩捕捉迷藏
[00:05:26.920 --> 00:05:28.360]  小朋友就很開心了
[00:05:28.360 --> 00:05:29.960]  知道為什麼嗎?
[00:05:29.960 --> 00:05:31.480]  因為好玩
[00:05:31.480 --> 00:05:32.480]  一聲「躲起來」
[00:05:32.480 --> 00:05:34.720]  大家就四散很刺激
[00:05:34.720 --> 00:05:36.640]  趕快到處找地方躲
[00:05:36.640 --> 00:05:39.880]  希望找到一個位置沒有人會找到
[00:05:39.880 --> 00:05:40.880]  躲起來很刺激
[00:05:40.880 --> 00:05:43.160]  但其實捉人也很刺激
[00:05:43.160 --> 00:05:44.680]  捉伊因捉伊因
[00:05:44.680 --> 00:05:46.880]  到處跑捉人已經很開心
[00:05:46.880 --> 00:05:50.280]  但又可以發揮小偵探的小宇宙
[00:05:50.280 --> 00:05:51.240]  可以留心一點
[00:05:51.240 --> 00:05:52.200]  很小的聲音
[00:05:52.200 --> 00:05:53.680]  看看哪裡有人
[00:05:53.680 --> 00:05:56.560]  一聽到就可以馬上去捉他
[00:05:56.560 --> 00:05:58.960]  但找尋找尋
[00:05:58.960 --> 00:06:02.240]  不單是我們童年時代的遊戲
[00:06:02.240 --> 00:06:05.120]  人生本來就是尋尋覓覓
[00:06:05.120 --> 00:06:08.440]  動物去尋找食物和水來生存
[00:06:08.440 --> 00:06:11.640]  我們人類亦尋找食物和住的地方
[00:06:11.640 --> 00:06:14.160]  這些基本需求來生活
[00:06:14.160 --> 00:06:16.760]  你和我去尋找工作
[00:06:16.760 --> 00:06:18.200]  其實已經做了很多年
[00:06:18.200 --> 00:06:19.880]  應該一點也不陌生
[00:06:19.880 --> 00:06:23.040]  而且我們住在香港和大城市的父母
[00:06:23.040 --> 00:06:25.360]  我們很小的時候
[00:06:25.360 --> 00:06:28.840]  就會為他們尋找好的學校和名校去報讀
[00:06:28.840 --> 00:06:30.280]  希望得到一個好的學位之後
[00:06:30.280 --> 00:06:33.560]  他們將來就可以扶搖直上
[00:06:33.560 --> 00:06:38.120]  有更多的賺錢和工作的機會
[00:06:38.120 --> 00:06:39.440]  尋尋覓覓
[00:06:39.440 --> 00:06:43.000]  很多人一生都在尋找自立自己的友誼
[00:06:43.000 --> 00:06:45.680]  尋覓相愛的情人伴侶
[00:06:45.680 --> 00:06:47.920]  跌跌碰碰都不放棄
[00:06:47.920 --> 00:06:49.760]  尋求建立自己的家庭
[00:06:49.760 --> 00:06:53.600]  甚至是安居樂業的地圖和夢想
[00:06:53.600 --> 00:06:56.320]  當然今時今日在我們現在的I的年代
[00:06:56.320 --> 00:07:01.560]  我們人更加追求各式各樣的個人生活體驗和經歷
[00:07:01.560 --> 00:07:03.200]  而每一個人包括你和我
[00:07:03.200 --> 00:07:05.520]  我們每一天經常尋找甚麼
[00:07:05.520 --> 00:07:06.880]  尋找WIFI
[00:07:06.880 --> 00:07:07.720]  尋找數據
[00:07:07.720 --> 00:07:08.600]  我們要上網
[00:07:08.600 --> 00:07:10.360]  如果你想一下每一天不上網
[00:07:10.360 --> 00:07:11.960]  你會怎樣呢
[00:07:11.960 --> 00:07:13.320]  不過話說回來
[00:07:13.320 --> 00:07:14.440]  尋找食物
[00:07:14.440 --> 00:07:15.040]  尋找生活
[00:07:15.040 --> 00:07:19.120]  仍然是我們尋尋覓覓的人生的基本生活需求
[00:07:19.120 --> 00:07:21.960]  而今天我們眼前的路德記第二章
[00:07:21.960 --> 00:07:23.480]  或者整個路德記來看
[00:07:23.480 --> 00:07:26.360]  都是一個尋尋覓覓的故事
[00:07:26.360 --> 00:07:27.320]  在路德記第一章
[00:07:27.320 --> 00:07:28.680]  我們讀到以色列人
[00:07:28.680 --> 00:07:30.680]  以色列國在士斯的時期
[00:07:30.680 --> 00:07:33.200]  有一家人住在伯利恆城
[00:07:33.200 --> 00:07:34.440]  這個四口子的家庭
[00:07:34.440 --> 00:07:35.560]  丈夫伊麗米勒
[00:07:35.560 --> 00:07:36.880]  太太勞米
[00:07:36.880 --> 00:07:39.080]  她的兩個兒子馬倫和基連
[00:07:39.080 --> 00:07:41.440]  在缺乏缺糧的情況下
[00:07:41.440 --> 00:07:47.000]  他們決定跨境到外邦摸鴨地去尋覓食物
[00:07:47.000 --> 00:07:49.120]  但只是大約十年的時間
[00:07:49.120 --> 00:07:52.840]  勞米和她的丈夫兩個兒子都相繼死去
[00:07:52.840 --> 00:07:54.560]  四口子出去的家庭
[00:07:54.560 --> 00:07:56.520]  現在只剩下一個人
[00:07:56.520 --> 00:07:59.840]  從空空的米缸到空空的屋
[00:07:59.840 --> 00:08:01.480]  在路德記的起手
[00:08:01.480 --> 00:08:04.240]  我們感受到勞米那份的空洞
[00:08:04.240 --> 00:08:06.720]  沒有丈夫沒有兒子
[00:08:06.720 --> 00:08:08.520]  經歷配偶的離世
[00:08:08.520 --> 00:08:11.520]  她親手埋葬自己所有的兒子
[00:08:11.520 --> 00:08:12.880]  每一個的兒子
[00:08:12.880 --> 00:08:15.440]  那份的悲傷和痛苦
[00:08:15.440 --> 00:08:19.320]  勞米將她身邊的三個男士都埋葬了
[00:08:19.320 --> 00:08:21.640]  還在異地埋葬了
[00:08:21.640 --> 00:08:24.760]  河頓的心碎和絕望
[00:08:24.760 --> 00:08:27.640]  饑荒至親的死亡
[00:08:27.640 --> 00:08:29.200]  生命的困苦
[00:08:29.200 --> 00:08:32.880]  勞米的心不單被仇苦所佔據
[00:08:32.880 --> 00:08:36.800]  她的眼睛也被苦毒的黑暗遮蓋著
[00:08:36.800 --> 00:08:38.760]  但有一天她聽到一個好消息
[00:08:38.760 --> 00:08:41.200]  就是耶和華眷顧自己的百姓
[00:08:41.200 --> 00:08:43.440]  在百里行城的居民是有糧的
[00:08:43.440 --> 00:08:44.720]  這個本來是大好的消息
[00:08:44.720 --> 00:08:46.400]  因為有東西吃
[00:08:46.400 --> 00:08:47.920]  但是對於勞米來說
[00:08:47.920 --> 00:08:50.520]  她更加的內疚和失落
[00:08:50.520 --> 00:08:51.360]  為什麼?
[00:08:51.360 --> 00:08:54.760]  因為她已經移居移民了外地十年了
[00:08:54.760 --> 00:08:57.880]  耶和華還是不是耶和華的百姓之一呢?
