
[00:00:00.000 --> 00:00:02.920]  我們一起再將掌聲歸給我們的天父
[00:00:02.920 --> 00:00:14.120]  有一位伯伯曾經分享他在人生中的故事
[00:00:14.120 --> 00:00:15.520]  他說
[00:00:15.520 --> 00:00:16.840]  在他這一生
[00:00:16.840 --> 00:00:18.060]  我這一生
[00:00:18.060 --> 00:00:21.420]  好像坐一輛長途火車一樣
[00:00:21.420 --> 00:00:24.220]  由年輕一直坐到老
[00:00:24.220 --> 00:00:27.520]  他說了一個很有意思的比喻
[00:00:27.520 --> 00:00:29.080]  他的比喻是這樣說的
[00:00:29.080 --> 00:00:31.080]  在小時候
[00:00:31.080 --> 00:00:34.640]  他的父親一直捉著他的手
[00:00:34.640 --> 00:00:36.980]  教他如何做人
[00:00:36.980 --> 00:00:38.640]  後來
[00:00:38.640 --> 00:00:39.880]  娶了太太
[00:00:39.880 --> 00:00:42.960]  在他最辛苦的時候
[00:00:42.960 --> 00:00:44.960]  給了他勇氣
[00:00:44.960 --> 00:00:48.260]  繼續一直向前行
[00:00:48.260 --> 00:00:51.120]  到了老的時候
[00:00:51.120 --> 00:00:52.800]  每一天
[00:00:52.800 --> 00:00:54.840]  一大早去街市
[00:00:54.840 --> 00:00:56.440]  上學
[00:00:56.700 --> 00:01:00.440]  有另一個聲音一直陪著他
[00:01:00.440 --> 00:01:02.440]  提醒他不用怕
[00:01:02.440 --> 00:01:04.440]  我在這裡
[00:01:04.440 --> 00:01:05.440]  大家想想
[00:01:05.440 --> 00:01:08.940]  是誰去陪這位老人家
[00:01:08.940 --> 00:01:11.440]  耶穌
[00:01:11.440 --> 00:01:13.440]  哇 大家很厲害
[00:01:13.440 --> 00:01:16.440]  然後他輕輕的說了一句話
[00:01:16.440 --> 00:01:19.440]  原來在我的人生裡
[00:01:19.440 --> 00:01:22.440]  不是一個人坐這輛火車
[00:01:22.440 --> 00:01:24.440]  而是一直以來有三位
[00:01:24.440 --> 00:01:27.440]  陪我一路這樣坐
[00:01:27.440 --> 00:01:29.440]  就是天父
[00:01:29.440 --> 00:01:31.440]  主耶穌
[00:01:31.440 --> 00:01:33.440]  還有聖靈
[00:01:33.440 --> 00:01:35.440]  他們不會下車
[00:01:35.440 --> 00:01:36.440]  不會轉站
[00:01:36.440 --> 00:01:37.440]  不會遲到
[00:01:37.440 --> 00:01:41.440]  也會一直陪他坐到最後
[00:01:41.440 --> 00:01:43.440]  弟兄姊妹
[00:01:43.440 --> 00:01:47.440]  今天你坐在這個人生的火車裡
[00:01:47.440 --> 00:01:49.440]  有沒有人陪你一起坐呢
[00:01:49.440 --> 00:01:51.440]  感謝主
[00:01:52.440 --> 00:01:53.440]  有沒有發現
[00:01:53.440 --> 00:01:57.440]  神不僅在你生命起點等你
[00:01:57.440 --> 00:02:01.440]  祂還一直從頭坐到尾的那位上帝
[00:02:01.440 --> 00:02:04.440]  父神用愛去包圍你
[00:02:04.440 --> 00:02:08.440]  主耶穌用平安去安慰你
[00:02:08.440 --> 00:02:11.440]  而聖靈就是用真理去引導你
[00:02:11.440 --> 00:02:16.440]  讓我們一起在今天安靜我們的心
[00:02:16.440 --> 00:02:20.440]  聽聽主耶穌如何在約翰福音14章的應許
[00:02:20.440 --> 00:02:22.440]  就是在你的一生裡
[00:02:22.440 --> 00:02:26.440]  三一神就是這樣一直在你身邊
[00:02:26.440 --> 00:02:29.440]  我們一起思想一個題目
[00:02:29.440 --> 00:02:32.440]  就是走在這條人生的路上
[00:02:32.440 --> 00:02:34.440]  這位神如何陪著我們
[00:02:34.440 --> 00:02:36.440]  一直都陪著我們呢
[00:02:36.440 --> 00:02:40.440]  就讓我們一起同心禱告
[00:02:40.440 --> 00:02:46.440]  新來的三一上帝
[00:02:46.440 --> 00:02:49.440]  我們一起來到祢的面前
[00:02:49.440 --> 00:02:52.440]  知道有時候走在人生的路上
[00:02:52.440 --> 00:02:55.440]  真的會覺得有迷失的時候
[00:02:55.440 --> 00:02:57.440]  前面不知道如何走
[00:02:57.440 --> 00:03:00.440]  心裡有時候也會擔憂
[00:03:00.440 --> 00:03:03.440]  有不安樂的時刻
[00:03:03.440 --> 00:03:05.440]  但主啊
[00:03:05.440 --> 00:03:09.440]  我們相信祢一直都沒有撇下我們
[00:03:09.440 --> 00:03:13.440]  因為祢就是慈愛天父
[00:03:13.440 --> 00:03:14.440]  賜平安的子
[00:03:14.440 --> 00:03:16.440]  和引導我們聖靈
[00:03:16.440 --> 00:03:18.440]  求祢今天藉著祢的話語
[00:03:18.440 --> 00:03:20.440]  再一次提醒我們
[00:03:20.440 --> 00:03:22.440]  我們並不是孤單的
[00:03:22.440 --> 00:03:24.440]  祢一直都在
[00:03:24.440 --> 00:03:25.440]  開我們的心
[00:03:25.440 --> 00:03:27.440]  安靜我們的靈
[00:03:27.440 --> 00:03:29.440]  讓我們可以聽到祢的聲音
[00:03:29.440 --> 00:03:32.440]  從而得到從祢而來的安慰
[00:03:32.440 --> 00:03:34.440]  方向和力量
[00:03:34.440 --> 00:03:36.440]  我們這樣同心合意的禱告
[00:03:36.440 --> 00:03:38.440]  是奉我主基督得性的名字
[00:03:38.440 --> 00:03:40.440]  阿們
[00:03:40.440 --> 00:03:42.440]  我們先讀一讀
[00:03:42.440 --> 00:03:47.440]  今天我們講到的經文
[00:03:47.440 --> 00:03:50.440]  在約翰福音14:23-31
[00:03:50.440 --> 00:03:52.440]  準備123起
[00:03:52.440 --> 00:03:54.440]  耶穌回答他說
[00:03:54.440 --> 00:03:58.440]  凡愛我的人就會遵守我的道
[00:03:58.440 --> 00:04:00.440]  我父也會愛他
[00:04:00.440 --> 00:04:03.440]  並且我們要到他那裡去
[00:04:03.440 --> 00:04:05.440]  與他同住
[00:04:05.440 --> 00:04:09.440]  不愛我的人就不遵守我的道
[00:04:09.440 --> 00:04:12.440]  你們所聽見的道不是我的
[00:04:12.440 --> 00:04:15.440]  而是差我來之父的
[00:04:15.440 --> 00:04:19.440]  我還與你們在一起的時候
[00:04:19.440 --> 00:04:22.440]  已對你們說了這些事
[00:04:22.440 --> 00:04:24.440]  但保衛師就是
[00:04:24.440 --> 00:04:28.440]  負因我的名所要差來的聖靈
[00:04:28.440 --> 00:04:31.440]  他要把一切的事教導你們
[00:04:31.440 --> 00:04:34.440]  並且要使你們想起
[00:04:34.440 --> 00:04:37.440]  我對你們所說的一切話
[00:04:37.440 --> 00:04:40.440]  我留下平安給你們
[00:04:40.440 --> 00:04:43.440]  我把我的平安賜給你們
[00:04:43.440 --> 00:04:45.440]  我所賜給你們的
[00:04:45.440 --> 00:04:47.440]  不像世人所賜的
[00:04:47.440 --> 00:04:52.440]  你們心裡不要憂愁也不要憂鬱
[00:04:52.440 --> 00:04:55.440]  你們聽見我對你們說過
[00:04:55.440 --> 00:04:59.440]  我去了還要回到你們這裡來
[00:04:59.440 --> 00:05:01.440]  你們若愛我
[00:05:01.440 --> 00:05:05.440]  就會因我到父那裡去而喜樂
[00:05:05.440 --> 00:05:07.440]  因為父比我大
[00:05:07.440 --> 00:05:11.440]  現在事情還沒有發生
[00:05:11.440 --> 00:05:13.440]  我預先告訴你們
[00:05:13.440 --> 00:05:16.440]  使你們在事情發生的時候
[00:05:16.440 --> 00:05:18.440]  會相信
[00:05:18.440 --> 00:05:21.440]  我不再和你們多說了
[00:05:21.440 --> 00:05:25.440]  因為這世界的統治者將到
[00:05:25.440 --> 00:05:28.440]  他在我身上一無所能
[00:05:28.440 --> 00:05:32.440]  我這樣做是照著父命令我的
[00:05:32.440 --> 00:05:36.440]  為了讓世人知道我愛父
[00:05:36.440 --> 00:05:38.440]  起來我們走吧
[00:05:45.440 --> 00:05:48.440]  今天我們要思想的題目是
[00:05:48.440 --> 00:05:51.440]  三一神恩伴隨行
[00:05:51.440 --> 00:05:53.440]  在這段經文裡
[00:05:53.440 --> 00:05:55.440]  耶穌向我們承諾了
[00:05:55.440 --> 00:05:58.440]  父神的愛 基督的平安 聖靈的引導
[00:05:58.440 --> 00:06:02.440]  就是一直和我們一起行恩典到現在
[00:06:02.440 --> 00:06:05.440]  我們現在首先去看今天的第一點
[00:06:05.440 --> 00:06:07.440]  就是關於父神
[00:06:07.440 --> 00:06:12.440]  父愛塑造我真正的身份
[00:06:12.440 --> 00:06:13.440]  在23節裡
[00:06:13.440 --> 00:06:18.440]  耶穌說這句話裡有幾個重點的詞語
[00:06:18.440 --> 00:06:20.440]  首先就是愛
[00:06:20.440 --> 00:06:21.440]  在原文裡
[00:06:21.440 --> 00:06:23.440]  意思就是在現在這一刻
[00:06:23.440 --> 00:06:26.440]  不斷地去愛我們每一個人
[00:06:26.440 --> 00:06:28.440]  不是一時的感動
[00:06:28.440 --> 00:06:30.440]  而是長久堅持的承擔
[00:06:30.440 --> 00:06:35.440]  這種的愛不是一般世人用感覺去愛
[00:06:35.440 --> 00:06:39.440]  而是一種主動犧牲和無條件的愛
[00:06:39.440 --> 00:06:41.440]  接著就是遵守
[00:06:41.440 --> 00:06:46.440]  這個字原意就是要小心看顧 珍惜
[00:06:46.440 --> 00:06:50.440]  不是被迫乖乖聽話 服從
[00:06:50.440 --> 00:06:52.440]  而是因為珍惜主的說話
[00:06:52.440 --> 00:06:57.440]  很甘心樂意去守護真正愛主的人
[00:06:57.440 --> 00:07:01.440]  就會把主的道當成寶貝去珍惜
[00:07:01.440 --> 00:07:05.440]  在生命裡細心細心地去守護
[00:07:05.440 --> 00:07:07.440]  耶穌應許這麼說
[00:07:07.440 --> 00:07:14.440]  「我父也必愛他,並且我們要到他那裡去,與他同住」
[00:07:14.440 --> 00:07:16.440]  這裡說到「住」這個字
[00:07:16.440 --> 00:07:20.440]  其實在14章這一刻已經是第二次出現
[00:07:20.440 --> 00:07:25.440]  上面說到父神為了我們去預備一個居所
