
[00:00:00.000 --> 00:00:03.000]  各位聽眾晚安
[00:00:03.000 --> 00:00:10.000]  我想問大家是否記得今晚是詩篇講道系列的第幾講呢?
[00:00:10.000 --> 00:00:14.000]  哇!很厲害!答對了!是第三講!
[00:00:14.000 --> 00:00:21.000]  想問問大家,你們參加了教會崇拜多少年呢?
[00:00:21.000 --> 00:00:27.000]  如果你是穩定參加了教會崇拜一年的話
[00:00:27.000 --> 00:00:31.000]  你大概出席了50次崇拜
[00:00:31.000 --> 00:00:37.000]  如果你是30年間每星期都穩定參加崇拜的話
[00:00:37.000 --> 00:00:41.000]  你大概出席了1500次崇拜
[00:00:41.000 --> 00:00:43.000]  不知道大家出席了多少次
[00:00:43.000 --> 00:00:47.000]  最近我也問了一些資深的基督徒
[00:00:47.000 --> 00:00:49.000]  以下這個問題
[00:00:49.000 --> 00:00:57.000]  聽崇拜講道最重要的心態或目的是什麼呢?
[00:00:57.000 --> 00:01:00.000]  看看他們的答案
[00:01:00.000 --> 00:01:04.000]  要專心投入
[00:01:04.000 --> 00:01:08.000]  聽崇拜講道要專心投入
[00:01:08.000 --> 00:01:11.000]  有沒有弟兄姊妹同意的請你舉手
[00:01:11.000 --> 00:01:14.000]  也不少
[00:01:14.000 --> 00:01:22.000]  聽崇拜講道最重要的是思考神想我怎樣
[00:01:22.000 --> 00:01:26.000]  有沒有弟兄姊妹同意的請你舉手
[00:01:26.000 --> 00:01:30.000]  接著
[00:01:30.000 --> 00:01:36.000]  預備自己的心,校正焦點對準神
[00:01:36.000 --> 00:01:42.000]  有沒有弟兄姊妹同意的請你舉手
[00:01:42.000 --> 00:01:44.000]  接著這個
[00:01:44.000 --> 00:01:47.000]  他說要越短越好
[00:01:47.000 --> 00:01:50.000]  講道要越短越好
[00:01:50.000 --> 00:01:54.000]  有沒有弟兄姊妹同意的請你舉手
[00:01:54.000 --> 00:01:59.000]  也有的,不過很少
[00:01:59.000 --> 00:02:01.000]  接著
[00:02:01.000 --> 00:02:07.000]  有人說講道很重要的就是要好笑,要幽默
[00:02:07.000 --> 00:02:09.000]  不要令會眾眼瞓
[00:02:09.000 --> 00:02:12.000]  有沒有弟兄姊妹同意的請你舉手
[00:02:12.000 --> 00:02:16.000]  也有的,明白的
[00:02:16.000 --> 00:02:18.000]  好
