
[00:00:00.000 --> 00:00:03.000]  各位兄弟姐妹、各位朋友,平安!
[00:00:03.000 --> 00:00:08.000]  很感恩能夠在大家當中分享神的說話
[00:00:08.000 --> 00:00:14.000]  昨天和我的兒子去看電影,看《黑豹》
[00:00:14.000 --> 00:00:17.000]  看完電影之前通常會有祈禱
[00:00:17.000 --> 00:00:19.000]  看完之後會有Debriefing
[00:00:19.000 --> 00:00:21.000]  因為有時看電影不知道看到甚麼
[00:00:21.000 --> 00:00:24.000]  看完之後,我叫兒子
[00:00:24.000 --> 00:00:27.000]  看完電影後,剛才電影說甚麼我又不太記得
[00:00:27.000 --> 00:00:30.000]  他可以由第一幕一直說到最後一幕
[00:00:30.000 --> 00:00:32.000]  在海邊對我說
[00:00:32.000 --> 00:00:34.000]  我覺得很神奇
[00:00:34.000 --> 00:00:36.000]  不知道大家小時候看電影是否都這麼清晰
[00:00:36.000 --> 00:00:38.000]  我看完都不太記得
[00:00:38.000 --> 00:00:44.000]  其實我們今天想和大家分享《啟示錄》
[00:00:44.000 --> 00:00:47.000]  裡面有很多聲音和畫
[00:00:47.000 --> 00:00:49.000]  為甚麼要分享《啟示錄》呢?
[00:00:49.000 --> 00:00:52.000]  因為和《以西傑書》也有關係
[00:00:53.000 --> 00:00:58.000]  在去年,今年2022年已經走到差不多結尾
[00:00:58.000 --> 00:01:00.000]  下星期就是章林期
[00:01:00.000 --> 00:01:02.000]  我們等候聖誕的來臨
[00:01:02.000 --> 00:01:05.000]  但回想去年年底,即2021年的年底
[00:01:05.000 --> 00:01:08.000]  我們想來年的計劃的時候
[00:01:08.000 --> 00:01:10.000]  當時疫症仍然橫行
[00:01:10.000 --> 00:01:13.000]  教會和社會經常都要停擺
[00:01:13.000 --> 00:01:15.000]  復上是無限忙
[00:01:15.000 --> 00:01:20.000]  在過去一兩年裡又有移民潮的湧現
[00:01:20.000 --> 00:01:22.000]  很多家庭離開
[00:01:23.000 --> 00:01:26.000]  所以在去年年底說今年要講甚麼經文的時候
[00:01:26.000 --> 00:01:29.000]  我們特別為教會選出一個主題
[00:01:29.000 --> 00:01:30.000]  就是《轉變中的盼望》
[00:01:30.000 --> 00:01:32.000]  特別選出了《以西傑書》
[00:01:32.000 --> 00:01:34.000]  因為在《以西傑書》裡
[00:01:34.000 --> 00:01:38.000]  以色列人都經歷了連根拔起的一個情況
[00:01:38.000 --> 00:01:41.000]  所有以往一切熟悉的都消失了
[00:01:41.000 --> 00:01:43.000]  但正正在《以西傑書》我們看到
[00:01:43.000 --> 00:01:47.000]  當他們連根拔起去到巴比倫地一個無神的地方
[00:01:47.000 --> 00:01:51.000]  上帝是將整個信仰重心由西往東轉移
[00:01:51.000 --> 00:01:55.000]  以往的耶路撒冷卻是需要完全的修整
[00:01:55.000 --> 00:01:57.000]  甚至完全的淪陷
[00:01:57.000 --> 00:02:01.000]  反而在人想像無神的世界
[00:02:01.000 --> 00:02:03.000]  有新的法規的世界裡
[00:02:03.000 --> 00:02:05.000]  在尼泊爾格尼撒的下面
[00:02:05.000 --> 00:02:07.000]  卻有丹尼里
[00:02:07.000 --> 00:02:08.000]  卻有以西傑
[00:02:08.000 --> 00:02:10.000]  重建了屬神的子民
[00:02:10.000 --> 00:02:13.000]  成為了日後重建耶路撒冷的群體
[00:02:13.000 --> 00:02:17.000]  而反而在西方的耶路撒冷神宣告
[00:02:17.000 --> 00:02:19.000]  必然陷落他的子民
[00:02:19.000 --> 00:02:21.000]  必定因他的罪受審判
[00:02:21.000 --> 00:02:23.000]  人體重的聖神聖殿
[00:02:23.000 --> 00:02:25.000]  以涉及一切的繁華盛世
[00:02:25.000 --> 00:02:27.000]  若果沒有相應的屬靈行為作為回應
[00:02:27.000 --> 00:02:29.000]  亦都被神所完全的奪走
[00:02:29.000 --> 00:02:31.000]  所以我們讀《以西傑書》的時候
[00:02:31.000 --> 00:02:33.000]  讀到一至二十四章
[00:02:33.000 --> 00:02:36.000]  全部是宣告人所依靠的一切
[00:02:36.000 --> 00:02:38.000]  必然全然的敗落
[00:02:38.000 --> 00:02:40.000]  當耶路撒冷全然敗落的時候
[00:02:40.000 --> 00:02:42.000]  神的怒氣就得到滿足
[00:02:42.000 --> 00:02:44.000]  去到二十四章之後
[00:02:44.000 --> 00:02:46.000]  他轉移宣告一個救恩的信息
[00:02:46.000 --> 00:02:48.000]  你說不是啊
[00:02:48.000 --> 00:02:50.000]  早兩個星期都在聽推羅和埃及的審判
[00:02:50.000 --> 00:02:52.000]  其實那兩個是救恩的信息
[00:02:52.000 --> 00:02:55.000]  因為推羅和埃及都是對以色列的敵人
[00:02:55.000 --> 00:02:58.000]  都是不斷攻擊以色列人
[00:02:58.000 --> 00:03:01.000]  以往以商業稱霸的推羅
[00:03:01.000 --> 00:03:03.000]  以軍事稱霸的埃及
[00:03:03.000 --> 00:03:06.000]  亦都是人一切引以為傲的實體
[00:03:06.000 --> 00:03:08.000]  但是無論是耶路撒冷
[00:03:08.000 --> 00:03:10.000]  有名無實的宗教活動
[00:03:10.000 --> 00:03:12.000]  還是人類的商業帝國或軍事帝國
[00:03:12.000 --> 00:03:14.000]  當左黨人認識神的時候
[00:03:14.000 --> 00:03:18.000]  神都加以審判並且全然摧毀
[00:03:18.000 --> 00:03:21.000]  這是以西傑書所描繪的畫面
[00:03:21.000 --> 00:03:23.000]  同樣的信息出現在啟示錄
[00:03:23.000 --> 00:03:26.000]  啟示錄在基督來臨之後
[00:03:26.000 --> 00:03:28.000]  描繪相似的畫面
[00:03:28.000 --> 00:03:31.000]  啟示錄是使徒約翰寫在
[00:03:31.000 --> 00:03:33.000]  大概主後九十年
[00:03:33.000 --> 00:03:35.000]  約翰的年歲
[00:03:35.000 --> 00:03:37.000]  可能跟耶穌出生的時候
[00:03:37.000 --> 00:03:39.000]  差不多他比耶穌年輕一點
[00:03:39.000 --> 00:03:41.000]  所以主後九十年大概他八十歲左右
[00:03:41.000 --> 00:03:43.000]  我們這樣去思想
[00:03:43.000 --> 00:03:45.000]  在他三十歲的時候
[00:03:45.000 --> 00:03:47.000]  他自己親生的哥哥亞各
[00:03:47.000 --> 00:03:50.000]  在猶大王希律的手下被斬而殉道
[00:03:50.000 --> 00:03:53.000]  但是這個沒有阻礙他繼續帶領教會
[00:03:53.000 --> 00:03:55.000]  帶領了教會另外三十年
[00:03:55.000 --> 00:03:57.000]  過多了三十多年之後
[00:03:57.000 --> 00:03:58.000]  在他六十多歲的時候
[00:03:58.000 --> 00:04:02.000]  當時羅馬皇帝尼祿對基督徒大加迫害
[00:04:02.000 --> 00:04:05.000]  以致我們認識的使徒彼得和保羅
[00:04:05.000 --> 00:04:06.000]  都在當時殉道
[00:04:06.000 --> 00:04:08.000]  但是約翰仍然存留
[00:04:08.000 --> 00:04:10.000]  去到主後七十多年
[00:04:10.000 --> 00:04:12.000]  可能他也是六十多歲尾
[00:04:12.000 --> 00:04:14.000]  他知道故鄉京城耶路撒冷
[00:04:14.000 --> 00:04:16.000]  再一次猶如以西傑那時候一樣
[00:04:16.000 --> 00:04:18.000]  這次被羅馬人攻陷墳墓
[00:04:18.000 --> 00:04:21.000]  直到今天仍然未能重建
[00:04:21.000 --> 00:04:23.000]  去到他八十多歲的高齡的時候
[00:04:23.000 --> 00:04:26.000]  又因為信仰而被捕留放到拔摩島
[00:04:26.000 --> 00:04:28.000]  在約翰一生的年日
[00:04:28.000 --> 00:04:29.000]  他經歷的畫面
[00:04:29.000 --> 00:04:31.000]  是一波又一波的迫害
[00:04:31.000 --> 00:04:33.000]  親生的哥哥被斬
[00:04:33.000 --> 00:04:35.000]  出生入死的兄弟的殉道
[00:04:35.000 --> 00:04:36.000]  基督徒被迫害
[00:04:36.000 --> 00:04:39.000]  民族的敗亡臨到猶太人
[00:04:39.000 --> 00:04:40.000]  晚年的時候
[00:04:40.000 --> 00:04:43.000]  羅馬皇帝自稱為主和神
[00:04:43.000 --> 00:04:45.000]  他因為這個原因被放逐到外島
[00:04:45.000 --> 00:04:48.000]  在他一生中不斷衝擊著他
[00:04:48.000 --> 00:04:50.000]  他和以西傑國破家亡的經歷
[00:04:50.000 --> 00:04:52.000]  是非常相似
[00:04:52.000 --> 00:04:54.000]  但在這個時候
[00:04:54.000 --> 00:04:57.000]  上帝將美好的啟示給他看見
[00:04:57.000 --> 00:04:58.000]  他首先聽見聲音
[00:04:58.000 --> 00:05:00.000]  然後看到畫面
[00:05:00.000 --> 00:05:01.000]  我們一起讀這段經文
[00:05:01.000 --> 00:05:05.000]  在啟示錄第十九章第六節開始
[00:05:05.000 --> 00:05:06.000]  我們一起讀吧
[00:05:06.000 --> 00:05:10.000]  我聽見好像一大群人的聲音
[00:05:10.000 --> 00:05:12.000]  像中水的聲音
[00:05:12.000 --> 00:05:14.000]  像大雷的聲音說
[00:05:14.000 --> 00:05:15.000]  Hallelujah
[00:05:15.000 --> 00:05:18.000]  因為主我們的神
[00:05:18.000 --> 00:05:20.000]  全能者作王了
[00:05:20.000 --> 00:05:22.000]  我們要歡喜快樂
[00:05:22.000 --> 00:05:25.000]  將榮耀歸給他
[00:05:25.000 --> 00:05:28.000]  因為羔羊的婚期到了
[00:05:28.000 --> 00:05:32.000]  他的新娘也自己預備好了
[00:05:32.000 --> 00:05:37.000]  他蒙恩德村明亮潔白的細麻衣
[00:05:37.000 --> 00:05:41.000]  這細麻衣就是聖徒們的意行
[00:05:41.000 --> 00:05:43.000]  天使對我說
[00:05:43.000 --> 00:05:45.000]  你要寫下來
[00:05:45.000 --> 00:05:50.000]  凡被請赴羔羊婚宴的人有福了
[00:05:50.000 --> 00:05:52.000]  他又對我說
[00:05:52.000 --> 00:05:55.000]  這些都是神真實的話
[00:05:55.000 --> 00:05:59.000]  我就俯伏在他腳前要拜他
[00:05:59.000 --> 00:06:00.000]  他對我說
[00:06:00.000 --> 00:06:02.000]  千萬不可
[00:06:02.000 --> 00:06:03.000]  我和你
[00:06:03.000 --> 00:06:09.000]  以及那些為耶穌作見證的弟兄同事僕人
[00:06:09.000 --> 00:06:11.000]  你要敬拜神
[00:06:11.000 --> 00:06:14.000]  因為那些為耶穌作見證的人
[00:06:14.000 --> 00:06:17.000]  有預言的靈
[00:06:17.000 --> 00:06:19.000]  我們一起祈禱吧
[00:06:19.000 --> 00:06:22.000]  主啊你有預言的靈
[00:06:22.000 --> 00:06:24.000]  也祢將預言的靈
[00:06:24.000 --> 00:06:26.000]  在我們裡面
[00:06:26.000 --> 00:06:28.000]  以至我們今天領受
[00:06:28.000 --> 00:06:30.000]  不是那些不安靜的靈
[00:06:30.000 --> 00:06:32.000]  而是先知安靜的靈
[00:06:32.000 --> 00:06:34.000]  去領受上帝的這句話
[00:06:34.000 --> 00:06:37.000]  因為聖靈的寶劍就是神的道
[00:06:37.000 --> 00:06:40.000]  求主這句話能在我們的心中
[00:06:40.000 --> 00:06:42.000]  幫助我們面對每一個的世代
[00:06:42.000 --> 00:06:44.000]  我們禱告奉耶穌基督的名
[00:06:44.000 --> 00:06:46.000]  阿們
