
[00:00:00.000 --> 00:00:05.840]  今天是1月18日,除了跑渣打馬拉松的日子外,
[00:00:05.840 --> 00:00:09.840]  其實如果回撥時間,只是大概一個多月之前,
[00:00:09.840 --> 00:00:13.400]  在香港真的發生了一件很慘痛的悲劇,
[00:00:13.400 --> 00:00:16.320]  相信大家都難以忘懷。
[00:00:16.320 --> 00:00:20.320]  我想在這次大埔黃福縣五級火裡面,
[00:00:20.320 --> 00:00:22.600]  不單燒了七棟大廈,
[00:00:22.600 --> 00:00:26.120]  奪走168個寶貴的性命,
[00:00:26.120 --> 00:00:29.200]  有近2000戶的家庭失去家園,
[00:00:29.200 --> 00:00:30.800]  很大的傷痛,
[00:00:30.800 --> 00:00:33.160]  我想對香港人來說,
[00:00:33.160 --> 00:00:36.200]  是留下了一個難以磨滅的傷痛。
[00:00:36.200 --> 00:00:41.000]  事實上,可以說天災人禍,
[00:00:41.000 --> 00:00:43.720]  又或者是一些慘痛的悲劇,
[00:00:43.720 --> 00:00:46.640]  甚至是自身,無論受到外界,
[00:00:46.640 --> 00:00:49.880]  或者自身的衰退、衰殘、被毀壞,
[00:00:49.880 --> 00:00:51.680]  這些都是世人躲不過,
[00:00:51.680 --> 00:00:55.360]  在塵世間必會經過的事情。
[00:00:55.360 --> 00:00:58.120]  不過,信靠跟隨耶穌的人,
[00:00:58.120 --> 00:00:59.960]  在我們面對艱難的日子,
[00:00:59.960 --> 00:01:01.880]  面對困苦、傷痛,
[00:01:01.880 --> 00:01:04.960]  他可以有一個完全不同的價值觀、
[00:01:04.960 --> 00:01:06.680]  心態和反應。
[00:01:06.680 --> 00:01:10.360]  今天,我很想透過新約聖經裡面,
[00:01:10.360 --> 00:01:13.000]  一位很特別的人物,
[00:01:13.000 --> 00:01:16.360]  他曾經在已忽所居的地方,
[00:01:16.360 --> 00:01:18.440]  遭遇過極大的危機,
[00:01:18.440 --> 00:01:21.000]  甚至面對殺身之禍,
[00:01:21.000 --> 00:01:27.000]  不過他仍然留下了一份在主裡面的堅毅放膽不喪膽,
[00:01:27.000 --> 00:01:28.560]  他就是士濤保羅。
[00:01:28.560 --> 00:01:31.840]  今天很想透過他在哥倫多後書中,
[00:01:31.840 --> 00:01:34.480]  一些他的新教和提醒,
[00:01:34.480 --> 00:01:36.080]  讓我們學習,
[00:01:36.080 --> 00:01:36.920]  好像他一樣,
[00:01:36.920 --> 00:01:39.320]  我們能夠有一個不憑眼見的信心,
[00:01:39.320 --> 00:01:41.040]  超越現世的艱難,
[00:01:41.040 --> 00:01:44.240]  活現出一個充滿榮耀盼望的生命力,
[00:01:44.240 --> 00:01:46.000]  好像今天的港體一樣,
[00:01:46.000 --> 00:01:48.000]  放膽不喪膽。
[00:01:48.000 --> 00:01:51.520]  讓我們先讀出今天講到的經文,好嗎?
[00:01:51.520 --> 00:01:55.040]  是記載在哥倫多後書中,
[00:01:55.040 --> 00:01:56.280]  今天經常講哥倫多後書,
[00:01:56.280 --> 00:01:58.040]  哥倫多後書四章,
[00:01:58.040 --> 00:01:59.400]  16到18節,
[00:01:59.400 --> 00:02:01.000]  請大家可以讀出螢幕,
[00:02:01.000 --> 00:02:02.760]  或者手上有程序表,
[00:02:02.760 --> 00:02:04.240]  可以讀出裡面的經文。
[00:02:04.240 --> 00:02:06.280]  我們一同讀出這三節聖經吧。
[00:02:06.280 --> 00:02:07.680]  1、2、3
[00:02:07.680 --> 00:02:10.320]  「所以我們不喪膽,
[00:02:10.320 --> 00:02:12.440]  外體雖然毀壞,
[00:02:12.440 --> 00:02:15.760]  內心卻一天生死一天。
[00:02:15.760 --> 00:02:17.360]  我們這支站,
[00:02:17.360 --> 00:02:19.240]  自輕的輔佐,
[00:02:19.240 --> 00:02:24.560]  要為我們成就極重無比永遠的榮耀。
[00:02:24.560 --> 00:02:28.040]  文來我們,不是顧念所見的,
[00:02:28.040 --> 00:02:30.760]  乃是顧念所不見的,
[00:02:30.760 --> 00:02:34.000]  因為所見的,是短之的,
[00:02:34.000 --> 00:02:36.920]  所不見的是永遠的。」
[00:02:36.920 --> 00:02:38.200]  經文很短,
[00:02:38.200 --> 00:02:40.440]  但裡面的內容信息很寶貴。
[00:02:40.440 --> 00:02:42.520]  在詳細解釋這段經文之前,
[00:02:42.520 --> 00:02:44.360]  很想和大家淺談一下,
[00:02:44.360 --> 00:02:46.480]  哥倫多後書的一些背景。
[00:02:46.480 --> 00:02:48.720]  哥倫多教會其實是保羅
[00:02:48.720 --> 00:02:52.200]  第二次宣教旅程時所建立的教會。
[00:02:52.200 --> 00:02:57.040]  而保羅除了寫了哥倫多前後書之外,
[00:02:57.040 --> 00:02:59.800]  原來應該還有至少兩封書信
[00:02:59.800 --> 00:03:01.880]  是保羅寫給哥倫多教會的。
[00:03:01.880 --> 00:03:05.080]  不過現在可能大家會覺得很驚訝,
[00:03:05.080 --> 00:03:07.400]  不如我們看一看螢幕這幅圖表,
[00:03:07.400 --> 00:03:10.920]  特意找AI幫我製作出來。
[00:03:10.920 --> 00:03:13.720]  哥倫多前書五章九節記載,
[00:03:13.720 --> 00:03:16.320]  原來保羅在寫哥倫多前書之前,
[00:03:16.320 --> 00:03:18.040]  已經有一封前書。
[00:03:18.040 --> 00:03:21.520]  這封前書是針對著哥倫多教會很多問題而問,
[00:03:21.520 --> 00:03:25.680]  他就一一地作出提醒和教導。
[00:03:25.680 --> 00:03:27.240]  不過很可惜,
[00:03:27.240 --> 00:03:31.000]  這封書信被哥倫多教會誤讀了。
[00:03:31.000 --> 00:03:32.200]  所以這第一封信,
[00:03:32.200 --> 00:03:35.160]  我暗稱為哥倫多前前書,
[00:03:35.160 --> 00:03:38.040]  就被誤解了,
[00:03:38.040 --> 00:03:41.080]  而且最終是失傳的。
[00:03:41.080 --> 00:03:43.720]  不過既然是這樣,
[00:03:43.720 --> 00:03:45.840]  哥倫多教會的信徒有沒有改變呢?
[00:03:45.840 --> 00:03:47.040]  似乎都沒有。
[00:03:47.040 --> 00:03:51.040]  於是保羅再寫哥倫多前書給教會,
[00:03:51.040 --> 00:03:53.880]  更加是針對他們的問題。
[00:03:53.880 --> 00:03:55.000]  不過很可惜,
[00:03:55.000 --> 00:03:57.440]  寫完哥倫多前書之後,
[00:03:57.440 --> 00:03:59.760]  後來發現哥倫多教會的信徒
[00:03:59.760 --> 00:04:00.920]  還是沒有改變,
[00:04:00.920 --> 00:04:01.800]  不但如此,
[00:04:01.800 --> 00:04:04.160]  被警察派去做監督的提摩太太,
[00:04:04.160 --> 00:04:06.480]  和保羅分別前後腳,
[00:04:06.480 --> 00:04:09.240]  去到教會當中都傷心而回。
[00:04:09.240 --> 00:04:12.520]  這令到保羅內心很傷痛,
[00:04:12.520 --> 00:04:15.600]  因此他寫了第三封書信,
[00:04:15.600 --> 00:04:18.160]  這封書信堪稱為憂傷的信,
[00:04:18.160 --> 00:04:20.720]  在哥倫多後書有提及到。
[00:04:20.720 --> 00:04:22.360]  而這封憂傷的信,
[00:04:22.360 --> 00:04:24.160]  保羅含著淚,
[00:04:24.160 --> 00:04:25.000]  很傷痛,
[00:04:25.000 --> 00:04:26.480]  用很嚴厲的措辭,
[00:04:26.480 --> 00:04:30.800]  作出很嚴正的督責警告。
[00:04:30.800 --> 00:04:33.200]  大家猜猜之後會怎樣?
[00:04:33.200 --> 00:04:35.480]  不過這封書信,
[00:04:35.480 --> 00:04:36.440]  真是不好意思,
[00:04:36.440 --> 00:04:37.920]  你會發覺聖經沒有,
[00:04:37.920 --> 00:04:39.600]  因為它是失傳的。
[00:04:39.600 --> 00:04:40.920]  但大家不用害怕,
[00:04:40.920 --> 00:04:42.240]  有兩封失傳的信,
[00:04:42.240 --> 00:04:43.520]  其實這兩封失傳的信,
[00:04:43.520 --> 00:04:47.760]  並沒有任何對聖經作為神物的整傳性,
[00:04:47.760 --> 00:04:51.000]  和真實性有任何影響。
[00:04:51.000 --> 00:04:52.080]  但無論如何,
[00:04:52.080 --> 00:04:54.440]  到這三封書信之後,
[00:04:54.440 --> 00:04:56.400]  從提多的口中,
[00:04:56.400 --> 00:04:59.600]  保羅終於知道哥倫多教會信徒,
[00:04:59.600 --> 00:05:01.520]  他們開始悔改了。
[00:05:01.520 --> 00:05:04.520]  因此保羅當時的心境大得安慰,
[00:05:04.520 --> 00:05:07.840]  於是他就執筆寫了第四封,
[00:05:07.840 --> 00:05:10.600]  亦是他最後一封給哥倫多教會的書信,
[00:05:10.600 --> 00:05:13.520]  就是哥倫多後書了。
[00:05:13.520 --> 00:05:15.600]  哥倫多後書是相當特別的,
[00:05:15.600 --> 00:05:18.160]  因為這封書信到了他末了,
[00:05:18.160 --> 00:05:21.040]  亦是頗經艱辛地寫,
[00:05:21.040 --> 00:05:23.840]  所以裏面可以堪稱為保羅的自傳一樣,
[00:05:23.840 --> 00:05:28.680]  因為裏面是豐富地流露著保羅他所經歷過,
[00:05:28.680 --> 00:05:30.560]  無論是他侍奉上,
[00:05:30.560 --> 00:05:33.120]  他面對過的艱難困苦,
[00:05:33.120 --> 00:05:35.000]  一一的詳細經歷,
[00:05:35.000 --> 00:05:36.600]  都有寫在當中,
[00:05:36.600 --> 00:05:39.480]  可以堪稱為保羅這麼多封書信裏面,
[00:05:39.480 --> 00:05:42.240]  最具他個人特色的一封。
[00:05:42.240 --> 00:05:44.720]  我們知道保羅建立了很多教會,
[00:05:44.720 --> 00:05:47.280]  到處宣講耶穌基督的福音,
[00:05:47.280 --> 00:05:48.960]  但堅強如保羅,
