
[00:00:00.000 --> 00:00:03.000]  感恩今天我們聚在一起
[00:00:03.000 --> 00:00:05.720]  一起聽神的話
[00:00:05.720 --> 00:00:09.400]  在開始之前我們一起做圖告
[00:00:09.400 --> 00:00:14.200]  請海天父再次去感謝你
[00:00:14.200 --> 00:00:17.320]  因為你自己的大愛
[00:00:17.320 --> 00:00:18.600]  你吸引我們
[00:00:18.600 --> 00:00:20.920]  你讓我們去認識你
[00:00:20.920 --> 00:00:24.320]  祝今天我們能夠有生命有氣息
[00:00:24.320 --> 00:00:25.680]  來到你的面前
[00:00:25.680 --> 00:00:28.000]  我們一起去高歌去讚美你
[00:00:28.000 --> 00:00:29.800]  傳示神的恩典
[00:00:30.200 --> 00:00:32.720]  在這段時間我們去聽道
[00:00:32.720 --> 00:00:35.520]  願意神祢自己的靈在我們當中
[00:00:35.520 --> 00:00:37.480]  讓講的、聽的
[00:00:37.480 --> 00:00:39.480]  一同在你的面前去蒙福
[00:00:39.480 --> 00:00:41.280]  我們的感謝、祈禱
[00:00:41.280 --> 00:00:43.320]  奉耶穌基督的名字
[00:00:43.320 --> 00:00:44.320]  阿們
[00:00:44.320 --> 00:00:50.600]  自從幾年疫情影響之下
[00:00:50.600 --> 00:00:52.080]  其實過去一段日子
[00:00:52.080 --> 00:00:53.320]  大家都知道
[00:00:53.320 --> 00:00:58.320]  在旅遊業、航空業、飲食業、服務業
[00:00:58.320 --> 00:01:00.520]  其實都是大受影響的
[00:01:00.520 --> 00:01:04.520]  在近年疫情緩和之後
[00:01:04.520 --> 00:01:09.720]  很多人就已經有一個報復式的旅行
[00:01:09.720 --> 00:01:12.120]  不知道在座當中
[00:01:12.120 --> 00:01:13.920]  在今年有沒有去過旅行
[00:01:13.920 --> 00:01:15.320]  有
[00:01:15.320 --> 00:01:17.320]  很多人都有
[00:01:17.320 --> 00:01:21.720]  很想彌補過去在這幾年裡面
[00:01:21.720 --> 00:01:24.720]  不能夠出去玩的日子
[00:01:24.720 --> 00:01:26.720]  在今年
[00:01:26.720 --> 00:01:30.320]  下半年開始的時候
[00:01:30.320 --> 00:01:33.920]  大家看新聞都知道很多報導
[00:01:33.920 --> 00:01:38.320]  週末很多的港人北上去消費
[00:01:38.320 --> 00:01:40.120]  不知道在座當中
[00:01:40.120 --> 00:01:42.120]  你是否其中的一份子
[00:01:42.120 --> 00:01:43.120]  是
[00:01:43.120 --> 00:01:44.120]  聽到了
[00:01:44.120 --> 00:01:48.720]  為什麼這麼多人去北上呢
[00:01:48.720 --> 00:01:50.920]  大家知不知道
[00:01:50.920 --> 00:01:52.920]  原因是什麼
[00:01:54.920 --> 00:01:56.920]  又便宜又好
[00:01:56.920 --> 00:02:00.920]  最近我都被吸引
[00:02:00.920 --> 00:02:02.920]  去體驗一下
[00:02:02.920 --> 00:02:04.920]  究竟北上有什麼
[00:02:04.920 --> 00:02:07.920]  這麼吸引人們上去呢
[00:02:07.920 --> 00:02:10.520]  原來在上面
[00:02:10.520 --> 00:02:12.520]  無論在吃東西
[00:02:12.520 --> 00:02:14.520]  和買東西的時候
[00:02:14.520 --> 00:02:16.520]  那個性價比
[00:02:16.520 --> 00:02:19.520]  真的比香港確實便宜一點
[00:02:19.520 --> 00:02:22.520]  也不是完全便宜很多
[00:02:22.520 --> 00:02:24.520]  也有一些是比較便宜一點
[00:02:25.120 --> 00:02:27.120]  而且也建了很多
[00:02:27.120 --> 00:02:30.120]  比較大型的商場
[00:02:30.120 --> 00:02:32.120]  也有一些
[00:02:32.120 --> 00:02:34.120]  很大型的超市
[00:02:34.120 --> 00:02:35.120]  是不是
[00:02:35.120 --> 00:02:37.120]  如果大家看一些報導都知道
[00:02:37.120 --> 00:02:41.120]  有很多人都走上去朝拜
[00:02:41.120 --> 00:02:44.120]  甚至去購物
[00:02:44.120 --> 00:02:47.120]  加上上面的地方大
[00:02:47.120 --> 00:02:49.120]  吃東西的地方
[00:02:49.120 --> 00:02:51.120]  又坐得寬敞
[00:02:51.120 --> 00:02:53.120]  也好就是
[00:02:53.120 --> 00:02:55.120]  坐得久也不會被人趕走
[00:02:55.120 --> 00:02:57.120]  還有
[00:02:57.120 --> 00:02:59.120]  服務態度也不錯
[00:02:59.120 --> 00:03:01.120]  所以也吸引
[00:03:01.120 --> 00:03:03.120]  其實有不少人
[00:03:03.120 --> 00:03:05.120]  上去周末
[00:03:05.120 --> 00:03:07.120]  上去消費
[00:03:07.120 --> 00:03:09.120]  早前更加看報導
[00:03:09.120 --> 00:03:11.120]  就說連八號風球
[00:03:11.120 --> 00:03:13.120]  都是無阻
[00:03:13.120 --> 00:03:15.120]  那些港人上去
[00:03:15.120 --> 00:03:17.120]  去玩去吃東西
[00:03:17.120 --> 00:03:19.120]  甚至有沒有聽過
[00:03:19.120 --> 00:03:21.120]  說有家長
[00:03:21.120 --> 00:03:23.120]  去打風的假期
[00:03:23.120 --> 00:03:25.120]  帶著兒子
[00:03:25.120 --> 00:03:27.120]  最後放假之前
[00:03:27.120 --> 00:03:29.120]  臨開學之前
[00:03:29.120 --> 00:03:32.120]  都再上一次去玩
[00:03:32.120 --> 00:03:34.120]  其實你會看到
[00:03:34.120 --> 00:03:37.120]  現代人的生活確實真的很忙碌
[00:03:37.120 --> 00:03:39.120]  生活又忙
[00:03:39.120 --> 00:03:41.120]  工作又很忙
[00:03:41.120 --> 00:03:43.120]  放假的時候又喜歡去玩
[00:03:43.120 --> 00:03:45.120]  去旅行
[00:03:45.120 --> 00:03:47.120]  吃東西 去購物
[00:03:47.120 --> 00:03:49.120]  作為基督徒
[00:03:49.120 --> 00:03:52.120]  我們究竟是怎樣去看享樂呢?
[00:03:52.120 --> 00:03:55.120]  聖經又怎樣去看享樂呢?
[00:03:55.120 --> 00:03:58.120]  今天很想和大家一起去看
[00:03:58.120 --> 00:04:02.120]  《傳道書》第二章一到十一節
[00:04:02.120 --> 00:04:04.120]  我們也一起去讀
[00:04:04.120 --> 00:04:06.120]  今天我們去看一段經文
[00:04:06.120 --> 00:04:08.120]  是新譯本
[00:04:08.120 --> 00:04:11.120]  我們一起去讀吧
[00:04:11.120 --> 00:04:13.120]  我們開始吧
[00:04:13.120 --> 00:04:15.120]  我自己心裡說
[00:04:15.120 --> 00:04:17.120]  內霸我用喜
[00:04:17.120 --> 00:04:19.120]  試試你
[00:04:19.120 --> 00:04:22.120]  讓你看看有什麼好處
[00:04:22.120 --> 00:04:25.120]  想不到這也是虛空
[00:04:25.120 --> 00:04:27.120]  對嬉笑說
[00:04:27.120 --> 00:04:29.120]  我說那是狂傲
[00:04:29.120 --> 00:04:31.120]  對喜樂我說
[00:04:31.120 --> 00:04:34.120]  這有什麼作用呢?
[00:04:34.120 --> 00:04:37.120]  我心裡求知
[00:04:37.120 --> 00:04:40.120]  酒使我的身體暢快
[00:04:40.120 --> 00:04:42.120]  又保持愚昧
[00:04:42.120 --> 00:04:46.120]  但我的內心仍由智慧引導
[00:04:46.120 --> 00:04:49.120]  直到我看明世人
[00:04:49.120 --> 00:04:54.120]  在諸天之下一生有限的年日中
[00:04:54.120 --> 00:04:58.120]  對他的益是什麼?
[00:04:58.120 --> 00:05:00.120]  我大肆發展
[00:05:00.120 --> 00:05:02.120]  為自己建造房屋
[00:05:02.120 --> 00:05:04.120]  栽種葡萄園
[00:05:04.120 --> 00:05:06.120]  收造原油
[00:05:06.120 --> 00:05:10.120]  在園中栽種各類果樹
[00:05:10.120 --> 00:05:12.120]  挖造水池
[00:05:12.120 --> 00:05:14.120]  用來判斷
[00:05:14.120 --> 00:05:18.120]  我買了瀑皮
[00:05:18.120 --> 00:05:21.120]  也有生在家中的蘆蔔
[00:05:21.120 --> 00:05:24.120]  又擁有大量牛群
[00:05:24.120 --> 00:05:33.120]  我又為自己積蓄金銀
[00:05:33.120 --> 00:05:37.120]  以及獵王和閣省的財寶
[00:05:37.120 --> 00:05:41.120]  我又為自己招募男女歌手
[00:05:41.120 --> 00:05:43.120]  收納許多妃嬪
[00:05:43.120 --> 00:05:47.120]  是世人所以為樂的
[00:05:47.120 --> 00:05:50.120]  於是我日漸昌大
[00:05:50.120 --> 00:05:54.120]  超過任何比喻
[00:05:54.120 --> 00:05:58.120]  我的智慧仍然與我同在
[00:05:58.120 --> 00:06:00.120]  我眼中所求的
[00:06:00.120 --> 00:06:02.120]  我都不禁是
[00:06:02.120 --> 00:06:30.120]  (廣東話)
[00:06:30.120 --> 00:06:35.120]  我講一點關於《全道書》這本書
[00:06:35.120 --> 00:06:39.120]  這本書主要探討
[00:06:39.120 --> 00:06:43.120]  人生在世究竟有什麼目的
[00:06:43.120 --> 00:06:45.120]  和有什麼意義
[00:06:45.120 --> 00:06:48.120]  作者在這本書中
[00:06:48.120 --> 00:06:53.120]  涉獵了不同的論題去討論
[00:06:53.120 --> 00:06:57.120]  例如有關財富的問題
[00:06:57.120 --> 00:06:59.120]  有關智慧
[00:06:59.120 --> 00:07:03.120]  時間和享樂等論題
[00:07:03.120 --> 00:07:07.120]  而在第一章十二到十八節
[00:07:07.120 --> 00:07:12.120]  亦提到傳道者嘗試用學問
[00:07:12.120 --> 00:07:14.120]  去滿足自己
[00:07:14.120 --> 00:07:16.120]  很想尋求一些智慧
[00:07:16.120 --> 00:07:18.120]  讀多一點書
[00:07:18.120 --> 00:07:21.120]  或者掌握其他學問
[00:07:21.120 --> 00:07:23.120]  能夠去明白天下的事
[00:07:23.120 --> 00:07:26.120]  原來傳道者都會覺得
