
[00:00:00.000 --> 00:00:03.200]  給予今天侍奉人員掌聲
[00:00:03.200 --> 00:00:07.000]  包括敬拜隊、詩詩隊及AV Team
[00:00:07.000 --> 00:00:08.200]  很感謝他們
[00:00:08.200 --> 00:00:10.800]  其實每星期都很衷心地預備
[00:00:10.800 --> 00:00:11.800]  如果不是他們
[00:00:11.800 --> 00:00:16.800]  我們未必有一個這麼好的敬拜、崇拜時間
[00:00:16.800 --> 00:00:20.400]  剛才Joe說
[00:00:20.400 --> 00:00:22.200]  青少部將會很忙
[00:00:22.200 --> 00:00:25.400]  暑假有很多營會、斷宣等
[00:00:25.400 --> 00:00:27.000]  我聽到其實都很開心
[00:00:27.000 --> 00:00:30.800]  因為看到很多弟兄姊妹都很願意參與服侍
[00:00:30.800 --> 00:00:32.800]  但Joe又提醒我們
[00:00:32.800 --> 00:00:34.600]  不要只做做做
[00:00:34.600 --> 00:00:35.800]  忙忙忙
[00:00:35.800 --> 00:00:38.400]  更重要的是在侍奉中
[00:00:38.400 --> 00:00:40.000]  有神在當中
[00:00:40.000 --> 00:00:42.000]  更重要的是期望在過程中
[00:00:42.000 --> 00:00:44.200]  你能夠經歷上帝、遇見上帝
[00:00:44.200 --> 00:00:46.200]  這是更期望的事情
[00:00:46.200 --> 00:00:50.200]  今天我的講道題目是
[00:00:50.200 --> 00:00:53.200]  你是一個如何的存在
[00:00:53.200 --> 00:00:55.600]  為什麼我會想起這個名字呢
[00:00:55.600 --> 00:00:57.200]  其實沒有什麼特別
[00:00:57.200 --> 00:01:00.000]  我只想起一些很老套的名字
[00:01:00.000 --> 00:01:02.400]  即是基督徒的生活行為
[00:01:02.400 --> 00:01:04.400]  很老套吧
[00:01:04.400 --> 00:01:06.600]  我剛好看到一部韓劇
[00:01:06.600 --> 00:01:10.000]  女主角經常遭遇很慘的事情
[00:01:10.000 --> 00:01:11.600]  她形容自己
[00:01:11.600 --> 00:01:14.400]  我自己就是一個災難的存在
[00:01:14.400 --> 00:01:17.000]  即是她遇到的事情
[00:01:17.000 --> 00:01:20.200]  在她身邊發生的事情都是災難
[00:01:20.200 --> 00:01:23.800]  我們會否也這樣去想自己或別人呢
[00:01:23.800 --> 00:01:25.600]  或者自己發生的事情
[00:01:25.600 --> 00:01:27.000]  或是看別人的行為
[00:01:27.000 --> 00:01:28.800]  覺得這個人很惹事的
[00:01:28.800 --> 00:01:30.600]  這個人就是一個惹事的存在
[00:01:30.600 --> 00:01:34.400]  這樣去形容這個人或自己
[00:01:34.400 --> 00:01:37.400]  我又在網上看到一篇文章
[00:01:37.400 --> 00:01:41.800]  說這幾年年青人的壓力很嚴重
[00:01:41.800 --> 00:01:43.800]  很多年青人都患有抑鬱症
[00:01:43.800 --> 00:01:47.200]  標題令我很心痛
[00:01:47.200 --> 00:01:48.600]  標題是這樣寫的
[00:01:48.600 --> 00:01:51.400]  「不想活,不敢死」
[00:01:51.400 --> 00:01:54.600]  嘩!不知道你們能否聽到心裡的汗
[00:01:54.600 --> 00:01:56.200]  我在網上看到標題
[00:01:56.200 --> 00:01:59.600]  說一群年青人患有情緒病的時候
[00:01:59.600 --> 00:02:00.800]  嘩!他的心聲
[00:02:00.800 --> 00:02:05.000]  嘩!如果我們只是一個不想活
[00:02:05.000 --> 00:02:06.800]  但不敢死的存在
[00:02:06.800 --> 00:02:10.000]  嘩!真的是一個很痛苦的存在
[00:02:10.000 --> 00:02:13.400]  我又想作為基督徒的我們
[00:02:13.400 --> 00:02:16.000]  其實我們都很期望
[00:02:16.000 --> 00:02:17.800]  我們都能夠成為一個怎樣
[00:02:17.800 --> 00:02:20.200]  活出信仰的存在
[00:02:20.200 --> 00:02:22.200]  基督在我們生命裡
[00:02:22.200 --> 00:02:26.000]  我們基督徒的人生應該是怎樣的
[00:02:26.000 --> 00:02:30.600]  很有活力、積極性、有正向
[00:02:30.600 --> 00:02:35.000]  應該是很勇敢面對困難的生命
[00:02:35.000 --> 00:02:38.200]  但有時我們又不是這樣
[00:02:38.200 --> 00:02:44.200]  怎樣才能做到活出基督信仰的存在呢?
[00:02:44.200 --> 00:02:46.200]  如果做不到
[00:02:46.200 --> 00:02:49.400]  我們又其實是一個怎樣的存在呢?
[00:02:49.400 --> 00:02:53.000]  很想透過經文跟大家一起探討一下
[00:02:53.000 --> 00:02:56.400]  經文是以弗所書二章一到十節
[00:02:56.400 --> 00:02:59.000]  字是不是很大隻?
[00:02:59.000 --> 00:03:00.200]  哈哈哈哈
[00:03:00.200 --> 00:03:01.400]  因為我都不得不承認
[00:03:01.400 --> 00:03:03.000]  我都開始年紀大了
[00:03:03.000 --> 00:03:04.600]  我都要大隻一點的字
[00:03:04.600 --> 00:03:06.000]  還有我很乖的
[00:03:06.000 --> 00:03:08.000]  教會要求要大隻一點的字
[00:03:08.000 --> 00:03:10.000]  不過其實青少年應該不用的
[00:03:10.000 --> 00:03:11.400]  不要緊的
[00:03:11.400 --> 00:03:12.400]  遷就我
[00:03:12.400 --> 00:03:14.200]  好,邀請大家一起讀
[00:03:14.200 --> 00:03:15.200]  預備起
[00:03:15.200 --> 00:03:18.000]  好,謝謝大家
[00:03:18.000 --> 00:03:20.000]  我們一起跟朋友們讀稿子
[00:03:20.000 --> 00:03:23.000]  天父上帝我們去祈禱祢
[00:03:23.000 --> 00:03:26.600]  天父多謝祢透過耶穌基督的救恩
[00:03:26.600 --> 00:03:29.000]  將我們生命拯救過來
[00:03:29.000 --> 00:03:32.000]  但我們生命有時真是未必
[00:03:32.000 --> 00:03:34.000]  常常能夠活出基督的樣式
[00:03:34.000 --> 00:03:36.000]  我求天父祢幫我們痛哉
[00:03:36.000 --> 00:03:39.000]  願聖靈在我們生命裏面工作
[00:03:39.000 --> 00:03:42.000]  透過今日的經文再次向我們提醒
[00:03:42.000 --> 00:03:45.000]  再次能夠重新的得力去活出這個信仰
[00:03:45.000 --> 00:03:48.000]  我們這樣祈禱,奉耶穌基督的名祈求
[00:03:48.000 --> 00:03:49.000]  阿們
[00:03:49.000 --> 00:03:54.000]  先說說第一章發生什麼事
[00:03:54.000 --> 00:03:56.000]  因為剛才是說第二章
[00:03:56.000 --> 00:03:59.000]  其實第一章是說到
[00:03:59.000 --> 00:04:03.000]  信徒在耶穌基督裏面有很多屬靈的福氣
[00:04:03.000 --> 00:04:06.000]  很多屬靈的福氣已經臨到信徒
[00:04:06.000 --> 00:04:08.000]  並且保羅也稱讚
[00:04:08.000 --> 00:04:12.000]  已忽悉的信徒對主耶穌很有信心
[00:04:12.000 --> 00:04:14.000]  雖然在壁壩裏面,在患難裏面
[00:04:14.000 --> 00:04:17.000]  但仍然很有信心,對人很有愛心
[00:04:17.000 --> 00:04:23.000]  並且宣告耶穌基督的榮耀尊貴遠超過一切
[00:04:23.000 --> 00:04:26.000]  不過來到第二章一開始
[00:04:26.000 --> 00:04:29.000]  好像突然間由一個高峰
[00:04:29.000 --> 00:04:32.000]  一下子掉了下來地上
[00:04:32.000 --> 00:04:36.000]  突然間提起我們的本相,我們的老我
[00:04:36.000 --> 00:04:40.000]  未信主之前的我是怎樣
[00:04:40.000 --> 00:04:42.000]  這個老我是怎樣呢
[00:04:42.000 --> 00:04:43.000]  第一節是這樣說
[00:04:43.000 --> 00:04:47.000]  你們因著自己的過犯罪惡而死了
[00:04:47.000 --> 00:04:50.000]  這個死不是說我們肉身的死亡
[00:04:50.000 --> 00:04:52.000]  而是說我們靈裏面的死亡
[00:04:52.000 --> 00:04:54.000]  即是說我人就在這裏
[00:04:54.000 --> 00:04:56.000]  活生生的,活生生的
[00:04:56.000 --> 00:04:58.000]  不過原來未信主的我
[00:04:58.000 --> 00:05:01.000]  我的靈已經死亡了
[00:05:01.000 --> 00:05:04.000]  因為我不能夠和上帝有結連
[00:05:04.000 --> 00:05:06.000]  我和神是一個阻隔
[00:05:06.000 --> 00:05:08.000]  就好像一個Walking Dead
[00:05:08.000 --> 00:05:12.000]  而一個Walking Dead的生命有什麼狀況
[00:05:12.000 --> 00:05:14.000]  聖經這樣說
[00:05:14.000 --> 00:05:18.000]  在生活行為上被世界
[00:05:18.000 --> 00:05:22.000]  被世界的文化風俗習慣影響
[00:05:22.000 --> 00:05:26.000]  甚至這些背後是魔鬼撒旦操控
[00:05:26.000 --> 00:05:28.000]  魔鬼撒旦透過這些
[00:05:28.000 --> 00:05:31.000]  影響我們離開上帝
[00:05:31.000 --> 00:05:33.000]  另外第二個狀況是怎樣
[00:05:33.000 --> 00:05:36.000]  他們只會想做自己想做的事
[00:05:36.000 --> 00:05:38.000]  按著自己的喜好
[00:05:38.000 --> 00:05:40.000]  自己的標準
[00:05:40.000 --> 00:05:42.000]  去決定自己想做的事情
[00:05:42.000 --> 00:05:45.000]  簡單來說就是一個很自我的人
[00:05:45.000 --> 00:05:48.000]  是一個自我中心的人
[00:05:48.000 --> 00:05:50.000]  我會這樣形容
[00:05:50.000 --> 00:05:52.000]  一個和上帝有阻隔
[00:05:52.000 --> 00:05:54.000]  生命裏面死亡的人
