
[00:00:00.000 --> 00:00:02.000]  更深經歷你
[00:00:02.000 --> 00:00:04.000]  這首詩歌給我們很大的提醒
[00:00:04.000 --> 00:00:06.000]  在屬靈成長的路上
[00:00:06.000 --> 00:00:09.000]  其實每個基督徒都有起有跌
[00:00:09.000 --> 00:00:12.000]  可以說永遠都有進步的空間
[00:00:12.000 --> 00:00:15.000]  我猜沒有人可以自誇說
[00:00:15.000 --> 00:00:18.000]  我已經最深經歷過神
[00:00:18.000 --> 00:00:20.000]  是不是?
[00:00:20.000 --> 00:00:21.000]  不可能吧?
[00:00:21.000 --> 00:00:23.000]  因為在人生每個階段裡
[00:00:23.000 --> 00:00:24.000]  我們都不斷學習
[00:00:24.000 --> 00:00:26.000]  來經歷神
[00:00:26.000 --> 00:00:28.000]  我經常聽到一句
[00:00:28.000 --> 00:00:30.000]  沒有最好
[00:00:30.000 --> 00:00:32.000]  只有更好
[00:00:32.000 --> 00:00:35.000]  我覺得這句很有屬靈的教導
[00:00:35.000 --> 00:00:37.000]  非常之好
[00:00:37.000 --> 00:00:39.000]  究竟是我們更深去經歷神
[00:00:39.000 --> 00:00:41.000]  還是已經最深經歷神呢?
[00:00:41.000 --> 00:00:42.000]  說起更好
[00:00:42.000 --> 00:00:45.000]  我有一個經歷
[00:00:45.000 --> 00:00:47.000]  我和太太出去吃飯
[00:00:47.000 --> 00:00:48.000]  要選擇哪家餐廳
[00:00:48.000 --> 00:00:50.000]  其實是很有趣的
[00:00:50.000 --> 00:00:51.000]  每次去到一個新的地方
[00:00:51.000 --> 00:00:53.000]  不知道有什麼吃的時候
[00:00:53.000 --> 00:00:55.000]  我們就走去第一家看
[00:00:55.000 --> 00:00:56.000]  看第二家又看
[00:00:56.000 --> 00:00:58.000]  看第三家又看
[00:00:58.000 --> 00:01:01.000]  我太太喜歡每一家餐廳的菜單
[00:01:01.000 --> 00:01:03.000]  都很仔細去看
[00:01:03.000 --> 00:01:04.000]  看價錢
[00:01:04.000 --> 00:01:05.000]  看好不好吃
[00:01:05.000 --> 00:01:06.000]  看合不合適
[00:01:06.000 --> 00:01:08.000]  馬上就去吃飯
[00:01:08.000 --> 00:01:10.000]  去看評價多不多
[00:01:10.000 --> 00:01:12.000]  做很多研究
[00:01:12.000 --> 00:01:15.000]  但如果給我
[00:01:15.000 --> 00:01:17.000]  多數第一家就決定了
[00:01:17.000 --> 00:01:18.000]  就進去吃
[00:01:18.000 --> 00:01:19.000]  但她不是
[00:01:19.000 --> 00:01:20.000]  她由街頭走到街尾
[00:01:20.000 --> 00:01:21.000]  看完
[00:01:21.000 --> 00:01:22.000]  看完所有餐牌
[00:01:22.000 --> 00:01:25.000]  才決定
[00:01:25.000 --> 00:01:27.000]  我通常都忍耐不住
[00:01:27.000 --> 00:01:28.000]  快點吧
[00:01:28.000 --> 00:01:29.000]  很餓
[00:01:29.000 --> 00:01:31.000]  可能我沒什麼耐性
[00:01:31.000 --> 00:01:33.000]  不過我又發現一個真理
[00:01:33.000 --> 00:01:34.000]  發現一個事實
[00:01:34.000 --> 00:01:38.000]  每次她這樣選擇完之後
[00:01:38.000 --> 00:01:40.000]  她都是回到第一家
[00:01:40.000 --> 00:01:42.000]  她都是喜歡第一家
[00:01:42.000 --> 00:01:44.000]  所以後來每次我都說
[00:01:44.000 --> 00:01:46.000]  選兩三家好了
[00:01:46.000 --> 00:01:48.000]  因為最後還是回到第一家
[00:01:48.000 --> 00:01:50.000]  可能我肚餓
[00:01:50.000 --> 00:01:51.000]  就不要了
[00:01:51.000 --> 00:01:53.000]  因為她覺得
[00:01:53.000 --> 00:01:55.000]  這麼快決定
[00:01:55.000 --> 00:01:57.000]  第一、二家已經決定了
[00:01:57.000 --> 00:01:58.000]  有更好的選擇
[00:01:58.000 --> 00:02:01.000]  你看不到就吃虧了
[00:02:01.000 --> 00:02:03.000]  浪費了機會
[00:02:03.000 --> 00:02:05.000]  所以她說後面應該還有更好的餐廳
[00:02:05.000 --> 00:02:07.000]  我可以繼續走
[00:02:07.000 --> 00:02:11.000]  知道誰是更好或最好
[00:02:11.000 --> 00:02:15.000]  在屬靈生命的要求裡
[00:02:15.000 --> 00:02:17.000]  我們是不是這樣要求呢
[00:02:17.000 --> 00:02:19.000]  我們要求屬靈生命
[00:02:19.000 --> 00:02:20.000]  是否沒有最好
[00:02:20.000 --> 00:02:22.000]  只有更好
[00:02:22.000 --> 00:02:24.000]  在我們的侍奉上
[00:02:24.000 --> 00:02:26.000]  我們是不是沒有最多
[00:02:26.000 --> 00:02:29.000]  只有更多呢
[00:02:29.000 --> 00:02:31.000]  在聖經裡有三個人文
[00:02:31.000 --> 00:02:33.000]  我們今天會看看他們
[00:02:33.000 --> 00:02:35.000]  看看他們彼此之間的互動
[00:02:35.000 --> 00:02:37.000]  怎樣為之更多
[00:02:37.000 --> 00:02:40.000]  怎樣為之更少
[00:02:40.000 --> 00:02:42.000]  我們聽聽這段經文
[00:02:42.000 --> 00:02:47.000]  有一個法利塞人請耶穌和他一起吃飯
[00:02:47.000 --> 00:02:52.000]  耶穌就去到法利塞人家裡吃飯
[00:02:52.000 --> 00:02:55.000]  城裡有一個女人
[00:02:55.000 --> 00:02:56.000]  是一個罪人
[00:02:56.000 --> 00:03:00.000]  知道耶穌去法利塞人家裡吃飯
[00:03:00.000 --> 00:03:04.000]  她就拿著一碗香膏的肉餅
[00:03:04.000 --> 00:03:06.000]  站在耶穌的背後
[00:03:06.000 --> 00:03:08.000]  靠著他的腳來哭
[00:03:08.000 --> 00:03:11.000]  眼淚弄濕了耶穌的腳
[00:03:11.000 --> 00:03:14.000]  就用自己的頭髮抹乾
[00:03:14.000 --> 00:03:17.000]  又用嘴親了耶穌的腳幾下
[00:03:17.000 --> 00:03:21.000]  就把香膏抹上
[00:03:21.000 --> 00:03:23.000]  請耶穌的法利塞人
[00:03:23.000 --> 00:03:25.000]  看到這樣的情況
[00:03:25.000 --> 00:03:27.000]  心裡就想
[00:03:27.000 --> 00:03:30.000]  如果這個人真是先知的話
[00:03:30.000 --> 00:03:33.000]  他一定知道現在摸著的是誰
[00:03:33.000 --> 00:03:35.000]  是一個怎樣的女人
[00:03:35.000 --> 00:03:37.000]  其實她是一個罪人
[00:03:37.000 --> 00:03:39.000]  耶穌這樣回應他
