
[00:00:00.000 --> 00:00:02.000]  大英姐妹早安
[00:00:02.000 --> 00:00:04.000]  很開心來到大家當中
[00:00:04.000 --> 00:00:07.000]  分享恩福北區堂的意象
[00:00:07.000 --> 00:00:09.000]  我記得在一年前
[00:00:09.000 --> 00:00:11.000]  大概九月的時間
[00:00:11.000 --> 00:00:13.000]  我們已經有一個第四子的主日
[00:00:13.000 --> 00:00:16.000]  回望過程裏面
[00:00:16.000 --> 00:00:19.000]  已經不經不覺過了兩年的時間
[00:00:19.000 --> 00:00:21.000]  今天再和你們分享
[00:00:21.000 --> 00:00:24.000]  其實心裏面都很感動
[00:00:24.000 --> 00:00:26.000]  亦都很激動
[00:00:26.000 --> 00:00:28.000]  我是建內牧師
[00:00:28.000 --> 00:00:30.000]  恩福北區堂的牧者
[00:00:30.000 --> 00:00:32.000]  我太太是二妹牧師
[00:00:32.000 --> 00:00:36.000]  我們兩位都是帶領恩福北區堂的牧者
[00:00:36.000 --> 00:00:39.000]  其實在過去的過程裏面
[00:00:39.000 --> 00:00:40.000]  不單止是我們兩個
[00:00:40.000 --> 00:00:42.000]  更加是很多大英姐妹
[00:00:42.000 --> 00:00:46.000]  我們的同工在當中付出了很多支持
[00:00:46.000 --> 00:00:49.000]  所以今天在大家中間去分享的時候
[00:00:49.000 --> 00:00:52.000]  都是我們帶著一個很感恩的心
[00:00:52.000 --> 00:00:54.000]  我不知道大家知不知道
[00:00:54.000 --> 00:00:58.000]  我們北區堂將會坐落在哪個地方呢?
[00:00:58.000 --> 00:01:01.000]  粉嶺,是嗎?
[00:01:01.000 --> 00:01:03.000]  那粉嶺在哪裏呢?
[00:01:03.000 --> 00:01:04.000]  大家細心留意
[00:01:04.000 --> 00:01:07.000]  看看以下的短片
[00:01:08.000 --> 00:01:10.000]  詩篇第十六篇
[00:01:10.000 --> 00:01:13.000]  詩人說神用乘涼給他的地界
[00:01:13.000 --> 00:01:15.000]  坐落在皆美之地
[00:01:15.000 --> 00:01:16.000]  我們很感謝神
[00:01:16.000 --> 00:01:18.000]  恩福的第四間寺堂
[00:01:18.000 --> 00:01:21.000]  終於落實在粉嶺的牽程間
[00:01:21.000 --> 00:01:24.000]  並且命名為恩福北區堂
[00:01:24.000 --> 00:01:28.000]  接下來我們就會有大步走的籌款活動
[00:01:28.000 --> 00:01:29.000]  希望凝聚大家
[00:01:29.000 --> 00:01:32.000]  一起為這個城市來土告
[00:01:32.000 --> 00:01:36.000]  紀念到北區這個福音的大城市
[00:01:36.000 --> 00:01:38.000]  北區這個福音的需要
[00:01:38.000 --> 00:01:41.000]  願意我們一起走入北區
[00:01:41.000 --> 00:01:46.000]  北區大步走建堂馬拉松及步行籌款
[00:01:46.000 --> 00:01:49.000]  北區大步走是為恩福家北區第四子
[00:01:49.000 --> 00:01:52.000]  籌募建堂經費而進行的活動
[00:01:52.000 --> 00:01:55.000]  我們好像基督的精兵整裝待發
[00:01:55.000 --> 00:01:57.000]  從恩福母堂出發
[00:01:57.000 --> 00:01:58.000]  邁向北區
[00:01:58.000 --> 00:02:00.000]  齊心實踐本地宣教
[00:02:00.000 --> 00:02:02.000]  共建神家
[00:02:02.000 --> 00:02:04.000]  宣揚北區宇宙
[00:02:04.000 --> 00:02:07.000]  以致本地宣教建立第四子堂
[00:02:07.000 --> 00:02:09.000]  耶
[00:02:09.000 --> 00:02:12.000]  在2025年3月22日
[00:02:12.000 --> 00:02:16.000]  兩位牧者和一班第四子堂的核心成員
[00:02:16.000 --> 00:02:18.000]  以及康體部的同工
[00:02:18.000 --> 00:02:20.000]  已經由荔枝角恩福母堂
[00:02:20.000 --> 00:02:22.000]  步行到城門水塘
[00:02:22.000 --> 00:02:26.000]  象徵著建堂籌款旅程的開始
[00:02:26.000 --> 00:02:30.000]  感恩當日天父賜給我們
[00:02:30.000 --> 00:02:31.000]  有晴朗的天氣
[00:02:31.000 --> 00:02:32.000]  微風相伴
[00:02:32.000 --> 00:02:35.000]  大家一邊欣賞神創造的風景
[00:02:35.000 --> 00:02:36.000]  一邊旁手闊步
[00:02:36.000 --> 00:02:38.000]  彼此分享
[00:02:38.000 --> 00:02:39.000]  士氣非常高昂
[00:02:39.000 --> 00:02:42.000]  我們已經由恩福來到九龍水塘的入口
[00:02:42.000 --> 00:02:45.000]  表示我們已經邁向新界的進程
[00:02:45.000 --> 00:02:48.000]  耶
[00:02:48.000 --> 00:02:50.000]  建堂義將
[00:02:50.000 --> 00:02:52.000]  你我同行
[00:02:52.000 --> 00:02:55.000]  這次北區大步走籌款
[00:02:55.000 --> 00:02:57.000]  不單是金錢上的奉獻
[00:02:57.000 --> 00:02:59.000]  更是全教會之體
[00:02:59.000 --> 00:03:01.000]  同心參與的見證
[00:03:01.000 --> 00:03:03.000]  無論你是參加跑步
[00:03:03.000 --> 00:03:04.000]  還是步行
[00:03:04.000 --> 00:03:06.000]  或者是金錢奉獻
[00:03:06.000 --> 00:03:08.000]  每個弟兄姊妹都能成為
[00:03:08.000 --> 00:03:10.000]  北區建堂的一份子
[00:03:10.000 --> 00:03:12.000]  建立第四子
[00:03:12.000 --> 00:03:13.000]  你我都有份
[00:03:13.000 --> 00:03:16.000]  讓我們繼續以信心和行動
[00:03:16.000 --> 00:03:18.000]  回應神的呼召
