
[00:00:00.000 --> 00:00:03.000]  鬼頂姐妹早晨
[00:00:03.000 --> 00:00:05.000]  昨天是元宵節
[00:00:05.000 --> 00:00:08.000]  不知道你們有沒有參加元宵的賞花燈
[00:00:08.000 --> 00:00:10.000]  猜燈謎的活動
[00:00:10.000 --> 00:00:13.000]  眾所周知元宵節是正月十五
[00:00:13.000 --> 00:00:15.000]  是中國人的情人節
[00:00:15.000 --> 00:00:19.000]  農曆新年第一個月圓之夜
[00:00:19.000 --> 00:00:23.000]  不單是情侶表達對大家的相愛
[00:00:23.000 --> 00:00:25.000]  那份溫馨浪漫
[00:00:25.000 --> 00:00:27.000]  元宵節更是一家一家的
[00:00:27.000 --> 00:00:29.000]  喜慶洋洋團圓的日子
[00:00:29.000 --> 00:00:31.000]  昨天有沒有吃湯圓
[00:00:31.000 --> 00:00:34.000]  我很喜歡吃湯圓
[00:00:34.000 --> 00:00:36.000]  元宵節吃湯圓的習俗
[00:00:36.000 --> 00:00:39.000]  是花好月圓 合家慶團圓
[00:00:39.000 --> 00:00:41.000]  美滿又甜蜜
[00:00:41.000 --> 00:00:43.000]  今天是正月十六
[00:00:43.000 --> 00:00:45.000]  雖然一過了十五
[00:00:45.000 --> 00:00:48.000]  農曆新年的節慶就去到尾聲
[00:00:48.000 --> 00:00:50.000]  但中國人始終對正月
[00:00:50.000 --> 00:00:53.000]  要講吉利不要講不好意頭的話的習俗
[00:00:53.000 --> 00:00:55.000]  都很入心
[00:00:55.000 --> 00:00:56.000]  今天正月十六
[00:00:56.000 --> 00:01:00.000]  教會今日馬可福音系列宣講來到第十五章
[00:01:00.000 --> 00:01:03.000]  如果大家可以打開程序表或經文
[00:01:03.000 --> 00:01:07.000]  眼前見到的這章內容是一個元字
[00:01:07.000 --> 00:01:09.000]  但不是元宵節的元
[00:01:09.000 --> 00:01:11.000]  團圓的圓
[00:01:11.000 --> 00:01:14.000]  而是耶穌在四上生命的圓
[00:01:14.000 --> 00:01:17.000]  十五章裏面四十七節的經文
[00:01:17.000 --> 00:01:19.000]  將耶穌被審判
[00:01:19.000 --> 00:01:20.000]  判死刑
[00:01:20.000 --> 00:01:22.000]  被士兵棄弄
[00:01:22.000 --> 00:01:23.000]  背上十架
[00:01:23.000 --> 00:01:25.000]  去到各國他山上釘身
[00:01:25.000 --> 00:01:27.000]  最後在經文裏面提到
[00:01:27.000 --> 00:01:29.000]  他大聲一斷氣就死了
[00:01:29.000 --> 00:01:33.000]  然後安葬完整的紀錄
[00:01:33.000 --> 00:01:35.000]  今天我一點都避不了
[00:01:35.000 --> 00:01:39.000]  不能夠和大家在新星頭不講死
[00:01:39.000 --> 00:01:41.000]  親愛的朋友電影姐妹
[00:01:41.000 --> 00:01:43.000]  請相信我
[00:01:43.000 --> 00:01:46.000]  雖然這大半個鐘頭你不斷聽我講死
[00:01:46.000 --> 00:01:50.000]  但我深信這篇將會是你在正月裏面聽到
[00:01:50.000 --> 00:01:51.000]  其中一篇
[00:01:51.000 --> 00:01:53.000]  滿有恩典和團圓的講章
[00:01:53.000 --> 00:01:55.000]  我們一起祈禱
[00:01:55.000 --> 00:01:58.000]  賜下萬福的主
[00:01:58.000 --> 00:02:00.000]  求你在新春之際
[00:02:00.000 --> 00:02:02.000]  今日藉著馬口福音
[00:02:02.000 --> 00:02:05.000]  叫我們每一個都得到真福
[00:02:05.000 --> 00:02:09.000]  生命被基督十架的愛激勵摧逼
[00:02:09.000 --> 00:02:12.000]  斷定一個人替眾人死
[00:02:12.000 --> 00:02:13.000]  眾人都死了
[00:02:13.000 --> 00:02:15.000]  從此不再為自己活
[00:02:15.000 --> 00:02:19.000]  乃為替他們釘身十架死而復活的主而活
[00:02:19.000 --> 00:02:20.000]  奉主命求
[00:02:20.000 --> 00:02:21.000]  阿們
[00:02:21.000 --> 00:02:24.000]  希望大家先讀馬口福音
[00:02:24.000 --> 00:02:26.000]  十五章一至十五節的經文
[00:02:26.000 --> 00:02:28.000]  我想請大家做比拉多
[00:02:28.000 --> 00:02:32.000]  大家看到比拉多的話就加入讀就行了
[00:02:32.000 --> 00:02:33.000]  是紅色的字
[00:02:33.000 --> 00:02:35.000]  大家照讀就可以了
[00:02:35.000 --> 00:02:37.000]  開始十五章一至十五節
[00:02:37.000 --> 00:02:39.000]  一到早晨
[00:02:39.000 --> 00:02:44.000]  眾祭司長長老文士和前議會的人
[00:02:44.000 --> 00:02:45.000]  大家相議
[00:02:45.000 --> 00:02:48.000]  就把耶穌綁著解去
[00:02:48.000 --> 00:02:50.000]  交給比拉多
[00:02:50.000 --> 00:02:52.000]  問他
[00:02:52.000 --> 00:02:54.000]  你是猶太人的王嗎?
[00:02:54.000 --> 00:02:56.000]  耶穌回答
[00:02:56.000 --> 00:02:57.000]  是你說的
[00:02:57.000 --> 00:02:59.000]  祭司長們告訴他許多的事
[00:02:59.000 --> 00:03:01.000]  比拉多又問他
[00:03:01.000 --> 00:03:04.000]  你看他們告你這麼多的事
[00:03:04.000 --> 00:03:07.000]  你什麼都不回答嗎?
[00:03:07.000 --> 00:03:08.000]  耶穌仍不回答
[00:03:08.000 --> 00:03:11.000]  以至比拉多覺得驚訝
[00:03:11.000 --> 00:03:12.000]  每逢這節期
[00:03:12.000 --> 00:03:14.000]  比拉多照眾人所求的
[00:03:14.000 --> 00:03:16.000]  釋放一個囚犯給他們
[00:03:16.000 --> 00:03:18.000]  有一個人名叫巴拉巴
[00:03:18.000 --> 00:03:21.000]  和作亂的人監禁在一起
[00:03:21.000 --> 00:03:24.000]  他們作亂的時候曾殺過人
[00:03:24.000 --> 00:03:28.000]  眾人想去求比拉多照常來給他們辦理
[00:03:28.000 --> 00:03:30.000]  比拉多說
[00:03:30.000 --> 00:03:34.000]  你們要我釋放猶太人的王給你們嗎?
[00:03:34.000 --> 00:03:37.000]  他們原知道祭司長們是因為疾度
[00:03:37.000 --> 00:03:39.000]  裁罷耶穌解了來
[00:03:39.000 --> 00:03:42.000]  但是祭司長們煽動眾人
[00:03:42.000 --> 00:03:45.000]  寧可要他釋放巴拉巴給他們
[00:03:45.000 --> 00:03:47.000]  比拉多又說
[00:03:47.000 --> 00:03:50.000]  那你們稱為猶太人的王
[00:03:50.000 --> 00:03:53.000]  要我怎麼辦他呢?
[00:03:53.000 --> 00:03:54.000]  他們又喊著
[00:03:54.000 --> 00:03:56.000]  把他釘十字架
[00:03:56.000 --> 00:03:57.000]  比拉多說
[00:03:57.000 --> 00:04:01.000]  為什麼?他做了什麼惡事呢?
[00:04:01.000 --> 00:04:02.000]  他們更喊著
[00:04:02.000 --> 00:04:04.000]  把他釘十字架
[00:04:04.000 --> 00:04:06.000]  比拉多要討好眾人
