
[00:00:00.000 --> 00:00:04.000]  頂姐妹主女平安
[00:00:04.000 --> 00:00:07.000]  在下雨的天氣
[00:00:07.000 --> 00:00:09.000]  我們都能夠回來
[00:00:09.000 --> 00:00:10.000]  都是一份恩典
[00:00:10.000 --> 00:00:13.000]  今天的崇拜是有主題的
[00:00:13.000 --> 00:00:15.000]  是講到職場行者
[00:00:15.000 --> 00:00:16.000]  換句話說
[00:00:16.000 --> 00:00:19.000]  我們在生活裡的工作
[00:00:19.000 --> 00:00:22.000]  和我們的信仰
[00:00:22.000 --> 00:00:24.000]  怎樣能夠相軌並行呢
[00:00:24.000 --> 00:00:28.000]  當他預備這篇道的時候
[00:00:28.000 --> 00:00:31.000]  自己去想自己的人生
[00:00:31.000 --> 00:00:33.000]  做第一份工作的時候
[00:00:33.000 --> 00:00:37.000]  其實那張身份證是沒有相的
[00:00:37.000 --> 00:00:38.000]  換句話說
[00:00:38.000 --> 00:00:39.000]  還沒有十八歲
[00:00:39.000 --> 00:00:41.000]  拿著兒童證
[00:00:41.000 --> 00:00:43.000]  不知道你們跟我一上年紀
[00:00:43.000 --> 00:00:44.000]  就會知道
[00:00:44.000 --> 00:00:46.000]  還沒有十八歲那張兒童證是沒有相的
[00:00:46.000 --> 00:00:48.000]  不像現在
[00:00:48.000 --> 00:00:51.000]  到我今天要預備篇講章的時候
[00:00:51.000 --> 00:00:55.000]  我拿著的是長者卡
[00:00:55.000 --> 00:01:00.000]  人生裡我已經好像眨一眨眼
[00:01:00.000 --> 00:01:02.000]  匆匆而過
[00:01:02.000 --> 00:01:04.000]  我剛才數一數
[00:01:04.000 --> 00:01:06.000]  我做了事四十多年
[00:01:06.000 --> 00:01:09.000]  因此今天都沒有被恩福解僱
[00:01:09.000 --> 00:01:14.000]  證明我工作還算可以中規中矩
[00:01:14.000 --> 00:01:19.000]  還拿了一個榮休的紀念牌
[00:01:19.000 --> 00:01:22.000]  我講這篇的信息
[00:01:22.000 --> 00:01:27.000]  多少都有少少的份量
[00:01:27.000 --> 00:01:30.000]  回顧自己的人生
[00:01:30.000 --> 00:01:32.000]  剛出來工作的時候
[00:01:32.000 --> 00:01:35.000]  有一首歌流行曲
[00:01:35.000 --> 00:01:37.000]  如果跟我差不多年紀
[00:01:37.000 --> 00:01:39.000]  你也知道是什麼時候
[00:01:39.000 --> 00:01:41.000]  就是餵兩餐
[00:01:41.000 --> 00:01:42.000]  什麼都肯做
[00:01:42.000 --> 00:01:43.000]  前世
[00:01:43.000 --> 00:01:46.000]  你就知道是什麼年代了
[00:01:46.000 --> 00:01:49.000]  那時候我剛開始出來工作
[00:01:49.000 --> 00:01:51.000]  和拍拖的時候
[00:01:51.000 --> 00:01:55.000]  人生是要拼搏的時候
[00:01:55.000 --> 00:01:57.000]  那時候就有卡拉OK
[00:01:57.000 --> 00:01:58.000]  開始流行
[00:01:58.000 --> 00:01:59.000]  有一首歌
[00:01:59.000 --> 00:02:02.000]  我也想和大家分享其中幾句
[00:02:02.000 --> 00:02:03.000]  看看大家記不記得
[00:02:03.000 --> 00:02:05.000]  那首歌叫什麼名字
[00:02:05.000 --> 00:02:07.000]  那首歌是這樣的
[00:02:07.000 --> 00:02:09.000]  他說
[00:02:09.000 --> 00:02:11.000]  挺發人深省的
[00:02:11.000 --> 00:02:13.000]  他說曾妥協過
[00:02:13.000 --> 00:02:15.000]  也試過苦鬥
[00:02:15.000 --> 00:02:17.000]  耗盡我這一生
[00:02:17.000 --> 00:02:19.000]  捉不到而跑開
[00:02:19.000 --> 00:02:21.000]  大家也差不多記得是什麼歌了
[00:02:21.000 --> 00:02:23.000]  《一生何求》
[00:02:23.000 --> 00:02:25.000]  但這首歌最特別的地方
[00:02:25.000 --> 00:02:29.000]  是迷惘裡我永遠都看不透
[00:02:29.000 --> 00:02:32.000]  這個真的很寫實
[00:02:32.000 --> 00:02:34.000]  而最後那兩句
[00:02:34.000 --> 00:02:36.000]  我相信很多人聽完
[00:02:36.000 --> 00:02:38.000]  很認同
[00:02:38.000 --> 00:02:39.000]  但也很無奈
[00:02:39.000 --> 00:02:42.000]  就是沒料到我所失的
[00:02:42.000 --> 00:02:46.000]  竟然是我的所有
[00:02:46.000 --> 00:02:48.000]  這首歌是很道出了
[00:02:48.000 --> 00:02:50.000]  人生的無奈
[00:02:50.000 --> 00:02:51.000]  工作
[00:02:51.000 --> 00:02:54.000]  我們曾經拼搏過
[00:02:54.000 --> 00:02:56.000]  我昨天e-base有個朋友回來
[00:02:56.000 --> 00:02:57.000]  他也說
[00:02:57.000 --> 00:03:00.000]  他每一樣東西都覺得
[00:03:00.000 --> 00:03:02.000]  是在他掌握之中
[00:03:02.000 --> 00:03:04.000]  但到最後
[00:03:04.000 --> 00:03:05.000]  不知為什麼
[00:03:05.000 --> 00:03:07.000]  都不在他掌握之中
[00:03:07.000 --> 00:03:09.000]  結果是
[00:03:09.000 --> 00:03:10.000]  因著這個緣故
[00:03:10.000 --> 00:03:12.000]  所以就回教會了
[00:03:12.000 --> 00:03:14.000]  這是一個
[00:03:14.000 --> 00:03:16.000]  他人生的一個寫照
[00:03:16.000 --> 00:03:18.000]  我們很無奈
[00:03:18.000 --> 00:03:19.000]  那就
[00:03:19.000 --> 00:03:21.000]  怎樣可以化乎為證呢
[00:03:21.000 --> 00:03:23.000]  怎樣可以帶來出路呢
[00:03:23.000 --> 00:03:25.000]  因為這首詩歌是道出了
[00:03:25.000 --> 00:03:27.000]  人裡面一些的無奈
[00:03:27.000 --> 00:03:29.000]  但沒有幫我們帶出出路
[00:03:29.000 --> 00:03:32.000]  所以我今天很想和大家思想
[00:03:32.000 --> 00:03:34.000]  這個問題
[00:03:34.000 --> 00:03:35.000]  在講道之先
[00:03:35.000 --> 00:03:37.000]  我們一同低頭有個禱告
[00:03:37.000 --> 00:03:39.000]  天父上帝
[00:03:39.000 --> 00:03:40.000]  我們來到你的面前
[00:03:40.000 --> 00:03:42.000]  我們很體會
[00:03:42.000 --> 00:03:46.000]  上帝你是沒有將人生整幅藍圖
[00:03:46.000 --> 00:03:48.000]  給過我們每一個人
[00:03:48.000 --> 00:03:51.000]  但我們每一個人最弔詭的地方
[00:03:51.000 --> 00:03:55.000]  我們覺得我們真的運籌在握
[00:03:55.000 --> 00:03:58.000]  但到最後我們都體會
[00:03:58.000 --> 00:04:00.000]  不是我們能夠緊緊的
[00:04:00.000 --> 00:04:02.000]  能夠掌握住
[00:04:02.000 --> 00:04:04.000]  在人生有限的裡面
[00:04:04.000 --> 00:04:06.000]  我怎樣能夠活得豐盛
[00:04:06.000 --> 00:04:08.000]  有意義
[00:04:08.000 --> 00:04:09.000]  不枉此生
[00:04:09.000 --> 00:04:13.000]  我相信這個是眾人夢寐以求
[00:04:13.000 --> 00:04:15.000]  因為人生只能夠活一次
[00:04:15.000 --> 00:04:17.000]  當有醒覺的時候
[00:04:17.000 --> 00:04:18.000]  是不能回頭
[00:04:18.000 --> 00:04:20.000]  活第二次
[00:04:20.000 --> 00:04:21.000]  所以盼望的是
[00:04:21.000 --> 00:04:23.000]  我們在你的話語裡面
[00:04:23.000 --> 00:04:24.000]  我們能夠找到
[00:04:24.000 --> 00:04:27.000]  你給我們一份的答案
[00:04:27.000 --> 00:04:30.000]  求你自己親自的開我們的耳朵
[00:04:30.000 --> 00:04:32.000]  開我們的腦袋
[00:04:32.000 --> 00:04:34.000]  和開孩子的口
[00:04:34.000 --> 00:04:35.000]  能夠講得清楚
[00:04:35.000 --> 00:04:38.000]  大家能夠聽得明白
[00:04:38.000 --> 00:04:40.000]  願你賜給我們在你話語上
[00:04:40.000 --> 00:04:42.000]  有一份祝福
[00:04:42.000 --> 00:04:43.000]  全然交託
[00:04:43.000 --> 00:04:45.000]  奉主耶穌基督的名字
[00:04:45.000 --> 00:04:47.000]  阿們
[00:04:47.000 --> 00:04:48.000]  人生裡面
[00:04:48.000 --> 00:04:50.000]  我們最強調一件事
[00:04:50.000 --> 00:04:52.000]  就是專家說話
[00:04:52.000 --> 00:04:54.000]  你要聽
[00:04:54.000 --> 00:04:55.000]  是不是
[00:04:55.000 --> 00:04:56.000]  如果我告訴你
[00:04:56.000 --> 00:04:57.000]  沙士從哪裡來
[00:04:57.000 --> 00:04:58.000]  你們沒有人相信
[00:04:58.000 --> 00:05:00.000]  但如果何百良告訴你
[00:05:00.000 --> 00:05:01.000]  你就會相信
[00:05:01.000 --> 00:05:03.000]  同不同意嗎
[00:05:03.000 --> 00:05:06.000]  所以我們就看回
[00:05:06.000 --> 00:05:07.000]  我今天用的經文
[00:05:07.000 --> 00:05:11.000]  是傳道書一章一至三節
[00:05:11.000 --> 00:05:12.000]  我們就要看看
[00:05:12.000 --> 00:05:15.000]  傳道者在整本傳道書裡面
[00:05:15.000 --> 00:05:18.000]  究竟他是否這方面的專家
[00:05:18.000 --> 00:05:19.000]  從經文裡面
[00:05:19.000 --> 00:05:20.000]  我看見
[00:05:20.000 --> 00:05:22.000]  他上通天文
[00:05:22.000 --> 00:05:23.000]  下通地理
[00:05:23.000 --> 00:05:25.000]  史地樣樣都正
[00:05:25.000 --> 00:05:27.000]  因為他都知道
[00:05:27.000 --> 00:05:28.000]  一代過去
[00:05:28.000 --> 00:05:29.000]  一代有來
[00:05:29.000 --> 00:05:31.000]  地卻永遠長存
[00:05:31.000 --> 00:05:32.000]  是不是
[00:05:32.000 --> 00:05:33.000]  是呀
[00:05:33.000 --> 00:05:34.000]  我們一定會生老病死
[00:05:34.000 --> 00:05:36.000]  我們不能夠捉得住
[00:05:36.000 --> 00:05:37.000]  還有
[00:05:37.000 --> 00:05:40.000]  他是人事管理學裡面的專家
[00:05:40.000 --> 00:05:43.000]  因為他管的東西實在太多
[00:05:43.000 --> 00:05:44.000]  第三
[00:05:44.000 --> 00:05:48.000]  他是建築界和工程界的專業
[00:05:48.000 --> 00:05:49.000]  還有
[00:05:49.000 --> 00:05:50.000]  他有錢
[00:05:50.000 --> 00:05:52.000]  權傾天下
[00:05:52.000 --> 00:05:54.000]  並且聲色犬馬
[00:05:54.000 --> 00:05:56.000]  無一不正
[00:05:56.000 --> 00:05:57.000]  所以
[00:05:57.000 --> 00:05:59.000]  他是絕對有資格
[00:05:59.000 --> 00:06:01.000]  或者叫做有這方面的專業
[00:06:01.000 --> 00:06:03.000]  去將這個訊息
[00:06:03.000 --> 00:06:05.000]  給過我們每一個人
[00:06:05.000 --> 00:06:08.000]  這本書最特別的地方
[00:06:08.000 --> 00:06:10.000]  就是在第一節的時候
[00:06:10.000 --> 00:06:13.000]  他是完全隱藏了自己的身份
[00:06:13.000 --> 00:06:15.000]  卻是帶出了他的專業
[00:06:15.000 --> 00:06:17.000]  可能這個就是
[00:06:17.000 --> 00:06:18.000]  他的世代
[00:06:18.000 --> 00:06:20.000]  或者我這個世代
[00:06:20.000 --> 00:06:23.000]  人需要的地方就是專業
[00:06:23.000 --> 00:06:24.000]  當然
[00:06:24.000 --> 00:06:25.000]  我們都知道
[00:06:25.000 --> 00:06:26.000]  眾人都覺得
[00:06:26.000 --> 00:06:28.000]  傳道書是誰寫的
[00:06:28.000 --> 00:06:30.000]  是所羅門寫的
[00:06:30.000 --> 00:06:32.000]  因為他講的內容
[00:06:32.000 --> 00:06:34.000]  和所羅門是貼合的
[00:06:34.000 --> 00:06:37.000]  講到的時候
[00:06:37.000 --> 00:06:41.000]  我就很想和大家先去讀這幾節的經文
[00:06:41.000 --> 00:06:42.000]  我們一起讀吧
[00:06:42.000 --> 00:06:46.000]  在耶路撒冷作王大位的兒子
[00:06:46.000 --> 00:06:48.000]  傳道者的言語
[00:06:48.000 --> 00:06:50.000]  傳道者說
[00:06:50.000 --> 00:06:52.000]  去控的去控
[00:06:52.000 --> 00:06:54.000]  去控的去控
[00:06:54.000 --> 00:06:56.000]  凡事都去控
[00:06:56.000 --> 00:06:58.000]  人一切的牢獄
[00:06:58.000 --> 00:07:01.000]  就是他在日光之下的牢獄
[00:07:01.000 --> 00:07:04.000]  有什麼益處呢
[00:07:04.000 --> 00:07:07.000]  當你讀到的時候
[00:07:07.000 --> 00:07:08.000]  其實
[00:07:08.000 --> 00:07:10.000]  是不是覺得很灰暗呢
[00:07:10.000 --> 00:07:12.000]  因為去控的去控
