
[00:00:00.000 --> 00:00:03.000]  靜止每早晨
[00:00:03.000 --> 00:00:07.000]  在我們聽道之先,我們一起有一個禱告
[00:00:07.000 --> 00:00:09.000]  我們同心祈禱
[00:00:09.000 --> 00:00:14.000]  親愛的天父,我們都求你親近我們
[00:00:14.000 --> 00:00:20.000]  透過你的說話,讓我們能夠知道你在我們生命裏的心意
[00:00:20.000 --> 00:00:24.000]  亦都求你這一刻,讓真理的聖靈去到預備我們的心
[00:00:24.000 --> 00:00:27.000]  去到聆聽你自己的說話
[00:00:27.000 --> 00:00:32.000]  讓我們有力量在這個世代裏進行你的吩咐
[00:00:32.000 --> 00:00:34.000]  我們多謝你聽我們的禱告
[00:00:34.000 --> 00:00:38.000]  奉靠耶穌基督,得聖名自祈求,阿們
[00:00:38.000 --> 00:00:46.000]  今天是我們恩福北區堂的另一個書卷的系列講道
[00:00:46.000 --> 00:00:49.000]  我們會講希伯來書
[00:00:49.000 --> 00:00:52.000]  今天會講第一章
[00:00:52.000 --> 00:00:57.000]  我會講第一至第十四節的經文
[00:00:57.000 --> 00:01:01.000]  今天我們講道的題目是關於比較
[00:01:01.000 --> 00:01:04.000]  題目叫做「無比較無傷害」
[00:01:04.000 --> 00:01:10.000]  其實比較是我們人生裏一個頗為重要的課題
[00:01:10.000 --> 00:01:13.000]  我不知道你會不會比較
[00:01:13.000 --> 00:01:16.000]  我不知道你會不會和人比較
[00:01:16.000 --> 00:01:19.000]  或者是否很喜歡比較
[00:01:19.000 --> 00:01:20.000]  我不知道
[00:01:20.000 --> 00:01:25.000]  但我們很多時候都會勸勉身邊的人不要比較
[00:01:25.000 --> 00:01:29.000]  因為人比人又如何?比死人
[00:01:29.000 --> 00:01:32.000]  所以我們不要經常比較
[00:01:32.000 --> 00:01:35.000]  因為比較好像不是太好
[00:01:35.000 --> 00:01:39.000]  或者近日我們經常聽到這句說話
[00:01:39.000 --> 00:01:42.000]  就是「無比較又如何?無傷害」
[00:01:42.000 --> 00:01:43.000]  不知道大家有沒有聽過
[00:01:43.000 --> 00:01:46.000]  無比較是否真的沒有傷害呢?
[00:01:46.000 --> 00:01:49.000]  想想又好像是
[00:01:49.000 --> 00:01:57.000]  但我們發覺自己心裏不其然都很容易比較
[00:01:57.000 --> 00:02:02.000]  其實比較是否絕對是一件壞事呢?
[00:02:02.000 --> 00:02:07.000]  其實比較本身未必一定是壞事
[00:02:07.000 --> 00:02:12.000]  因為比較是一個頗重要的概念和工具
[00:02:12.000 --> 00:02:17.000]  例如你讀理科或科學裏
[00:02:17.000 --> 00:02:20.000]  比較是一個很重要的概念和工具
[00:02:20.000 --> 00:02:23.000]  大家有沒有聽過比較文學?
[00:02:23.000 --> 00:02:26.000]  在文學裏面是一個很重要的科目
[00:02:26.000 --> 00:02:27.000]  比較文學
[00:02:27.000 --> 00:02:29.000]  所以其實比較某程度上
[00:02:29.000 --> 00:02:36.000]  在我們人生裏或世界裏是一個頗重要的概念和工具
[00:02:36.000 --> 00:02:38.000]  舉個例子
[00:02:38.000 --> 00:02:44.000]  最近香港經常出現黑色暴雨
[00:02:44.000 --> 00:02:48.000]  前陣子連續幾次掛黑色暴雨
[00:02:48.000 --> 00:02:53.000]  其實這些警告都是需要比較的
[00:02:53.000 --> 00:02:58.000]  為什麼要發出不同顏色的暴雨警告呢?
[00:02:58.000 --> 00:03:00.000]  因為比較在不同時間
[00:03:00.000 --> 00:03:03.000]  不同區域裏面錄得的雨量
[00:03:03.000 --> 00:03:06.000]  而發出不同顏色的警告訊號
[00:03:06.000 --> 00:03:09.000]  又或者更加近一點
[00:03:09.000 --> 00:03:13.000]  我們如何量度自己身體是否健康的狀況呢?
[00:03:13.000 --> 00:03:15.000]  就是透過比較
[00:03:15.000 --> 00:03:23.000]  例如比較身體的血含氧量、血壓、血糖、脂肪比例
[00:03:23.000 --> 00:03:25.000]  都要有一個標準去比較
[00:03:25.000 --> 00:03:28.000]  才能釐定你是否健康的身體狀態
[00:03:28.000 --> 00:03:37.000]  所以比較在某些情況裏面是一個很重要的觀念
[00:03:37.000 --> 00:03:38.000]  再近一點
[00:03:38.000 --> 00:03:40.000]  你買東西會不會比較呢?
[00:03:40.000 --> 00:03:42.000]  你買東西會比較的
[00:03:42.000 --> 00:03:45.000]  以前人們說貨比三家
[00:03:45.000 --> 00:03:50.000]  因為你要比較過才知道哪樣東西是買得值得
[00:03:50.000 --> 00:03:53.000]  現在我們就流行說性價比
[00:03:53.000 --> 00:03:55.000]  性價比也是一種比較
[00:03:55.000 --> 00:03:59.000]  比較性能、價錢
[00:03:59.000 --> 00:04:01.000]  其實都是一個比較
[00:04:01.000 --> 00:04:05.000]  所以其實比較本身不是一個問題
[00:04:05.000 --> 00:04:09.000]  問題在於你比較裏面牽涉甚麼
[00:04:09.000 --> 00:04:10.000]  那樣東西是甚麼
[00:04:10.000 --> 00:04:13.000]  比較通常都牽涉兩樣東西
[00:04:13.000 --> 00:04:15.000]  但那兩樣東西是甚麼呢?
[00:04:15.000 --> 00:04:19.000]  比較的準則又是甚麼呢?
[00:04:19.000 --> 00:04:23.000]  而比較最後希望達到一個甚麼目的呢?
[00:04:23.000 --> 00:04:25.000]  這個也是很重要的
[00:04:25.000 --> 00:04:27.000]  所以都鼓勵大家
[00:04:27.000 --> 00:04:30.000]  當你在生活裏面作出比較的時候
[00:04:30.000 --> 00:04:32.000]  你可以再仔細去想想
[00:04:32.000 --> 00:04:34.000]  其實我為甚麼要比較呢?
[00:04:34.000 --> 00:04:39.000]  其實比較背後是牽涉很多不同的想法或觀念
[00:04:39.000 --> 00:04:42.000]  希伯來書的作者其實一開始
[00:04:42.000 --> 00:04:46.000]  其實已經是作出一連串的比較
[00:04:46.000 --> 00:04:50.000]  當然作者不是為了比較而去比較
[00:04:50.000 --> 00:04:53.000]  而是藉著比較將一些事實
[00:04:53.000 --> 00:04:57.000]  以及作者背後的寫作目的去呈現出來
[00:04:57.000 --> 00:05:01.000]  而當時這些內容對當時的讀者
[00:05:01.000 --> 00:05:04.000]  以致我們今天每一個看希伯來書的人
[00:05:04.000 --> 00:05:08.000]  其實都是一個很重要的提醒和勸勉
[00:05:08.000 --> 00:05:12.000]  希伯來書的作者在這裏說
[00:05:12.000 --> 00:05:17.000]  很多他的解釋裏面其實都有一個特別的地方
[00:05:17.000 --> 00:05:20.000]  就是他專門要去做一個比較
[00:05:20.000 --> 00:05:22.000]  因為當中的特性
[00:05:22.000 --> 00:05:29.000]  就是將一些猶太教裏面的漢寵的象徵、體系和人物
[00:05:29.000 --> 00:05:34.000]  他們的優劣去做一個對照和做一個比較
[00:05:34.000 --> 00:05:38.000]  而比較的另一個對象是甚麼呢?
[00:05:38.000 --> 00:05:40.000]  就是耶穌基督
[00:05:40.000 --> 00:05:43.000]  作者就是要將猶太教裏面這些很重要的東西
[00:05:43.000 --> 00:05:46.000]  和耶穌基督去作一個比較
[00:05:46.000 --> 00:05:48.000]  看看當中有甚麼分別
[00:05:48.000 --> 00:05:50.000]  而這些分別對我們來說
[00:05:50.000 --> 00:05:54.000]  是一些很重要我們需要理解和認識的
[00:05:54.000 --> 00:05:57.000]  所以作者其實在希伯來書裏面
[00:05:57.000 --> 00:06:01.000]  其實他就是很認真地作出不同的比較
