
[00:00:00.000 --> 00:00:03.480]  大家好 再次介紹一下自己
[00:00:03.480 --> 00:00:05.480]  我是來自青少部的Claire
[00:00:05.480 --> 00:00:09.480]  很開心這次在Building這個地方
[00:00:09.480 --> 00:00:11.480]  跟大家分享上帝的訊息
[00:00:11.480 --> 00:00:13.480]  在開始之前
[00:00:13.480 --> 00:00:16.480]  我不知道大家多不多經過書店
[00:00:16.480 --> 00:00:18.480]  不用舉手
[00:00:18.480 --> 00:00:21.480]  但我相信最近經過書店
[00:00:21.480 --> 00:00:23.480]  有一個圖書館是很熱門的
[00:00:23.480 --> 00:00:26.480]  或者很多書都是關於那個系列的
[00:00:26.480 --> 00:00:28.480]  就是關於大眾心理學
[00:00:28.480 --> 00:00:30.480]  當中我不知道有沒有聽過
[00:00:30.480 --> 00:00:32.480]  《被討厭的勇氣》這本書
[00:00:32.480 --> 00:00:36.480]  其實它是基於一個心理學家叫阿德勒
[00:00:36.480 --> 00:00:40.480]  他講關於研究一些個體心理學
[00:00:40.480 --> 00:00:43.480]  當中他很注重研究
[00:00:43.480 --> 00:00:46.480]  自卑這個特別課題
[00:00:46.480 --> 00:00:48.480]  因為本身這位作者他自己
[00:00:48.480 --> 00:00:50.480]  其實都是先天有缺陷
[00:00:50.480 --> 00:00:52.480]  所以他很想研究
[00:00:52.480 --> 00:00:55.480]  究竟怎樣去跨越或者超越自卑
[00:00:55.480 --> 00:01:00.480]  而當中他覺得自卑感之餘
[00:01:00.480 --> 00:01:03.480]  有一些是自卑情結
[00:01:03.480 --> 00:01:07.480]  變成了一種解釋
[00:01:07.480 --> 00:01:12.480]  開始將自卑感當作一個藉口的狀態
[00:01:12.480 --> 00:01:15.480]  有自卑情結的人
[00:01:15.480 --> 00:01:18.480]  通常會以一種很消極
[00:01:18.480 --> 00:01:20.480]  一種非客觀的方式
[00:01:20.480 --> 00:01:22.480]  去對自己有自我評價
[00:01:22.480 --> 00:01:24.480]  他通常都會覺得自己不如人
[00:01:24.480 --> 00:01:27.480]  但這可能不是事實
[00:01:27.480 --> 00:01:30.480]  是他自己想像出來的困境
[00:01:30.480 --> 00:01:33.480]  以致這個人在面對事情
[00:01:33.480 --> 00:01:35.480]  面對困境的時候
[00:01:35.480 --> 00:01:36.480]  他會覺得自我認定
[00:01:36.480 --> 00:01:38.480]  我不能解決
[00:01:38.480 --> 00:01:42.480]  不能擺脫這些難處
[00:01:42.480 --> 00:01:44.480]  但事實也未必是這樣
[00:01:44.480 --> 00:01:49.480]  為何今天會和大家分享自卑這個課題
[00:01:49.480 --> 00:01:51.480]  很多時候我們去想
[00:01:51.480 --> 00:01:54.480]  自大的人是一種自我中心
[00:01:54.480 --> 00:01:56.480]  因為你會覺得自大的人
[00:01:56.480 --> 00:01:58.480]  就是圍著他中心去轉
[00:01:58.480 --> 00:02:01.480]  人們要聽自大的人說的話
[00:02:01.480 --> 00:02:05.480]  看到自大的人的「我」好像很大
[00:02:05.480 --> 00:02:07.480]  但今天我想和大家分享
[00:02:07.480 --> 00:02:08.480]  自卑
[00:02:08.480 --> 00:02:10.480]  或者我們今天去看摩西的生命
[00:02:10.480 --> 00:02:13.480]  原來自卑去細心了解的時候
[00:02:13.480 --> 00:02:17.480]  同樣都是一個自我中心的表現
[00:02:17.480 --> 00:02:19.480]  因為強烈有自卑感的人
[00:02:19.480 --> 00:02:21.480]  他們是有自卑情結的人
[00:02:21.480 --> 00:02:24.480]  他們的自我聲音都非常大
[00:02:24.480 --> 00:02:25.480]  非常強
[00:02:25.480 --> 00:02:29.480]  令到他認為自己「我」是不值得的
[00:02:29.480 --> 00:02:30.480]  我不能夠愛
[00:02:30.480 --> 00:02:32.480]  我不能夠被愛
[00:02:32.480 --> 00:02:33.480]  或者我不夠可愛
[00:02:33.480 --> 00:02:37.480]  甚至他覺得他的生命不能有任何改變
[00:02:37.480 --> 00:02:38.480]  這些自我的聲音
[00:02:38.480 --> 00:02:40.480]  某程度上都是在說
[00:02:40.480 --> 00:02:45.480]  他是一種自我中心過大的表現
[00:02:45.480 --> 00:02:47.480]  其實原來這些情況
[00:02:47.480 --> 00:02:49.480]  自卑同樣
[00:02:49.480 --> 00:02:50.480]  不論是自大還是自卑
[00:02:50.480 --> 00:02:52.480]  同樣都是在阻礙我們去體會
[00:02:52.480 --> 00:02:56.480]  神給予我們那份自由和得釋放的生命
[00:02:56.480 --> 00:03:00.480]  上次和大家分享摩西在米甸的一個過程
[00:03:00.480 --> 00:03:03.480]  今天我們會再接著去看
[00:03:03.480 --> 00:03:05.480]  摩西在之後
[00:03:05.480 --> 00:03:06.480]  40年了
[00:03:06.480 --> 00:03:08.480]  在米甸的人生完結了
[00:03:08.480 --> 00:03:11.480]  在之後他如何面對他的生命
[00:03:11.480 --> 00:03:13.480]  如何看他如何面對自卑
[00:03:13.480 --> 00:03:16.480]  又或者再看他如何勇敢面對
[00:03:16.480 --> 00:03:20.480]  神即將給予他的一個新的挑戰和使命
[00:03:20.480 --> 00:03:27.480]  今天和大家分享的經文是出《埃及記》四章十到十七節
[00:03:27.480 --> 00:03:30.480]  我們一起去讀以下的經文
[00:03:30.480 --> 00:03:32.480]  預備起
[00:03:32.480 --> 00:03:34.480]  摩西對耶和華說
[00:03:34.480 --> 00:03:36.480]  主啊 求求你
[00:03:36.480 --> 00:03:39.480]  我並不是一個能言善道的人
[00:03:39.480 --> 00:03:40.480]  以前這樣
[00:03:40.480 --> 00:03:42.480]  就是你的僕人說
[00:03:42.480 --> 00:03:44.480]  以後也是這樣
[00:03:44.480 --> 00:03:47.480]  因為我是絕口不說的
[00:03:47.480 --> 00:03:49.480]  耶和華對他說
[00:03:49.480 --> 00:03:51.480]  誰做人的口
[00:03:51.480 --> 00:03:53.480]  誰使人口啞
[00:03:53.480 --> 00:03:54.480]  耳聾
[00:03:54.480 --> 00:03:55.480]  目明
[00:03:55.480 --> 00:03:56.480]  眼闔
[00:03:56.480 --> 00:03:58.480]  豈不是我耶和華嗎
[00:03:58.480 --> 00:04:00.480]  現在去吧
[00:04:00.480 --> 00:04:02.480]  我必賜你口才
[00:04:02.480 --> 00:04:04.480]  指教你應當說的
[00:04:04.480 --> 00:04:06.480]  摩西說
[00:04:06.480 --> 00:04:08.480]  主啊 求求你
[00:04:08.480 --> 00:04:10.480]  你要藉著誰的手
[00:04:10.480 --> 00:04:12.480]  就差派誰去吧
[00:04:12.480 --> 00:04:16.480]  耶和華的怒氣向摩西發作
[00:04:16.480 --> 00:04:17.480]  說
[00:04:17.480 --> 00:04:19.480]  你不是有一個哥哥
[00:04:19.480 --> 00:04:20.480]  你未人
[00:04:20.480 --> 00:04:21.480]  阿倫嗎
[00:04:21.480 --> 00:04:24.480]  我知道他是個能言善道的人
[00:04:24.480 --> 00:04:25.480]  看啊
[00:04:25.480 --> 00:04:29.480]  他一見到你
[00:04:29.480 --> 00:04:31.480]  心裡就歡喜
[00:04:31.480 --> 00:04:33.480]  跟他說話
[00:04:33.480 --> 00:04:36.480]  把話放在他的口裡
[00:04:36.480 --> 00:04:38.480]  我要賜你口才
[00:04:38.480 --> 00:04:40.480]  也要賜他口才
[00:04:40.480 --> 00:04:43.480]  又要教你們做當做的事
[00:04:43.480 --> 00:04:46.480]  他要替你向百姓說話
[00:04:46.480 --> 00:04:48.480]  他要當你的口
[00:04:48.480 --> 00:04:50.480]  你要當他的神
[00:04:50.480 --> 00:04:53.480]  你手裡要拿這張
[00:04:53.480 --> 00:04:55.480]  用它來行神蹟
[00:04:55.480 --> 00:04:57.480]  我們先有一個禱告吧
[00:04:57.480 --> 00:05:02.480]  蔡典芙謝謝你
[00:05:02.480 --> 00:05:04.480]  因為你留下聖經給我們
[00:05:04.480 --> 00:05:06.480]  讓我們體會
[00:05:06.480 --> 00:05:08.480]  今天我們藉著你的話
[00:05:08.480 --> 00:05:11.480]  我們的眼光可以得著更新
[00:05:11.480 --> 00:05:13.480]  我們也可以更深去經歷你
[00:05:13.480 --> 00:05:15.480]  願主幫助我們
[00:05:15.480 --> 00:05:17.480]  願你的話成為我們的激勵
[00:05:17.480 --> 00:05:18.480]  我們的安慰
[00:05:18.480 --> 00:05:22.480]  也同時求聖靈在我們心中動功
[00:05:22.480 --> 00:05:23.480]  以致我們有專心
[00:05:23.480 --> 00:05:25.480]  有明白你話語的時間
