
[00:00:00.000 --> 00:00:02.600]  各位丁姐妹早安
[00:00:02.600 --> 00:00:04.400]  真的很感恩能夠在這裡
[00:00:04.400 --> 00:00:06.000]  很溫暖
[00:00:06.000 --> 00:00:07.600]  在聖誕節我們坐在一起
[00:00:07.600 --> 00:00:09.600]  能夠在神的歌聲
[00:00:09.600 --> 00:00:12.200]  我們一起去歌頌神的歌聲裡面
[00:00:12.200 --> 00:00:13.600]  大師班、小師班
[00:00:13.600 --> 00:00:14.800]  讓我們去經歷
[00:00:14.800 --> 00:00:16.200]  我們聖誕節的主角是誰?
[00:00:16.200 --> 00:00:17.400]  剛才說
[00:00:17.400 --> 00:00:18.200]  耶穌
[00:00:18.200 --> 00:00:20.600]  是的
[00:00:20.600 --> 00:00:23.400]  我們等一等師班下去
[00:00:23.400 --> 00:00:24.000]  後面是不是很漂亮?
[00:00:24.000 --> 00:00:26.400]  聖誕樹出來了
[00:00:26.400 --> 00:00:38.800]  各位還有多少天到聖誕節?
[00:00:38.800 --> 00:00:40.400]  兩天?
[00:00:40.400 --> 00:00:41.200]  三天?
[00:00:41.200 --> 00:00:41.800]  還有三天
[00:00:41.800 --> 00:00:44.000]  22、23、24、25日到聖誕節
[00:00:44.000 --> 00:00:45.800]  聖誕節我們知道
[00:00:45.800 --> 00:00:47.800]  剛才說到主角就是耶穌基督
[00:00:47.800 --> 00:00:50.200]  聖誕節因為顧名思義
[00:00:50.200 --> 00:00:51.600]  聖誕
[00:00:51.600 --> 00:00:53.600]  誕生和嬰兒有關
[00:00:53.600 --> 00:00:55.000]  聖是代表什麼?
[00:00:55.000 --> 00:00:57.000]  聖嬰
[00:00:57.000 --> 00:00:59.200]  聖嬰、耶穌、嬰兒的誕生
[00:00:59.200 --> 00:01:01.600]  是紀念一個嬰兒
[00:01:01.600 --> 00:01:02.800]  耶穌出生
[00:01:02.800 --> 00:01:03.800]  聖誕節
[00:01:03.800 --> 00:01:05.200]  說到嬰兒
[00:01:05.200 --> 00:01:06.600]  最近我想告訴大家
[00:01:06.600 --> 00:01:07.200]  我升級了
[00:01:07.200 --> 00:01:07.800]  做了
[00:01:07.800 --> 00:01:08.400]  很害怕
[00:01:08.400 --> 00:01:09.400]  做了「冚婆」
[00:01:09.400 --> 00:01:10.600]  做了「阿婆」
[00:01:10.600 --> 00:01:13.000]  再次抱起初生嬰兒
[00:01:13.000 --> 00:01:14.600]  那種感覺都回來了
[00:01:14.600 --> 00:01:15.200]  什麼感覺?
[00:01:15.200 --> 00:01:17.800]  就是我自己抱著三個兒子的時候
[00:01:17.800 --> 00:01:18.600]  去初生的時候
[00:01:18.600 --> 00:01:20.000]  嬰兒的感覺都回來了
[00:01:20.000 --> 00:01:21.800]  跟大家分享一張照片
[00:01:21.800 --> 00:01:22.200]  很厲害
[00:01:22.200 --> 00:01:23.000]  很快就出來了
[00:01:23.000 --> 00:01:26.000]  這條手帶上面寫著
[00:01:26.000 --> 00:01:27.600]  墨美華之男
[00:01:27.600 --> 00:01:28.800]  如果你看到
[00:01:28.800 --> 00:01:30.800]  是我三個兒子出生的時候
[00:01:30.800 --> 00:01:34.400]  醫護就馬上幫他戴上了這條手帶
[00:01:34.400 --> 00:01:37.400]  嬰兒是不會說話的
[00:01:37.400 --> 00:01:39.400]  樣子就差不多
[00:01:39.400 --> 00:01:42.000]  如果我們抱著他
[00:01:42.000 --> 00:01:43.400]  在產婦馬上生出來
[00:01:43.400 --> 00:01:45.600]  戴著手帶的時候
[00:01:45.600 --> 00:01:47.600]  就不知道嬰兒屬於哪個產婦
[00:01:47.600 --> 00:01:49.000]  就像這個
[00:01:49.000 --> 00:01:51.400]  床上也寫著墨美華之子
[00:01:51.400 --> 00:01:53.400]  戴上手帶之後
[00:01:53.400 --> 00:01:55.400]  其實很難去除掉
[00:01:55.400 --> 00:01:57.400]  如果大家見過一些手帶
[00:01:57.400 --> 00:01:58.400]  識別的手帶
[00:01:58.400 --> 00:02:00.400]  要剪掉才能剪掉
[00:02:00.400 --> 00:02:02.800]  可以預防人家去交換嬰兒
[00:02:02.800 --> 00:02:04.000]  以假亂真
[00:02:04.000 --> 00:02:06.600]  因為我們今天不是有很多的鎖鑼門王
[00:02:06.600 --> 00:02:10.800]  可以去分辨出哪個嬰兒是真是假
[00:02:10.800 --> 00:02:14.600]  嬰兒識別手帶其實也很重要
[00:02:14.600 --> 00:02:17.200]  雖然我們沒有特別去留意
[00:02:17.200 --> 00:02:20.400]  但這條手帶就像一個印記
[00:02:20.400 --> 00:02:23.000]  可以幫我們分辨真假
[00:02:23.000 --> 00:02:25.000]  我們見過一些重要的文件
[00:02:25.000 --> 00:02:26.200]  就像合約上
[00:02:26.200 --> 00:02:27.800]  有這些蓋印
[00:02:27.800 --> 00:02:28.800]  看看能不能拿出來
[00:02:28.800 --> 00:02:32.400]  可以幫我們看見合約中
[00:02:32.400 --> 00:02:34.800]  分辨合約的真假
[00:02:34.800 --> 00:02:37.200]  我們也見過這些紅蠟印章
[00:02:37.200 --> 00:02:39.200]  如果大家知道近年很流行
[00:02:39.200 --> 00:02:41.200]  用這些印蠟
[00:02:41.200 --> 00:02:42.200]  可能不是紅色
[00:02:42.200 --> 00:02:43.000]  而是不同顏色
[00:02:43.000 --> 00:02:45.400]  用來做一些DIY的手工
[00:02:45.400 --> 00:02:46.400]  有沒有見過
[00:02:46.400 --> 00:02:48.600]  有些人的婚帖也會有
[00:02:48.600 --> 00:02:51.000]  但真正的印章的獨特性
[00:02:51.000 --> 00:02:53.000]  是屬於印章的持有人
[00:02:53.000 --> 00:02:56.200]  文件上的印章是很嚴肅的
[00:02:56.200 --> 00:02:58.400]  因為裡面印了之後
[00:02:58.400 --> 00:03:00.600]  告訴你保證證書
[00:03:00.600 --> 00:03:03.600]  保證合約文件的真確性
[00:03:03.600 --> 00:03:05.000]  它的authenticity
[00:03:05.000 --> 00:03:06.400]  以及它的擁有權
[00:03:06.400 --> 00:03:08.000]  它的ownership
[00:03:08.000 --> 00:03:09.000]  今天的講題
[00:03:09.000 --> 00:03:10.800]  不知道大家剛才看不看得到是什麼講題
[00:03:10.800 --> 00:03:12.400]  是印記
[00:03:12.400 --> 00:03:14.600]  正統經文是二不鎖書四章
[00:03:14.600 --> 00:03:16.600]  17至32節
[00:03:16.600 --> 00:03:18.400]  今天會繼續教會
[00:03:18.400 --> 00:03:21.000]  二不鎖書的講道系列的經文
[00:03:21.000 --> 00:03:21.800]  有人問
[00:03:21.800 --> 00:03:24.200]  為什麼會講二不鎖書的聖誕節
[00:03:24.200 --> 00:03:25.600]  我也問了很久這個問題
[00:03:25.600 --> 00:03:26.800]  不過我們知道
[00:03:26.800 --> 00:03:28.600]  我們每一個日子裡
[00:03:28.600 --> 00:03:31.000]  神的說話都會對我們有幫助
[00:03:31.000 --> 00:03:32.600]  看看大家看下去
[00:03:32.600 --> 00:03:34.000]  和聖誕節有沒有關係
[00:03:34.000 --> 00:03:35.800]  幫我們一起看看這段經文
[00:03:35.800 --> 00:03:38.000]  和新人帶上新的印記
[00:03:38.000 --> 00:03:39.200]  有沒有關係
[00:03:39.200 --> 00:03:41.600]  我會跟大家讀二不鎖書四章
[00:03:41.600 --> 00:03:43.200]  17至32節
[00:03:43.200 --> 00:03:45.800]  我會先讀頭三章投影片
[00:03:45.800 --> 00:03:47.800]  即是17至24節
[00:03:47.800 --> 00:03:51.000]  之後大家在25節加入就可以了
[00:03:51.000 --> 00:03:53.000]  我開始讀了
[00:03:53.000 --> 00:03:55.000]  二不鎖書四章17節
[00:03:55.000 --> 00:03:56.800]  所以我這樣說
[00:03:56.800 --> 00:03:59.400]  且在主裡鄭重地說
[00:03:59.400 --> 00:04:01.200]  你們行事為人
[00:04:01.200 --> 00:04:05.200]  不要再仗外邦人存虛妄的心而活
[00:04:05.200 --> 00:04:07.000]  他們心地昏昧
[00:04:07.000 --> 00:04:08.600]  因自己無知
[00:04:08.600 --> 00:04:10.200]  心裡剛硬
[00:04:10.200 --> 00:04:13.400]  而與神所賜的生命隔絕了
[00:04:13.400 --> 00:04:15.400]  既然他們已經麻木
[00:04:15.400 --> 00:04:17.000]  就放縱情慾
[00:04:17.000 --> 00:04:20.600]  貪婪地行種種污穢的事
[00:04:20.600 --> 00:04:24.000]  但你們從基督學的不是這樣
[00:04:24.000 --> 00:04:26.000]  如果你們聽過他的道
[00:04:26.000 --> 00:04:27.200]  領練他的教
[00:04:27.200 --> 00:04:30.200]  因為真理就在耶穌裡
[00:04:30.200 --> 00:04:32.800]  你們要脫去從前的行為
[00:04:32.800 --> 00:04:34.200]  脫去舊我
[00:04:34.200 --> 00:04:36.200]  這舊我是因私欲的迷惑
[00:04:36.200 --> 00:04:38.000]  而漸漸敗壞的
[00:04:38.000 --> 00:04:40.800]  你們要把自己的心智更新
[00:04:40.800 --> 00:04:43.000]  並且穿上新我
[00:04:43.000 --> 00:04:46.200]  這新我是照著神的形象做的
[00:04:46.200 --> 00:04:49.000]  從真理來的公義和聖潔
[00:04:49.000 --> 00:04:50.400]  我請大家加入
[00:04:50.400 --> 00:04:53.400]  所以你們要棄絕謊言
[00:04:53.400 --> 00:04:56.600]  每個人語論社說誠實話
[00:04:56.600 --> 00:04:59.400]  因為我們是互為之體
[00:04:59.400 --> 00:05:02.400]  即使生氣也不要犯罪
[00:05:02.400 --> 00:05:04.600]  不可含怒度日落
[00:05:04.600 --> 00:05:07.400]  不可給魔鬼留地步
[00:05:07.400 --> 00:05:10.000]  偷竊的不要再偷
[00:05:10.000 --> 00:05:11.400]  總要勤勞
[00:05:11.400 --> 00:05:13.600]  聰守做聖經
[00:05:13.600 --> 00:05:16.400]  這樣才可以把自己有的
[00:05:16.400 --> 00:05:18.600]  分給有缺乏的人
[00:05:18.600 --> 00:05:21.400]  一句壞話也不可出口
[00:05:21.400 --> 00:05:25.400]  只要隨著需要說造就人的好話
[00:05:25.400 --> 00:05:28.400]  讓聽見的人得益處
[00:05:28.400 --> 00:05:31.400]  不要使神的聖靈擔憂
[00:05:31.400 --> 00:05:34.600]  你們原是受了他的印記
[00:05:34.600 --> 00:05:37.600]  等候得熟熟的日子來到
[00:05:37.600 --> 00:05:42.800]  一切苦毒、朗奴、怒恨、讓罵、毀謗
[00:05:42.800 --> 00:05:44.600]  和一切惡毒
[00:05:44.600 --> 00:05:47.400]  都要從你們中間除掉
[00:05:47.400 --> 00:05:49.400]  要仁慈相待
[00:05:49.400 --> 00:05:51.000]  全憐憫的心
[00:05:51.000 --> 00:05:52.600]  彼此饒恕
