
[00:00:00.000 --> 00:00:02.320]  耶穌帶領我們的生命
[00:00:02.320 --> 00:00:03.520]  我想問問大家
[00:00:03.520 --> 00:00:05.760]  其實你是不是真的很想
[00:00:05.760 --> 00:00:08.120]  耶穌帶著你的生命去走
[00:00:08.120 --> 00:00:09.480]  是不是
[00:00:09.480 --> 00:00:10.400]  是呀
[00:00:10.400 --> 00:00:12.800]  很多人坐在這裡應該都是
[00:00:12.800 --> 00:00:16.600]  我今天看到PowerPoint約書亞
[00:00:16.600 --> 00:00:19.520]  我們今天標稱崇拜
[00:00:19.520 --> 00:00:23.520]  都繼續用聖經人物去分享信息
[00:00:23.520 --> 00:00:23.880]  對不起
[00:00:23.880 --> 00:00:25.760]  我有點咳嗽
[00:00:25.760 --> 00:00:27.360]  忍受一下
[00:00:27.360 --> 00:00:29.440]  是吸引眼球的生命
[00:00:29.440 --> 00:00:32.040]  我選了約書亞
[00:00:32.040 --> 00:00:34.520]  約書亞在聖經裡面
[00:00:34.520 --> 00:00:37.520]  真的是一個很忠心
[00:00:37.520 --> 00:00:39.080]  給上帝帶著
[00:00:39.080 --> 00:00:40.960]  甚至乎帶著他
[00:00:40.960 --> 00:00:44.040]  帶著一群以色列人去迦南地的領袖
[00:00:44.040 --> 00:00:46.320]  是一個非常好的榜樣
[00:00:46.320 --> 00:00:49.000]  不過我今天的主題
[00:00:49.000 --> 00:00:50.280]  選擇了叫做
[00:00:50.280 --> 00:00:53.160]  遠離壞與更壞的選擇
[00:00:53.160 --> 00:00:55.680]  在約書亞第九章
[00:00:55.680 --> 00:00:56.960]  那麼
[00:00:56.960 --> 00:00:58.720]  約書亞剛才也說了
[00:00:58.720 --> 00:01:03.800]  他在聖經裡面是一個很標榜忠心盡力的聖經人物
[00:01:03.800 --> 00:01:04.960]  那麼我在這裡
[00:01:04.960 --> 00:01:06.960]  你知道
[00:01:06.960 --> 00:01:10.320]  讀聖經都想找一些有趣的東西
[00:01:10.320 --> 00:01:15.320]  去找一下約書亞有沒有軟弱的地方
[00:01:15.320 --> 00:01:18.120]  有沒有做得不好的地方
[00:01:18.120 --> 00:01:20.760]  很細心地去看聖經
[00:01:20.760 --> 00:01:22.280]  看看裡面有沒有一些東西
[00:01:22.280 --> 00:01:25.200]  可以讓我去發揮一下
[00:01:25.200 --> 00:01:26.640]  原來也找到了
[00:01:26.640 --> 00:01:27.920]  不過不是很多
[00:01:27.920 --> 00:01:30.120]  約書亞也是人
[00:01:30.120 --> 00:01:32.320]  在聖經裡面雖然不描寫他
[00:01:32.320 --> 00:01:33.880]  也是一個很好的領袖
[00:01:33.880 --> 00:01:35.040]  但是在當中
[00:01:35.040 --> 00:01:37.440]  的確他面對一些人性
[00:01:37.440 --> 00:01:38.640]  不多不少
[00:01:38.640 --> 00:01:41.240]  也有一點點困難的地方
[00:01:41.240 --> 00:01:45.680]  那麼我今天所說的
[00:01:45.680 --> 00:01:48.200]  就是約書亞第九章一至二十六節
[00:01:48.200 --> 00:01:50.400]  那麼我們在約書亞記裡面
[00:01:50.400 --> 00:01:51.720]  可以觀察到
[00:01:51.720 --> 00:01:53.120]  約書亞剛才也說了
[00:01:53.120 --> 00:01:54.520]  約書亞也有軟弱的地方
[00:01:54.520 --> 00:01:56.200]  那麼他在軟弱的時候
[00:01:56.200 --> 00:01:58.520]  他又怎麼可以重整自己的生命
[00:01:58.520 --> 00:02:00.400]  讓上帝去帶領
[00:02:00.400 --> 00:02:04.320]  繼續去執行上帝給他的使命呢
[00:02:04.320 --> 00:02:07.760]  更何況今天我們的主題是
[00:02:07.760 --> 00:02:09.200]  吸引眼球的生命
[00:02:09.200 --> 00:02:11.200]  究竟約書亞有什麼生命特質
[00:02:11.200 --> 00:02:12.960]  有什麼需要我們
[00:02:12.960 --> 00:02:16.560]  可以讓我們去學習的呢
[00:02:16.560 --> 00:02:18.800]  那麼回到我們自己裡面
[00:02:18.800 --> 00:02:20.360]  究竟我們在生活裡面
[00:02:20.360 --> 00:02:23.200]  面對迷惘或者軟弱的時候
[00:02:23.200 --> 00:02:25.760]  又怎麼可以明白上帝的心意
[00:02:25.760 --> 00:02:28.120]  去作出應該的選擇呢
[00:02:28.120 --> 00:02:31.920]  所以今天進入約書亞第九章
[00:02:31.920 --> 00:02:35.440]  一段比較長的經文
[00:02:35.440 --> 00:02:36.680]  有二十六節的
[00:02:36.680 --> 00:02:38.600]  我整段二十六節
[00:02:38.600 --> 00:02:40.120]  是整整一個小插曲
[00:02:40.120 --> 00:02:43.680]  大家一起進入經文去讀吧
[00:02:43.680 --> 00:02:44.680]  好
[00:02:44.680 --> 00:02:45.680]  應該看到了
[00:02:45.680 --> 00:02:47.560]  一起讀
[00:02:47.560 --> 00:02:49.160]  一二三
[00:02:50.160 --> 00:03:00.160]  (教育)
[00:03:00.160 --> 00:03:00.680]  好
[00:03:00.680 --> 00:03:02.680]  弟兄姊妹一起祈禱
[00:03:02.680 --> 00:03:04.680]  (教育)
[00:03:04.680 --> 00:03:06.880]  召喚我們一起來敬拜祢
[00:03:06.880 --> 00:03:07.880]  聽祢的話語
[00:03:07.880 --> 00:03:09.880]  求聖靈引導我們
[00:03:09.880 --> 00:03:13.080]  以後的時間
[00:03:13.080 --> 00:03:16.880]  讓弟兄姊妹能夠聽到神所預備
[00:03:16.880 --> 00:03:20.480]  待會兒給孩子講到神所預備
[00:03:20.480 --> 00:03:21.680]  求主祢都帶領
[00:03:21.680 --> 00:03:22.880]  感謝祢奉主命求
[00:03:22.880 --> 00:03:23.480]  阿們
[00:03:23.480 --> 00:03:25.080]  弟兄姊妹很浪費氣力
[00:03:25.080 --> 00:03:27.280]  我們讀了整章聖經
[00:03:27.280 --> 00:03:29.280]  整個第九章我們差不多都讀完了
[00:03:29.280 --> 00:03:30.280]  只差一節而已
[00:03:30.280 --> 00:03:31.280]  我剪掉了一節
[00:03:31.280 --> 00:03:33.080]  我先解釋一下經文
[00:03:33.080 --> 00:03:34.080]  講一點背景
[00:03:34.080 --> 00:03:36.480]  其實第九章你也會看到
[00:03:36.480 --> 00:03:42.080]  他們剛剛攻陷了耶利哥和艾城
[00:03:42.080 --> 00:03:44.080]  他們在上文第八節
[00:03:44.080 --> 00:03:46.080]  已經攻陷了艾城
[00:03:46.080 --> 00:03:49.080]  甚至殺到山上高
[00:03:49.080 --> 00:03:54.080]  興建一座祭壇去敬拜上帝
[00:03:54.080 --> 00:03:58.080]  甚至乎約書亞帶領一班領袖
[00:03:58.080 --> 00:03:59.080]  抄寫摩西路法
[00:03:59.080 --> 00:04:04.080]  甚至向以色列人宣講摩西路法的內容
[00:04:04.080 --> 00:04:06.080]  你想想場景是什麼
[00:04:06.080 --> 00:04:07.080]  打勝仗
[00:04:07.080 --> 00:04:09.080]  攻陷了兩個城
[00:04:09.080 --> 00:04:13.080]  一個完美的畫面出現在他們面前
[00:04:13.080 --> 00:04:14.080]  到了第九章
[00:04:14.080 --> 00:04:16.080]  到了我們今天要看的內容
[00:04:16.080 --> 00:04:20.080]  這個消息傳遍了整個約旦河西的地方
[00:04:20.080 --> 00:04:22.080]  約旦河西是什麼地方呢
[00:04:22.080 --> 00:04:26.080]  我們先看看經文
[00:04:26.080 --> 00:04:30.080]  足足有摩利亞人、加拿大人、比利時人、希美人
[00:04:30.080 --> 00:04:33.080]  耶利布斯人的王都聽到
[00:04:33.080 --> 00:04:35.080]  經文所提及
[00:04:35.080 --> 00:04:38.080]  他們聽到以色列人這個消息
[00:04:38.080 --> 00:04:40.080]  贏了兩個城之後
[00:04:40.080 --> 00:04:46.080]  他們這班加拿大的外邦領袖聯合起來
[00:04:46.080 --> 00:04:49.080]  一起結盟去對付以色列人
[00:04:49.080 --> 00:04:51.080]  不過經文所提到
[00:04:51.080 --> 00:04:54.080]  基片城的居民
[00:04:54.080 --> 00:04:59.080]  沒有和他們一起結盟
[00:04:59.080 --> 00:05:03.080]  因為他們認為就算我們結盟了之後
[00:05:03.080 --> 00:05:06.080]  我們都不是耶和華的對手
[00:05:06.080 --> 00:05:08.080]  因為以色列人背後是什麼
[00:05:08.080 --> 00:05:10.080]  是耶和華上帝
[00:05:10.080 --> 00:05:14.080]  他們知道了以色列人被耶和華吩咐
[00:05:14.080 --> 00:05:16.080]  這個地方已經賜給了以色列人
[00:05:16.080 --> 00:05:22.080]  甚至要消滅盡了加拿大的外邦居民
[00:05:22.080 --> 00:05:27.080]  不過那班基片城的居民
[00:05:27.080 --> 00:05:29.080]  他們同樣都知道
[00:05:29.080 --> 00:05:32.080]  原來他們只是滅盡加拿大的地方
[00:05:32.080 --> 00:05:34.080]  如果加拿大以外的人
[00:05:34.080 --> 00:05:37.080]  其實他們是可以放生的
[00:05:37.080 --> 00:05:40.080]  甚至可以和他們納入結盟
[00:05:40.080 --> 00:05:42.080]  不過我介紹一下
[00:05:42.080 --> 00:05:44.080]  希美人是什麼地方
[00:05:44.080 --> 00:05:45.080]  看了經文
[00:05:45.080 --> 00:05:47.080]  在現代中文譯本
[00:05:47.080 --> 00:05:54.080]  其實基片城是希美人住的基片城
[00:05:54.080 --> 00:05:57.080]  基片城的人就是希美人
[00:05:57.080 --> 00:06:00.080]  其實在第一節已經看到
