
[00:00:00.000 --> 00:00:04.000]  謝謝競拜隊
[00:00:04.000 --> 00:00:06.000]  不知道你知不知道呢
[00:00:06.000 --> 00:00:08.000]  其實這兩個星期呢
[00:00:08.000 --> 00:00:10.000]  我們十二樓就多咗人喎
[00:00:10.000 --> 00:00:12.000]  而家你望住個cam嘅背後呢
[00:00:12.000 --> 00:00:14.000]  其實有個好高嘅男仔喺度
[00:00:14.000 --> 00:00:16.000]  幫我諗住影得靚女啲呀
[00:00:16.000 --> 00:00:18.000]  影得瘦啲呀
[00:00:18.000 --> 00:00:20.000]  咁樣啦
[00:00:20.000 --> 00:00:22.000]  咁我地有AV team啦
[00:00:22.000 --> 00:00:24.000]  我地有競拜隊啦
[00:00:24.000 --> 00:00:26.000]  爭咗Ceci係咪
[00:00:26.000 --> 00:00:28.000]  等緊Ceci返嚟啦
[00:00:28.000 --> 00:00:30.000]  我地一路唱C歌
[00:00:30.000 --> 00:00:32.000]  我地一直係感謝上帝呢
[00:00:32.000 --> 00:00:34.000]  我地仲有班青年人同我地一齊呢
[00:00:34.000 --> 00:00:36.000]  去競拜
[00:00:36.000 --> 00:00:38.000]  十二樓係應該要有人嘅
[00:00:38.000 --> 00:00:40.000]  當然我地同工係人啦
[00:00:40.000 --> 00:00:42.000]  但係應該係有青年人囉
[00:00:42.000 --> 00:00:44.000]  咁頭先主席帶我地去唱C歌
[00:00:44.000 --> 00:00:46.000]  去默想
[00:00:46.000 --> 00:00:48.000]  去作一啲個宣告都感動我嘅
[00:00:48.000 --> 00:00:50.000]  因為呢啲宣告其實聽到青年人去作呢
[00:00:50.000 --> 00:00:52.000]  其實係好powerful同埋好感動喎
[00:00:52.000 --> 00:00:54.000]  咁
[00:00:54.000 --> 00:00:56.000]  青少年部係需要青年人
[00:00:56.000 --> 00:00:58.000]  好感動呀
[00:00:58.000 --> 00:01:00.000]  咁我係好期待好期待
[00:01:00.000 --> 00:01:02.000]  實體見大家
[00:01:02.000 --> 00:01:04.000]  咁我地一齊喺十二樓去競拜囉
[00:01:04.000 --> 00:01:06.000]  咁我地
[00:01:06.000 --> 00:01:08.000]  諗住快㗎啦
[00:01:08.000 --> 00:01:10.000]  企緊討㗎啦咁樣
[00:01:10.000 --> 00:01:12.000]  咁啦咁呀不如我地一齊有個祈禱
[00:01:12.000 --> 00:01:14.000]  咁我地就進入今日上帝同佢哋說話嘅經文啦
[00:01:14.000 --> 00:01:16.000]  七天父感恩呢
[00:01:16.000 --> 00:01:18.000]  我地有教會
[00:01:18.000 --> 00:01:20.000]  咁樣呢縱然疫情底下
[00:01:20.000 --> 00:01:22.000]  我地仍然係教會
[00:01:22.000 --> 00:01:24.000]  未必係我地
[00:01:24.000 --> 00:01:26.000]  最理想或者我地係
[00:01:26.000 --> 00:01:28.000]  覺得最開心嘅
[00:01:28.000 --> 00:01:30.000]  聚會方法
[00:01:30.000 --> 00:01:32.000]  但係純粹係因為疫情
[00:01:32.000 --> 00:01:34.000]  而我地需要暫時咁樣
[00:01:34.000 --> 00:01:36.000]  喺網上面相聚呢
[00:01:36.000 --> 00:01:38.000]  但我估願我地唔好
[00:01:38.000 --> 00:01:40.000]  忘記我地都係屬於你嘅人
[00:01:40.000 --> 00:01:42.000]  我地呢都係屬於一個身體
[00:01:42.000 --> 00:01:44.000]  咁咪今天我地有班弟兄姐妹
[00:01:44.000 --> 00:01:46.000]  能夠一齊返嚟嘅
[00:01:46.000 --> 00:01:48.000]  去服侍你服侍弟兄姐妹
[00:01:48.000 --> 00:01:50.000]  我地一齊開口嘅去競拜
[00:01:50.000 --> 00:01:52.000]  都係好美麗就託告你
[00:01:52.000 --> 00:01:54.000]  畀我地去記得
[00:01:54.000 --> 00:01:56.000]  我地就係有班弟兄姐妹
[00:01:56.000 --> 00:01:58.000]  喺我地身邊幫助我地
[00:01:58.000 --> 00:02:00.000]  今天嘅我地一齊去聽你個說話
[00:02:00.000 --> 00:02:02.000]  我地一齊去思考
[00:02:02.000 --> 00:02:04.000]  去求告你我地點可以
[00:02:04.000 --> 00:02:06.000]  為你嘅教會再作多啲
[00:02:06.000 --> 00:02:08.000]  再行前一步求你
[00:02:08.000 --> 00:02:10.000]  就令你嘅靈
[00:02:10.000 --> 00:02:12.000]  喺我地心裏面去動工
[00:02:12.000 --> 00:02:14.000]  去軟化你嘅心去被你去改變
