
[00:00:00.000 --> 00:00:01.600]  突然間會早晨
[00:00:01.600 --> 00:00:04.960]  敬拜隊帶領我們一起敬拜
[00:00:04.960 --> 00:00:06.560]  今天不是我講道
[00:00:06.560 --> 00:00:08.960]  今天我邀請了一個跟我同姓的
[00:00:08.960 --> 00:00:11.680]  和姓氏的弟兄來分享
[00:00:11.680 --> 00:00:13.360]  今天很想邀請
[00:00:13.360 --> 00:00:20.040]  我們邀請了突破青年發展部的同工
[00:00:20.040 --> 00:00:22.760]  叫做馮文傑弟兄
[00:00:22.760 --> 00:00:24.960]  來跟我們分享訊息
[00:00:24.960 --> 00:00:26.720]  因為這兩天其實都是
[00:00:26.720 --> 00:00:29.640]  我們叫做突破的青少年主日
[00:00:29.640 --> 00:00:30.960]  可能你想起突破的時候
[00:00:30.960 --> 00:00:31.720]  你會想起什麼?
[00:00:31.720 --> 00:00:34.320]  你會想起去年逛逆鋁
[00:00:34.320 --> 00:00:36.560]  就是每一年的逆鋁義賣
[00:00:36.560 --> 00:00:38.880]  其實過去這麼多年
[00:00:38.880 --> 00:00:42.320]  我們教會都跟突破有很多不同的合作
[00:00:42.320 --> 00:00:45.000]  其實我猜大家除了逆鋁之外
[00:00:45.000 --> 00:00:48.440]  可能你不太知道突破其實在做什麼
[00:00:48.440 --> 00:00:49.640]  或者其實在…
[00:00:49.640 --> 00:00:53.560]  你不知道突破有一個書店嗎?
[00:00:53.560 --> 00:00:54.480]  可能有些人知道
[00:00:54.480 --> 00:00:55.480]  可能導師知道
[00:00:55.480 --> 00:00:58.880]  可能你們沒有去過
[00:00:58.880 --> 00:01:01.320]  其實有很多突破機構
[00:01:01.320 --> 00:01:04.400]  在香港做了很多不同青少年的工作
[00:01:04.400 --> 00:01:05.520]  就是服侍
[00:01:05.520 --> 00:01:08.640]  今天也很想邀請突破的同工
[00:01:08.640 --> 00:01:11.240]  來跟我們在當中分享訊息
[00:01:11.240 --> 00:01:12.880]  很想鼓勵大家
[00:01:12.880 --> 00:01:15.400]  有沒有現在還在打Brawl Stars?
