
[00:00:00.000 --> 00:00:01.720]  大宇兄姐妹很高興
[00:00:01.720 --> 00:00:05.720]  可以跟大家一起敬拜、相聚
[00:00:05.720 --> 00:00:08.200]  這是我們的敬拜讚美會
[00:00:08.200 --> 00:00:13.560]  同時也是我們每個週六的崇拜
[00:00:13.560 --> 00:00:17.320]  很盼望我們在當中可以遇見主
[00:00:17.320 --> 00:00:20.400]  在裡面可以有好的體會
[00:00:20.400 --> 00:00:23.120]  同時也很想大家意識到
[00:00:23.120 --> 00:00:25.400]  你身邊的隔壁有誰
[00:00:25.480 --> 00:00:30.120]  我們有整個牧區衣服的活動
[00:00:30.120 --> 00:00:35.680]  所以我們當中從小可以到中三
[00:00:35.680 --> 00:00:37.360]  中三有誰可以舉手
[00:00:37.360 --> 00:00:40.840]  我們可以給你們一點掌聲歡迎
[00:00:40.840 --> 00:00:42.480]  不過現在的中三很害羞
[00:00:42.480 --> 00:00:45.120]  給點掌聲吧
[00:00:45.120 --> 00:00:48.320]  這樣吧
[00:00:48.320 --> 00:00:54.960]  亦有高中團契的,有人願意舉手嗎
[00:00:55.040 --> 00:00:56.040]  舉手讓我們知道
[00:00:56.040 --> 00:00:59.240]  有,高中團契的,給他們一點掌聲
[00:00:59.240 --> 00:01:03.640]  對,大專團契的,有人願意舉手嗎
[00:01:03.640 --> 00:01:06.560]  大專團契的,給點掌聲
[00:01:06.560 --> 00:01:10.440]  Exit團契的,有人願意再上台嗎
[00:01:10.440 --> 00:01:13.760]  對,好,給點掌聲
[00:01:13.760 --> 00:01:15.680]  還有React團契的,有人願意嗎
[00:01:15.680 --> 00:01:19.520]  前面也有,後面也有
[00:01:19.520 --> 00:01:23.520]  如果不是牧區三會團契
[00:01:23.600 --> 00:01:26.200]  可以舉手嗎?我們也很想歡迎你們
[00:01:26.200 --> 00:01:27.280]  有,我們看到一些
[00:01:27.280 --> 00:01:29.480]  可以給他們一點掌聲歡迎嗎
[00:01:29.480 --> 00:01:31.000]  大聲一點的掌聲,好嗎
[00:01:31.000 --> 00:01:36.720]  亦可以去感恩,可以一起敬拜
[00:01:36.720 --> 00:01:38.360]  教會內不分團契
[00:01:38.360 --> 00:01:40.160]  我們每一個都是屬於主的
[00:01:40.160 --> 00:01:42.080]  盼望我們待會在裡面
[00:01:42.080 --> 00:01:45.800]  都可以一起唱大聲一點
[00:01:45.800 --> 00:01:49.600]  亦可以在裡面讓主讓我們結連
[00:01:50.520 --> 00:01:54.680]  其實今晚真的有點不容易
[00:01:54.680 --> 00:01:59.760]  我們也明白在香港發生的事
[00:01:59.760 --> 00:02:04.960]  可能心裡也有些沉重
[00:02:04.960 --> 00:02:08.960]  我們有些祈禱會在團契裡發生
[00:02:08.960 --> 00:02:11.080]  其實當中也有很多眼淚
[00:02:11.080 --> 00:02:13.440]  也知道很多…
[00:02:13.440 --> 00:02:16.760]  也會很紀念大埔那裡的火災
[00:02:17.840 --> 00:02:21.320]  可能很多事情我們很無力
[00:02:21.320 --> 00:02:23.720]  很多事情很想改變
[00:02:23.720 --> 00:02:26.840]  或者很多不忿,很多不明白
[00:02:26.840 --> 00:02:29.640]  世界很多事情好像真的就是這樣
[00:02:29.640 --> 00:02:30.920]  你很想它好一點
[00:02:30.920 --> 00:02:32.360]  但其實你又發覺
[00:02:32.360 --> 00:02:35.120]  你沒辦法去改變甚麼
[00:02:35.120 --> 00:02:38.160]  但其實今晚我們的崇拜
[00:02:38.160 --> 00:02:41.360]  不是很想大家只停留在憂鬱裡
[00:02:41.360 --> 00:02:44.880]  我們很想帶大家回到上帝裡面
[00:02:44.960 --> 00:02:48.720]  看見上帝所賜予的盼望是怎樣的事
[00:02:48.720 --> 00:02:51.640]  世界破碎,離開了上帝
[00:02:51.640 --> 00:02:55.840]  以致充滿了罪、充滿了憂鬱
[00:02:55.840 --> 00:02:57.160]  充滿了傷痛
[00:02:57.160 --> 00:03:01.320]  但上帝沒有放棄這個世界
[00:03:01.320 --> 00:03:02.640]  並且我們每一個崇拜
[00:03:02.640 --> 00:03:05.520]  其實是一個跟上帝立約的時候
[00:03:05.520 --> 00:03:08.640]  讓我們可以體會到上帝所賜予的約
[00:03:08.640 --> 00:03:12.800]  所帶來的這份盼望是多麼美妙
[00:03:12.880 --> 00:03:15.840]  所以今晚在勁拜裡
[00:03:15.840 --> 00:03:19.960]  我真的很迫切地想邀請大家
[00:03:19.960 --> 00:03:23.080]  你要相信,你要帶著信心
[00:03:23.080 --> 00:03:25.480]  來到這個崇拜裡
[00:03:25.480 --> 00:03:30.040]  去認定你的盼望在哪裡
[00:03:30.040 --> 00:03:33.720]  不要讓這個世界的憂傷打沉你
[00:03:33.720 --> 00:03:36.440]  因為你知道跟你同在的上帝
[00:03:36.440 --> 00:03:40.360]  比我們生命裡每一個困難
[00:03:40.360 --> 00:03:42.680]  每一滴的眼淚更厲害
[00:03:42.760 --> 00:03:45.080]  依靠我們的上帝
[00:03:45.080 --> 00:03:47.840]  因為祂是尾線
[00:03:47.840 --> 00:03:49.560]  並且祂要將這個尾線
[00:03:49.560 --> 00:03:51.800]  帶到我們的生命裡
[00:03:51.800 --> 00:03:53.160]  你願意相信嗎
[00:03:53.160 --> 00:03:57.520]  今晚我們有一首新歌
[00:03:57.520 --> 00:03:59.840]  很想跟大家唱一唱
[00:03:59.840 --> 00:04:02.720]  在唱的時候,很盼望大家可以體會到
[00:04:02.720 --> 00:04:06.280]  雖然這個世界佈滿了罪、充滿了罪
[00:04:06.280 --> 00:04:10.360]  但上帝愛護著我們,叫我們轉回
[00:04:10.440 --> 00:04:13.840]  我們先去學習,我們先去轉回
[00:04:13.840 --> 00:04:15.320]  並且我們盼望的
[00:04:15.320 --> 00:04:16.720]  我們要帶著我們的心智
[00:04:16.720 --> 00:04:19.160]  我們活在這個世界上有一個照明
[00:04:19.160 --> 00:04:20.920]  要帶這個世界去轉回
[00:04:20.920 --> 00:04:22.520]  回到上帝的裡面
[00:04:22.520 --> 00:04:24.120]  所以弟兄姊妹
[00:04:24.120 --> 00:04:27.760]  不如我們一起唱這首歌,轉回
[00:04:27.760 --> 00:04:29.080]  大家可以坐著
[00:04:29.080 --> 00:04:31.640]  我們一起唱這首新歌,好嗎
[00:04:31.640 --> 00:04:35.920]  讓我們可以在當中體會到
[00:04:35.920 --> 00:04:38.320]  上帝賜給我們的盼望,好嗎
[00:04:41.440 --> 00:04:43.480]  好,讓我們一起唱這首歌
[00:04:43.480 --> 00:04:45.880]  大家可以慢慢跟著我們,好嗎
[00:05:10.440 --> 00:05:17.360]  (你仍在這裡 你仍在這裡)
[00:05:17.360 --> 00:05:24.920]  (每步靠我怎麼走 展開雙臂眷顧分手)
[00:05:24.920 --> 00:05:29.120]  (你愛插不透 依靠我傷口)
[00:05:29.120 --> 00:05:35.360]  (唯有你 你是我拯救)
[00:05:36.280 --> 00:05:42.400]  (你是我主事 也和我的神)
[00:05:42.400 --> 00:05:47.120]  (盼望更深的 與我拉近)
[00:05:47.120 --> 00:05:50.720]  (你是聖者 住在我們中間)
[00:05:50.720 --> 00:05:57.120]  (我願這生 被也和你翻轉)
[00:05:57.120 --> 00:06:01.680]  (再一次更生 不再兜住)
[00:06:01.680 --> 00:06:06.160]  (決定要忠心跟你)
[00:06:06.560 --> 00:06:12.800]  (你必不捨棄我 必不棄絕我)
[00:06:12.800 --> 00:06:19.040]  (就算我不轉回 你卻轉身追趕我)
[00:06:19.040 --> 00:06:23.400]  (似成內心 緊緊牽引)
[00:06:23.400 --> 00:06:26.760]  (令我渡過挫折壓迫)
[00:06:26.760 --> 00:06:31.600]  (你是愛 不止色的愛)
[00:06:31.600 --> 00:06:33.080]  (你必不捨棄我)
[00:06:35.400 --> 00:06:41.640]  (你必不捨棄我 必不棄絕我)
[00:06:41.640 --> 00:06:47.920]  (就算我不轉回 你卻轉身追趕我)
[00:06:47.920 --> 00:06:52.240]  (似成內心 緊緊牽引)
[00:06:52.240 --> 00:06:55.600]  (令我渡過挫折壓迫)
[00:06:55.600 --> 00:07:03.000]  (你是愛 不止色的愛)
[00:07:03.080 --> 00:07:09.320]  (你是我主 是也和我的神)
[00:07:09.320 --> 00:07:13.800]  (渴望更深的 與我拉近)
[00:07:13.800 --> 00:07:17.360]  (你是聖者 住在我們中間)
[00:07:17.360 --> 00:07:23.520]  (我願這生 被也和你翻轉)
[00:07:23.520 --> 00:07:28.200]  (再一次更生 不再兜住)
[00:07:28.200 --> 00:07:32.360]  (決定要忠心跟你)
[00:07:32.960 --> 00:07:39.280]  (你必不捨棄我 必不棄絕我)
[00:07:39.280 --> 00:07:45.560]  (就算我不轉回 亦卻轉身追趕我)
[00:07:45.560 --> 00:07:49.920]  (似成內心 緊緊牽引)
[00:07:49.920 --> 00:07:53.200]  (令我渡過挫折壓迫)
[00:07:53.200 --> 00:07:58.400]  (你是愛 不止色的愛)
[00:07:58.400 --> 00:07:59.520]  我們一起去禱告吧
[00:07:59.520 --> 00:08:01.960]  參加「天賦」,我們感謝你
[00:08:02.040 --> 00:08:04.440]  你不離不棄地愛我們
[00:08:04.440 --> 00:08:05.920]  帶我們回到你的裡面
[00:08:05.920 --> 00:08:07.560]  並且跟我們納入
[00:08:07.560 --> 00:08:08.640]  每次我們的崇拜
[00:08:08.640 --> 00:08:10.600]  我們都要紀念你的救恩
[00:08:10.600 --> 00:08:11.960]  你的恩典是多麼美好
[00:08:11.960 --> 00:08:13.520]  並且因著你的拯救
[00:08:13.520 --> 00:08:15.120]  這個世界要有盼望
[00:08:15.120 --> 00:08:17.240]  他們就帶領我們,給我們信心
[00:08:17.240 --> 00:08:19.040]  帶領保守我們
[00:08:19.040 --> 00:08:22.680]  讓我們心裡可以堅定地歌頌、讚美
[00:08:22.680 --> 00:08:24.440]  因為我們相信上帝的拯救
[00:08:24.440 --> 00:08:26.640]  必然會臨到這個世界裡
[00:08:26.640 --> 00:08:29.280]  並且要帶我們回到祂的安息裡
[00:08:29.360 --> 00:08:33.040]  最後,我們感謝你,他們幫助我們
[00:08:33.040 --> 00:08:35.080]  讓我們有力地歌頌、讚美你
