
[00:00:00.000 --> 00:00:06.000]  鄭英哲議員
[00:00:06.000 --> 00:00:26.000]  祈禱和聖詩歌曲《天賦上帝》
[00:00:26.000 --> 00:00:40.000]  鄭若驊議員
[00:00:40.000 --> 00:00:46.000]  梁繼昌議員
[00:00:46.000 --> 00:00:52.000]  梁繼昌議員
[00:00:52.000 --> 00:00:58.000]  梁繼昌議員
[00:00:58.000 --> 00:01:04.000]  梁繼昌議員
[00:01:04.000 --> 00:01:10.000]  梁繼昌議員
[00:01:10.000 --> 00:01:16.000]  梁繼昌議員
[00:01:16.000 --> 00:01:22.000]  梁繼昌議員
[00:01:22.000 --> 00:01:28.000]  梁繼昌議員
[00:01:28.000 --> 00:01:34.000]  梁繼昌議員
[00:01:34.000 --> 00:01:40.000]  梁繼昌議員
[00:01:40.000 --> 00:01:46.000]  梁繼昌議員
[00:01:46.000 --> 00:01:52.000]  梁繼昌議員
[00:01:52.000 --> 00:01:58.000]  梁繼昌議員
[00:01:58.000 --> 00:02:04.000]  梁繼昌議員
[00:02:04.000 --> 00:02:10.000]  梁繼昌議員
[00:02:10.000 --> 00:02:16.000]  梁繼昌議員
[00:02:16.000 --> 00:02:22.000]  梁繼昌議員
[00:02:22.000 --> 00:02:28.000]  梁繼昌議員
[00:02:28.000 --> 00:02:34.000]  梁繼昌議員
[00:02:34.000 --> 00:02:40.000]  梁繼昌議員
[00:02:40.000 --> 00:02:46.000]  梁繼昌議員
[00:02:46.000 --> 00:02:52.000]  梁繼昌議員
[00:02:52.000 --> 00:02:58.000]  梁繼昌議員
[00:02:58.000 --> 00:03:04.000]  梁繼昌議員
[00:03:04.000 --> 00:03:10.000]  梁繼昌議員
[00:03:10.000 --> 00:03:16.000]  梁繼昌議員
[00:03:16.000 --> 00:03:22.000]  梁繼昌議員
[00:03:22.000 --> 00:03:28.000]  梁繼昌議員
[00:03:28.000 --> 00:03:34.000]  梁繼昌議員
[00:03:34.000 --> 00:03:40.000]  梁繼昌議員
[00:03:40.000 --> 00:03:46.000]  梁繼昌議員
[00:03:46.000 --> 00:03:52.000]  梁繼昌議員
[00:03:52.000 --> 00:03:58.000]  梁繼昌議員
[00:03:58.000 --> 00:04:04.000]  梁繼昌議員
[00:04:04.000 --> 00:04:10.000]  梁繼昌議員
[00:04:10.000 --> 00:04:16.000]  梁繼昌議員
[00:04:16.000 --> 00:04:22.000]  梁繼昌議員
[00:04:22.000 --> 00:04:44.000]  《上次會議事項(修訂)條例草案》 - 全體委員會審議 - 第1至3節經文
[00:04:44.000 --> 00:05:13.000]  《上次會議事項(修訂)條例草案》 - 全體委員會審議 - 第1至3節及第4節(續)
[00:05:13.000 --> 00:05:23.000]  《上次會議事項(修訂)條例草案》 - 全體委員會審議 - 第1至3節及第4節(續)
[00:05:23.000 --> 00:05:29.000]  梁繼昌議員
[00:05:29.000 --> 00:05:35.000]  梁繼昌議員
[00:05:35.000 --> 00:05:41.000]  梁繼昌議員
[00:05:41.000 --> 00:05:47.000]  梁繼昌議員
[00:05:47.000 --> 00:05:53.000]  梁繼昌議員
[00:05:53.000 --> 00:05:59.000]  梁繼昌議員
[00:05:59.000 --> 00:06:05.000]  梁繼昌議員
[00:06:05.000 --> 00:06:11.000]  梁繼昌議員
