
[00:00:00.000 --> 00:00:02.000]  頂尖的平安
[00:00:02.000 --> 00:00:04.000]  黃宏達 Samuel 傳道
[00:00:04.000 --> 00:00:06.000]  叫我宏達或 Samuel 都可以
[00:00:06.000 --> 00:00:08.000]  介紹我的團隊同工
[00:00:08.000 --> 00:00:12.000]  首先是許道方傳道的 Selena
[00:00:12.000 --> 00:00:14.000]  在哪裏呢?
[00:00:14.000 --> 00:00:16.000]  在後面,是我的太太
[00:00:16.000 --> 00:00:18.000]  她也是新來的,新朋友
[00:00:18.000 --> 00:00:22.000]  另外就是 Mona 牧師
[00:00:22.000 --> 00:00:26.000]  今天負責私餐就是她了
[00:00:26.000 --> 00:00:28.000]  還有比姜濤還要好聽的 Rex 傳道
[00:00:28.000 --> 00:00:30.000]  大家很熟悉了
[00:00:30.000 --> 00:00:32.000]  還有佩恩
[00:00:32.000 --> 00:00:34.000]  在後面
[00:00:34.000 --> 00:00:36.000]  大家都認識了
[00:00:36.000 --> 00:00:38.000]  充滿活力
[00:00:38.000 --> 00:00:40.000]  還有兩位是我的前輩
[00:00:40.000 --> 00:00:42.000]  就是華記和天鳳夫婦傳道
[00:00:42.000 --> 00:00:46.000]  我們加起來就是七位牧者
[00:00:46.000 --> 00:00:50.000]  希望可以和大家成為一個緊密的群體
[00:00:50.000 --> 00:01:10.000]  新的團隊,新的群體,新的開始
[00:01:10.000 --> 00:01:16.000]  孔子描述自己學習和修養的過程
[00:01:16.000 --> 00:01:18.000]  他這樣說
[00:01:18.000 --> 00:01:22.000]  五十有五而志於學
[00:01:22.000 --> 00:01:26.000]  三十而立,四十而不惑
[00:01:26.000 --> 00:01:28.000]  五十六十就不說了
[00:01:28.000 --> 00:01:30.000]  大概的意思
[00:01:30.000 --> 00:01:34.000]  孔子說自己
[00:01:34.000 --> 00:01:38.000]  我十五歲立志於學習
[00:01:38.000 --> 00:01:40.000]  三十歲能夠自立
[00:01:40.000 --> 00:01:44.000]  四十歲不被外界事物所迷惑
[00:01:44.000 --> 00:01:48.000]  所以孔子三十歲就學會自立了
[00:01:48.000 --> 00:01:50.000]  三十歲學會自立
[00:01:50.000 --> 00:01:52.000]  令我想起耶穌
[00:01:52.000 --> 00:01:54.000]  耶穌三十歲的時候是怎樣的呢?
[00:01:54.000 --> 00:01:56.000]  大家應該都知道
[00:01:56.000 --> 00:02:00.000]  耶穌三十歲就出來傳道
[00:02:00.000 --> 00:02:04.000]  所以今天我分享的題目是三十而出
[00:02:04.000 --> 00:02:08.000]  孔子三十而立,耶穌三十而出
[00:02:08.000 --> 00:02:10.000]  所以今天早上
[00:02:10.000 --> 00:02:14.000]  和大家看看耶穌三十歲剛出來
[00:02:14.000 --> 00:02:17.000]  準備開展三年的侍奉
[00:02:17.000 --> 00:02:19.000]  這一幕的經歷
[00:02:19.000 --> 00:02:23.000]  看看我們這個大約一年多的弟兄姊妹
[00:02:23.000 --> 00:02:25.000]  準備新的開始
[00:02:25.000 --> 00:02:27.000]  有甚麼屬靈的意義
[00:02:27.000 --> 00:02:30.000]  適逢我們今天五月份新的團隊
[00:02:30.000 --> 00:02:32.000]  像加橋也說的
[00:02:32.000 --> 00:02:35.000]  希望有個固定的群體
[00:02:35.000 --> 00:02:37.000]  新的開始
[00:02:37.000 --> 00:02:39.000]  讓我們一起先祈禱
[00:02:39.000 --> 00:02:42.000]  親愛的天父
[00:02:42.000 --> 00:02:44.000]  我們來到你的面前
[00:02:44.000 --> 00:02:46.000]  要聆聽你的說話
[00:02:46.000 --> 00:02:48.000]  求真理的靈
[00:02:48.000 --> 00:02:51.000]  帶領我們進入你的真理當中
[00:02:51.000 --> 00:02:54.000]  祈禱奉你愛子耶穌基督的聖名
[00:02:54.000 --> 00:02:56.000]  阿們
[00:02:56.000 --> 00:02:58.000]  讓我們一起讀今天的經文吧
[00:02:58.000 --> 00:03:03.000]  《馬學福音》一章九至十三節預備
[00:03:03.000 --> 00:03:08.000]  「那時耶穌從加利利的拿撒勒來
[00:03:08.000 --> 00:03:12.000]  在約旦河裡受了約翰的洗
[00:03:12.000 --> 00:03:14.000]  他從水裡一上來
[00:03:14.000 --> 00:03:17.000]  就看見天開了
[00:03:17.000 --> 00:03:21.000]  亦彷彿甲子降在他身上
[00:03:21.000 --> 00:03:24.000]  又有聲音從天上來
[00:03:24.000 --> 00:03:27.000]  說:你是我的愛子
[00:03:27.000 --> 00:03:29.000]  我喜愛你
[00:03:29.000 --> 00:03:34.000]  聖靈立刻把耶穌催促到曠野裡去
[00:03:34.000 --> 00:03:38.000]  他在曠野四十天受撒旦的試探
[00:03:38.000 --> 00:03:41.000]  並與野獸同在一起
[00:03:41.000 --> 00:03:44.000]  且有天使來侍候他」
[00:03:44.000 --> 00:03:48.000]  《馬學福音》是四卷福音書之中
[00:03:48.000 --> 00:03:51.000]  第一卷成書的福音書
[00:03:51.000 --> 00:03:53.000]  馬太和路加福音
[00:03:53.000 --> 00:03:56.000]  都大量參考了《馬學福音》
[00:03:56.000 --> 00:03:58.000]  福音書的第一個主角
[00:03:58.000 --> 00:04:00.000]  當然是耶穌基督
[00:04:00.000 --> 00:04:03.000]  第一主角出場的時候
[00:04:03.000 --> 00:04:05.000]  你會發覺他不是馬上的
[00:04:05.000 --> 00:04:07.000]  「傳道醫病趕鬼」
[00:04:07.000 --> 00:04:08.000]  不是這些
[00:04:08.000 --> 00:04:10.000]  他出場做什麼呢?
[00:04:10.000 --> 00:04:14.000]  首先是受洗、見異象和受試探
[00:04:14.000 --> 00:04:17.000]  這三個緊接的事件裡
[00:04:17.000 --> 00:04:20.000]  受洗就是第一件之中的第一件
[00:04:20.000 --> 00:04:24.000]  重點在於證實耶穌真正的身份
[00:04:24.000 --> 00:04:26.000]  開始看真一點
[00:04:27.000 --> 00:04:31.000]  一章九節
[00:04:31.000 --> 00:04:35.000]  「那時耶穌從加利利的那撒勒來
[00:04:35.000 --> 00:04:39.000]  在約旦河裡受了約翰的洗」
[00:04:39.000 --> 00:04:42.000]  「那時」即是何時呢?
[00:04:42.000 --> 00:04:47.000]  「那時」原文是「那些日子」
[00:04:47.000 --> 00:04:50.000]  即是上文四至八節
[00:04:50.000 --> 00:04:53.000]  施洗約翰在約旦河那裡
[00:04:53.000 --> 00:04:57.000]  出來施洗、傳道的日子
[00:04:57.000 --> 00:04:59.000]  主角出場之前
[00:04:59.000 --> 00:05:01.000]  通常都是配角先出場
[00:05:01.000 --> 00:05:04.000]  所以耶穌出場之前
[00:05:04.000 --> 00:05:07.000]  大配角就是施洗約翰
[00:05:07.000 --> 00:05:10.000]  他就是出來在約旦河那裡施洗
[00:05:10.000 --> 00:05:12.000]  效果如何呢?
[00:05:12.000 --> 00:05:13.000]  很震撼
[00:05:13.000 --> 00:05:14.000]  聖經形容
[00:05:14.000 --> 00:05:19.000]  「猶太全地和全耶路撒冷都出去
[00:05:19.000 --> 00:05:24.000]  到約旦那裡承認他們的罪
[00:05:24.000 --> 00:05:27.000]  在約旦河裡受他的洗」
[00:05:27.000 --> 00:05:29.000]  所以施洗約翰的事供
[00:05:29.000 --> 00:05:32.000]  在猶太全地和耶路撒冷
[00:05:32.000 --> 00:05:33.000]  即是南方地區
[00:05:33.000 --> 00:05:35.000]  非常成功
[00:05:35.000 --> 00:05:37.000]  就在這些日子
[00:05:37.000 --> 00:05:39.000]  耶穌出來了
[00:05:39.000 --> 00:05:44.000]  經文特別強調耶穌是從哪裡出來
[00:05:44.000 --> 00:05:49.000]  經文說是從加利利的拿撒勒出來
[00:05:49.000 --> 00:05:51.000]  我們就了解一下
[00:05:51.000 --> 00:05:53.000]  既然經文說他從哪裡出來
[00:05:53.000 --> 00:05:57.000]  加利利又是怎樣的呢?
[00:05:57.000 --> 00:06:04.000]  加利利其實位於巴勒斯坦的北部
[00:06:04.000 --> 00:06:09.000]  在所羅門王曾經將其中二十座城
[00:06:09.000 --> 00:06:11.000]  送給推羅王希蘭
[00:06:11.000 --> 00:06:13.000]  希望可以換取
[00:06:13.000 --> 00:06:18.000]  起聖殿和皇宮所需要的木材和金紙
[00:06:18.000 --> 00:06:21.000]  到了以色列王比加統治的時候
[00:06:21.000 --> 00:06:22.000]  很可惜
[00:06:22.000 --> 00:06:27.000]  被亞述王征服了加利利等北方地方
[00:06:27.000 --> 00:06:30.000]  所以大家都知道
[00:06:30.000 --> 00:06:32.000]  居民又被擄
[00:06:32.000 --> 00:06:34.000]  所以在北部地區
[00:06:34.000 --> 00:06:38.000]  加利利其實很早就已經落入
[00:06:38.000 --> 00:06:40.000]  外邦人的手裡
[00:06:40.000 --> 00:06:43.000]  開始聞到一些糯味
[00:06:43.000 --> 00:06:47.000]  加利利當中的拿撒勒
[00:06:47.000 --> 00:06:51.000]  真是一個很細小的村莊
[00:06:51.000 --> 00:06:53.000]  你看《舊約聖經》
[00:06:53.000 --> 00:06:56.000]  從來都沒有提過這個地方
[00:06:56.000 --> 00:06:59.000]  就算在《新舊約》之間的文獻
[00:06:59.000 --> 00:07:01.000]  都沒有提過
[00:07:01.000 --> 00:07:03.000]  有一個出名的文獻叫做《他勒木》
[00:07:03.000 --> 00:07:07.000]  裡面提到六十三個加利利的地點
[00:07:07.000 --> 00:07:11.000]  但是都沒有提過拿撒勒
[00:07:11.000 --> 00:07:13.000]  考古資料告訴我們
[00:07:13.000 --> 00:07:14.000]  其實很細小
[00:07:14.000 --> 00:07:17.000]  0.2平方公里
[00:07:17.000 --> 00:07:19.000]  人口大概500
[00:07:19.000 --> 00:07:21.000]  所以總而言之
[00:07:21.000 --> 00:07:25.000]  拿撒勒是一個名不見經傳
[00:07:25.000 --> 00:07:26.000]  微不足道
[00:07:26.000 --> 00:07:30.000]  很細小很僻的一個村莊
[00:07:30.000 --> 00:07:34.000]  這個就是耶穌成長
[00:07:34.000 --> 00:07:36.000]  他長大的地方
[00:07:36.000 --> 00:07:38.000]  因此在福音書裡面
[00:07:38.000 --> 00:07:42.000]  耶穌被稱為拿撒勒的先知
[00:07:42.000 --> 00:07:45.000]  拿撒勒的先知其實有興翰的意思
[00:07:45.000 --> 00:07:48.000]  不是客觀的陳述
[00:07:48.000 --> 00:07:50.000]  有興翰拿撒勒的先知
[00:07:50.000 --> 00:07:52.000]  難怪他的門徒之一拿撒勒
[00:07:52.000 --> 00:07:55.000]  剛剛蒙召的時候
[00:07:55.000 --> 00:07:57.000]  他都很難相信
[00:07:57.000 --> 00:07:59.000]  拿撒勒的耶穌
[00:07:59.000 --> 00:08:02.000]  就是他們一直盼望的尼塞亞
[00:08:02.000 --> 00:08:04.000]  拿撒勒就是經文說
[00:08:04.000 --> 00:08:06.000]  那旦葉對他說
[00:08:06.000 --> 00:08:09.000]  拿撒勒還能出什麼好的嗎?
[00:08:09.000 --> 00:08:12.000]  所以那一代的以色列人
[00:08:12.000 --> 00:08:16.000]  都不會看好拿撒勒這個地方
