
[00:00:00.000 --> 00:00:03.040]   [CHANTING IN CANTONESE]
[00:00:03.040 --> 00:00:06.040]   [NON-ENGLISH SPEECH]
[00:00:06.040 --> 00:00:28.440]   [NON-ENGLISH SPEECH]
[00:00:30.000 --> 00:00:32.240]   [NON-ENGLISH SPEECH]
[00:01:00.000 --> 00:01:02.960]   [NON-ENGLISH SPEECH]
[00:01:30.000 --> 00:01:32.400]   [NON-ENGLISH SPEECH]
[00:02:00.360 --> 00:02:02.120]   [NON-ENGLISH SPEECH]
[00:02:02.120 --> 00:02:04.120]   [NON-ENGLISH SPEECH]
[00:02:04.120 --> 00:02:14.120]   [NON-ENGLISH SPEECH]
[00:02:30.600 --> 00:02:32.600]   [NON-ENGLISH SPEECH]
[00:03:00.000 --> 00:03:02.440]   [NON-ENGLISH SPEECH]
[00:03:30.000 --> 00:03:32.400]   [NON-ENGLISH SPEECH]
[00:04:00.000 --> 00:04:02.400]   [NON-ENGLISH SPEECH]
[00:04:30.400 --> 00:04:32.400]   [NON-ENGLISH SPEECH]
[00:05:00.000 --> 00:05:02.400]   [NON-ENGLISH SPEECH]
[00:05:30.000 --> 00:05:32.400]   [NON-ENGLISH SPEECH]
[00:06:00.000 --> 00:06:02.400]   [NON-ENGLISH SPEECH]
[00:06:02.400 --> 00:06:04.400]   [NON-ENGLISH SPEECH]
[00:06:04.400 --> 00:06:06.400]   [NON-ENGLISH SPEECH]
[00:06:06.400 --> 00:06:08.400]   [NON-ENGLISH SPEECH]
[00:06:08.400 --> 00:06:10.400]   [NON-ENGLISH SPEECH]
[00:06:10.400 --> 00:06:12.400]   [NON-ENGLISH SPEECH]
[00:06:12.400 --> 00:06:14.400]   [NON-ENGLISH SPEECH]
[00:06:14.400 --> 00:06:16.400]   [NON-ENGLISH SPEECH]
[00:06:16.400 --> 00:06:18.400]   [NON-ENGLISH SPEECH]
[00:06:18.400 --> 00:06:20.400]   [NON-ENGLISH SPEECH]
[00:06:20.400 --> 00:06:22.400]   [NON-ENGLISH SPEECH]
[00:06:22.400 --> 00:06:24.400]   [NON-ENGLISH SPEECH]
[00:06:24.400 --> 00:06:26.400]   [NON-ENGLISH SPEECH]
[00:06:26.400 --> 00:06:28.400]   [NON-ENGLISH SPEECH]
[00:06:28.400 --> 00:06:30.400]   [NON-ENGLISH SPEECH]
[00:06:30.400 --> 00:06:32.400]   [NON-ENGLISH SPEECH]
[00:06:32.400 --> 00:06:34.400]   [NON-ENGLISH SPEECH]
[00:06:34.400 --> 00:06:36.400]   [NON-ENGLISH SPEECH]
[00:06:36.400 --> 00:06:38.400]   [NON-ENGLISH SPEECH]
[00:06:38.400 --> 00:06:40.400]   [NON-ENGLISH SPEECH]
[00:06:40.400 --> 00:06:42.400]   [NON-ENGLISH SPEECH]
[00:06:42.400 --> 00:06:44.400]   [NON-ENGLISH SPEECH]
[00:06:44.400 --> 00:06:46.400]   [NON-ENGLISH SPEECH]
[00:06:46.400 --> 00:06:48.400]   [NON-ENGLISH SPEECH]
[00:06:48.400 --> 00:06:50.400]   [NON-ENGLISH SPEECH]
[00:06:50.400 --> 00:06:52.400]   [NON-ENGLISH SPEECH]
[00:06:52.400 --> 00:06:54.400]   [NON-ENGLISH SPEECH]
[00:06:54.400 --> 00:06:56.400]   [NON-ENGLISH SPEECH]
[00:06:56.400 --> 00:06:58.400]   [NON-ENGLISH SPEECH]
[00:06:58.400 --> 00:07:00.400]   [NON-ENGLISH SPEECH]
[00:07:00.400 --> 00:07:02.400]   [NON-ENGLISH SPEECH]
[00:07:02.400 --> 00:07:04.400]   [NON-ENGLISH SPEECH]
[00:07:04.400 --> 00:07:06.400]   [NON-ENGLISH SPEECH]
[00:07:06.400 --> 00:07:08.400]   [NON-ENGLISH SPEECH]
[00:07:08.400 --> 00:07:10.400]   [NON-ENGLISH SPEECH]
[00:07:10.400 --> 00:07:12.400]   [NON-ENGLISH SPEECH]
[00:07:12.400 --> 00:07:14.400]   [NON-ENGLISH SPEECH]
[00:07:14.400 --> 00:07:16.400]   [NON-ENGLISH SPEECH]
[00:07:16.400 --> 00:07:18.400]   [NON-ENGLISH SPEECH]
[00:07:18.400 --> 00:07:20.400]   [NON-ENGLISH SPEECH]
[00:07:20.400 --> 00:07:22.400]   [NON-ENGLISH SPEECH]
[00:07:22.400 --> 00:07:24.400]   [NON-ENGLISH SPEECH]
[00:07:24.400 --> 00:07:26.400]   [NON-ENGLISH SPEECH]
[00:07:26.400 --> 00:07:28.400]   [NON-ENGLISH SPEECH]
[00:07:28.400 --> 00:07:30.400]   [NON-ENGLISH SPEECH]
[00:07:30.400 --> 00:07:32.400]   [NON-ENGLISH SPEECH]
[00:07:32.400 --> 00:07:34.400]   [NON-ENGLISH SPEECH]
[00:07:34.400 --> 00:07:36.400]   [NON-ENGLISH SPEECH]
[00:07:36.400 --> 00:07:38.400]   [NON-ENGLISH SPEECH]
[00:07:38.400 --> 00:07:40.400]   [NON-ENGLISH SPEECH]
[00:07:40.400 --> 00:07:42.400]   [NON-ENGLISH SPEECH]
[00:07:42.400 --> 00:07:44.400]   [NON-ENGLISH SPEECH]
[00:07:44.400 --> 00:07:46.400]   [NON-ENGLISH SPEECH]
[00:07:46.400 --> 00:07:48.400]   [NON-ENGLISH SPEECH]
[00:07:48.400 --> 00:07:50.400]   [NON-ENGLISH SPEECH]
[00:07:50.400 --> 00:07:52.400]   [NON-ENGLISH SPEECH]
[00:07:52.400 --> 00:07:54.400]   [NON-ENGLISH SPEECH]
[00:07:54.400 --> 00:07:56.400]   [NON-ENGLISH SPEECH]
[00:07:56.400 --> 00:07:58.400]   [NON-ENGLISH SPEECH]
[00:07:58.400 --> 00:08:00.400]   [NON-ENGLISH SPEECH]
[00:08:00.400 --> 00:08:02.400]   [NON-ENGLISH SPEECH]
[00:08:02.400 --> 00:08:04.400]   [NON-ENGLISH SPEECH]
[00:08:04.400 --> 00:08:06.400]   [NON-ENGLISH SPEECH]
[00:08:06.400 --> 00:08:08.400]   [NON-ENGLISH SPEECH]
[00:08:08.400 --> 00:08:10.400]   [NON-ENGLISH SPEECH]
[00:08:10.400 --> 00:08:12.400]   [NON-ENGLISH SPEECH]
[00:08:12.400 --> 00:08:14.400]   [NON-ENGLISH SPEECH]
[00:08:14.400 --> 00:08:16.400]   [NON-ENGLISH SPEECH]
[00:08:16.400 --> 00:08:18.400]   [NON-ENGLISH SPEECH]
[00:08:18.400 --> 00:08:20.400]   [NON-ENGLISH SPEECH]
[00:08:20.400 --> 00:08:22.400]   [NON-ENGLISH SPEECH]
[00:08:22.400 --> 00:08:24.400]   [NON-ENGLISH SPEECH]
[00:08:24.400 --> 00:08:26.400]   [NON-ENGLISH SPEECH]
[00:08:26.400 --> 00:08:28.400]   [NON-ENGLISH SPEECH]
[00:08:28.400 --> 00:08:30.400]   [NON-ENGLISH SPEECH]
[00:08:30.400 --> 00:08:32.400]   [NON-ENGLISH SPEECH]
[00:08:32.400 --> 00:08:34.400]   [NON-ENGLISH SPEECH]
[00:08:34.400 --> 00:08:36.400]   [NON-ENGLISH SPEECH]
[00:08:36.400 --> 00:08:38.400]   [NON-ENGLISH SPEECH]
[00:08:38.400 --> 00:08:40.400]   [NON-ENGLISH SPEECH]
[00:08:40.400 --> 00:08:42.400]   [NON-ENGLISH SPEECH]
[00:08:42.400 --> 00:08:44.400]   [NON-ENGLISH SPEECH]
[00:08:44.400 --> 00:08:46.400]   [NON-ENGLISH SPEECH]
[00:08:46.400 --> 00:08:48.400]   [NON-ENGLISH SPEECH]
[00:08:48.400 --> 00:08:50.400]   [NON-ENGLISH SPEECH]
[00:08:50.400 --> 00:08:52.400]   [NON-ENGLISH SPEECH]
[00:08:52.400 --> 00:08:54.400]   [NON-ENGLISH SPEECH]
[00:08:54.400 --> 00:08:56.400]   [NON-ENGLISH SPEECH]
[00:08:56.400 --> 00:08:58.400]   [NON-ENGLISH SPEECH]
[00:08:58.400 --> 00:09:00.400]   [NON-ENGLISH SPEECH]
[00:09:00.400 --> 00:09:02.400]   [NON-ENGLISH SPEECH]
[00:09:02.400 --> 00:09:04.400]   [NON-ENGLISH SPEECH]
[00:09:04.400 --> 00:09:06.400]   [NON-ENGLISH SPEECH]
[00:09:06.400 --> 00:09:08.400]   [NON-ENGLISH SPEECH]
[00:09:08.400 --> 00:09:10.400]   [NON-ENGLISH SPEECH]
[00:09:10.400 --> 00:09:12.400]   [NON-ENGLISH SPEECH]
[00:09:12.400 --> 00:09:14.400]   [NON-ENGLISH SPEECH]
[00:09:14.400 --> 00:09:16.400]   [NON-ENGLISH SPEECH]
[00:09:16.400 --> 00:09:26.400]   他的愛,甚至去經歷那份喜樂的話呢,其實我們要進入一個這樣的cycle呢,其實我們才能夠經歷到神的愛是一件什麼的事情。
[00:09:26.400 --> 00:09:38.400]   我們才能夠經歷到,原來神叫我們遵行祂的話語,其實祂都是想我們生命好,祂都是想我們在這個過程裡面去經歷祂所給我們的那份的喜樂。
[00:09:38.400 --> 00:09:52.400]   說不定我們今天可能在不同的地方有不同的侍奉,說不定我們這個暑假參與很多不同的營會,很多不同的短訓,不過問到底,其實我們生命都需要進入一個這樣的歷程。
[00:09:52.400 --> 00:09:59.400]   如果不是,說不定我們的信仰有時候可能都是未學閒,先學就。
[00:09:59.400 --> 00:10:20.400]   總之我們不要忘記的是,我們信仰不如一起back to basic,不過back to basic的是我們進入一個這樣的歷程,當我們說要去經歷神的愛,在日常生活裡面確實我們沒有任何的營會,我們沒有任何的短訓,但是怎樣讓我們能夠去經歷神的愛?
[00:10:20.400 --> 00:10:34.400]   原來我們讓神的話語,我們這樣去活出來,我們跟著神的話語這樣去走的時候,原來更加讓我們能夠體會到的就是在生活裡面同樣我們都能夠經歷祂給我們的愛和喜樂。
[00:10:34.400 --> 00:10:56.400]   所以弟兄姊妹,我想去經歷祂的愛不能夠只單憑一些感覺和一些浪漫的moment,聖經真正告訴我們的是,信服祂的真理去活出神給我們的命令,其實才能夠讓我們在生活裡面同樣都能夠去經歷祂的愛的一個地方。
[00:10:56.400 --> 00:11:12.400]   這個是第一個由我們去調整我們信仰的mindset的一件事。第二件事,慢慢耶穌說完這一串東西之後,其實都是調整門徒怎樣去思想以下的一個很重要的命令,就是什麼呢?
[00:11:12.400 --> 00:11:27.400]   就是要去切實去學習彼此相愛,像耶穌去愛我們一樣。耶穌說的這份愛不單單是自己經歷完就算,而是要在信徒的群體裡面都要這樣去經歷和實踐。
[00:11:27.400 --> 00:11:46.400]   可能我們會覺得,哇,耶穌說這一串東西這麼harsh,不過我們看回前幾節的話,其實耶穌在頭一節到第十一節,其實祂已經做了所有的御功去調教我們的mindset怎樣去看見彼此相愛是一件什麼事情。
[00:11:46.400 --> 00:11:57.400]   祂說我們要經歷祂的愛的話,其實我們先要跟著祂的命令去行,而祂的命令就是這個,其中一個就是這個很重要的道理,就是彼此相愛。
[00:11:57.400 --> 00:12:07.400]   耶穌在這幾節的經文裡面,我看到帶了兩個身份去帶出怎樣我們去回應彼此相愛的命令。
[00:12:07.400 --> 00:12:22.400]   祂用奴僕和朋友去帶出的,奴僕是什麼身份呢?當我們想奴僕和主人的時候,我們會看到的是大家左手邊的一些關係和不同的information。
[00:12:22.400 --> 00:12:39.400]   你會看到的是,如果我是一個奴僕的時候,我們會看見的是,如果有一個主人給一個命令我們,其實我們只能夠去盲從,甚至我們看見的就是,他是老闆,那就跟他吧,他是大佬嘛。
[00:12:39.400 --> 00:12:50.400]   而透過那個過程裡面,其實作為一個奴僕或者一個奴隸,其實他沒有辦法知道主人為什麼叫他做那些事情,只能夠的就是你跟著做,照做就可以了。
[00:12:50.400 --> 00:13:06.400]   所以作為一個奴僕,當他要去回應一個命令的時候,其實他是基於一個責任的心態,基於一個交差的心態,以及基於一個他不要做錯就可以了的心態,其實是一種恐懼在裡面的。
[00:13:06.400 --> 00:13:17.400]   不過,朋友是怎樣呢?原來耶穌告訴我們的是,如果我們用一個奴僕的心態去回應彼此相愛這個命令的話,
[00:13:17.400 --> 00:13:24.400]   其實我們很多時候都會覺得這個彼此相愛的命令是一個很爛冰冰的一個宗教的規條。
[00:13:24.400 --> 00:13:36.400]   有時,我不知道我們會不會是這樣,當我們看彼此相愛,我們在青少部經常都說到爛的了,我們會不會看彼此相愛都好像一個宗教的規條呢?
[00:13:36.400 --> 00:13:44.400]   又或者,可能只是青少部的方向而已,導師和傳導人,洗我們腦,我們要彼此相愛而已。
[00:13:44.400 --> 00:13:53.400]   有時我們當彼此相愛是一樣要做的事情,是一個做基督徒的責任。
[00:13:53.400 --> 00:13:59.400]   但當我們這樣想的時候,可能我們都進入了一個奴僕的心態去看彼此相愛的事情。
