
[00:00:00.000 --> 00:00:04.400]  大家有沒有想過怎樣才能得到祝福呢?
[00:00:04.400 --> 00:00:07.920]  我今天講題很貼題,新年了
[00:00:07.920 --> 00:00:09.520]  「夢幅的選擇」
[00:00:09.520 --> 00:00:11.720]  很想在新年的開始
[00:00:11.720 --> 00:00:14.200]  很想透過經文去教導我們
[00:00:14.200 --> 00:00:16.320]  到底我們在生活當中
[00:00:16.320 --> 00:00:17.800]  我們在侍奉的裏面
[00:00:17.800 --> 00:00:19.200]  我們在工作的裏面
[00:00:19.200 --> 00:00:23.200]  我們怎樣才能作出一個夢幅的選擇呢?
[00:00:23.200 --> 00:00:28.520]  很希望今天的經文能成為大家今年的新年祝福
[00:00:28.520 --> 00:00:32.320]  而我今天講到的經文就是《路加福音》的十章
[00:00:32.320 --> 00:00:34.920]  38-42節
[00:00:34.920 --> 00:00:37.000]  我相信這段經文大家很熟悉
[00:00:37.000 --> 00:00:40.320]  我們一起讀出這段經文吧
[00:00:40.320 --> 00:00:42.320]  我們1、2、3開始
[00:00:42.320 --> 00:00:46.720]  他們繼續前行一個村莊
[00:00:46.720 --> 00:00:49.720]  有一個女人名叫瑪大
[00:00:49.720 --> 00:00:51.720]  接他到自己家裏
[00:00:51.720 --> 00:00:55.120]  他有一個妹妹名叫瑪利亞
[00:00:55.120 --> 00:00:58.720]  在主的腳前聽著她講道
[00:00:58.720 --> 00:01:02.320]  瑪大事後的事多,心裡忙亂
[00:01:02.320 --> 00:01:03.920]  進前來說:
[00:01:03.920 --> 00:01:09.520]  「主啊,我的妹妹留下我一個人時候,你不在意嗎?」
[00:01:09.520 --> 00:01:12.320]  「請吩咐她來幫我。」
[00:01:12.320 --> 00:01:13.720]  主回答說:
[00:01:13.720 --> 00:01:18.320]  「瑪大,瑪大,你為許多的事操心煩惱」
[00:01:18.320 --> 00:01:21.320]  「但是不可少的只有一件」
[00:01:21.320 --> 00:01:25.320]  「瑪利亞已經選擇了上好的福分」
[00:01:25.320 --> 00:01:28.320]  「是沒有人能採取的。」
[00:01:28.320 --> 00:01:30.320]  我們一起祈禱吧
[00:01:30.320 --> 00:01:32.320]  七位天父,真是很感謝你
[00:01:32.320 --> 00:01:34.720]  讓我們在新年的期間
[00:01:34.720 --> 00:01:36.320]  我們能夠回到教會
[00:01:36.320 --> 00:01:38.120]  我們跟弟兄姊妹相聚
[00:01:38.120 --> 00:01:41.920]  也能夠有一個敬拜你、讚美你的時間
[00:01:41.920 --> 00:01:46.120]  主此刻用你的靈在我們心中動功
[00:01:46.120 --> 00:01:48.120]  也靠主使用孩子的口
[00:01:48.120 --> 00:01:50.320]  去將你的話語宣講
[00:01:50.320 --> 00:01:54.320]  讓你的話語能夠成為弟兄姊妹的生命當中
[00:01:54.320 --> 00:01:55.520]  成為祝福
[00:01:55.520 --> 00:01:57.920]  將以下的時間去恭敬交上
[00:01:57.920 --> 00:01:58.920]  求主去帶領
[00:01:58.920 --> 00:02:01.320]  感謝你,奉主明求,阿們
[00:02:01.320 --> 00:02:03.320]  我的聲音開始有點沙沙的
[00:02:03.320 --> 00:02:04.720]  不好意思,因為有點病
[00:02:04.720 --> 00:02:07.320]  希望不要影響大家
[00:02:07.320 --> 00:02:11.320]  相信對大家來說,這段經文是很熟悉的
[00:02:11.320 --> 00:02:13.720]  我先說說背景
[00:02:13.720 --> 00:02:17.320]  其實在這段經文之前的九章五十一節
[00:02:17.320 --> 00:02:23.320]  耶穌開始準備由加利利進入耶路撒冷進發
[00:02:23.320 --> 00:02:26.320]  但是直到十九章二十八節
[00:02:26.320 --> 00:02:29.320]  耶穌才真的去到耶路撒冷
[00:02:29.320 --> 00:02:33.920]  路加足足用了十章的時間
[00:02:33.920 --> 00:02:37.120]  去記錄耶穌在這段時間裡
[00:02:37.120 --> 00:02:39.720]  在人生的最後階段裡
[00:02:39.720 --> 00:02:42.920]  他選擇用了十章的篇幅去教導門徒
[00:02:42.920 --> 00:02:46.320]  他們在信仰路上的心態應該怎樣去做
[00:02:46.320 --> 00:02:49.320]  而這段經文的內容就是
[00:02:49.320 --> 00:02:53.320]  耶穌在他踏上進入耶路撒冷的初期
[00:02:53.320 --> 00:02:55.320]  發生的一件事
[00:02:55.320 --> 00:02:59.320]  同樣地讓我們有生命的提醒
[00:02:59.320 --> 00:03:01.320]  首先經文說到
[00:03:01.320 --> 00:03:04.320]  耶穌和他的門徒來到一個村莊
[00:03:04.320 --> 00:03:07.320]  他在村莊裡遇到一對姊妹
[00:03:07.320 --> 00:03:09.320]  而這對姊妹是誰呢?
[00:03:09.320 --> 00:03:11.320]  可以去下一張powerpoint
[00:03:11.320 --> 00:03:15.320]  這對姊妹是瑪黛和瑪利亞
[00:03:15.320 --> 00:03:20.320]  他們各自都在用自己的方式去接待耶穌
[00:03:20.320 --> 00:03:22.320]  我想問問大家
[00:03:22.320 --> 00:03:23.320]  如果讓你選擇
[00:03:23.320 --> 00:03:27.320]  你覺得究竟瑪黛和瑪利亞
[00:03:27.320 --> 00:03:29.320]  誰對耶穌比較好呢?
[00:03:29.320 --> 00:03:31.320]  或者你想做誰呢?
[00:03:31.320 --> 00:03:33.320]  大家可以舉手來互動
[00:03:33.320 --> 00:03:35.320]  有沒有人想做瑪黛呢?
[00:03:35.320 --> 00:03:37.320]  有!有人想做瑪黛
[00:03:37.320 --> 00:03:40.320]  有沒有人想做瑪利亞呢?
[00:03:40.320 --> 00:03:41.320]  很多人啊!
[00:03:41.320 --> 00:03:43.320]  可不可以說一下為什麼想做瑪利亞呢?
[00:03:43.320 --> 00:03:47.320]  今天下午我在清少民講道時
[00:03:47.320 --> 00:03:50.320]  也有問過瑪利亞不用工作嗎?
[00:03:50.320 --> 00:03:52.320]  我知道大家不是這樣想的
[00:03:52.320 --> 00:03:56.320]  但我們很多時候都會覺得瑪利亞會比較好
[00:03:56.320 --> 00:03:57.320]  為什麼呢?
[00:03:57.320 --> 00:03:59.320]  可能因為在42節
[00:03:59.320 --> 00:04:02.320]  耶穌說他選擇了上好的福分
[00:04:02.320 --> 00:04:04.320]  所以不少會影響我們
[00:04:04.320 --> 00:04:07.320]  會覺得瑪利亞一定會比較好
[00:04:07.320 --> 00:04:09.320]  但如果是這樣
[00:04:09.320 --> 00:04:11.320]  我問你瑪利亞的好是什麼呢?
[00:04:11.320 --> 00:04:13.320]  他好在哪裡呢?
[00:04:13.320 --> 00:04:16.320]  然後瑪黛的問題又出在哪裡呢?
[00:04:16.320 --> 00:04:20.320]  其實我們很想透過今天的經文去了解一下
[00:04:20.320 --> 00:04:24.320]  其實耶穌如何看待他們兩個的福事
[00:04:24.320 --> 00:04:26.320]  首先我們先去看一看瑪黛
[00:04:26.320 --> 00:04:28.320]  其實我們在經文裡看到
[00:04:28.320 --> 00:04:31.320]  瑪黛是親自去迎接耶穌的
[00:04:31.320 --> 00:04:36.320]  並且接待是說她很熱情地去款待耶穌
[00:04:36.320 --> 00:04:38.320]  其實對瑪黛來說
[00:04:38.320 --> 00:04:42.320]  她去接待耶穌是一件很有榮耀的事
[00:04:42.320 --> 00:04:44.320]  因為猶太人的文化
[00:04:44.320 --> 00:04:47.320]  他們好客是他們禮儀的一部分
[00:04:47.320 --> 00:04:52.320]  因為他們認為客人來到是神賜給他們的
[00:04:52.320 --> 00:04:55.320]  所以他們對於接待一個客人
[00:04:55.320 --> 00:04:57.320]  是一個很神聖的工作
[00:04:57.320 --> 00:04:59.320]  這是他們對接待客人的要求
[00:04:59.320 --> 00:05:01.320]  所以他們一定會很盡力地去做
[00:05:01.320 --> 00:05:04.320]  但是再加上當時的社會裡
[00:05:04.320 --> 00:05:07.320]  他們能夠接待一個猶太人的老師
[00:05:07.320 --> 00:05:08.320]  是一個拉比
[00:05:08.320 --> 00:05:11.320]  更加是一件光榮的事
[00:05:11.320 --> 00:05:13.320]  到這裡我想問問大家
[00:05:13.320 --> 00:05:15.320]  你們有沒有很偶像
[00:05:15.320 --> 00:05:18.320]  覺得很厲害的人
[00:05:18.320 --> 00:05:20.320]  我選了一個
[00:05:20.320 --> 00:05:24.320]  我選了在美國知名網站裡
[00:05:24.320 --> 00:05:29.320]  有一個全世界100個最帥的男士
[00:05:29.320 --> 00:05:30.320]  2024年
[00:05:30.320 --> 00:05:32.320]  冠軍是男神
[00:05:32.320 --> 00:05:33.320]  我記得Watchman有選過他
[00:05:33.320 --> 00:05:34.320]  Watchman的照片很厲害
[00:05:34.320 --> 00:05:36.320]  是很大隻的
[00:05:36.320 --> 00:05:37.320]  為什麼我會選他呢
[00:05:37.320 --> 00:05:39.320]  我相信女生喜歡他帥
[00:05:39.320 --> 00:05:41.320]  男生喜歡他的肌肉
[00:05:41.320 --> 00:05:44.320]  如果這一刻你要接待女神
[00:05:44.320 --> 00:05:46.320]  去你家裡吃飯
[00:05:46.320 --> 00:05:47.320]  做你的客人
[00:05:47.320 --> 00:05:49.320]  我想你第一刻的時間就是想
[00:05:49.320 --> 00:05:51.320]  我那天要穿什麼衣服呢
[00:05:51.320 --> 00:05:53.320]  我要問她什麼問題呢
[00:05:53.320 --> 00:05:54.320]  她是外國人
[00:05:54.320 --> 00:05:56.320]  我煮什麼菜式給她呢
[00:05:56.320 --> 00:05:58.320]  可能我還會在想
[00:05:58.320 --> 00:06:01.320]  我的房子要不要佈置一下
[00:06:01.320 --> 00:06:03.320]  我要不要買蠟燭點一下
[00:06:03.320 --> 00:06:06.320]  原來你有很多很多很多想法
[00:06:06.320 --> 00:06:09.320]  在你腦裡想到出來
[00:06:09.320 --> 00:06:11.320]  因為你就好像馬大一樣
[00:06:11.320 --> 00:06:14.320]  你很想將你過程裡
[00:06:14.320 --> 00:06:17.320]  你很想盡最好的去擺上
[00:06:17.320 --> 00:06:18.320]  擺上出來
[00:06:18.320 --> 00:06:22.320]  其實馬大他能夠這樣去做
[00:06:22.320 --> 00:06:25.320]  其實是一件神氣喜悅的事
[00:06:25.320 --> 00:06:26.320]  你再想想
[00:06:26.320 --> 00:06:29.320]  他很想將自己最好的擺上
[00:06:29.320 --> 00:06:33.320]  他很盡心盡力地去接待耶穌
[00:06:33.320 --> 00:06:37.320]  其實這些一切都是我們過去所學到的東西
[00:06:37.320 --> 00:06:40.320]  但是我們在看到的裡面
[00:06:40.320 --> 00:06:45.320]  我們發現馬大他的出發點是很好
[00:06:45.320 --> 00:06:46.320]  他是很上心
[00:06:46.320 --> 00:06:51.320]  但是他卻因為事後的事太多
[00:06:51.320 --> 00:06:53.320]  而影響了他的心
[00:06:53.320 --> 00:06:55.320]  其實在經文裡我們可以看到
[00:06:55.320 --> 00:06:56.320]  可以下一張
[00:06:56.320 --> 00:06:58.320]  我們在經文裡看到
[00:06:58.320 --> 00:07:01.320]  馬大因為太多的事而令他心裡忘亂
[00:07:01.320 --> 00:07:04.320]  其實心裡忘亂這個字的原文
[00:07:04.320 --> 00:07:07.320]  是一個被動語氣的動詞
[00:07:07.320 --> 00:07:09.320]  是說被拉走的意思
[00:07:09.320 --> 00:07:11.320]  就是說將一個駐列以來
[00:07:11.320 --> 00:07:15.320]  由一件事拉到另一件事的身上
[00:07:15.320 --> 00:07:19.320]  就是說馬大原本他很有心去服侍耶穌
[00:07:19.320 --> 00:07:21.320]  這個心是真實的
[00:07:21.320 --> 00:07:24.320]  但是他卻因為有很多很多他要做
[00:07:24.320 --> 00:07:26.320]  他要做得好的事
[00:07:26.320 --> 00:07:28.320]  將他此刻的心拉走了
