
[00:00:00.000 --> 00:00:01.560]  各位姐妹
[00:00:01.560 --> 00:00:07.480]  不知道大家對其他宗教的事情了解嗎?
[00:00:07.480 --> 00:00:10.960]  我們可能會在電視上透過不同的節目
[00:00:10.960 --> 00:00:13.880]  知道不同宗教的一些事情
[00:00:13.880 --> 00:00:17.560]  例如是他們敬拜的核心信仰
[00:00:17.560 --> 00:00:19.640]  或者是敬拜的對象
[00:00:19.640 --> 00:00:22.400]  或者是一些禮儀等等
[00:00:22.400 --> 00:00:25.040]  又或者是他們出了一些事
[00:00:25.040 --> 00:00:29.360]  所以我們就在新聞看到一些資訊
[00:00:29.360 --> 00:00:33.680]  不過就算我們不是很了解也不要緊
[00:00:33.680 --> 00:00:36.240]  因為我們身邊總是有很多
[00:00:36.240 --> 00:00:39.920]  在追尋其他信仰的朋友
[00:00:39.920 --> 00:00:41.840]  面對著他們
[00:00:41.840 --> 00:00:45.800]  我們心裏可能都會不禁問一個問題
[00:00:45.800 --> 00:00:49.600]  就是為何一個幫不了人的信仰
[00:00:49.600 --> 00:00:53.280]  仍然會這麼吸引人呢?
[00:00:53.280 --> 00:00:57.600]  而且還有這麼多人去依賴呢?
[00:00:57.600 --> 00:01:02.200]  其實我久不久都會思考這些類似的問題
[00:01:02.200 --> 00:01:04.200]  因為我未信主之前
[00:01:04.200 --> 00:01:08.200]  我家裏都是拜傳統的民間信仰
[00:01:08.200 --> 00:01:13.320]  每年我看著我的家人要去做很多宗教上的儀式
[00:01:13.320 --> 00:01:15.920]  例如每逢年初三
[00:01:15.920 --> 00:01:21.520]  一早凌晨就要去一些廟裏拜偶像
[00:01:21.520 --> 00:01:25.720]  由凌晨的午夜拜到第二天的中午
[00:01:25.720 --> 00:01:29.200]  要走訪好幾間廟宇都很忙
[00:01:29.200 --> 00:01:32.280]  然後又不知道何時要去攝取甚麼
[00:01:32.280 --> 00:01:34.760]  又要去還甚麼
[00:01:34.760 --> 00:01:39.200]  七月份的甚麼節又要在街上燒些東西
[00:01:39.200 --> 00:01:40.560]  當我問他們
[00:01:40.560 --> 00:01:43.240]  其實你們知不知道在拜甚麼
[00:01:43.240 --> 00:01:46.200]  他們未必能回答我
[00:01:46.200 --> 00:01:48.440]  又或者不太想回答我
[00:01:48.440 --> 00:01:53.080]  因為不知道我會否亂說話得罪甚麼神明
[00:01:53.080 --> 00:01:54.960]  所以我小時候
[00:01:54.960 --> 00:01:59.000]  就已經對這些解不通的東西有點厭惡
[00:01:59.000 --> 00:02:04.000]  這些祭祀背後最深刻帶給我的印象是甚麼呢
[00:02:04.000 --> 00:02:08.800]  就是家人通常都會花很多錢在這些東西上
[00:02:08.800 --> 00:02:12.880]  而且每年我和他們去祭祀的時候
[00:02:12.880 --> 00:02:15.600]  我的衣服都會被香燭燙穿
[00:02:15.600 --> 00:02:18.080]  所以我就很不開心
[00:02:18.080 --> 00:02:22.280]  所以我真的想都想不明白這個問題
[00:02:22.280 --> 00:02:26.600]  為甚麼一種會加重人重擔的信仰
[00:02:26.600 --> 00:02:31.000]  仍然會有這麼多人相信而且依賴呢
[00:02:31.000 --> 00:02:35.760]  不過原來這個不單止是我解不通的問題
[00:02:35.760 --> 00:02:39.000]  也是神在以賽亞書46章裏面
[00:02:39.000 --> 00:02:42.760]  挑戰祂的子民的問題
[00:02:42.760 --> 00:02:45.280]  以賽亞書所宣講的信息
[00:02:45.280 --> 00:02:47.480]  對當時的人來說
[00:02:47.480 --> 00:02:50.880]  是預言將來會發生的事情
[00:02:50.880 --> 00:02:56.480]  而且通常是會超越好幾個年代才會應驗的
[00:02:56.480 --> 00:03:00.080]  確實是一個信心考驗的時代
[00:03:00.080 --> 00:03:02.560]  不過神永恆不變的真理
[00:03:02.560 --> 00:03:05.600]  今日同時挑戰著我們
[00:03:05.600 --> 00:03:08.480]  我們一起先同心祈禱吧
[00:03:08.480 --> 00:03:15.520]  創造天地的獨一真神
[00:03:15.520 --> 00:03:17.600]  祢創造光
[00:03:17.600 --> 00:03:19.680]  又造暗
[00:03:19.680 --> 00:03:21.440]  祢賜平安
[00:03:21.440 --> 00:03:24.000]  亦都降災禍
[00:03:24.000 --> 00:03:27.160]  天下一切皆出於祢
[00:03:27.160 --> 00:03:29.680]  求祢賜給我們有悟性
[00:03:29.680 --> 00:03:32.320]  去明白祢的話語
[00:03:32.320 --> 00:03:34.360]  又賜給我們信心
[00:03:34.360 --> 00:03:37.000]  去活出祢的真道
[00:03:37.000 --> 00:03:39.360]  賜福我們以下的時間
[00:03:39.360 --> 00:03:41.480]  禱告、交代、仰望
[00:03:41.480 --> 00:03:44.360]  是奉主耶穌基督的聖名自祈求
[00:03:44.360 --> 00:03:46.360]  阿們
[00:03:46.360 --> 00:03:48.360]  (廣東話)
[00:03:49.360 --> 00:03:54.360]  《以柴亞書》是寫在南國
[00:03:54.360 --> 00:04:00.360]  即是猶太國被擄到巴比倫之前的一卷信息
[00:04:00.360 --> 00:04:04.360]  神要藉著啟示去警告百姓
[00:04:04.360 --> 00:04:06.360]  要快些回轉悔改
[00:04:06.360 --> 00:04:12.360]  因為當時諸王帶領百姓拜偶像
[00:04:12.360 --> 00:04:16.360]  他們倚靠外邦的勢力多於倚靠神
[00:04:16.360 --> 00:04:22.360]  百姓拜偶像的情況一直都是神很關注的事情
[00:04:22.360 --> 00:04:25.360]  來到第46章
[00:04:25.360 --> 00:04:30.360]  先知以敬拜偶像和獨一真神的比較
[00:04:30.360 --> 00:04:34.360]  這個主題是一個很有趣的主題
[00:04:34.360 --> 00:04:40.360]  先知來一個真神假神大作戰
[00:04:40.360 --> 00:04:43.360]  神邀請他的子民
[00:04:43.360 --> 00:04:47.360]  不妨將兩種信仰作一個比較
[00:04:47.360 --> 00:04:53.360]  神要他們用心思考應該站在哪一種信仰
[00:04:53.360 --> 00:04:58.360]  如果仍然尋找信仰的朋友
[00:04:58.360 --> 00:05:01.360]  我今天有一個好消息要和你分享
[00:05:01.360 --> 00:05:06.360]  我邀請你用心聆聽和思考
[00:05:06.360 --> 00:05:14.360]  請聽我讀出二賽亞書46章1-2和6-7節的經文
[00:05:14.360 --> 00:05:18.360]  彼勒,撫服,彌波彎腰
[00:05:18.360 --> 00:05:23.360]  巴比倫人的偶像,陀在酒壽和牲口上
[00:05:23.360 --> 00:05:27.360]  你們所抬的,現在都成了重擔
[00:05:27.360 --> 00:05:31.360]  成了疲乏的牲畜身上的重負
[00:05:31.360 --> 00:05:34.360]  他們一同彎腰,撫服
[00:05:34.360 --> 00:05:36.360]  不能保護重負
[00:05:36.360 --> 00:05:40.360]  他們自己反倒被擄去了
[00:05:40.360 --> 00:05:43.360]  那些從錢袋倒出金紙
[00:05:43.360 --> 00:05:46.360]  用天秤秤銀紙的人
[00:05:46.360 --> 00:05:49.360]  僱用金像製造神像
[00:05:49.360 --> 00:05:53.360]  他們向神像又撫服又叩拜
[00:05:53.360 --> 00:05:56.360]  他們把神像抬起來
[00:05:56.360 --> 00:05:58.360]  綱在肩頭上
[00:05:58.360 --> 00:06:02.360]  然後把他安置在固定的地方
[00:06:02.360 --> 00:06:05.360]  他就納在那裡
[00:06:05.360 --> 00:06:07.360]  總不離開他的本位
[00:06:07.360 --> 00:06:10.360]  雖然有人向他呼求
[00:06:10.360 --> 00:06:12.360]  他也不能回答
[00:06:12.360 --> 00:06:16.360]  他也不能救人脫離患難
