
[00:00:00.000 --> 00:00:02.000]  等待節目後一起祈禱
[00:00:02.000 --> 00:00:04.000]  朝廷的天父感謝你
[00:00:04.000 --> 00:00:06.000]  感謝你招待我們回到你的教會裡
[00:00:06.000 --> 00:00:08.000]  一起去敬拜你
[00:00:08.000 --> 00:00:10.000]  聽你的話語
[00:00:10.000 --> 00:00:12.000]  求主你也讓聖靈引導我們
[00:00:12.000 --> 00:00:14.000]  明白聖經裡的說話
[00:00:14.000 --> 00:00:16.000]  和我們生命裡的關係
[00:00:16.000 --> 00:00:18.000]  求聖靈帶領弟兄姊妹
[00:00:18.000 --> 00:00:20.000]  去聽他們應該要聽的
[00:00:20.000 --> 00:00:22.000]  求主你也繼續帶領孩子
[00:00:22.000 --> 00:00:24.000]  在廣道上高
[00:00:24.000 --> 00:00:26.000]  說我應該要說的
[00:00:26.000 --> 00:00:28.000]  所準備的
[00:00:28.000 --> 00:00:30.000]  主耶穌得勝命求
[00:00:30.000 --> 00:00:32.000]  阿們
[00:00:32.000 --> 00:00:34.000]  第九章
[00:00:34.000 --> 00:00:36.000]  第九章
[00:00:36.000 --> 00:00:38.000]  說的是一群
[00:00:38.000 --> 00:00:40.000]  欺騙成的欺民人
[00:00:40.000 --> 00:00:42.000]  拿很多道具
[00:00:42.000 --> 00:00:44.000]  騙取了以色列人的信任
[00:00:44.000 --> 00:00:46.000]  去跟他們納約
[00:00:46.000 --> 00:00:48.000]  令到他們不會被
[00:00:48.000 --> 00:00:50.000]  以色列人趕走
[00:00:50.000 --> 00:00:52.000]  不會被他們所滅
[00:00:52.000 --> 00:00:54.000]  有沒有印象
[00:00:54.000 --> 00:00:56.000]  原因是因為以色列人沒有求問上帝
[00:00:56.000 --> 00:00:58.000]  有沒有印象
[00:00:58.000 --> 00:01:00.000]  今天我會投第十章
[00:01:00.000 --> 00:01:02.000]  你會看到
[00:01:02.000 --> 00:01:04.000]  好像又有第二個人出現
[00:01:04.000 --> 00:01:06.000]  那個叫什麼
[00:01:06.000 --> 00:01:08.000]  經文一開始提到
[00:01:08.000 --> 00:01:10.000]  耶路撒冷王
[00:01:10.000 --> 00:01:12.000]  亞多尼西德
[00:01:12.000 --> 00:01:14.000]  他聽到
[00:01:14.000 --> 00:01:16.000]  欺騙成的欺民人
[00:01:16.000 --> 00:01:18.000]  和以色列人納約
[00:01:18.000 --> 00:01:20.000]  以前
[00:01:20.000 --> 00:01:22.000]  這個王
[00:01:22.000 --> 00:01:24.000]  也打過艾成
[00:01:24.000 --> 00:01:26.000]  他也知道艾成很難打
[00:01:26.000 --> 00:01:28.000]  但以色列人竟然
[00:01:28.000 --> 00:01:30.000]  攻陷到
[00:01:30.000 --> 00:01:32.000]  他拿取了艾成
[00:01:32.000 --> 00:01:34.000]  不但如此
[00:01:34.000 --> 00:01:36.000]  他更聽聞
[00:01:36.000 --> 00:01:38.000]  跟欺騙成的欺民人
[00:01:38.000 --> 00:01:40.000]  納約和好
[00:01:40.000 --> 00:01:42.000]  欺騙成也不是小事
[00:01:42.000 --> 00:01:44.000]  是一個大城市
[00:01:44.000 --> 00:01:46.000]  裡面的人也是很勇猛的戰士
[00:01:46.000 --> 00:01:48.000]  但他
[00:01:48.000 --> 00:01:50.000]  跟欺騙成一起合作
[00:01:50.000 --> 00:01:52.000]  加拿大不是他們兩個
[00:01:52.000 --> 00:01:54.000]  全部玩了
[00:01:54.000 --> 00:01:56.000]  所以耶路撒冷王
[00:01:56.000 --> 00:01:58.000]  看到這個消息
[00:01:58.000 --> 00:02:00.000]  覺得不對勁
[00:02:00.000 --> 00:02:02.000]  他很害怕
[00:02:02.000 --> 00:02:04.000]  他就聯同了
[00:02:04.000 --> 00:02:06.000]  其他四個王
[00:02:06.000 --> 00:02:08.000]  跟他們一起
[00:02:08.000 --> 00:02:10.000]  原來欺騙成的欺民人
[00:02:10.000 --> 00:02:12.000]  跟他們納約了
[00:02:12.000 --> 00:02:14.000]  他們合作了
[00:02:14.000 --> 00:02:16.000]  如果這樣我們就不行了
[00:02:16.000 --> 00:02:18.000]  不如我們一起去打他
[00:02:18.000 --> 00:02:20.000]  另外那四個王
[00:02:20.000 --> 00:02:22.000]  當然覺得
[00:02:22.000 --> 00:02:24.000]  其實也好
[00:02:24.000 --> 00:02:26.000]  因為他們都是很勇猛的
[00:02:26.000 --> 00:02:28.000]  如果他們帶頭
[00:02:28.000 --> 00:02:30.000]  一起去
[00:02:30.000 --> 00:02:32.000]  一起去做這件事
[00:02:32.000 --> 00:02:34.000]  其實也不用怕
[00:02:34.000 --> 00:02:36.000]  以色列人和欺騙成的欺民人
[00:02:36.000 --> 00:02:38.000]  所以他們一起
[00:02:38.000 --> 00:02:40.000]  聯合了
[00:02:40.000 --> 00:02:42.000]  摩利亞人
[00:02:42.000 --> 00:02:44.000]  摩利亞人聯軍
[00:02:44.000 --> 00:02:46.000]  摩利亞聯軍這個陣容
[00:02:46.000 --> 00:02:48.000]  去攻打欺騙成
[00:02:48.000 --> 00:02:50.000]  說一下背景
[00:02:50.000 --> 00:02:52.000]  摩利亞人
[00:02:52.000 --> 00:02:54.000]  都是一個很勁的民族
[00:02:54.000 --> 00:02:56.000]  特別住在山上
[00:02:56.000 --> 00:02:58.000]  有一些聖經學者
[00:02:58.000 --> 00:03:00.000]  去研究
[00:03:00.000 --> 00:03:02.000]  基本上迦南地
[00:03:02.000 --> 00:03:04.000]  如果住在山上的摩利亞人
[00:03:04.000 --> 00:03:06.000]  他們都是很勁的勇士
[00:03:06.000 --> 00:03:08.000]  其實
[00:03:08.000 --> 00:03:10.000]  有聽過
[00:03:10.000 --> 00:03:12.000]  為什麼摩西帶不到
[00:03:12.000 --> 00:03:14.000]  以色列人出迦南地
[00:03:14.000 --> 00:03:16.000]  因為迦南地的人很高大
[00:03:16.000 --> 00:03:18.000]  但你想一下
[00:03:18.000 --> 00:03:20.000]  住在山上的那些更勁
[00:03:20.000 --> 00:03:22.000]  高大之中的高大
[00:03:22.000 --> 00:03:24.000]  他們是很勇猛的戰士
[00:03:24.000 --> 00:03:26.000]  去到
[00:03:26.000 --> 00:03:30.000]  但聖經裏面
[00:03:30.000 --> 00:03:32.000]  一直都形容
[00:03:32.000 --> 00:03:34.000]  摩利亞人都是一個不道德的民族
[00:03:34.000 --> 00:03:36.000]  在出迦南地已經有說
[00:03:36.000 --> 00:03:38.000]  耶和華上帝已經吩咐
[00:03:38.000 --> 00:03:40.000]  以色列人
[00:03:40.000 --> 00:03:42.000]  你不要被他們
[00:03:42.000 --> 00:03:44.000]  引誘到
[00:03:44.000 --> 00:03:46.000]  你要趕走他們出迦南地
[00:03:46.000 --> 00:03:48.000]  你不可以和他們一起
[00:03:48.000 --> 00:03:50.000]  甚至不可以和他們一起住
[00:03:50.000 --> 00:03:52.000]  不可以和他們一起納藥
[00:03:52.000 --> 00:03:54.000]  甚至不可以和他們一起結婚
[00:03:54.000 --> 00:03:56.000]  因為他們拜的神
[00:03:56.000 --> 00:03:58.000]  是另一些的神
[00:03:58.000 --> 00:04:00.000]  他們拜的神不是耶和華上帝
[00:04:00.000 --> 00:04:02.000]  他們會把你拉走
[00:04:02.000 --> 00:04:04.000]  離開耶和華上帝
[00:04:04.000 --> 00:04:06.000]  所以耶和華
[00:04:06.000 --> 00:04:08.000]  一直都有這樣的吩咐
[00:04:08.000 --> 00:04:10.000]  回到經文
[00:04:10.000 --> 00:04:12.000]  摩利亞人聯軍
[00:04:12.000 --> 00:04:14.000]  已經成立了
[00:04:14.000 --> 00:04:16.000]  他們大幹壓境
[00:04:16.000 --> 00:04:18.000]  基片城開始去專戰
[00:04:18.000 --> 00:04:20.000]  基片城的人
[00:04:20.000 --> 00:04:22.000]  上次第九章
[00:04:22.000 --> 00:04:24.000]  他都有一點點
[00:04:24.000 --> 00:04:26.000]  有一點點辦法
[00:04:26.000 --> 00:04:28.000]  他都很靜默
[00:04:28.000 --> 00:04:30.000]  他一聞到風聲
[00:04:30.000 --> 00:04:32.000]  就去和約書下說
[00:04:32.000 --> 00:04:34.000]  我講一點
[00:04:34.000 --> 00:04:36.000]  記不記得第九章
[00:04:36.000 --> 00:04:38.000]  他投靠了以色列人
[00:04:38.000 --> 00:04:40.000]  他認了他們做老大
[00:04:40.000 --> 00:04:42.000]  他跟了他們
[00:04:42.000 --> 00:04:44.000]  受到他們的保護
[00:04:44.000 --> 00:04:46.000]  他就去和約書下說
[00:04:46.000 --> 00:04:48.000]  不行
[00:04:48.000 --> 00:04:50.000]  那班摩利亞人聯軍
[00:04:50.000 --> 00:04:52.000]  打我們
[00:04:52.000 --> 00:04:54.000]  你要幫忙
[00:04:54.000 --> 00:04:56.000]  不然我不行
[00:04:56.000 --> 00:04:58.000]  你也不行
[00:04:58.000 --> 00:05:00.000]  因為我和你納了藥
[00:05:00.000 --> 00:05:02.000]  我要受你保護
[00:05:02.000 --> 00:05:04.000]  所以約書下
[00:05:04.000 --> 00:05:06.000]  就帶了一班兵馬
[00:05:06.000 --> 00:05:08.000]  去到基片城
[00:05:08.000 --> 00:05:12.000]  去和一班摩利亞人打仗
[00:05:12.000 --> 00:05:14.000]  經文是這樣說
[00:05:14.000 --> 00:05:16.000]  經文說
[00:05:16.000 --> 00:05:18.000]  那班摩利亞人
[00:05:18.000 --> 00:05:20.000]  那班以色列人
[00:05:20.000 --> 00:05:24.000]  和摩利亞人打仗
[00:05:24.000 --> 00:05:30.000]  以色列人一班精銳的部隊
[00:05:30.000 --> 00:05:32.000]  很快就把摩利亞人趕走了
[00:05:32.000 --> 00:05:34.000]  一直一直追到一個地方
[00:05:34.000 --> 00:05:38.000]  叫做馬基大
[00:05:38.000 --> 00:05:40.000]  馬基大的地方
[00:05:40.000 --> 00:05:42.000]  那五個領袖
[00:05:42.000 --> 00:05:44.000]  摩利亞聯軍的領袖
[00:05:44.000 --> 00:05:48.000]  他走到馬基大一個地區
[00:05:48.000 --> 00:05:50.000]  他躲在山洞裏面
[00:05:50.000 --> 00:05:52.000]  我們先看看地圖
[00:05:52.000 --> 00:05:56.000]  有兩個箭咀
[00:05:56.000 --> 00:06:00.000]  上方吉甲就是約書下住的地方
[00:06:00.000 --> 00:06:02.000]  下方就是馬基大
[00:06:02.000 --> 00:06:04.000]  你會看到
[00:06:04.000 --> 00:06:08.000]  側邊上方偏上有基片城
[00:06:08.000 --> 00:06:10.000]  其實你會看到地理位置
[00:06:10.000 --> 00:06:13.000]  一直打去基片
[00:06:13.000 --> 00:06:15.000]  其實很長時間都沒有打到以色列人
[00:06:15.000 --> 00:06:18.000]  約書下其實可以
[00:06:18.000 --> 00:06:20.000]  其實敷衍了事就算了
