
[00:00:00.000 --> 00:00:03.200]  大家來到第四子堂崇拜
[00:00:03.200 --> 00:00:08.480]  很想大家想像一下這個情況
[00:00:08.480 --> 00:00:13.960]  今天是最後一次在恩福十四樓崇拜
[00:00:13.960 --> 00:00:16.800]  是,第四子堂崇拜是最後一次
[00:00:16.800 --> 00:00:21.360]  下星期就去一個新的地方崇拜
[00:00:21.360 --> 00:00:26.240]  大家有什麼心情或感受呢?
[00:00:26.240 --> 00:00:30.240]  不如試試用少少想像力
[00:00:30.240 --> 00:00:32.240]  給你少少時間想像一下
[00:00:32.240 --> 00:00:35.240]  今天是最後一次第四子堂崇拜
[00:00:35.240 --> 00:00:39.240]  下星期就離開這裡去北區
[00:00:39.240 --> 00:00:41.240]  一個新的堂子崇拜
[00:00:41.240 --> 00:00:43.240]  你會有什麼心情呢?
[00:00:52.240 --> 00:00:54.240]  好了,應該想像到吧
[00:00:54.240 --> 00:00:56.240]  有什麼感覺呢?
[00:00:56.240 --> 00:00:58.240]  我不知道大家會有什麼感覺
[00:00:58.240 --> 00:01:00.240]  會不會很期待呢?
[00:01:00.240 --> 00:01:02.240]  有的,有沒有很害怕呢?
[00:01:02.240 --> 00:01:06.240]  沒有,都有,有些有,有些沒有
[00:01:06.240 --> 00:01:09.240]  會不會覺得很興奮呢?
[00:01:09.240 --> 00:01:13.240]  終於可以去新的子堂了
[00:01:13.240 --> 00:01:15.240]  會不會都有呢?
[00:01:15.240 --> 00:01:18.240]  都會有,這樣都很好
[00:01:18.240 --> 00:01:21.240]  我想感受都很多不同
[00:01:21.240 --> 00:01:23.240]  未必是一個感受
[00:01:23.240 --> 00:01:26.240]  可能有不同的感受
[00:01:26.240 --> 00:01:28.240]  可能都複雜的
[00:01:28.240 --> 00:01:30.240]  離開這裡,去到那裡又怎樣呢?
[00:01:30.240 --> 00:01:33.240]  可能有很多不知的因素
[00:01:33.240 --> 00:01:37.240]  所以可能會有很多不同複雜的感受
[00:01:37.240 --> 00:01:39.240]  今天我們說到的題目是
[00:01:39.240 --> 00:01:43.240]  凝聚為了出發
[00:01:43.240 --> 00:01:46.240]  相信在我們的人生裡
[00:01:46.240 --> 00:01:48.240]  從一個地方去另一個地方
[00:01:48.240 --> 00:01:51.240]  這個經驗是我們常有的經驗
[00:01:51.240 --> 00:01:54.240]  大家可以想像
[00:01:54.240 --> 00:01:58.240]  譬如你由讀書的學校離開
[00:01:58.240 --> 00:02:01.240]  進入另一個學校
[00:02:01.240 --> 00:02:03.240]  或者小學轉中學,中學轉大學
[00:02:03.240 --> 00:02:05.240]  都是一個轉變
[00:02:05.240 --> 00:02:10.240]  又或者是離開學校進入工作崗位
[00:02:10.240 --> 00:02:13.240]  這都是一個轉變
[00:02:13.240 --> 00:02:15.240]  或者可能搬屋
[00:02:15.240 --> 00:02:17.240]  都是一個很大的轉變
[00:02:17.240 --> 00:02:19.240]  從一個地方去另一個地方
[00:02:19.240 --> 00:02:21.240]  又或者今天很多人
[00:02:21.240 --> 00:02:24.240]  甚至離開他成長的地方,香港
[00:02:24.240 --> 00:02:27.240]  去到另一個國家開展新的生活
[00:02:27.240 --> 00:02:32.240]  這些都是人生裡的一些轉變
[00:02:32.240 --> 00:02:34.240]  而這些轉變是人生裡
[00:02:34.240 --> 00:02:39.240]  差不多一定會經歷過的轉變經驗
[00:02:39.240 --> 00:02:43.240]  每一次人生的轉變或者轉換
[00:02:43.240 --> 00:02:47.240]  都會帶給我們心裡有不同的心情
[00:02:47.240 --> 00:02:49.240]  或者是感受
[00:02:49.240 --> 00:02:52.240]  人生就是在一個離開舊的地方
[00:02:52.240 --> 00:02:54.240]  進入一個新的地方
[00:02:54.240 --> 00:02:56.240]  一個持續的旅程
[00:02:56.240 --> 00:02:57.240]  而人生最終是什麼?
[00:02:57.240 --> 00:02:59.240]  就是要離開這個世界
[00:02:59.240 --> 00:03:02.240]  這個世界我們最終一天都會離開
[00:03:02.240 --> 00:03:04.240]  去進入一個上帝為我們預備的
[00:03:04.240 --> 00:03:06.240]  永恆的角度裡
[00:03:06.240 --> 00:03:10.240]  同樣今天我們在第四子堂的崇拜裡
[00:03:10.240 --> 00:03:14.240]  其實都是有目的凝聚大家
[00:03:14.240 --> 00:03:16.240]  這個凝聚的目的是什麼呢?
[00:03:16.240 --> 00:03:18.240]  是為了有一天是怎樣?
[00:03:18.240 --> 00:03:20.240]  是離開這裡
[00:03:20.240 --> 00:03:24.240]  今天我們凝聚其實不是為了凝聚大家在這裡
[00:03:24.240 --> 00:03:26.240]  不是單單為這個原因
[00:03:26.240 --> 00:03:29.240]  而是為了有一天我們會離開十四樓
[00:03:29.240 --> 00:03:31.240]  這個恩福的中心十四樓
[00:03:31.240 --> 00:03:34.240]  去到一個新的地方去到敬拜
[00:03:34.240 --> 00:03:38.240]  所以今天我們的凝聚是為了離開
[00:03:38.240 --> 00:03:42.240]  我們也應該有一天會離開這裡
[00:03:42.240 --> 00:03:44.240]  如果一直在這裡
[00:03:44.240 --> 00:03:46.240]  那就有些問題了
[00:03:46.240 --> 00:03:48.240]  一直第四子堂都開不了
[00:03:48.240 --> 00:03:50.240]  一直要在這裡崇拜
[00:03:50.240 --> 00:03:51.240]  是好還是不好呢?
[00:03:51.240 --> 00:03:53.240]  應該都未必是一件好事
[00:03:53.240 --> 00:03:57.240]  所以我們應該有一個心態
[00:03:57.240 --> 00:03:59.240]  預備我們有一天會離開這裡
[00:03:59.240 --> 00:04:01.240]  去到一個新的地方崇拜
[00:04:01.240 --> 00:04:06.240]  所以我們盼望在我們繼續看文數記的時候
[00:04:06.240 --> 00:04:09.240]  在當中的一些經文片段
[00:04:09.240 --> 00:04:13.240]  讓我們可以帶給我們一些反思的空間
[00:04:13.240 --> 00:04:17.240]  在聽到之前我們一起有一個禱告
[00:04:17.240 --> 00:04:22.240]  親愛的天父我們藉著你的說話
[00:04:22.240 --> 00:04:24.240]  求你去開我們的心
[00:04:24.240 --> 00:04:27.240]  也打開我們的眼睛
[00:04:27.240 --> 00:04:28.240]  讓我們去見到
[00:04:28.240 --> 00:04:32.240]  去領受上帝你今天在我們這個群體裏
[00:04:32.240 --> 00:04:35.240]  你給我們的召命是什麼
[00:04:35.240 --> 00:04:37.240]  透過文數記
[00:04:37.240 --> 00:04:39.240]  我們這個聖經
[00:04:39.240 --> 00:04:41.240]  讓我們去思想
[00:04:41.240 --> 00:04:44.240]  今天在當中給我們的訊息
[00:04:44.240 --> 00:04:46.240]  今天的講道裏面
[00:04:46.240 --> 00:04:48.240]  願你在當中帶領
[00:04:48.240 --> 00:04:50.240]  讓我們去聽得明白
[00:04:50.240 --> 00:04:51.240]  清楚
[00:04:51.240 --> 00:04:53.240]  讓我們也有行動回應
[00:04:53.240 --> 00:04:54.240]  多謝你聽我們的祈禱
[00:04:54.240 --> 00:04:57.240]  奉靠耶穌基督得勝明智祈求
[00:04:57.240 --> 00:04:59.240]  今天我們講文數記
[00:04:59.240 --> 00:05:03.240]  已經講到進入第十章的經文
[00:05:03.240 --> 00:05:06.240]  其實第十章的經文
[00:05:06.240 --> 00:05:11.240]  如果大家有一直翻開第四子堂崇拜
[00:05:11.240 --> 00:05:16.240]  你們會記得在八月十八日的時候
[00:05:16.240 --> 00:05:18.240]  埃里克牧師在講道裏面
[00:05:18.240 --> 00:05:23.240]  曾經已經講到第十章的第一到第十節
[00:05:23.240 --> 00:05:25.240]  其實文數記裏面
[00:05:25.240 --> 00:05:28.240]  由第一章一節到第十章的第十節
[00:05:28.240 --> 00:05:31.240]  是文數記一個大的段落
