
[00:00:00.000 --> 00:00:04.160]  稍微重溫我們教會今年的講道系列
[00:00:04.160 --> 00:00:06.080]  是講約書亞記
[00:00:06.080 --> 00:00:09.280]  上一章就提到主角是誰?
[00:00:09.280 --> 00:00:10.760]  約書亞
[00:00:10.760 --> 00:00:14.680]  約書亞是一位帶領以色列人
[00:00:14.680 --> 00:00:17.640]  進入迦南地的民族英雄
[00:00:17.640 --> 00:00:19.120]  那麼偉大
[00:00:19.120 --> 00:00:23.120]  但我發現他其實也有面對恐懼
[00:00:23.120 --> 00:00:25.000]  他害怕的是什麼呢?
[00:00:25.000 --> 00:00:27.920]  可能不是很巨型的迦南人
[00:00:27.920 --> 00:00:31.040]  又或者是牢不可破的城牆
[00:00:31.040 --> 00:00:32.880]  其實他害怕的
[00:00:32.880 --> 00:00:35.640]  我覺得是他內心深深恐懼
[00:00:35.640 --> 00:00:39.200]  接不住他的師父摩西
[00:00:39.200 --> 00:00:41.520]  往往稱為耶和華的僕人
[00:00:41.520 --> 00:00:43.360]  摩西這支棒
[00:00:43.360 --> 00:00:45.000]  因為回看聖經
[00:00:45.000 --> 00:00:47.880]  單單是約書亞記
[00:00:47.880 --> 00:00:49.920]  摩西怎樣被稱呼?
[00:00:49.920 --> 00:00:54.040]  都是稱呼耶和華的僕人摩西
[00:00:54.040 --> 00:00:58.560]  但反觀約書亞怎樣被稱呼?
[00:00:58.560 --> 00:01:01.120]  他是摩西的幫手
[00:01:01.120 --> 00:01:04.360]  還是亂的兒子約書亞
[00:01:04.360 --> 00:01:07.280]  在這裡看的時候就會看到很多這些稱呼
[00:01:07.280 --> 00:01:11.240]  唯一一次約書亞被稱為耶和華的僕人
[00:01:11.240 --> 00:01:12.800]  就是他已經死了
[00:01:12.800 --> 00:01:14.800]  蓋官定論的時候
[00:01:14.800 --> 00:01:18.560]  就稱他為耶和華的僕人
[00:01:18.560 --> 00:01:21.360]  面對約書亞的恐懼
[00:01:21.360 --> 00:01:22.840]  在第一章的時候
[00:01:22.840 --> 00:01:24.440]  耶和華怎樣幫助他?
[00:01:24.440 --> 00:01:27.120]  耶和華又重複鼓勵他
[00:01:27.120 --> 00:01:29.040]  剛強壯膽
[00:01:29.040 --> 00:01:31.200]  又要不要懼怕驚惶
[00:01:31.200 --> 00:01:32.640]  因為寫保單
[00:01:32.640 --> 00:01:35.040]  神必定與他同在
[00:01:35.040 --> 00:01:36.920]  這個保單也很厲害
[00:01:36.920 --> 00:01:38.120]  不僅如此
[00:01:38.120 --> 00:01:39.880]  還說他有生之年
[00:01:39.880 --> 00:01:41.760]  沒有一個人可以打敗他
[00:01:41.760 --> 00:01:43.560]  沒有一個人是他的手下
[00:01:43.560 --> 00:01:47.840]  所以就是這樣鼓勵恐懼的約書亞
[00:01:47.840 --> 00:01:49.080]  來到今天
[00:01:49.080 --> 00:01:50.960]  講到第二章
[00:01:50.960 --> 00:01:52.760]  主角拉合
[00:01:52.760 --> 00:01:57.240]  她不僅是一個被社會邊緣化的女子
[00:01:57.240 --> 00:01:58.760]  是外邦女子
[00:01:58.760 --> 00:02:01.560]  她還要從事最低下
[00:02:01.560 --> 00:02:03.360]  又被人鄙視的職業
[00:02:03.360 --> 00:02:04.440]  她做什麼?
[00:02:04.440 --> 00:02:06.040]  妓女
[00:02:06.040 --> 00:02:08.600]  雖然她的出身和地位
[00:02:08.600 --> 00:02:11.800]  與約書亞好像天淵之別
[00:02:11.800 --> 00:02:14.320]  但是我們稍後看到
[00:02:14.320 --> 00:02:17.160]  從拉合與探知講的話裡面
[00:02:17.160 --> 00:02:20.960]  充分表達出她裡面的恐懼
[00:02:20.960 --> 00:02:23.960]  究竟一個充滿恐懼的拉合
[00:02:23.960 --> 00:02:27.520]  她如何可以因著對神超凡的信心
[00:02:27.520 --> 00:02:29.360]  可以突破這個恐懼
[00:02:29.360 --> 00:02:31.800]  然後就被希伯來書的作者
[00:02:31.800 --> 00:02:34.040]  稱她為信心偉人之一
[00:02:34.040 --> 00:02:34.920]  不僅如此
[00:02:34.920 --> 00:02:39.440]  亞覺書也教導有信心有行為的拉合
[00:02:39.440 --> 00:02:41.560]  她就是我們的榜樣
[00:02:41.560 --> 00:02:44.760]  我深信從恐懼到無懼
[00:02:44.760 --> 00:02:46.120]  第一個出路是什麼呢?
[00:02:46.120 --> 00:02:47.480]  很重要的
[00:02:47.480 --> 00:02:48.720]  就是要知道
[00:02:48.720 --> 00:02:51.360]  我們有很可靠的靠山
[00:02:51.360 --> 00:02:53.400]  讓我們一起讀出
[00:02:53.400 --> 00:02:56.840]  約書亞記二章八到十四節
[00:02:56.840 --> 00:02:59.760]  我很想邀請姐妹先跟我讀出
[00:02:59.760 --> 00:03:02.040]  第一頁八到十一節
[00:03:02.040 --> 00:03:04.920]  然後弟兄跟我讀第二頁的經文
[00:03:04.920 --> 00:03:07.400]  姐妹麻煩一二三
[00:03:07.400 --> 00:03:10.240]  二人還沒有睡之前
[00:03:10.240 --> 00:03:12.320]  女人就上屋頂
[00:03:12.320 --> 00:03:15.800]  到他們那裡對他們說
[00:03:15.800 --> 00:03:20.720]  我知道耶和華已經把這裡刺給你們了
[00:03:20.720 --> 00:03:24.400]  並且我們也都懼怕你們
[00:03:24.400 --> 00:03:29.840]  這裡所有居民在你們面前都融化了
[00:03:29.840 --> 00:03:34.400]  因為我們聽見你們出埃及的時候
[00:03:34.400 --> 00:03:40.080]  耶和華怎樣在你們前面使紅海的水乾了
[00:03:40.080 --> 00:03:46.360]  並且你們怎樣處置約旦河東的兩個阿摩利和
[00:03:46.360 --> 00:03:48.360]  西弘和岳
[00:03:48.360 --> 00:03:51.280]  把他們完全消滅
[00:03:51.280 --> 00:03:55.000]  我們一聽見就膽戰心驚
[00:03:55.000 --> 00:03:59.280]  人人因你們的緣故勇氣全失
[00:03:59.280 --> 00:04:05.160]  耶和華我們的上帝是天上地下的上帝
[00:04:05.160 --> 00:04:07.680]  好請弟兄一二三
[00:04:07.680 --> 00:04:11.080]  現在我既然恩待你們
[00:04:11.080 --> 00:04:15.120]  求你們使著耶和華向我起誓
[00:04:15.120 --> 00:04:19.880]  你們也要我家起誓
[00:04:19.880 --> 00:04:22.360]  我們一個確實的憑據
[00:04:22.360 --> 00:04:28.880]  要救活我的父母兄弟姐妹和所有屬他們的
[00:04:28.880 --> 00:04:32.760]  拯救我們的性命脫離死亡
[00:04:32.760 --> 00:04:34.760]  那二人對他說
[00:04:34.760 --> 00:04:38.960]  我們願意以性命來替你們死
[00:04:38.960 --> 00:04:42.440]  你們若不洩漏我們這件事
[00:04:42.440 --> 00:04:46.960]  當耶和華將這地賜給我們的時候
[00:04:46.960 --> 00:04:51.160]  我們必以慈愛和誠實待你
[00:04:51.160 --> 00:04:52.160]  謝謝
[00:04:52.160 --> 00:04:55.160]  剛剛大家讀這段經文
[00:04:55.160 --> 00:04:57.680]  其實真的充分地形容到
[00:04:57.680 --> 00:05:02.560]  拉合和整個耶利哥城的人那份懼怕
[00:05:02.560 --> 00:05:05.560]  如果你看到紅色的字
[00:05:05.560 --> 00:05:10.560]  你看到拉合用了多少字來形容他的害怕
[00:05:10.560 --> 00:05:12.760]  他說不單止懼怕
[00:05:12.760 --> 00:05:15.760]  他說在以色列人面前怎樣
[00:05:15.760 --> 00:05:17.760]  融化了
[00:05:17.760 --> 00:05:20.760]  還有膽戰心驚
[00:05:20.760 --> 00:05:22.760]  勇氣全失
[00:05:22.760 --> 00:05:26.160]  其實這些字原文的意思就是說
[00:05:26.160 --> 00:05:29.960]  整個耶利哥城的人一聽到以色列人來到
[00:05:29.960 --> 00:05:31.360]  人心惶惶
[00:05:31.360 --> 00:05:33.160]  好像癱瘓了
[00:05:33.160 --> 00:05:34.960]  去入絕望的幽谷
[00:05:34.960 --> 00:05:37.560]  沒有那種戰鬥力和勇氣
[00:05:37.560 --> 00:05:40.760]  不知道你有沒有試過這麼害怕的狀態
[00:05:40.760 --> 00:05:41.960]  癱瘓了
[00:05:41.960 --> 00:05:44.760]  好像害怕到什麼都想不出來
[00:05:44.760 --> 00:05:47.960]  其實這裡所說整個人融化這個字
[00:05:47.960 --> 00:05:50.360]  正正是40年前
[00:05:50.360 --> 00:05:55.160]  以色列人派12個探子去窺探迦南地
[00:05:55.160 --> 00:05:56.760]  當他們窺探完
[00:05:56.760 --> 00:05:58.560]  看到迦南人的時候
[00:05:58.560 --> 00:06:00.760]  哇 個個像巨人一樣
[00:06:00.760 --> 00:06:03.560]  自己像炸蜢一樣
[00:06:03.560 --> 00:06:04.960]  他看到這樣的時候
[00:06:04.960 --> 00:06:08.160]  當時就形容心都融化了
[00:06:08.160 --> 00:06:10.960]  40年前曾經出現過這個字
[00:06:10.960 --> 00:06:12.960]  不過到今時今日
[00:06:12.960 --> 00:06:14.760]  角色轉換了
[00:06:14.760 --> 00:06:18.360]  今時今日嚇得魂魄都不齊的
[00:06:18.360 --> 00:06:20.760]  就不是以色列人
[00:06:20.760 --> 00:06:23.160]  而是耶利哥城的人
[00:06:23.160 --> 00:06:25.960]  究竟拉合怎樣可以
[00:06:25.960 --> 00:06:28.760]  由這麼害怕到無懼
[00:06:28.760 --> 00:06:30.360]  關鍵是什麼
[00:06:30.360 --> 00:06:33.160]  我們可以看看第九節
[00:06:33.160 --> 00:06:35.560]  他怎樣跟探子說
[00:06:35.560 --> 00:06:38.160]  他說我已經知道耶和華
[00:06:38.160 --> 00:06:41.560]  將這個地方賜給你們了
[00:06:41.560 --> 00:06:45.160]  第一句就是講這個宣告
[00:06:45.160 --> 00:06:47.160]  這句就好像希伯來書
[00:06:47.160 --> 00:06:48.560]  十一章一節
[00:06:48.560 --> 00:06:50.960]  不知道大家記不記得有一節金句
[00:06:50.960 --> 00:06:55.560]  信就是所望之事的實底
[00:06:55.560 --> 00:06:58.560]  是未見之事的確據
[00:06:58.560 --> 00:07:00.360]  大家聖經很厲害
[00:07:00.360 --> 00:07:02.160]  其實中原以色列人
[00:07:02.160 --> 00:07:05.160]  都未開始攻入迦南第一座城
[00:07:05.160 --> 00:07:06.160]  未攻的
[00:07:06.160 --> 00:07:10.360]  但拉合好像看到終極結局
[00:07:10.360 --> 00:07:13.160]  他說耶和華一定將這個地方
[00:07:13.160 --> 00:07:15.160]  賜給你們
[00:07:15.160 --> 00:07:17.960]  其實拉合之所以這麼大膽
[00:07:17.960 --> 00:07:19.160]  說這樣的話
[00:07:19.160 --> 00:07:20.160]  為什麼呢
[00:07:20.160 --> 00:07:21.960]  全因為他知道
[00:07:21.960 --> 00:07:23.160]  以色列的神
[00:07:23.160 --> 00:07:25.160]  耶和華神這個靠山
[00:07:25.160 --> 00:07:26.160]  是很靠得住
[00:07:26.160 --> 00:07:27.560]  怎樣靠得住呢
[00:07:27.560 --> 00:07:28.560]  因為這個神
[00:07:28.560 --> 00:07:31.960]  是能夠行超自然神跡的神
[00:07:31.960 --> 00:07:34.160]  他就開始繼續說下去
[00:07:34.160 --> 00:07:35.360]  他說首先
[00:07:35.360 --> 00:07:36.960]  他最驚訝的是
[00:07:36.960 --> 00:07:40.160]  聽聞當以色列人出埃及的時候
[00:07:40.160 --> 00:07:41.360]  大家記得是吧
[00:07:41.360 --> 00:07:43.560]  出埃及被埃及官兵追的時候
[00:07:43.560 --> 00:07:45.560]  走到紅海前面
[00:07:45.560 --> 00:07:47.960]  前面就是遼闊的紅海
[00:07:47.960 --> 00:07:50.160]  所謂前無去路
[00:07:50.160 --> 00:07:51.160]  後有什麼
[00:07:51.160 --> 00:07:52.360]  追兵
[00:07:52.360 --> 00:07:55.160]  埃及那些這麼厲害的兵馬
[00:07:55.160 --> 00:07:56.760]  就是在追著你
[00:07:56.760 --> 00:07:58.560]  這麼危急的關頭
[00:07:58.560 --> 00:07:59.960]  怎麼辦呢
[00:07:59.960 --> 00:08:02.160]  好像迫到埋懸崖邊
[00:08:02.160 --> 00:08:03.360]  但竟然
[00:08:03.360 --> 00:08:05.760]  神可以厲害到什麼程度
[00:08:05.760 --> 00:08:07.760]  將紅海分開
[00:08:07.760 --> 00:08:08.960]  以色列人
[00:08:08.960 --> 00:08:11.360]  可以在乾地上走
[00:08:11.360 --> 00:08:13.560]  海就好像牆一樣
[00:08:13.560 --> 00:08:15.760]  在左右兩邊豎起
[00:08:15.760 --> 00:08:17.560]  但最厲害的就是
[00:08:17.560 --> 00:08:19.760]  當那些埃及的軍兵
[00:08:19.760 --> 00:08:22.760]  想跟著在乾地上追他的時候
[00:08:22.760 --> 00:08:23.760]  然後是怎樣
[00:08:23.760 --> 00:08:27.560]  全部被海水淹沒
[00:08:27.560 --> 00:08:30.760]  神竟然可以這樣拯救以色列人
[00:08:30.760 --> 00:08:33.360]  脫離埃及人的手
[00:08:33.360 --> 00:08:37.360]  所以在《出埃及記》十五章
[00:08:37.360 --> 00:08:38.960]  一到十六節
[00:08:38.960 --> 00:08:40.760]  有一首歌
[00:08:40.760 --> 00:08:42.760]  就是一到十五節
[00:08:42.760 --> 00:08:44.160]  我截錄了
[00:08:44.160 --> 00:08:47.960]  這首歌形容耶和華神
[00:08:47.960 --> 00:08:50.960]  令以色列人過紅海的神蹟
[00:08:50.960 --> 00:08:55.760]  這首歌唱到真真正正是唱通街
[00:08:55.760 --> 00:08:57.960]  就是唱歌的唱
[00:08:57.960 --> 00:08:59.560]  也唱到
[00:08:59.560 --> 00:09:00.560]  戒指寒蚊
[00:09:00.560 --> 00:09:01.760]  還一唱
[00:09:01.760 --> 00:09:03.560]  唱足了幾十年
[00:09:03.560 --> 00:09:04.760]  唱到現在
[00:09:04.760 --> 00:09:06.760]  他們都知道這件事蹟
[00:09:06.760 --> 00:09:08.960]  我們看看這幾節的經文
[00:09:08.960 --> 00:09:10.560]  那裡說到
[00:09:10.560 --> 00:09:13.960]  埃及的軍兵都被浸於紅海
[00:09:13.960 --> 00:09:15.160]  第十四節
[00:09:15.160 --> 00:09:16.960]  萬民聽見就
[00:09:16.960 --> 00:09:18.560]  顫抖
[00:09:18.560 --> 00:09:20.960]  疼痛抓住那些人
[00:09:20.960 --> 00:09:23.360]  以東的族長都驚惶
[00:09:23.360 --> 00:09:24.960]  摩訶的英雄
[00:09:24.960 --> 00:09:27.160]  都被那些戰鯨抓住
[00:09:27.160 --> 00:09:27.960]  最後一句
[00:09:27.960 --> 00:09:28.760]  他說
[00:09:28.760 --> 00:09:31.760]  迦南所有居民到
