
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹,晚安
[00:00:02.000 --> 00:00:05.360]  很開心見到大家
[00:00:05.360 --> 00:00:09.520]  特別見到很多我們團契的團友
[00:00:09.520 --> 00:00:10.960]  很開心
[00:00:10.960 --> 00:00:14.680]  今天我的講題是
[00:00:14.680 --> 00:00:17.680]  助人使命的起步點
[00:00:17.680 --> 00:00:22.840]  其實助人使命在聖經來說是福音使命
[00:00:22.840 --> 00:00:24.760]  我們一起來
[00:00:24.760 --> 00:00:27.680]  有不同的角度來思考
[00:00:28.360 --> 00:00:32.400]  很想在開始時問大家一條問題
[00:00:32.400 --> 00:00:39.320]  你認為基督教吸引人的地方在哪裡呢?
[00:00:39.320 --> 00:00:40.800]  在哪裡呢?
[00:00:40.800 --> 00:00:44.000]  你不用回答我,你心裡有答案
[00:00:44.000 --> 00:00:47.080]  不同的人我相信有不同的答案
[00:00:47.080 --> 00:00:51.240]  我自己覺得是助人使命
[00:00:51.240 --> 00:00:55.320]  裡面被搞動,很想幫助人
[00:00:55.680 --> 00:01:00.480]  這個心願、行動、成全
[00:01:00.480 --> 00:01:02.920]  我相信這是其中一個答案
[00:01:02.920 --> 00:01:06.680]  今晚很想一起來思考這個內容
[00:01:06.680 --> 00:01:11.600]  在開始時我們低頭一起禱告
[00:01:11.600 --> 00:01:16.280]  親愛的父神,感謝祢
[00:01:16.280 --> 00:01:19.120]  讓我們平安回到教會
[00:01:19.120 --> 00:01:25.480]  今天是八號風球已經很久的時間
[00:01:25.880 --> 00:01:28.640]  心裡還是很繃緊
[00:01:28.640 --> 00:01:33.360]  但在祢的容許時間表下
[00:01:33.360 --> 00:01:37.160]  讓我們一眾會友回到當中
[00:01:37.160 --> 00:01:38.920]  會眾回到當中
[00:01:38.920 --> 00:01:42.280]  我們去敬拜天上的獨一真神
[00:01:42.280 --> 00:01:46.920]  亦彼此同在、見面
[00:01:46.920 --> 00:01:48.960]  打打氣、加加力
[00:01:48.960 --> 00:01:52.920]  求主讓我們有悟性
[00:01:53.120 --> 00:01:56.240]  有智慧去明白祢的話
[00:01:56.240 --> 00:01:58.960]  又叫我們有能力去走出來
[00:01:58.960 --> 00:02:01.640]  求祢祝福帶領我們以下時間
[00:02:01.640 --> 00:02:03.240]  聽我們禱告奉主名求
[00:02:03.240 --> 00:02:04.280]  阿門
[00:02:04.280 --> 00:02:09.040]  我們一起先讀聖經
[00:02:09.040 --> 00:02:10.880]  今晚正道的經文是
[00:02:10.880 --> 00:02:13.280]  《迦拉太書》一章一到十節
[00:02:13.280 --> 00:02:16.880]  我們可以看著頭影片一起讀
[00:02:16.880 --> 00:02:18.000]  一、二起
[00:02:18.680 --> 00:02:23.360]  我使徒保羅和所有跟我一起的弟兄
[00:02:23.360 --> 00:02:26.760]  寫信給迦拉太的宗教會
[00:02:26.760 --> 00:02:29.720]  我做使徒不是由於人
[00:02:29.720 --> 00:02:31.800]  也不是藉著人
[00:02:31.800 --> 00:02:34.440]  而是藉著耶穌基督
[00:02:34.440 --> 00:02:38.280]  與使他從死人中復活的父神
[00:02:38.280 --> 00:02:42.920]  願因為平安從我們的父神
[00:02:42.920 --> 00:02:46.200]  和主耶穌基督歸給你們
[00:02:46.720 --> 00:02:49.680]  基督照我們父神的旨意
[00:02:49.680 --> 00:02:52.160]  為我們的罪捨己
[00:02:52.160 --> 00:02:57.000]  要救我們脫離現今這罪惡的世代
[00:02:57.000 --> 00:02:59.400]  願榮耀歸給神
[00:02:59.400 --> 00:03:01.480]  直到永永遠遠
[00:03:01.480 --> 00:03:02.240]  阿門
[00:03:02.240 --> 00:03:07.640]  我很驚訝你們這麼快就離開那位
[00:03:07.640 --> 00:03:11.000]  藉著基督之恩呼召你們的神
[00:03:11.000 --> 00:03:13.920]  而去隨從別的福音
[00:03:14.400 --> 00:03:17.040]  其實並沒有另一個福音
[00:03:17.040 --> 00:03:20.160]  不過有些人騷擾你們
[00:03:20.160 --> 00:03:23.400]  要把基督的福音更改了
[00:03:23.400 --> 00:03:25.640]  但無論是我們
[00:03:25.640 --> 00:03:27.960]  或是天上來的使者
[00:03:27.960 --> 00:03:30.320]  若傳福音給你們
[00:03:30.320 --> 00:03:33.480]  與我們所傳給你們的不同
[00:03:33.480 --> 00:03:35.600]  他該受詛咒
[00:03:35.600 --> 00:03:37.880]  我們已經說了
[00:03:37.880 --> 00:03:39.600]  現在我再說
[00:03:39.600 --> 00:03:42.320]  若有人傳福音給你們
[00:03:42.680 --> 00:03:45.480]  與你們以往所領受的不同
[00:03:45.480 --> 00:03:47.400]  他該受詛咒
[00:03:47.400 --> 00:03:48.760]  第十節
[00:03:48.760 --> 00:03:51.560]  我現在是要得人的心
[00:03:51.560 --> 00:03:54.080]  還是要得神的心呢?
[00:03:54.080 --> 00:03:57.080]  難道我再討人的喜歡嗎?
[00:03:57.080 --> 00:04:00.360]  我若仍舊想討人的喜歡
[00:04:00.360 --> 00:04:03.560]  我就不是基督的僕人了
[00:04:03.560 --> 00:04:08.080]  在這段十節經文裡
[00:04:08.080 --> 00:04:10.840]  從罪術的角度
[00:04:11.320 --> 00:04:13.320]  可以分為四點
[00:04:13.320 --> 00:04:16.440]  保羅試圖身份的肯定
[00:04:16.440 --> 00:04:19.200]  很清晰地對自己的身份肯定
[00:04:19.200 --> 00:04:20.240]  第二
[00:04:20.240 --> 00:04:24.480]  在《恩福家》的《跌罪表》裡也有寫
[00:04:24.480 --> 00:04:25.400]  第二
[00:04:25.400 --> 00:04:27.400]  保羅的《問安宗》裡
[00:04:27.400 --> 00:04:30.880]  我們體會到保羅的世界觀是在說什麼
[00:04:30.880 --> 00:04:32.280]  第三
[00:04:32.280 --> 00:04:35.240]  保羅只傳講一個福音
[00:04:35.240 --> 00:04:36.400]  第四
[00:04:36.400 --> 00:04:39.360]  就是保羅人生觀徹底扭轉
[00:04:39.760 --> 00:04:44.240]  這是根據經文一起有四點的思考
[00:04:44.240 --> 00:04:47.640]  但放在我們今天的意義來說
[00:04:47.640 --> 00:04:50.720]  我會從這個角度跟大家去看
[00:04:50.720 --> 00:04:53.400]  第一是說我們做人的慧份
[00:04:53.400 --> 00:04:55.680]  然後是做人的遠景
[00:04:55.680 --> 00:04:57.680]  看得遠一點,看得通一點
[00:04:57.680 --> 00:05:00.560]  第三,會面對有不同的阻力
[00:05:00.560 --> 00:05:01.560]  第四
[00:05:01.560 --> 00:05:03.080]  我們的心態
[00:05:03.080 --> 00:05:06.360]  怎樣才是一個健康又正確的心態呢?
[00:05:06.360 --> 00:05:08.560]  在第一點
[00:05:08.800 --> 00:05:11.040]  在做人的慧份上
[00:05:11.040 --> 00:05:14.480]  盼望著我們有一個堅定的信念
[00:05:14.480 --> 00:05:17.120]  這裡有一個手機
[00:05:17.120 --> 00:05:18.360]  看到誰打來嗎?
[00:05:18.360 --> 00:05:23.000]  天上來的呼召
[00:05:23.000 --> 00:05:25.000]  天上打來的呼召
[00:05:25.000 --> 00:05:29.280]  保羅一開始的時候就提到他的職份和使命
[00:05:29.280 --> 00:05:31.280]  保羅的職份是什麼呢?
[00:05:31.280 --> 00:05:34.240]  沒錯,很清楚大家看到是使徒
[00:05:34.240 --> 00:05:36.680]  而這個職份是怎樣來的呢?
[00:05:36.680 --> 00:05:38.080]  很清楚他也告訴我們
[00:05:38.240 --> 00:05:39.720]  不是由於人
[00:05:39.720 --> 00:05:41.200]  不是藉著人
[00:05:41.200 --> 00:05:44.280]  而是藉著耶穌基督和父神
[00:05:44.280 --> 00:05:46.320]  原來告訴我們
[00:05:46.320 --> 00:05:48.400]  做人使命的起步是怎樣呢?
[00:05:48.400 --> 00:05:50.120]  是這樣去理解
[00:05:50.120 --> 00:05:53.480]  這是一個天職的呼召
[00:05:53.480 --> 00:05:57.480]  呼召就是我們被動地領受回來的
[00:05:57.480 --> 00:05:59.320]  領受是被動
[00:05:59.320 --> 00:06:03.000]  不是我們主動去爭取獲取什麼
[00:06:03.000 --> 00:06:06.680]  確實是裡面有一種的攪動
[00:06:07.000 --> 00:06:10.920]  而這種的攪動是有對象的
[00:06:10.920 --> 00:06:13.160]  如果照這幅圖去看
[00:06:13.160 --> 00:06:16.920]  有很多人在這個世上去想這件事
[00:06:16.920 --> 00:06:18.960]  怎樣才能找到那東西呢?
[00:06:18.960 --> 00:06:20.720]  那東西你很愛去做的
[00:06:20.720 --> 00:06:22.800]  這個群體你很愛它們
[00:06:22.800 --> 00:06:25.120]  第二是這個世界需要的
[00:06:25.120 --> 00:06:27.640]  你一推廣出來
[00:06:27.640 --> 00:06:29.880]  發明了發展的推廣
[00:06:29.880 --> 00:06:31.880]  很多人會付錢去用去買
[00:06:31.880 --> 00:06:36.600]  第三,而你的職份是有薪水的
[00:06:37.120 --> 00:06:39.880]  第四,你做的事情
[00:06:39.880 --> 00:06:42.680]  在你的能力裡面是最出色的
[00:06:42.680 --> 00:06:44.480]  是最舒服的
[00:06:44.480 --> 00:06:46.880]  如果這四合一都做到的時候
[00:06:46.880 --> 00:06:50.120]  那一塊就是你天職的呼召
[00:06:50.120 --> 00:06:52.880]  就是你天職的呼召
[00:06:52.880 --> 00:06:55.600]  我們回看的時候
[00:06:55.600 --> 00:06:58.960]  保羅是說一個對人
[00:06:58.960 --> 00:07:00.080]  助人的使命
[00:07:00.080 --> 00:07:02.280]  我們是說侍奉神
[00:07:02.280 --> 00:07:04.120]  但是我們服侍的是人
[00:07:04.120 --> 00:07:06.200]  正如剛才一開始問
[00:07:06.200 --> 00:07:09.880]  究竟基督教吸引人的地方在於什麼呢?
[00:07:09.880 --> 00:07:14.000]  我自己覺得在於真正關注的是人
[00:07:14.000 --> 00:07:18.120]  就好像大家喜歡聽故事的人
[00:07:18.120 --> 00:07:20.120]  看劇集、看電影
[00:07:20.120 --> 00:07:22.760]  因為我們很喜歡劇情的人物
[00:07:22.760 --> 00:07:23.640]  有血有肉
[00:07:23.640 --> 00:07:25.000]  和我們一樣
[00:07:25.000 --> 00:07:25.760]  很真實
[00:07:25.760 --> 00:07:27.360]  很難說出來
[00:07:27.360 --> 00:07:29.360]  總之看完之後就舒服了
[00:07:29.360 --> 00:07:31.360]  看完之後就爽了
[00:07:31.360 --> 00:07:33.600]  看完之後哭完就通了
