
[00:00:00.000 --> 00:00:03.000]  好,聽到嗎?
[00:00:03.000 --> 00:00:06.000]  大家晚安
[00:00:06.000 --> 00:00:10.000]  佩服的新綽號叫佩服
[00:00:10.000 --> 00:00:13.000]  你佩不佩服?
[00:00:13.000 --> 00:00:16.000]  就佩服了
[00:00:16.000 --> 00:00:20.000]  我和她一樣,我右手只有一隻手指
[00:00:20.000 --> 00:00:23.000]  所以我叫香港佩服
[00:00:26.000 --> 00:00:31.000]  佩服講的見證還有很多,不過因為要翻譯
[00:00:31.000 --> 00:00:36.000]  所以她家裏有很多經歷主
[00:00:36.000 --> 00:00:39.000]  但她剛才講到伊利多
[00:00:39.000 --> 00:00:44.000]  我就知道天堂應該是沒有生產伊利多
[00:00:44.000 --> 00:00:49.000]  但聖經講天堂有比伊利多更美好的東西
[00:00:49.000 --> 00:00:54.000]  兄姐妹,今晚我是一個特別的講員
[00:00:54.000 --> 00:01:02.000]  因為我和在座都是普魯士學會有失明的成員和殘障的成員
[00:01:02.000 --> 00:01:05.000]  但我又是失明又殘障
[00:01:05.000 --> 00:01:09.000]  所以我其實是他們香港的外展成員
[00:01:09.000 --> 00:01:12.000]  我姓劉,是一個盲人
[00:01:12.000 --> 00:01:14.000]  我經常介紹自己,我這隊友就知道
[00:01:14.000 --> 00:01:16.000]  簡稱盲劉
[00:01:16.000 --> 00:01:18.000]  但這個廣東話不好聽的
[00:01:18.000 --> 00:01:21.000]  大家一起讀盲劉用普通話,好嗎?
[00:01:21.000 --> 00:01:25.000]  1,2,3,對,盲了
[00:01:25.000 --> 00:01:28.000]  知不知道什麼叫盲了?
[00:01:28.000 --> 00:01:32.000]  你錯了,不是又威又了
[00:01:32.000 --> 00:01:34.000]  我會講一個鐘,在後面
[00:01:34.000 --> 00:01:37.000]  盲了都沒有用
[00:01:37.000 --> 00:01:40.000]  所以到時有人會上來關我咪
[00:01:40.000 --> 00:01:46.000]  今日的講題叫時光不在,把面在
[00:01:46.000 --> 00:01:51.000]  我一想起這個題目,就想起一首歌
[00:01:51.000 --> 00:01:53.000]  有沒有人猜到?
[00:01:53.000 --> 00:01:54.000]  藍憶蓮
[00:01:54.000 --> 00:02:00.000]  (唱)
[00:02:00.000 --> 00:02:03.000]  我經常都唱,我都趕不及
[00:02:03.000 --> 00:02:04.000]  是不是要召車呢?
[00:02:04.000 --> 00:02:06.000]  要搭的士
[00:02:06.000 --> 00:02:08.000]  有什麼來不及?
[00:02:08.000 --> 00:02:12.000]  但有很多事搭的士都趕不及
[00:02:12.000 --> 00:02:16.000]  我有些power point,可能我靠記憶
[00:02:16.000 --> 00:02:18.000]  但我想講第一件事
[00:02:18.000 --> 00:02:23.000]  人生,何時你會有更多人生的醒悟呢?
[00:02:23.000 --> 00:02:25.000]  就是當人生有失去的時候
[00:02:25.000 --> 00:02:28.000]  所以如果你對佩芙的經歷有共鳴
[00:02:28.000 --> 00:02:30.000]  或者你小時候被人欺凌
[00:02:30.000 --> 00:02:32.000]  或者你小時候是欺凌人
[00:02:32.000 --> 00:02:34.000]  你都知道,山水有相逢
[00:02:34.000 --> 00:02:36.000]  最後你都是被人欺凌
[00:02:36.000 --> 00:02:39.000]  這個世界沒有人沒有被人欺凌過
[00:02:39.000 --> 00:02:41.000]  特別是結了婚那些
[00:02:41.000 --> 00:02:42.000]  或者你生了兒女
[00:02:42.000 --> 00:02:44.000]  你經常覺得子女欺凌你
[00:02:44.000 --> 00:02:46.000]  你又奈他不何
[00:02:46.000 --> 00:02:48.000]  經常都被欺凌
[00:02:48.000 --> 00:02:52.000]  但人生就是這樣
[00:02:52.000 --> 00:02:54.000]  你越經歷人生失去
[00:02:54.000 --> 00:02:57.000]  有時你經常問人生什麼最寶貴
[00:02:57.000 --> 00:02:59.000]  當你有些東西失去的時候
[00:02:59.000 --> 00:03:01.000]  你就知道什麼寶貴
[00:03:01.000 --> 00:03:04.000]  現在我們很多東西失去了
[00:03:04.000 --> 00:03:10.000]  一遇到失去你就會有醒悟
[00:03:10.000 --> 00:03:12.000]  那你想不想醒悟呢?
[00:03:12.000 --> 00:03:14.000]  我們經常說
[00:03:14.000 --> 00:03:16.000]  什麼人才知道誰是你的真朋友
[00:03:16.000 --> 00:03:19.000]  你知不知道什麼人才知道誰是你的真朋友
[00:03:19.000 --> 00:03:21.000]  你不知道
[00:03:21.000 --> 00:03:23.000]  因為你沒有窮過
[00:03:23.000 --> 00:03:24.000]  你想不想知道呢?
[00:03:24.000 --> 00:03:26.000]  你窮你就知道
[00:03:26.000 --> 00:03:28.000]  但你說我不想窮
[00:03:28.000 --> 00:03:29.000]  又想一個真朋友
[00:03:29.000 --> 00:03:31.000]  很難
[00:03:31.000 --> 00:03:33.000]  你又想不想窮
[00:03:33.000 --> 00:03:35.000]  你才知道什麼是真朋友
[00:03:35.000 --> 00:03:37.000]  但人生呢
[00:03:37.000 --> 00:03:40.000]  我都是經歷失去
[00:03:40.000 --> 00:03:44.000]  我十五歲在公園外失去右手的手指
[00:03:44.000 --> 00:03:46.000]  我二十多歲
[00:03:46.000 --> 00:03:49.000]  兩個眼睛視力就開始退化
[00:03:49.000 --> 00:03:52.000]  醫生說我有遺傳病
[00:03:52.000 --> 00:03:54.000]  香港有個歌手叫張偉文
[00:03:54.000 --> 00:03:56.000]  他自己說的
[00:03:56.000 --> 00:03:58.000]  他發名叫張煒文
[00:03:58.000 --> 00:04:00.000]  他自詐
[00:04:00.000 --> 00:04:04.000]  我真的遇到遺傳病
[00:04:04.000 --> 00:04:06.000]  醫生說我將會失明
[00:04:06.000 --> 00:04:09.000]  慢慢步入失明的狀態
[00:04:09.000 --> 00:04:12.000]  我人生都有這種傷失
[00:04:12.000 --> 00:04:15.000]  所以以前我在恩福堂大堂聽到
[00:04:15.000 --> 00:04:17.000]  我聽過這九個字
[00:04:17.000 --> 00:04:20.000]  叫做人難做
[00:04:20.000 --> 00:04:22.000]  第一個是做人難
[00:04:22.000 --> 00:04:24.000]  人難做
[00:04:24.000 --> 00:04:27.000]  下一個是難做人
[00:04:27.000 --> 00:04:28.000]  你有沒有說過
[00:04:28.000 --> 00:04:30.000]  你回家寫下這三個字
[00:04:30.000 --> 00:04:32.000]  在廁所後面
[00:04:32.000 --> 00:04:34.000]  人難做
[00:04:34.000 --> 00:04:36.000]  難做人
[00:04:36.000 --> 00:04:37.000]  你讀來讀去
[00:04:37.000 --> 00:04:39.000]  人生有很多艱難
[00:04:39.000 --> 00:04:40.000]  小時候讀書
[00:04:40.000 --> 00:04:42.000]  人生不如意事十常八九
[00:04:42.000 --> 00:04:43.000]  我說不要啦
[00:04:43.000 --> 00:04:44.000]  改改好一點
[00:04:44.000 --> 00:04:46.000]  十常四五好
[00:04:46.000 --> 00:04:48.000]  人生不如意事十常八九
[00:04:48.000 --> 00:04:50.000]  很難頂
[00:04:50.000 --> 00:04:52.000]  所以
[00:04:52.000 --> 00:04:54.000]  現在
[00:04:54.000 --> 00:04:56.000]  現代人有什麼心態呢
[00:04:56.000 --> 00:04:58.000]  我現在在網上看到這五個化
[00:04:58.000 --> 00:05:00.000]  不知道你有沒有
[00:05:00.000 --> 00:05:03.000]  第一個叫做真理相對化
[00:05:03.000 --> 00:05:04.000]  現在後現代
[00:05:04.000 --> 00:05:06.000]  或者比後現代之後
[00:05:06.000 --> 00:05:08.000]  人們不覺得有絕對的真理
[00:05:08.000 --> 00:05:10.000]  真理是相對的
[00:05:10.000 --> 00:05:11.000]  因此
[00:05:11.000 --> 00:05:12.000]  既然沒有絕對的標準
[00:05:12.000 --> 00:05:15.000]  道德就多元化
[00:05:15.000 --> 00:05:17.000]  什麼是對什麼是不對
[00:05:17.000 --> 00:05:18.000]  沒有的
[00:05:18.000 --> 00:05:19.000]  多元化
[00:05:19.000 --> 00:05:21.000]  不然你就不化了
[00:05:21.000 --> 00:05:23.000]  然後宗教
[00:05:23.000 --> 00:05:24.000]  經驗化
[00:05:24.000 --> 00:05:25.000]  不要跟我說道理
[00:05:25.000 --> 00:05:27.000]  我feel good
[00:05:27.000 --> 00:05:29.000]  這個宗教就好
[00:05:29.000 --> 00:05:30.000]  經驗
[00:05:30.000 --> 00:05:31.000]  最後信仰
[00:05:31.000 --> 00:05:33.000]  個人化
[00:05:33.000 --> 00:05:34.000]  這些不用說
