
[00:00:00.000 --> 00:00:04.560]  好 謝謝勁快隊帶我們由唱詩
[00:00:04.560 --> 00:00:06.880]  預備我們的心去進入今天的講道
[00:00:06.880 --> 00:00:09.920]  不過今天我上來不是我去講道
[00:00:09.920 --> 00:00:15.240]  話說我們今年是教會一年一度叫神學主日
[00:00:15.240 --> 00:00:19.640]  我不知道關於神學的時候你們會想起什麼
[00:00:19.640 --> 00:00:22.120]  不如不要由我去講
[00:00:22.120 --> 00:00:24.920]  話說神學院預備了一段影片
[00:00:24.920 --> 00:00:26.880]  你知不知道有沒有人去過16樓
[00:00:26.880 --> 00:00:29.000]  先訪問一下大家有沒有人去過16樓
[00:00:29.000 --> 00:00:30.000]  欣福16樓
[00:00:30.000 --> 00:00:33.160]  16樓除了圖書館之外
[00:00:33.160 --> 00:00:34.280]  其實有一個地方
[00:00:34.280 --> 00:00:35.080]  一出電梯
[00:00:35.080 --> 00:00:36.960]  知道是什麼嗎
[00:00:36.960 --> 00:00:40.440]  沒錯
[00:00:40.440 --> 00:00:43.080]  其實我們在欣福這間教會裡面
[00:00:43.080 --> 00:00:45.680]  竟然有一間神學院有資源給我們
[00:00:45.680 --> 00:00:48.920]  其實大家現在不知道行不行
[00:00:48.920 --> 00:00:50.120]  他們現在初中
[00:00:50.120 --> 00:00:52.800]  你們都可以報一些相關的課程
[00:00:52.800 --> 00:00:55.480]  我覺得這也是我們教會的一個祝福
[00:00:55.480 --> 00:00:58.920]  我們有一間神學院提供很多資源給我們
[00:00:58.920 --> 00:01:02.160]  去更加深入地認識上來的話
[00:01:02.160 --> 00:01:06.280]  首先他們神學院已經預備了一段影片
[00:01:06.280 --> 00:01:07.680]  是關於神學主日的
[00:01:07.680 --> 00:01:10.080]  麻煩AV team去播放一下
[00:01:10.080 --> 00:01:13.360]  讓大家認識一下神學是什麼
[00:01:13.360 --> 00:01:14.360]  神學主日
[00:01:14.360 --> 00:01:18.080]  又或者欣福神學院的出現是什麼
[00:01:18.080 --> 00:01:19.240]  好
[00:01:19.240 --> 00:01:21.600]  這段短片
[00:01:21.600 --> 00:01:26.160]  不知道大家認不認識剛剛說話的那位牧師
[00:01:26.160 --> 00:01:29.320]  他是我們創堂的主任牧師
[00:01:29.320 --> 00:01:31.920]  其實也是Watchmen全套的爸爸
[00:01:31.920 --> 00:01:34.520]  我想其實欣福堂到了今天
[00:01:34.520 --> 00:01:37.800]  我想也有很多人透過聖經去牧養我們
[00:01:37.800 --> 00:01:39.200]  以致我們能夠去紮根
[00:01:39.200 --> 00:01:40.560]  剛剛提到
[00:01:40.560 --> 00:01:42.360]  其實欣福神學院也有新的講師
[00:01:42.360 --> 00:01:44.560]  而當中其中一位今天來到當中
[00:01:44.560 --> 00:01:45.640]  為我們去講道
[00:01:45.640 --> 00:01:46.920]  應該就是陳小冠博士
[00:01:46.920 --> 00:01:48.200]  也是叫Sonia的講師
[00:01:48.200 --> 00:01:49.480]  不如我們給他一點掌聲
[00:01:49.480 --> 00:01:50.160]  歡迎他
[00:01:50.160 --> 00:01:55.560]  讓他帶我們一起去講上帝的話的時間
[00:01:55.560 --> 00:01:57.560]  我們可以邀請Sonia
[00:01:57.560 --> 00:02:01.840]  各位大影姊妹早安
[00:02:01.840 --> 00:02:03.840]  很開心來到大家的當中
[00:02:03.840 --> 00:02:06.960]  我看到一群很年輕的大影姊妹
[00:02:06.960 --> 00:02:09.760]  我想剛剛聽到蘇牧師的分享
[00:02:09.760 --> 00:02:14.000]  可能你會覺得好像和我直接有關係
[00:02:14.000 --> 00:02:17.560]  因為剛剛傳道同工說
[00:02:17.560 --> 00:02:19.680]  他們是否夠年齡去讀神學呢?
[00:02:19.680 --> 00:02:22.480]  你們現在可能還不是讀神學
[00:02:22.480 --> 00:02:25.160]  是因為你們已經有很多學業要讀
[00:02:25.160 --> 00:02:27.320]  不過我們很相信將來有一天
[00:02:27.320 --> 00:02:30.120]  當你去到成長
[00:02:30.120 --> 00:02:33.640]  你也很想去到更好的去服侍上帝
[00:02:33.640 --> 00:02:35.280]  認識神的時候
[00:02:35.280 --> 00:02:38.480]  其實我們在欣福神學院裏的裝備
[00:02:38.480 --> 00:02:41.160]  是能夠幫助大家可以更紮穩
[00:02:41.160 --> 00:02:42.560]  在神的話語裏面
[00:02:42.560 --> 00:02:43.480]  在神學裏面
[00:02:43.480 --> 00:02:46.320]  我們可以更好認識神和服侍
[00:02:46.320 --> 00:02:48.760]  今天這個神學主一
[00:02:48.760 --> 00:02:51.560]  我們也很想在神的話語裏面
[00:02:51.560 --> 00:02:54.840]  去思想究竟什麼是成長
[00:02:54.840 --> 00:03:01.200]  我自己雖然現在距離和你們的年齡已經很久了
[00:03:01.200 --> 00:03:04.480]  但是我想我們每個人都經歷過
[00:03:04.480 --> 00:03:07.280]  在成長裏面有很多不同的挑戰
[00:03:07.280 --> 00:03:10.120]  今天我們看看主耶穌基督也一樣
[00:03:10.120 --> 00:03:12.840]  其實祂也一樣在祂的成長裏面
[00:03:12.840 --> 00:03:15.760]  面對不同的難題和挑戰
[00:03:15.760 --> 00:03:17.480]  不如我們一開始的時候
[00:03:17.480 --> 00:03:19.400]  一起有個禱告
[00:03:19.400 --> 00:03:22.240]  天父我們願祢帶領我們每一個
[00:03:22.240 --> 00:03:25.640]  讓祢在我們當中對我們說話
[00:03:25.640 --> 00:03:28.640]  讓我們更加深去明白神祢自己
[00:03:28.640 --> 00:03:30.040]  認識主耶穌基督
[00:03:30.040 --> 00:03:34.160]  祢一樣在成長裏面也遇到不同的難題
[00:03:34.160 --> 00:03:36.320]  但是你怎樣去學習信服
[00:03:36.320 --> 00:03:40.240]  怎樣去經歷上帝的恩典去幫助祂
