
[00:00:00.000 --> 00:00:02.000]  我們先一起祈禱吧
[00:00:02.000 --> 00:00:07.000]  天父啊,我們知道你的道是活的
[00:00:07.000 --> 00:00:09.000]  是有功效的
[00:00:09.000 --> 00:00:12.000]  你的道
[00:00:12.000 --> 00:00:16.000]  好像兩刃的利劍那麼鋒利
[00:00:16.000 --> 00:00:19.000]  可以剖開靈與魂
[00:00:19.000 --> 00:00:22.000]  骨折和骨碎那麼緊密的地方
[00:00:22.000 --> 00:00:25.000]  求你今天早上
[00:00:25.000 --> 00:00:27.000]  聖靈光照我們每一個
[00:00:28.000 --> 00:00:31.000]  讓我們有信服的心去聆聽你的話語
[00:00:31.000 --> 00:00:36.000]  又賜給我們願意聽道而行道的心
[00:00:36.000 --> 00:00:38.000]  帶領以下的時間
[00:00:38.000 --> 00:00:40.000]  祈禱交託仰望
[00:00:40.000 --> 00:00:42.000]  是奉主耶穌名字而求
[00:00:42.000 --> 00:00:44.000]  阿們
[00:00:44.000 --> 00:00:48.000]  靈姐妹啊
[00:00:48.000 --> 00:00:52.000]  我們知道一個人喝酒太過偏激的話
[00:00:52.000 --> 00:00:55.000]  就會引致肝硬化,是嗎?
[00:00:56.000 --> 00:00:59.000]  如果我們花錢太狠,不懂得節制
[00:00:59.000 --> 00:01:02.000]  又會令荷包肝硬化
[00:01:02.000 --> 00:01:05.000]  究竟一個人的心變得肝硬
[00:01:05.000 --> 00:01:08.000]  又有什麼因素呢?
[00:01:08.000 --> 00:01:13.000]  心硬在我們日常生活中又是怎樣呈現出來的呢?
[00:01:13.000 --> 00:01:16.000]  今天我想和大家分享
[00:01:16.000 --> 00:01:21.000]  我在《馬可福音》三章一至六節裡得到的靈授
[00:01:21.000 --> 00:01:24.000]  我們先一起讀出第一章
[00:01:25.000 --> 00:01:27.000]  讀出第一至二節的經文
[00:01:27.000 --> 00:01:29.000]  準備起
[00:01:29.000 --> 00:01:31.000]  耶穌又走進會堂
[00:01:31.000 --> 00:01:33.000]  那裡有一個人
[00:01:33.000 --> 00:01:36.000]  他的一隻手萎縮了
[00:01:36.000 --> 00:01:39.000]  有些人一直監視著耶穌
[00:01:39.000 --> 00:01:43.000]  看他會不會在安息日治好那人
[00:01:43.000 --> 00:01:46.000]  為要找把柄控告他
[00:01:46.000 --> 00:01:48.000]  謝謝
[00:01:48.000 --> 00:01:50.000]  靈姐妹
[00:01:50.000 --> 00:01:54.000]  原來心硬是由屬靈的核眼開始的
[00:01:54.000 --> 00:02:00.000]  經文一開始就讓我感覺到一種懸疑的氣氛
[00:02:00.000 --> 00:02:02.000]  我在想
[00:02:02.000 --> 00:02:08.000]  首先為什麼會堂裡會有一個手萎縮的人在呢?
[00:02:08.000 --> 00:02:11.000]  因為根據猶太人的傳統認為
[00:02:11.000 --> 00:02:14.000]  有殘疾的人是不潔的
[00:02:14.000 --> 00:02:17.000]  那麼嚴守律法的法利賽人
[00:02:17.000 --> 00:02:21.000]  竟然容許這個不潔的人進入會堂
[00:02:23.000 --> 00:02:25.000]  第二個疑點就是第二節提到的
[00:02:25.000 --> 00:02:28.000]  有些人監視耶穌
[00:02:28.000 --> 00:02:31.000]  究竟他們是誰呢?
[00:02:31.000 --> 00:02:34.000]  有些人一直監視
[00:02:34.000 --> 00:02:37.000]  原文直譯就是他們窺探
[00:02:37.000 --> 00:02:41.000]  其實在第六節馬可也揭曉了
[00:02:41.000 --> 00:02:44.000]  其實他們就是法利賽人
[00:02:44.000 --> 00:02:47.000]  但是為什麼馬可一開始
[00:02:47.000 --> 00:02:51.000]  要用他們而不直接說他們是法利賽人呢?
[00:02:51.000 --> 00:02:55.000]  監視或者窺探這個字
[00:02:55.000 --> 00:02:59.000]  是由在旁加上觀察或者注意
[00:02:59.000 --> 00:03:02.000]  這兩個字組合而成的一個複合字
[00:03:02.000 --> 00:03:05.000]  即是說馬可想告訴我們
[00:03:05.000 --> 00:03:09.000]  這群人是躲在一旁監視著耶穌
[00:03:09.000 --> 00:03:13.000]  馬可是刻意不寫他們是誰
[00:03:13.000 --> 00:03:17.000]  是想幫助我們投入那個場景裡
[00:03:18.000 --> 00:03:22.000]  幫助我們想像一下主耶穌當下的處境
[00:03:22.000 --> 00:03:26.000]  如果你設了一個陷阱要捕捉獵物
[00:03:26.000 --> 00:03:29.000]  你又想不想獵物看到你呢?
[00:03:29.000 --> 00:03:33.000]  有獵人又有獵物
[00:03:33.000 --> 00:03:35.000]  所以我有理由相信
[00:03:35.000 --> 00:03:38.000]  那個不應該出現在會堂裡的人
[00:03:38.000 --> 00:03:43.000]  很自然就是獵人為獵物預備的利
[00:03:44.000 --> 00:03:48.000]  另外在路加福音六章也描述過這件事
[00:03:48.000 --> 00:03:51.000]  六章七節提到
[00:03:51.000 --> 00:03:54.000]  用監視這個字的語態時
[00:03:54.000 --> 00:03:57.000]  是表達監視這個行動
[00:03:57.000 --> 00:04:02.000]  是跟行動的那個人本身的利益有關
[00:04:02.000 --> 00:04:06.000]  所以第二節馬可已經表達了
[00:04:06.000 --> 00:04:09.000]  這群人做出監視的行動
[00:04:09.000 --> 00:04:13.000]  目的就是要把握安息日這個機會
[00:04:13.000 --> 00:04:15.000]  等著捉住耶穌的把柄
[00:04:15.000 --> 00:04:18.000]  他們最大的目的就是要控告耶穌
[00:04:18.000 --> 00:04:22.000]  主耶穌如常地照著安息日的規矩
[00:04:22.000 --> 00:04:24.000]  進入會堂去教導
[00:04:24.000 --> 00:04:28.000]  但因著主耶穌心裡充滿憐憫
[00:04:28.000 --> 00:04:30.000]  所以他一進入會堂
[00:04:30.000 --> 00:04:33.000]  就見到這個守葦叔的病人
[00:04:33.000 --> 00:04:36.000]  葦叔這個字
[00:04:36.000 --> 00:04:40.000]  字面的意思是因著某些事情發生了
[00:04:40.000 --> 00:04:42.000]  而導致他葦叔
[00:04:43.000 --> 00:04:46.000]  就像《雅各書》一章十一節
