
[00:00:00.000 --> 00:00:03.120]  好,感謝敬拜隊帶領我們敬拜
[00:00:03.120 --> 00:00:05.400]  我覺得剛才那首歌很感動
[00:00:05.400 --> 00:00:11.840]  很提醒,其實我們生命中可以獻什麼給創造世界的主呢?
[00:00:11.840 --> 00:00:14.160]  生命中的一切其實都是屬於祂
[00:00:14.160 --> 00:00:18.640]  但其實主的愛就是這樣那麼奇妙地臨到我們生命中
[00:00:18.640 --> 00:00:20.560]  去叫我們可以去跟隨
[00:00:20.560 --> 00:00:24.400]  不用怕,你有多少,你就帶著它立志去跟隨
[00:00:24.400 --> 00:00:25.760]  這樣就已經足夠了
[00:00:25.760 --> 00:00:30.000]  所以盼望弟兄姊妹可以去學習,回應天父這份愛
[00:00:30.000 --> 00:00:31.000]  是很美好的
[00:00:31.000 --> 00:00:33.360]  不如我們也給點掌聲我們的侍奉團隊,好嗎?
[00:00:33.360 --> 00:00:35.400]  也感謝他們可以去勞苦
[00:00:35.400 --> 00:00:37.680]  很早起床可以去服侍我們
[00:00:37.680 --> 00:00:42.960]  盼望我們往後可以有更多的侍奉團隊可以興起
[00:00:42.960 --> 00:00:45.160]  大家好像一家人一樣,彼此去服侍
[00:00:45.160 --> 00:00:46.600]  也是來得很美好的
[00:00:46.600 --> 00:00:49.080]  好,我們開始前有個祈禱,好嗎?
[00:00:50.720 --> 00:01:12.000]  (廣東話)
[00:01:12.000 --> 00:01:16.040]  好,話說有一件事我想分享給大家聽
[00:01:16.040 --> 00:01:22.560]  上年我跟大尊的組長在一次寓茶,即是茶經
[00:01:22.560 --> 00:01:25.920]  去到一個主題,主題就是說
[00:01:25.920 --> 00:01:28.520]  當我們將來見到GSO的時候
[00:01:28.520 --> 00:01:31.280]  即是我們回到GSO那裡
[00:01:31.280 --> 00:01:33.520]  那時候我們要交帳
[00:01:33.520 --> 00:01:36.040]  交帳即是告訴GSO
[00:01:36.040 --> 00:01:38.320]  我生命中做過這些這些
[00:01:38.320 --> 00:01:43.880]  原來有很多事情做完之後其實是沒有一個永恆的價值
[00:01:43.880 --> 00:01:48.880]  譬如你踢球拿了一個獎,很威風
[00:01:48.880 --> 00:01:50.680]  但你上到去其實沒有什麼關係
[00:01:50.680 --> 00:01:55.520]  其實這件事對天國來說已經沒有什麼重要性
[00:01:55.520 --> 00:01:58.360]  所以那些就好像叫做草木和街
[00:01:58.360 --> 00:02:00.880]  燒了之後就灰飛煙滅
[00:02:00.880 --> 00:02:02.120]  然後我們就在想
[00:02:02.120 --> 00:02:06.760]  究竟有什麼是我們可以做完之後會有永恆價值的呢?
[00:02:06.760 --> 00:02:09.240]  說到這裡有個組長就說
[00:02:09.240 --> 00:02:11.520]  嘩!這次拿成績表
[00:02:11.520 --> 00:02:13.680]  嘩!到時如果我們去到GSO面前
[00:02:13.680 --> 00:02:16.240]  拿成績表我爛Grade怎麼辦呢?
[00:02:16.240 --> 00:02:17.560]  然後開始擔心
[00:02:17.560 --> 00:02:20.480]  如果我的GPA只有1.0怎麼辦呢?
[00:02:20.480 --> 00:02:22.400]  很害怕,很害怕
[00:02:22.400 --> 00:02:23.560]  然後大家就起哄
[00:02:23.560 --> 00:02:26.520]  哎呀!糟了,一定不行,一定不合格
[00:02:26.520 --> 00:02:29.960]  但是都是說笑的
[00:02:29.960 --> 00:02:32.320]  其實組長們都很努力
[00:02:32.320 --> 00:02:34.560]  我們對他們很有信心
[00:02:34.560 --> 00:02:36.800]  不過就令我想起一件事
[00:02:36.800 --> 00:02:41.000]  當你回到去拿這份成績表
[00:02:41.000 --> 00:02:42.600]  即是叫做屬靈的考試
[00:02:42.600 --> 00:02:47.200]  究竟我們拿這個成績會拿成怎樣呢?
[00:02:47.200 --> 00:02:49.040]  還有另一件事就是
[00:02:49.040 --> 00:02:51.640]  我們現在怎樣去考好這個試呢?
[00:02:51.640 --> 00:02:54.400]  考試原來我發現一樣東西很重要
[00:02:54.400 --> 00:02:55.520]  就是要貼題
[00:02:55.520 --> 00:02:58.560]  還有你要知道問題問什麼,你要回答什麼
[00:02:58.560 --> 00:03:00.960]  我是一個完全不會想這些的
[00:03:00.960 --> 00:03:02.000]  我中學的時候
[00:03:02.000 --> 00:03:03.800]  全部東西都是作文嘛
[00:03:03.800 --> 00:03:06.240]  我就是抒發自己的感受
[00:03:06.240 --> 00:03:07.520]  沒有回答題的
[00:03:07.520 --> 00:03:08.880]  然後考完之後就很差
[00:03:08.880 --> 00:03:10.760]  所以我的成績很差,中學的時候
[00:03:11.280 --> 00:03:14.160]  直到現在開始
[00:03:14.160 --> 00:03:15.440]  我慢慢意識到
[00:03:15.440 --> 00:03:19.480]  原來別人問什麼,你懂得回答什麼是很重要的
[00:03:19.480 --> 00:03:21.160]  然後就來到一樣東西
[00:03:21.160 --> 00:03:25.280]  就是我帶我女兒去小學面試班
[00:03:25.280 --> 00:03:26.560]  你們知道嗎?
[00:03:26.560 --> 00:03:28.120]  你們以前有沒有的?
[00:03:28.120 --> 00:03:29.960]  小學的時候要面試的那些
[00:03:29.960 --> 00:03:30.960]  有的,是吧?
[00:03:30.960 --> 00:03:32.160]  (記者:有的)
[00:03:32.160 --> 00:03:32.760]  有的,是吧?
[00:03:32.760 --> 00:03:33.560]  是呀,有的
[00:03:33.560 --> 00:03:34.280]  嘩!
[00:03:34.280 --> 00:03:37.000]  原來是很大壓力的一件事
[00:03:37.000 --> 00:03:39.880]  因為我女兒考
[00:03:39.880 --> 00:03:42.960]  我就要陪她一起去一個模擬考試
[00:03:42.960 --> 00:03:44.280]  原來要考我
[00:03:44.280 --> 00:03:46.320]  作為爸爸,我都幾乎沒有考過試
[00:03:46.320 --> 00:03:48.400]  然後就去到考試
[00:03:48.400 --> 00:03:51.400]  我告訴大家,我真的很害怕
[00:03:51.400 --> 00:03:52.920]  考試了,然後就說
[00:03:52.920 --> 00:03:55.920]  爸爸你帶著女兒進來門口
[00:03:55.920 --> 00:03:58.440]  開門說Hello就可以考試了
[00:03:58.440 --> 00:04:00.320]  我就帶著女兒進去
[00:04:00.320 --> 00:04:01.360]  然後開門
[00:04:01.360 --> 00:04:03.000]  Hello,Hello,你好
[00:04:03.000 --> 00:04:04.200]  然後關門
[00:04:04.200 --> 00:04:05.000]  然後呢
[00:04:05.000 --> 00:04:06.080]  然後就爬一聲
[00:04:06.080 --> 00:04:07.600]  然後那個老師就說
[00:04:07.600 --> 00:04:09.080]  不行不行不行
[00:04:09.080 --> 00:04:11.000]  爸爸重新來過,從頭來過
[00:04:11.000 --> 00:04:12.200]  全部都錯了
[00:04:12.200 --> 00:04:13.080]  然後我就說
[00:04:13.080 --> 00:04:14.400]  我做了什麼?我進來了
[00:04:14.400 --> 00:04:15.360]  已經錯了
[00:04:15.360 --> 00:04:16.160]  然後就說
[00:04:16.160 --> 00:04:17.240]  什麼叫Hello?
[00:04:17.240 --> 00:04:18.640]  叫各位老師好
[00:04:18.640 --> 00:04:20.560]  你有一點鞠躬點頭
[00:04:20.560 --> 00:04:22.440]  然後你為什麼要爬到門口?
[00:04:22.440 --> 00:04:24.560]  然後我就這樣按著
[00:04:24.560 --> 00:04:26.280]  有爬一聲,你聽到嗎?
[00:04:26.280 --> 00:04:27.280]  整個場這麼靜
[00:04:27.280 --> 00:04:28.200]  你爬過去
[00:04:28.200 --> 00:04:30.240]  然後大家就嚇了一跳
[00:04:30.240 --> 00:04:30.840]  再來一次
[00:04:30.840 --> 00:04:32.320]  然後我就輕力一點
[00:04:32.320 --> 00:04:32.800]  然後
[00:04:32.800 --> 00:04:34.720]  不是,還是有一個爬一聲
[00:04:34.720 --> 00:04:36.040]  你要拉著門柄
[00:04:36.040 --> 00:04:37.000]  慢慢放進去
[00:04:37.000 --> 00:04:38.480]  然後拉直
[00:04:38.480 --> 00:04:40.160]  應該是沒有聲音的
[00:04:40.160 --> 00:04:42.840]  還有為什麼你女兒爬上椅子上
[00:04:42.840 --> 00:04:43.880]  為什麼玩拉鏈
[00:04:43.880 --> 00:04:45.600]  為什麼手不是放在大腿上
[00:04:45.600 --> 00:04:46.120]  哇
[00:04:46.120 --> 00:04:48.400]  真的嚇得我不知道怎麼辦
[00:04:48.400 --> 00:04:50.400]  所以我就發現
[00:04:50.400 --> 00:04:51.360]  意識到一件事
[00:04:51.360 --> 00:04:54.160]  原來入小學是很困難的一件事
[00:04:54.160 --> 00:04:55.040]  大家很大壓力
[00:04:55.040 --> 00:04:57.520]  所以我對大家很多敬重
[00:04:57.520 --> 00:05:00.720]  大家在香港的生活中去考試
[00:05:00.720 --> 00:05:01.680]  那麼
[00:05:01.680 --> 00:05:03.480]  就讓我意識到一件事
[00:05:03.480 --> 00:05:04.040]  就是
[00:05:04.040 --> 00:05:05.360]  是哦,原來
[00:05:05.360 --> 00:05:07.720]  考試你真的要知道問題是問什麼
[00:05:07.720 --> 00:05:08.600]  你才好去答
[00:05:08.600 --> 00:05:09.680]  不然的話
[00:05:09.680 --> 00:05:11.520]  你答完之後都是空空的
[00:05:11.520 --> 00:05:13.520]  一切都是浪費的
[00:05:13.520 --> 00:05:14.720]  正如
[00:05:14.720 --> 00:05:16.240]  就好像我們的淑齡考試
[00:05:16.240 --> 00:05:17.840]  究竟我們生命裡面
[00:05:17.840 --> 00:05:19.120]  我們要考這個試
[00:05:19.120 --> 00:05:21.440]  究竟我們知不知道問題在問什麼
[00:05:21.440 --> 00:05:22.720]  也就是
[00:05:22.720 --> 00:05:24.440]  換句話來說
[00:05:24.440 --> 00:05:25.800]  確實一點
[00:05:25.800 --> 00:05:29.400]  用一個正式一點的問法就是
[00:05:29.400 --> 00:05:32.760]  究竟我們知不知道我們生命如何可以取悅到天父呢
[00:05:32.760 --> 00:05:34.160]  我們是不是在做一些事情
[00:05:34.160 --> 00:05:36.240]  讓天父喜悅呢
[00:05:36.240 --> 00:05:37.480]  今天
[00:05:37.480 --> 00:05:41.160]  我們的經文裡面就會告訴我們這件事
[00:05:41.160 --> 00:05:43.640]  我們今天會看這個叫做《雅各書》
[00:05:43.640 --> 00:05:44.760]  《雅各書》
[00:05:44.760 --> 00:05:47.320]  它裡面有一個很重要的字
[00:05:47.320 --> 00:05:48.600]  就是「完全」這個字
[00:05:48.600 --> 00:05:50.520]  「完全」這個字出現了七次
[00:05:50.520 --> 00:05:54.520]  也是在說表裡一字的一個完全正直的生命
[00:05:54.520 --> 00:05:55.400]  哇,是不是
[00:05:55.400 --> 00:05:56.360]  很難做到
[00:05:56.360 --> 00:05:57.800]  不過它的目標是這樣的
[00:05:57.800 --> 00:06:01.960]  其實也是在勸述信徒們去學習
[00:06:01.960 --> 00:06:03.880]  不要表面一層
[00:06:03.880 --> 00:06:05.920]  其實底部是另一層的
[00:06:05.920 --> 00:06:08.680]  特別是在說給當時的猶太人聽
[00:06:08.680 --> 00:06:11.280]  猶太人很特別的一個地方就是
[00:06:11.280 --> 00:06:13.160]  他們是認識神的
[00:06:13.160 --> 00:06:14.120]  他們認識神
[00:06:14.120 --> 00:06:16.000]  所以他們過去就會知道
[00:06:16.000 --> 00:06:18.240]  上帝如何拯救以色列人
[00:06:18.240 --> 00:06:19.160]  一切事情
[00:06:19.160 --> 00:06:21.360]  但是對他們來說
[00:06:21.360 --> 00:06:23.680]  就變成了形成了兩個問題
[00:06:23.680 --> 00:06:24.600]  第一件事
[00:06:24.600 --> 00:06:27.280]  就是當他們自己面對試煉的時候
