
[00:00:00.000 --> 00:00:02.000]  麻煩敬拜隊
[00:00:02.000 --> 00:00:06.000]  可否給掌聲今天的侍奉團隊
[00:00:06.000 --> 00:00:11.000]  不論是敬拜隊、AV Team、獅子隊
[00:00:11.000 --> 00:00:16.000]  剛才主席Green Flag說到
[00:00:16.000 --> 00:00:21.000]  我們很多時只看到自己的難處
[00:00:21.000 --> 00:00:24.000]  看不到神的恩典
[00:00:24.000 --> 00:00:26.000]  有時我也是這樣
[00:00:26.000 --> 00:00:30.000]  特別想鼓勵考DSE
[00:00:30.000 --> 00:00:35.000]  今年放榜的弟子有沒有舉手揮手
[00:00:35.000 --> 00:00:37.000]  是沒有的
[00:00:37.000 --> 00:00:38.000]  有的
[00:00:38.000 --> 00:00:40.000]  可否給他們掌聲
[00:00:40.000 --> 00:00:44.000]  他們過了一個不容易的星期
[00:00:44.000 --> 00:00:48.000]  鼓勵你們不要看成績表、成績單
[00:00:48.000 --> 00:00:51.000]  希望你們也看到上帝的恩典
[00:00:51.000 --> 00:00:53.000]  仍然跟你在一起
[00:00:53.000 --> 00:00:57.000]  天父仍然陪著你走你人生的每一段路
[00:00:57.000 --> 00:00:59.000]  上帝的恩典是夠你用的
[00:00:59.000 --> 00:01:05.000]  今日我的講道題目是基督徒的日常
[00:01:05.000 --> 00:01:07.000]  為何我會想起這個名字
[00:01:07.000 --> 00:01:11.000]  因為我最近看了一套動漫
[00:01:11.000 --> 00:01:18.000]  叫做「版本日常」
[00:01:18.000 --> 00:01:24.000]  是一個殺手
[00:01:24.000 --> 00:01:26.000]  遇到一個心愛的女子
[00:01:26.000 --> 00:01:28.000]  跟她結婚
[00:01:28.000 --> 00:01:30.000]  改變了她的人生
[00:01:30.000 --> 00:01:32.000]  不單改變了她的人生
[00:01:32.000 --> 00:01:34.000]  更改變了她的身形
[00:01:34.000 --> 00:01:36.000]  她不再打打殺殺
[00:01:36.000 --> 00:01:39.000]  不過在她生活的日常中
[00:01:39.000 --> 00:01:43.000]  不經意也展現了她殺手的特質
[00:01:43.000 --> 00:01:45.000]  不過她不再拿來殺人
[00:01:45.000 --> 00:01:47.000]  她拿來幫人
[00:01:47.000 --> 00:01:49.000]  她的身手敏捷
[00:01:49.000 --> 00:01:51.000]  拿來幫助人
[00:01:51.000 --> 00:01:56.000]  其實我們基督徒也遇見耶穌基督
[00:01:56.000 --> 00:01:59.000]  耶穌基督也改變了我們的生命
[00:01:59.000 --> 00:02:02.000]  不知道在我們的日常生活中
[00:02:02.000 --> 00:02:06.000]  我們有沒有不經意也展現了
[00:02:06.000 --> 00:02:08.000]  基督給我們的生命呢
[00:02:08.000 --> 00:02:10.000]  我們有沒有幫助很多人
[00:02:10.000 --> 00:02:13.000]  去認識這個信仰、認識福音呢
[00:02:13.000 --> 00:02:17.000]  我知道《青少報》七月的講道的月題
[00:02:17.000 --> 00:02:20.000]  都是講如何傳福音的
[00:02:20.000 --> 00:02:22.000]  會不會每次講傳福音
[00:02:22.000 --> 00:02:24.000]  就覺得很沉重
[00:02:24.000 --> 00:02:25.000]  又要我傳福音
[00:02:25.000 --> 00:02:27.000]  又要我跟別人說很多話
[00:02:27.000 --> 00:02:31.000]  又或者傳福音是要很有計劃的
[00:02:31.000 --> 00:02:34.000]  要有一個詳細的計劃
[00:02:34.000 --> 00:02:36.000]  首先要找有沒有對象
[00:02:36.000 --> 00:02:38.000]  我說福音對象
[00:02:38.000 --> 00:02:39.000]  不是拍拖那些
[00:02:39.000 --> 00:02:42.000]  找有沒有福音對象、微信主
[00:02:42.000 --> 00:02:44.000]  又要為他祈禱
[00:02:44.000 --> 00:02:46.000]  又要跟他做朋友
[00:02:46.000 --> 00:02:48.000]  看看有沒有報道會
[00:02:48.000 --> 00:02:50.000]  有報道又約他回來
[00:02:50.000 --> 00:02:53.000]  約了他回來就交給牧者
[00:02:53.000 --> 00:02:55.000]  是不是要很有計劃
[00:02:55.000 --> 00:02:57.000]  很有周詳的事情呢
[00:02:57.000 --> 00:03:01.000]  還是傳福音都可以是一件很日常的事呢
[00:03:01.000 --> 00:03:05.000]  我今天想透過經文仕途行傳
[00:03:05.000 --> 00:03:08.000]  看看彼得和約翰這兩個人
[00:03:08.000 --> 00:03:11.000]  他們都是在做一件很日常的事
[00:03:11.000 --> 00:03:16.000]  就是如常地去到聖殿裡敬拜上帝
[00:03:16.000 --> 00:03:20.000]  不過在這麼日常、平常的事裡
[00:03:20.000 --> 00:03:23.000]  他們又在見證神的大能
[00:03:23.000 --> 00:03:24.000]  見證耶穌基督
[00:03:24.000 --> 00:03:28.000]  看看透過這個記載
[00:03:28.000 --> 00:03:31.000]  上帝有沒有什麼話提醒我們呢
[00:03:31.000 --> 00:03:33.000]  好,邀請大家一起讀
[00:03:33.000 --> 00:03:36.000]  在仕途行傳的三章一至十節
[00:03:36.000 --> 00:03:38.000]  好,預備起
[00:03:38.000 --> 00:03:41.000]  下午三點鐘禱告的時候
[00:03:41.000 --> 00:03:44.000]  彼得和約翰上聖殿去
[00:03:44.000 --> 00:03:46.000]  有一個從無腹裡
[00:03:46.000 --> 00:03:50.000]  就是瘸腿的人正被人抬來
[00:03:50.000 --> 00:03:52.000]  他們天天把他放在
[00:03:52.000 --> 00:03:55.000]  聖殿的一個叫美門的門口
[00:03:55.000 --> 00:03:58.000]  求進聖殿的人施舍
[00:03:58.000 --> 00:04:02.000]  他看見彼得約翰將要進聖殿
[00:04:02.000 --> 00:04:04.000]  就求他們施舍
[00:04:04.000 --> 00:04:07.000]  彼得和約翰定睛看他
[00:04:07.000 --> 00:04:10.000]  彼得說:看著我們
[00:04:10.000 --> 00:04:12.000]  那人就注目看他們
[00:04:12.000 --> 00:04:15.000]  指望他從他們得著什麼
[00:04:15.000 --> 00:04:19.000]  彼得卻說:金銀我也沒有
[00:04:19.000 --> 00:04:21.000]  但我把我有的給你
[00:04:21.000 --> 00:04:24.000]  奉那撒勒人耶穌基督的名
[00:04:24.000 --> 00:04:26.000]  起來行走
[00:04:26.000 --> 00:04:29.000]  於是彼得拉著他的右手
[00:04:29.000 --> 00:04:30.000]  扶他起來
[00:04:30.000 --> 00:04:34.000]  他的腳和果骨立刻撞見
[00:04:34.000 --> 00:04:37.000]  就跳起來站著
[00:04:37.000 --> 00:04:39.000]  又開始行走
[00:04:39.000 --> 00:04:41.000]  他跟他們進了聖殿
[00:04:41.000 --> 00:04:44.000]  邊走邊跳讚美神
[00:04:44.000 --> 00:04:48.000]  百姓都看見他又行走又讚美神
[00:04:48.000 --> 00:04:51.000]  認得他的是那素常坐在
[00:04:51.000 --> 00:04:54.000]  聖殿的美門口求人施舍的
[00:04:54.000 --> 00:04:59.000]  就因他所遇到的事滿心驚訝詫異
[00:04:59.000 --> 00:05:01.000]  我們動低頭禱告
[00:05:01.000 --> 00:05:04.000]  天父上帝我們都去祈禱你
[00:05:04.000 --> 00:05:07.000]  天父我求你親自打開你的話
[00:05:07.000 --> 00:05:10.000]  願我們的心都是柔軟的
[00:05:10.000 --> 00:05:12.000]  去聽上帝你的說話
[00:05:12.000 --> 00:05:14.000]  願我們聽完之後
[00:05:14.000 --> 00:05:16.000]  都不只是放在心裏
[00:05:16.000 --> 00:05:18.000]  願我們能夠行動去回應你
[00:05:18.000 --> 00:05:20.000]  特別是在傳風的事上
[00:05:20.000 --> 00:05:23.000]  讓我們又剛強又壯膽的去見證你
[00:05:23.000 --> 00:05:25.000]  多謝你聽我們禱告
[00:05:25.000 --> 00:05:27.000]  祈禱你奉耶穌基督的名祈求
[00:05:27.000 --> 00:05:29.000]  阿們
[00:05:29.000 --> 00:05:31.000]  經文講到有一天
[00:05:31.000 --> 00:05:33.000]  彼得同亞約翰
[00:05:33.000 --> 00:05:35.000]  認不認得這個圖
[00:05:35.000 --> 00:05:38.000]  在兒童專學的時候
[00:05:38.000 --> 00:05:42.000]  有沒有看過這套卡通
[00:05:42.000 --> 00:05:45.000]  每次出來的耶穌都像Heo
[00:05:45.000 --> 00:05:47.000]  我特意找出來的
[00:05:47.000 --> 00:05:49.000]  希望你有些回憶
[00:05:49.000 --> 00:05:51.000]  彼得同亞約翰
[00:05:51.000 --> 00:05:54.000]  如常和平時一樣
[00:05:54.000 --> 00:05:56.000]  去到聖殿裏面去祈禱
[00:05:56.000 --> 00:05:58.000]  經文很特別
[00:05:58.000 --> 00:06:00.000]  經文特別講是幾點鐘
[00:06:00.000 --> 00:06:02.000]  有沒有印象
[00:06:02.000 --> 00:06:04.000]  下午三點
[00:06:04.000 --> 00:06:06.000]  按舊約的時代
[00:06:06.000 --> 00:06:08.000]  猶太人的傳統
[00:06:08.000 --> 00:06:11.000]  就是早上和下午三點
[00:06:11.000 --> 00:06:14.000]  都是獻祭的時間
[00:06:14.000 --> 00:06:16.000]  一早一個下午都是獻祭
[00:06:16.000 --> 00:06:18.000]  另外猶太人的傳統
[00:06:18.000 --> 00:06:21.000]  就是一天有三次祈禱
[00:06:21.000 --> 00:06:23.000]  就是早上九點
[00:06:23.000 --> 00:06:25.000]  下午三點
[00:06:25.000 --> 00:06:27.000]  和下午六點
[00:06:27.000 --> 00:06:29.000]  計算一下就知道
[00:06:29.000 --> 00:06:31.000]  下午三點是最多人去聖殿
[00:06:31.000 --> 00:06:33.000]  因為人們會去獻祭
[00:06:33.000 --> 00:06:35.000]  又會去祈禱
[00:06:35.000 --> 00:06:38.000]  彼得同亞約翰
[00:06:38.000 --> 00:06:41.000]  如常去到聖殿裏面去禱告
[00:06:41.000 --> 00:06:44.000]  來到聖殿的其中一個入口
[00:06:44.000 --> 00:06:46.000]  叫做美門
[00:06:46.000 --> 00:06:48.000]  美門顧名思義是怎樣
[00:06:48.000 --> 00:06:50.000]  很漂亮
[00:06:50.000 --> 00:06:52.000]  這是一個很漂亮的入口
[00:06:52.000 --> 00:06:53.000]  金碧輝煌
[00:06:53.000 --> 00:06:55.000]  有些歷史記載
[00:06:55.000 --> 00:06:59.000]  這扇門是用很昂貴的銅做的
[00:06:59.000 --> 00:07:03.000]  甚至價值超過杜金杜銀的門
[00:07:03.000 --> 00:07:06.000]  加上手工非常出色
[00:07:06.000 --> 00:07:09.000]  所以就有美門之稱
[00:07:09.000 --> 00:07:11.000]  亦因為它很漂亮
[00:07:11.000 --> 00:07:13.000]  像一件藝術品
[00:07:13.000 --> 00:07:15.000]  所以人們都很特意
[00:07:15.000 --> 00:07:18.000]  選擇這個門口去進入聖殿
[00:07:18.000 --> 00:07:21.000]  所以一路進入的時候
[00:07:21.000 --> 00:07:25.000]  好像觀賞藝術品一樣
[00:07:25.000 --> 00:07:26.000]  一路進入聖殿
[00:07:26.000 --> 00:07:28.000]  一路觀賞這麼漂亮的建築
[00:07:28.000 --> 00:07:30.000]  這麼漂亮的藝術品
[00:07:30.000 --> 00:07:33.000]  而這個雙腳行不到路的人
[00:07:33.000 --> 00:07:35.000]  即是這個行乞的人
[00:07:35.000 --> 00:07:37.000]  很懂得選擇
[00:07:37.000 --> 00:07:41.000]  他就選擇最多人會經過的門口
[00:07:41.000 --> 00:07:43.000]  就是行乞
[00:07:43.000 --> 00:07:46.000]  亦選擇最多人會出現的時間
