
[00:00:00.000 --> 00:00:05.000]  今日出面陽光溫暖
[00:00:05.000 --> 00:00:10.000]  頂姐妹,你心溫暖嗎?
[00:00:10.000 --> 00:00:15.000]  你心冰冷嗎?
[00:00:15.000 --> 00:00:20.000]  你期望今日
[00:00:20.000 --> 00:00:25.000]  遇見主,讓祂轉化你的生命
[00:00:25.000 --> 00:00:30.000]  讓你的生命有溫度嗎?
[00:00:30.000 --> 00:00:35.000]  你為自己祈禱
[00:00:35.000 --> 00:00:40.000]  將你的心願,你的祈願向神坦白地說
[00:00:40.000 --> 00:01:00.000]  親愛的天父,多謝你
[00:01:00.000 --> 00:01:05.000]  無論晴天、雨天、冬天、夏天
[00:01:05.000 --> 00:01:10.000]  我們仍然可以安靜、舒適地坐在這裡
[00:01:10.000 --> 00:01:15.000]  神母,願祢的靈安住在我們內心
[00:01:15.000 --> 00:01:20.000]  充滿我們,掌管我們的心思意念
[00:01:20.000 --> 00:01:24.000]  燃點我們心中對祢的火焰
[00:01:24.000 --> 00:01:28.000]  讓我們人在,心也在
[00:01:28.000 --> 00:01:31.000]  渴望聆聽祢的話
[00:01:31.000 --> 00:01:34.000]  渴望被祢觸碰我們的生命
[00:01:34.000 --> 00:01:37.000]  我們禱告奉主明求
[00:01:37.000 --> 00:01:46.000]  大家看到了嗎?
[00:01:46.000 --> 00:01:54.000]  下一頁,謝謝
[00:01:54.000 --> 00:01:58.000]  大家看到了嗎?
[00:01:58.000 --> 00:02:07.000]  是,光,兩支蠟燭的光,有什麼分別?
[00:02:07.000 --> 00:02:15.000]  一個比較微弱,一支燃燒得輝煌奪目
[00:02:15.000 --> 00:02:20.000]  再問多一個問題,今天幾號?
[00:02:20.000 --> 00:02:22.000]  26號,幾多月?
[00:02:22.000 --> 00:02:28.000]  11月,即是我們已經去到年尾
[00:02:28.000 --> 00:02:33.000]  會望2023年1月1日到今天
[00:02:33.000 --> 00:02:39.000]  丁姐妹,哪一支蠟燭代表你這一年
[00:02:39.000 --> 00:02:44.000]  熟齡生命的光景呢?
[00:02:44.000 --> 00:02:50.000]  你自己知道,不知道你信了耶穌多久
[00:02:50.000 --> 00:02:53.000]  我差不多30年了,你信了多久呢?
[00:02:53.000 --> 00:03:00.000]  數數手指,哪一支蠟燭代表你信主到今天
[00:03:00.000 --> 00:03:05.000]  的熟齡光景?
[00:03:05.000 --> 00:03:10.000]  哪一支蠟燭是你生命的寫照呢?
[00:03:10.000 --> 00:03:13.000]  在2000年前有一個猶太男子
[00:03:13.000 --> 00:03:16.000]  他經歷靈命的覺醒、蛻變
[00:03:16.000 --> 00:03:22.000]  由畏縮退避,變成無畏無懼的福音勇士
[00:03:22.000 --> 00:03:27.000]  他靈命的燭光,從微弱變得輝煌奪目
[00:03:27.000 --> 00:03:29.000]  你知不知道他是誰?
[00:03:29.000 --> 00:03:34.000]  根據《士道行傳》第四章和第四章的上下文
[00:03:34.000 --> 00:03:38.000]  還有《路加福音》裡有關彼得的事蹟
[00:03:38.000 --> 00:03:42.000]  透過同一個聖經作者,知不知道是誰?
[00:03:42.000 --> 00:03:46.000]  《士道行傳》和《路加福音》的作者是誰?
[00:03:46.000 --> 00:03:50.000]  就是路加醫生了,他勢利的筆觸
[00:03:50.000 --> 00:03:52.000]  帶領我們穿越公元一世紀
[00:03:52.000 --> 00:03:55.000]  羅馬統治下的猶太社區
[00:03:55.000 --> 00:04:00.000]  看看,使徒彼得靈命的燭光
[00:04:00.000 --> 00:04:02.000]  讓我們一起進入經文
[00:04:02.000 --> 00:04:05.000]  《士道行傳》第四章,一到十四節
[00:04:05.000 --> 00:04:07.000]  旁白由我來讀
[00:04:07.000 --> 00:04:11.000]  宗教領袖說的話,即紅色的字
[00:04:11.000 --> 00:04:12.000]  我請姐妹讀
[00:04:12.000 --> 00:04:15.000]  使徒說的話,藍色的字
[00:04:15.000 --> 00:04:17.000]  請弟兄一同朗讀
[00:04:17.000 --> 00:04:18.000]  都理解吧?
[00:04:18.000 --> 00:04:21.000]  有顏色顯示再提醒大家
[00:04:21.000 --> 00:04:22.000]  我們開始吧
[00:04:22.000 --> 00:04:27.000]  彼得和約翰正向百姓說話的時候
[00:04:27.000 --> 00:04:31.000]  祭司們、守殿官和殺刀哥人來了
[00:04:31.000 --> 00:04:33.000]  就很煩惱
[00:04:33.000 --> 00:04:35.000]  因為使徒們教導百姓
[00:04:35.000 --> 00:04:40.000]  傳揚在耶穌的事上證明有死人復活
[00:04:40.000 --> 00:04:43.000]  於是下手拿著他們
[00:04:43.000 --> 00:04:45.000]  因為天已經晚了
[00:04:45.000 --> 00:04:49.000]  就把他們押在拘留所到第二天
[00:04:49.000 --> 00:04:52.000]  但聽到的人有許多信了
[00:04:52.000 --> 00:04:55.000]  男人的數目約有五千
[00:04:55.000 --> 00:04:56.000]  第二天
[00:04:56.000 --> 00:05:00.000]  官長、長老和問事在耶路撒冷聚集
[00:05:00.000 --> 00:05:05.000]  又有阿拿大祭司、戈亞發、約翰、亞歷山大
[00:05:05.000 --> 00:05:09.000]  和大祭司的親族都在那裡
[00:05:09.000 --> 00:05:13.000]  他們叫使徒站在中間問他們
[00:05:13.000 --> 00:05:22.000]  那時彼得被聖靈充滿
[00:05:22.000 --> 00:05:23.000]  對他們說
[00:05:23.000 --> 00:05:26.000]  (閩南語)
[00:05:27.000 --> 00:05:30.000]  (閩南語)
[00:05:30.000 --> 00:05:33.000]  (閩南語)
[00:05:34.000 --> 00:05:37.000]  (閩南語)
[00:05:37.000 --> 00:05:41.000]  (閩南語)
[00:05:41.000 --> 00:05:45.000]  (閩南語)
[00:05:45.000 --> 00:05:49.000]  (閩南語)
[00:05:49.000 --> 00:05:53.000]  (閩南語)
[00:05:53.000 --> 00:05:57.000]  (閩南語)
[00:05:57.000 --> 00:06:01.000]  (閩南語)
[00:06:02.000 --> 00:06:05.000]  (閩南語)
[00:06:05.000 --> 00:06:09.000]  (閩南語)
[00:06:09.000 --> 00:06:13.000]  (閩南語)
[00:06:13.000 --> 00:06:17.000]  他們見彼得、約翰的膽量
[00:06:17.000 --> 00:06:21.000]  又看出他們原是沒有學問的平民
[00:06:21.000 --> 00:06:23.000]  就很驚訝
[00:06:23.000 --> 00:06:26.000]  認出他們曾是跟耶穌一起的
[00:06:26.000 --> 00:06:29.000]  又看見那自好了的人
[00:06:29.000 --> 00:06:34.000]  和他們一同站著就無話可說
[00:06:34.000 --> 00:06:39.000]  有一天下午三點鐘禱告的時候
[00:06:39.000 --> 00:06:40.000]  彼得和約翰
[00:06:40.000 --> 00:06:43.000]  兩個好戰友、好靈友
[00:06:43.000 --> 00:06:45.000]  按照猶太人的傳統
[00:06:45.000 --> 00:06:47.000]  遇上去到耶路撒冷的聖殿
[00:06:47.000 --> 00:06:49.000]  敬拜禱告
[00:06:49.000 --> 00:06:51.000]  三年前
[00:06:51.000 --> 00:06:54.000]  彼得和約翰活躍在北方
[00:06:54.000 --> 00:06:57.000]  加利利海的漁夫
[00:06:57.000 --> 00:06:59.000]  三年前那天
[00:06:59.000 --> 00:07:01.000]  在加利利海邊
[00:07:01.000 --> 00:07:04.000]  你還記不記得彼得的經歷?
[00:07:04.000 --> 00:07:05.000]  那天
[00:07:05.000 --> 00:07:09.000]  耶穌親自走進彼得和約翰工作的場所
[00:07:09.000 --> 00:07:11.000]  他們打魚的地方
[00:07:11.000 --> 00:07:14.000]  還叫彼得下網捕魚
[00:07:14.000 --> 00:07:17.000]  超乎彼得的想像
[00:07:17.000 --> 00:07:19.000]  彼得竟然捕下驚人的魚獲
[00:07:19.000 --> 00:07:21.000]  圈著很多很多的魚
[00:07:21.000 --> 00:07:24.000]  多到網差點裂開
[00:07:24.000 --> 00:07:26.000]  多到魚裝滿了兩隻船
[00:07:26.000 --> 00:07:29.000]  而且那隻船快要沉下去
[00:07:29.000 --> 00:07:31.000]  在那一刻
[00:07:31.000 --> 00:07:34.000]  好像有無數的魚兒
[00:07:34.000 --> 00:07:37.000]  在彼得的深湖活崩亂跳
[00:07:37.000 --> 00:07:40.000]  你想不想像到彼得當時的心
[00:07:40.000 --> 00:07:43.000]  多麼激動、多麼感恩、多麼不配
[00:07:43.000 --> 00:07:47.000]  你感不感受到他心跳加速
[00:07:47.000 --> 00:07:49.000]  作為專業漁夫
[00:07:49.000 --> 00:07:52.000]  那天很可能是他最驕人的成就
[00:07:52.000 --> 00:07:54.000]  最驕人的魚獲
[00:07:54.000 --> 00:07:59.000]  那天彼得和約翰聽見主耶穌的呼喚
[00:07:59.000 --> 00:08:02.000]  就跟從主,作主門徒
[00:08:02.000 --> 00:08:05.000]  一起改行,做得人漁夫
[00:08:05.000 --> 00:08:08.000]  三年後的這一天
[00:08:08.000 --> 00:08:11.000]  場景由北方的加利利海
[00:08:11.000 --> 00:08:15.000]  轉到南方猶太省的山城
[00:08:15.000 --> 00:08:19.000]  彼得約翰遇上去聖殿禱告
[00:08:19.000 --> 00:08:21.000]  在聖殿的尾門口
[00:08:21.000 --> 00:08:25.000]  巧遇上一個天生蹊蹺的中年乞丐
[00:08:25.000 --> 00:08:28.000]  兩個使徒奉主耶穌的名
[00:08:28.000 --> 00:08:31.000]  奇妙地治癒了他的天殘腿
[00:08:31.000 --> 00:08:35.000]  在場的目擊者很驚訝
[00:08:35.000 --> 00:08:38.000]  而在聖殿外院鎖羅門的廊下
[00:08:38.000 --> 00:08:41.000]  在這裡外邦人都可以進來
[00:08:41.000 --> 00:08:43.000]  可以聚集很多人
[00:08:43.000 --> 00:08:45.000]  機不可失
