
[00:00:00.000 --> 00:00:06.880]  好,這次我們到了五堂崇拜自由題的階段
[00:00:06.880 --> 00:00:10.840]  我們下一季就會講耶穌的事蹟與神蹟
[00:00:10.840 --> 00:00:15.080]  所以我們還有自由題的機會
[00:00:15.080 --> 00:00:20.240]  我就想講一個我自己一直很想和弟兄姊妹分享的題目
[00:00:20.240 --> 00:00:24.560]  這個題目是有些另類的
[00:00:24.560 --> 00:00:26.240]  通常在YouTube見到的
[00:00:26.240 --> 00:00:30.600]  就是我題目的PowerPoint是
[00:00:30.600 --> 00:00:36.160]  「免得入了迷惑 聖經如何回應別的受造物」
[00:00:36.160 --> 00:00:38.440]  其實講白一點
[00:00:38.440 --> 00:00:42.720]  我們看聖經如何回應外星人的傳聞
[00:00:42.720 --> 00:00:44.920]  這個比較另類
[00:00:44.920 --> 00:00:50.120]  在看聖經之前我想大家先有個基礎
[00:00:50.120 --> 00:00:54.280]  讀一讀《已忽所書》第四章十一到十四節
[00:00:54.280 --> 00:00:56.600]  我們一起大聲讀好不好?
[00:00:56.600 --> 00:00:58.760]  好,預備,一二三
[00:00:58.760 --> 00:01:02.600]  「他所持的有使徒有先知
[00:01:02.600 --> 00:01:06.480]  有傳撲音的有牧師和教師
[00:01:06.480 --> 00:01:10.200]  為要成全聖徒各種奇蹟
[00:01:10.200 --> 00:01:12.480]  建立基督的身體
[00:01:12.480 --> 00:01:17.320]  直等到我們眾人在這路上同歸於人
[00:01:17.320 --> 00:01:19.360]  認識神的遺址
[00:01:19.360 --> 00:01:21.480]  得以長大成人
[00:01:21.480 --> 00:01:24.360]  本有基督長成的新娘
[00:01:24.360 --> 00:01:27.320]  使我們不再作小孩子
[00:01:27.320 --> 00:01:31.080]  眾妖人的詭計和欺騙的法術
[00:01:31.080 --> 00:01:34.120]  被一切異教之荒謬等
[00:01:34.120 --> 00:01:38.600]  飄來飄去再隨從代替的意見」
[00:01:38.600 --> 00:01:42.880]  這段經文可以由引福堂主題的經文
[00:01:42.880 --> 00:01:47.880]  在門口的柱上寫下這段經文的部分章節
[00:01:47.880 --> 00:01:50.400]  引福堂很想透過聖經
[00:01:50.400 --> 00:01:52.360]  去裝備我們的弟兄姊妹
[00:01:52.360 --> 00:01:54.160]  你有一個成熟的信仰
[00:01:54.160 --> 00:01:56.800]  甚至一個健全的聖經的看法
[00:01:56.800 --> 00:01:59.920]  於是面對這個世界有多少挑戰
[00:01:59.920 --> 00:02:03.360]  有多少瘋狂的說法
[00:02:03.360 --> 00:02:06.240]  我們都有根有機去回應面對
[00:02:06.240 --> 00:02:09.160]  願意我們頂著這個態度
[00:02:09.160 --> 00:02:10.160]  去看回聖經
[00:02:10.160 --> 00:02:12.800]  上帝回應這個世代的挑戰
[00:02:12.800 --> 00:02:15.600]  我們先下去講道
[00:02:15.600 --> 00:02:18.080]  我們一起禱告
[00:02:18.080 --> 00:02:20.680]  創造天地萬物的上帝
[00:02:20.680 --> 00:02:22.840]  當世人在你面前的時候
[00:02:22.840 --> 00:02:26.160]  我們不可以再驕傲說我們知道一切
[00:02:26.160 --> 00:02:27.360]  明白一切
[00:02:27.360 --> 00:02:29.880]  甚至說我們掌握一切
[00:02:29.880 --> 00:02:33.720]  我們在你面前需要存一個謙卑謙惶
[00:02:33.720 --> 00:02:37.280]  甚至願意聆聽的心去看神的話語
[00:02:37.280 --> 00:02:39.680]  今天有很多異端邪說
[00:02:39.680 --> 00:02:42.000]  甚至有很多的迷惑出現
[00:02:42.000 --> 00:02:44.440]  求你讓我們有聖靈
[00:02:44.440 --> 00:02:46.960]  和神的話語同在的心
[00:02:46.960 --> 00:02:50.160]  讓我們面對挑戰的時候不自迷惑
[00:02:50.160 --> 00:02:51.720]  我們的禱告仰望
[00:02:51.720 --> 00:02:53.720]  奉耶穌名及
[00:02:53.720 --> 00:02:55.160]  阿們
[00:02:55.160 --> 00:02:58.560]  我想較早之前大家都看到
[00:02:58.560 --> 00:03:02.080]  美國政府有一個叫做
[00:03:02.080 --> 00:03:04.560]  秘密檔案出現
[00:03:04.560 --> 00:03:07.560]  秘密檔案就是特朗普政府說
[00:03:07.560 --> 00:03:09.360]  會公開這個秘密檔案
[00:03:09.360 --> 00:03:12.120]  於是會揭露外星人的痕跡
[00:03:12.120 --> 00:03:17.400]  甚至不明飛行物體的種種檔案出來
[00:03:17.400 --> 00:03:19.920]  最juicy的一件事
[00:03:19.920 --> 00:03:22.200]  就是在揭露檔案之前
[00:03:22.200 --> 00:03:26.240]  約了美國宗教會的牧者
[00:03:26.240 --> 00:03:29.040]  去白宮見一件CIA的人
[00:03:29.040 --> 00:03:32.240]  說以後會揭露這樣的檔案
[00:03:32.240 --> 00:03:34.840]  好像和牧師打釘底
[00:03:34.840 --> 00:03:38.920]  這些東西出現會衝擊你的基督教信仰
[00:03:38.920 --> 00:03:40.720]  很多人會質疑上帝
[00:03:40.720 --> 00:03:43.640]  牧師你做好心理準備吧
[00:03:43.640 --> 00:03:46.800]  但後來大家看過檔案揭露
[00:03:46.800 --> 00:03:49.320]  都沒有什麼效果
[00:03:49.320 --> 00:03:51.440]  無論如何
[00:03:51.440 --> 00:03:55.560]  很多人問我牧師怎樣看這件事
[00:03:55.560 --> 00:03:56.440]  牧師怎樣看
[00:03:56.440 --> 00:03:59.080]  後來看很多youtube片有很多介紹
[00:03:59.080 --> 00:04:02.400]  我不想從youtube片的角度去看這件事
[00:04:02.400 --> 00:04:06.640]  甚至後來有些電影就推波助瀾
[00:04:06.640 --> 00:04:08.840]  是真的外星人真的存在
[00:04:08.840 --> 00:04:12.920]  到底我們怎樣看這些挑戰呢?
[00:04:12.920 --> 00:04:13.840]  很有趣的
[00:04:13.840 --> 00:04:16.240]  你做過基督徒幾十年
[00:04:16.240 --> 00:04:19.160]  你偶爾都會見到這樣的情況
[00:04:19.160 --> 00:04:20.840]  約十幾二十年前
[00:04:20.840 --> 00:04:24.160]  有達文西密碼出現
[00:04:24.160 --> 00:04:25.120]  你有看過吧
[00:04:25.120 --> 00:04:29.520]  其實耶穌有個老婆什麼都可以
[00:04:29.520 --> 00:04:32.720]  每個年代都會有些古靈精怪的東西說
[00:04:32.720 --> 00:04:34.960]  我們面對這些古靈精怪的東西說的時候
[00:04:34.960 --> 00:04:36.640]  基督徒怎樣回應呢?
[00:04:36.640 --> 00:04:39.640]  今天我很想用幾段經文
[00:04:39.640 --> 00:04:42.000]  幫我們有個基礎
[00:04:42.000 --> 00:04:44.600]  面對很多的挑戰回應
[00:04:44.600 --> 00:04:47.280]  關於外星人是很好笑的
[00:04:47.280 --> 00:04:49.560]  很多人有很多猜想
[00:04:49.560 --> 00:04:52.920]  有些人覺得外星人是對人類友善的
[00:04:52.920 --> 00:04:56.240]  所以後來我們有沒有留意
[00:04:56.240 --> 00:04:58.320]  羅茲威爾事件之後
[00:04:58.320 --> 00:04:59.200]  外星人是怎樣的
[00:04:59.200 --> 00:05:00.280]  眼睛很大
[00:05:00.280 --> 00:05:02.840]  下巴很尖
[00:05:02.840 --> 00:05:04.440]  日本人就聰明了
[00:05:04.440 --> 00:05:06.720]  弄一個鹹蛋超人出來
[00:05:06.720 --> 00:05:09.920]  在潮流文化的人的評論
[00:05:09.920 --> 00:05:13.080]  鹹蛋超人其實是回應羅茲威爾事件
[00:05:13.080 --> 00:05:15.360]  其實日本人是很厲害的
[00:05:15.360 --> 00:05:16.760]  商品化之外
[00:05:16.760 --> 00:05:18.520]  有很多模型賣之外
[00:05:18.520 --> 00:05:21.440]  甚至說其實是幫人類的
[00:05:21.440 --> 00:05:23.240]  是對人類友善的
[00:05:23.240 --> 00:05:25.760]  這是第一個版本
[00:05:25.760 --> 00:05:28.680]  另外就是外星人侵略地球
[00:05:28.680 --> 00:05:32.040]  電影《天殺地球反擊線》就在說這件事
[00:05:32.040 --> 00:05:34.520]  有些人還推陳出新
[00:05:34.520 --> 00:05:36.400]  想到無限擴大
[00:05:36.400 --> 00:05:37.600]  如果有外星人
[00:05:37.600 --> 00:05:40.960]  我們古代見到的神明是不是外星人來的
[00:05:40.960 --> 00:05:46.040]  甚至是異形的普羅修斯
[00:05:46.040 --> 00:05:50.040]  他就說其實外星人創造人類的
[00:05:50.040 --> 00:05:52.880]  很多的猜想
[00:05:52.880 --> 00:05:56.240]  後來最經典最絕活的
[00:05:56.240 --> 00:05:58.120]  就是台灣有一套電影
[00:05:58.120 --> 00:05:59.600]  叫《大災難》
[00:05:59.600 --> 00:06:00.440]  不知道有沒有看過
[00:06:00.440 --> 00:06:01.120]  我沒有看過
[00:06:01.120 --> 00:06:02.960]  但有些網上討論的
[00:06:02.960 --> 00:06:06.360]  它就是關公大戰外星人
[00:06:06.360 --> 00:06:09.120]  任你說都可以
[00:06:09.120 --> 00:06:16.160]  人類很多時候可以將很多東西推陳出新
[00:06:16.160 --> 00:06:17.560]  無限擴大
[00:06:17.560 --> 00:06:20.520]  有外星人就有這樣的結果
[00:06:20.520 --> 00:06:23.200]  於是面對這麼古靈精怪的事情
[00:06:23.200 --> 00:06:26.120]  首先我想跟大家看第一段經文
[00:06:26.120 --> 00:06:30.280]  這是《羅馬書》第八章38到39節
[00:06:30.280 --> 00:06:31.440]  大家一起讀
[00:06:31.440 --> 00:06:32.960]  一、二、三
[00:06:32.960 --> 00:06:58.840]  如果你們看聖經的《羅馬書》第八章
[00:06:58.840 --> 00:07:02.480]  是《羅馬書》最巔峰的作品
[00:07:02.480 --> 00:07:07.000]  它說道上帝的愛是超越我們的所想所求
[00:07:07.000 --> 00:07:10.280]  甚至上帝在歷代之先間選了我們
[00:07:10.280 --> 00:07:12.800]  祂既然救得你必保守你到底
[00:07:12.800 --> 00:07:16.280]  接著有一首經文轉成歌
[00:07:16.280 --> 00:07:19.320]  《誰能使我們與基督的愛隔絕麼》
[00:07:19.320 --> 00:07:20.720]  你唱過沒有?
[00:07:20.720 --> 00:07:24.400]  誰能使我們與基督的愛隔絕
[00:07:24.400 --> 00:07:25.440]  是患難麼
[00:07:25.440 --> 00:07:26.400]  是痛苦麼
[00:07:26.400 --> 00:07:28.240]  是患難痛苦麼
[00:07:28.240 --> 00:07:29.520]  是聽過的嗎?
[00:07:29.520 --> 00:07:32.120]  是很多的
[00:07:32.120 --> 00:07:33.920]  這首歌是《一言歌》
[00:07:33.920 --> 00:07:36.520]  小時候主要是教小朋友唱的
[00:07:36.520 --> 00:07:39.120]  有很多版本
[00:07:39.120 --> 00:07:41.320]  接著保羅就說
[00:07:41.320 --> 00:07:43.320]  既然上帝這麼奇妙地愛我們
[00:07:43.320 --> 00:07:45.320]  接著他做了一個很大的宣告
[00:07:45.320 --> 00:07:48.720]  我相信無論是生是死
[00:07:48.720 --> 00:07:50.920]  是天使、是掌權的
[00:07:50.920 --> 00:07:53.920]  是有權能的別的受造之物
[00:07:53.920 --> 00:07:57.920]  都不能叫我們與神的愛隔絕
[00:07:57.920 --> 00:07:59.920]  保羅很常照著一件事
[00:07:59.920 --> 00:08:01.920]  就算是誰也好
[00:08:01.920 --> 00:08:04.720]  蘇牧師或是全部人也好
[00:08:04.720 --> 00:08:08.920]  都不能夠阻止我們與神的愛隔絕
[00:08:08.920 --> 00:08:11.120]  但當中保羅很特別的
[00:08:11.120 --> 00:08:14.320]  寫著「別的受造之物」
[00:08:14.320 --> 00:08:15.920]  在這經文當中
